Area,ISO 3 code,Year,Area type,Electricity source,Is aggregated source,Generation (TWh),Generation YoY change (TWh),Generation YoY change (%),Share of generation (%),Share of generation YoY change (% points),Emissions (MtCO2e),Emissions YoY change (MtCO2e),Emissions YoY change (%),Share of emissions (%),Emissions intensity (gCO2e/kWh),Continent,Ember region,EU member,OECD member,G20 member,G7 member,ASEAN member
Bulgaria,BGR,2023,Country or economy,Hard coal,True,0.28,-0.05,-15.152,0.699,0.043,0.272,-0.048,-15.0,2.005,971.429,Europe,Europe,True,False,False,False,False
Bulgaria,BGR,2023,Country or economy,Thermal,True,15.74,-10.69,-40.446,39.271,-13.295,13.227,-10.438,-44.107,97.508,840.343,Europe,Europe,True,False,False,False,False
Bulgaria,BGR,2024,Country or economy,Solar,False,5.49,1.97,55.966,14.344,5.562,0.261,0.094,56.287,2.444,47.541,Europe,Europe,True,False,False,False,False
Bulgaria,BGR,2024,Country or economy,Onshore wind,False,1.435,-0.145,-9.177,3.749,-0.193,0.018,-0.001,-5.263,0.169,12.544,Europe,Europe,True,False,False,False,False
Bulgaria,BGR,2024,Country or economy,Hydro,False,2.79,-0.29,-9.416,7.289,-0.396,0.066,-0.007,-9.589,0.618,23.656,Europe,Europe,True,False,False,False,False
Bulgaria,BGR,2024,Country or economy,Bioenergy,False,1.72,-0.15,-8.021,4.494,-0.172,0.372,-0.032,-7.921,3.483,216.279,Europe,Europe,True,False,False,False,False
Bulgaria,BGR,2024,Country or economy,Other renewables,False,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,Europe,Europe,True,False,False,False,False
Bulgaria,BGR,2024,Country or economy,Nuclear,False,15.78,-0.38,-2.351,41.228,0.909,0.076,-0.002,-2.564,0.712,4.816,Europe,Europe,True,False,False,False,False
Bulgaria,BGR,2024,Country or economy,Lignite,False,8.5,-2.95,-25.764,22.208,-6.36,8.632,-2.996,-25.765,80.817,1015.529,Europe,Europe,True,False,False,False,False
Bulgaria,BGR,2024,Country or economy,Gas,False,2.04,0.1,5.155,5.33,0.49,0.833,0.041,5.177,7.799,408.333,Europe,Europe,True,False,False,False,False
Bulgaria,BGR,2024,Country or economy,Other fossil,False,0.26,0.06,30.0,0.679,0.18,0.171,0.039,29.545,1.601,657.692,Europe,Europe,True,False,False,False,False
Bulgaria,BGR,2024,Country or economy,Net imports,False,-0.99,2.34,-70.27,-2.587,5.721,0.0,0.0,,0.0,0.0,Europe,Europe,True,False,False,False,False
Bulgaria,BGR,2024,Country or economy,Wind,True,1.435,-0.145,-9.177,3.749,-0.193,0.018,-0.001,-5.263,0.169,12.544,Europe,Europe,True,False,False,False,False
Bulgaria,BGR,2024,Country or economy,Coal,True,8.76,-2.97,-25.32,22.887,-6.379,8.884,-3.015,-25.338,83.177,1014.155,Europe,Europe,True,False,False,False,False
Bulgaria,BGR,2024,Country or economy,Wind and solar,True,6.925,1.825,35.784,18.093,5.368,0.279,0.092,49.198,2.612,40.289,Europe,Europe,True,False,False,False,False
Bulgaria,BGR,2024,Country or economy,"Hydro, bioenergy and other renewables",True,4.51,-0.44,-8.889,11.783,-0.567,0.438,-0.039,-8.176,4.101,97.118,Europe,Europe,True,False,False,False,False
Bulgaria,BGR,2024,Country or economy,Renewables,True,11.435,1.385,13.781,29.876,4.801,0.717,0.053,7.982,6.713,62.702,Europe,Europe,True,False,False,False,False
Bulgaria,BGR,2024,Country or economy,Clean,True,27.215,1.005,3.834,71.104,5.71,0.793,0.051,6.873,7.424,29.138,Europe,Europe,True,False,False,False,False
Bulgaria,BGR,2024,Country or economy,Fossil,True,11.06,-2.81,-20.26,28.896,-5.71,9.888,-2.935,-22.889,92.577,894.033,Europe,Europe,True,False,False,False,False
Bulgaria,BGR,2024,Country or economy,Total generation,True,38.275,-1.805,-4.503,100.0,0.0,10.681,-2.884,-21.261,100.001,279.059,Europe,Europe,True,False,False,False,False
Bulgaria,BGR,2024,Country or economy,Demand,True,37.285,0.535,1.456,97.413,5.721,,,,,,Europe,Europe,True,False,False,False,False
Bulgaria,BGR,2024,Country or economy,Hard coal,True,0.26,-0.02,-7.143,0.679,-0.02,0.252,-0.02,-7.353,2.359,969.231,Europe,Europe,True,False,False,False,False
Bulgaria,BGR,2024,Country or economy,Thermal,True,12.78,-2.96,-18.806,33.39,-5.881,10.26,-2.967,-22.431,96.06,802.817,Europe,Europe,True,False,False,False,False
Bulgaria,BGR,2025,Country or economy,Solar,False,6.933,1.443,26.284,18.21,3.866,0.329,0.068,26.054,3.138,47.454,Europe,Europe,True,False,False,False,False
Bulgaria,BGR,2025,Country or economy,Onshore wind,False,1.345,-0.09,-6.272,3.533,-0.216,0.017,-0.001,-5.556,0.162,12.639,Europe,Europe,True,False,False,False,False
Bulgaria,BGR,2025,Country or economy,Hydro,False,2.545,-0.245,-8.781,6.685,-0.604,0.06,-0.006,-9.091,0.572,23.576,Europe,Europe,True,False,False,False,False
Bulgaria,BGR,2025,Country or economy,Bioenergy,False,1.685,-0.035,-2.035,4.426,-0.068,0.364,-0.008,-2.151,3.472,216.024,Europe,Europe,True,False,False,False,False
Bulgaria,BGR,2025,Country or economy,Other renewables,False,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,Europe,Europe,True,False,False,False,False
Bulgaria,BGR,2025,Country or economy,Nuclear,False,14.858,-0.922,-5.843,39.026,-2.202,0.072,-0.004,-5.263,0.687,4.846,Europe,Europe,True,False,False,False,False
Bulgaria,BGR,2025,Country or economy,Lignite,False,8.408,-0.092,-1.082,22.084,-0.124,8.539,-0.093,-1.077,81.457,1015.58,Europe,Europe,True,False,False,False,False
Bulgaria,BGR,2025,Country or economy,Gas,False,1.861,-0.179,-8.775,4.888,-0.442,0.76,-0.073,-8.764,7.25,408.383,Europe,Europe,True,False,False,False,False
Bulgaria,BGR,2025,Country or economy,Other fossil,False,0.261,0.001,0.385,0.686,0.007,0.172,0.001,0.585,1.641,659.004,Europe,Europe,True,False,False,False,False
Bulgaria,BGR,2025,Country or economy,Net imports,False,-1.32,-0.33,33.333,-3.467,-0.88,0.0,0.0,,0.0,0.0,Europe,Europe,True,False,False,False,False
Bulgaria,BGR,2025,Country or economy,Wind,True,1.345,-0.09,-6.272,3.533,-0.216,0.017,-0.001,-5.556,0.162,12.639,Europe,Europe,True,False,False,False,False
Bulgaria,BGR,2025,Country or economy,Coal,True,8.584,-0.176,-2.009,22.547,-0.34,8.709,-0.175,-1.97,83.079,1014.562,Europe,Europe,True,False,False,False,False
Bulgaria,BGR,2025,Country or economy,Wind and solar,True,8.279,1.354,19.552,21.745,3.652,0.346,0.067,24.014,3.301,41.792,Europe,Europe,True,False,False,False,False
Bulgaria,BGR,2025,Country or economy,"Hydro, bioenergy and other renewables",True,4.231,-0.279,-6.186,11.113,-0.67,0.425,-0.013,-2.968,4.054,100.449,Europe,Europe,True,False,False,False,False
Bulgaria,BGR,2025,Country or economy,Renewables,True,12.509,1.074,9.392,32.856,2.98,0.771,0.054,7.531,7.355,61.636,Europe,Europe,True,False,False,False,False
Bulgaria,BGR,2025,Country or economy,Clean,True,27.367,0.152,0.559,71.882,0.778,0.843,0.05,6.305,8.042,30.804,Europe,Europe,True,False,False,False,False
Bulgaria,BGR,2025,Country or economy,Fossil,True,10.705,-0.355,-3.21,28.118,-0.778,9.64,-0.248,-2.508,91.96,900.514,Europe,Europe,True,False,False,False,False
Bulgaria,BGR,2025,Country or economy,Total generation,True,38.072,-0.203,-0.53,99.999,-0.001,10.483,-0.198,-1.854,100.002,275.347,Europe,Europe,True,False,False,False,False
Bulgaria,BGR,2025,Country or economy,Demand,True,36.752,-0.533,-1.43,96.532,-0.881,,,,,,Europe,Europe,True,False,False,False,False
Bulgaria,BGR,2025,Country or economy,Thermal,True,12.391,-0.389,-3.044,32.546,-0.844,10.005,-0.255,-2.485,95.442,807.441,Europe,Europe,True,False,False,False,False
Bulgaria,BGR,2025,Country or economy,Hard coal,True,0.175,-0.085,-32.692,0.46,-0.219,0.17,-0.082,-32.54,1.622,971.429,Europe,Europe,True,False,False,False,False
Croatia,HRV,1990,Country or economy,Solar,False,0.0,,,0.0,,0.0,,,0.0,,Europe,Europe,True,False,False,False,False
Croatia,HRV,1990,Country or economy,Onshore wind,False,0.0,,,0.0,,0.0,,,0.0,,Europe,Europe,True,False,False,False,False
Croatia,HRV,1990,Country or economy,Hydro,False,3.92,,,44.495,,0.093,,,2.923,23.724,Europe,Europe,True,False,False,False,False
Croatia,HRV,1990,Country or economy,Bioenergy,False,0.01,,,0.114,,0.002,,,0.063,200.0,Europe,Europe,True,False,False,False,False
Croatia,HRV,1990,Country or economy,Other renewables,False,0.0,,,0.0,,0.0,,,0.0,,Europe,Europe,True,False,False,False,False
Croatia,HRV,1990,Country or economy,Nuclear,False,0.0,,,0.0,,0.0,,,0.0,,Europe,Europe,True,False,False,False,False
Croatia,HRV,1990,Country or economy,Lignite,False,0.05,,,0.568,,0.049,,,1.54,980.0,Europe,Europe,True,False,False,False,False
Croatia,HRV,1990,Country or economy,Gas,False,1.36,,,15.437,,0.578,,,18.165,425.0,Europe,Europe,True,False,False,False,False
Croatia,HRV,1990,Country or economy,Other fossil,False,2.89,,,32.804,,1.902,,,59.774,658.131,Europe,Europe,True,False,False,False,False
Croatia,HRV,1990,Country or economy,Net imports,False,6.88,,,78.093,,0.0,,,0.0,0.0,Europe,Europe,True,False,False,False,False
Croatia,HRV,1990,Country or economy,Wind,True,0.0,,,0.0,,0.0,,,0.0,,Europe,Europe,True,False,False,False,False
Croatia,HRV,1990,Country or economy,Coal,True,0.63,,,7.151,,0.607,,,19.076,963.492,Europe,Europe,True,False,False,False,False
Croatia,HRV,1990,Country or economy,Wind and solar,True,0.0,,,0.0,,0.0,,,0.0,,Europe,Europe,True,False,False,False,False
Croatia,HRV,1990,Country or economy,"Hydro, bioenergy and other renewables",True,3.93,,,44.608,,0.095,,,2.986,24.173,Europe,Europe,True,False,False,False,False
Croatia,HRV,1990,Country or economy,Renewables,True,3.93,,,44.608,,0.095,,,2.986,24.173,Europe,Europe,True,False,False,False,False
Croatia,HRV,1990,Country or economy,Clean,True,3.93,,,44.608,,0.095,,,2.986,24.173,Europe,Europe,True,False,False,False,False
Croatia,HRV,1990,Country or economy,Fossil,True,4.88,,,55.392,,3.087,,,97.015,632.582,Europe,Europe,True,False,False,False,False
Croatia,HRV,1990,Country or economy,Total generation,True,8.81,,,100.0,,3.182,,,100.001,361.18,Europe,Europe,True,False,False,False,False
Croatia,HRV,1990,Country or economy,Demand,True,15.69,,,178.093,,,,,,,Europe,Europe,True,False,False,False,False
Croatia,HRV,1990,Country or economy,Hard coal,True,0.58,,,6.583,,0.558,,,17.536,962.069,Europe,Europe,True,False,False,False,False
Croatia,HRV,1990,Country or economy,Thermal,True,4.89,,,55.505,,3.089,,,97.078,631.697,Europe,Europe,True,False,False,False,False
Croatia,HRV,1991,Country or economy,Solar,False,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,Europe,Europe,True,False,False,False,False
Croatia,HRV,1991,Country or economy,Onshore wind,False,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,Europe,Europe,True,False,False,False,False
Croatia,HRV,1991,Country or economy,Hydro,False,5.53,1.61,41.071,64.452,19.957,0.131,0.038,40.86,6.297,23.689,Europe,Europe,True,False,False,False,False
Croatia,HRV,1991,Country or economy,Bioenergy,False,0.01,0.0,0.0,0.117,0.003,0.002,0.0,0.0,0.096,200.0,Europe,Europe,True,False,False,False,False
Croatia,HRV,1991,Country or economy,Other renewables,False,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,Europe,Europe,True,False,False,False,False
Croatia,HRV,1991,Country or economy,Nuclear,False,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,Europe,Europe,True,False,False,False,False
Croatia,HRV,1991,Country or economy,Lignite,False,0.01,-0.04,-80.0,0.117,-0.451,0.01,-0.039,-79.592,0.481,1000.0,Europe,Europe,True,False,False,False,False
Croatia,HRV,1991,Country or economy,Gas,False,0.74,-0.62,-45.588,8.625,-6.812,0.315,-0.263,-45.502,15.142,425.676,Europe,Europe,True,False,False,False,False
Croatia,HRV,1991,Country or economy,Other fossil,False,1.91,-0.98,-33.91,22.261,-10.543,1.257,-0.645,-33.912,60.425,658.115,Europe,Europe,True,False,False,False,False
Croatia,HRV,1991,Country or economy,Net imports,False,5.11,-1.77,-25.727,59.557,-18.536,0.0,0.0,,0.0,0.0,Europe,Europe,True,False,False,False,False
Croatia,HRV,1991,Country or economy,Wind,True,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,Europe,Europe,True,False,False,False,False
Croatia,HRV,1991,Country or economy,Coal,True,0.39,-0.24,-38.095,4.545,-2.606,0.375,-0.232,-38.221,18.027,961.538,Europe,Europe,True,False,False,False,False
Croatia,HRV,1991,Country or economy,Wind and solar,True,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,Europe,Europe,True,False,False,False,False
Croatia,HRV,1991,Country or economy,"Hydro, bioenergy and other renewables",True,5.54,1.61,40.967,64.569,19.961,0.134,0.039,41.053,6.442,24.188,Europe,Europe,True,False,False,False,False
Croatia,HRV,1991,Country or economy,Renewables,True,5.54,1.61,40.967,64.569,19.961,0.134,0.039,41.053,6.442,24.188,Europe,Europe,True,False,False,False,False
Croatia,HRV,1991,Country or economy,Clean,True,5.54,1.61,40.967,64.569,19.961,0.134,0.039,41.053,6.442,24.188,Europe,Europe,True,False,False,False,False
Croatia,HRV,1991,Country or economy,Fossil,True,3.04,-1.84,-37.705,35.431,-19.961,1.947,-1.14,-36.929,93.595,640.461,Europe,Europe,True,False,False,False,False
Croatia,HRV,1991,Country or economy,Total generation,True,8.58,-0.23,-2.611,100.0,0.0,2.08,-1.102,-34.632,99.988,242.424,Europe,Europe,True,False,False,False,False
Croatia,HRV,1991,Country or economy,Demand,True,13.69,-2.0,-12.747,159.557,-18.536,,,,,,Europe,Europe,True,False,False,False,False
Croatia,HRV,1991,Country or economy,Hard coal,True,0.38,-0.2,-34.483,4.429,-2.154,0.365,-0.193,-34.588,17.546,960.526,Europe,Europe,True,False,False,False,False
Croatia,HRV,1991,Country or economy,Thermal,True,3.05,-1.84,-37.628,35.548,-19.957,1.949,-1.14,-36.905,93.691,639.016,Europe,Europe,True,False,False,False,False
Croatia,HRV,1992,Country or economy,Solar,False,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,Europe,Europe,True,False,False,False,False
Croatia,HRV,1992,Country or economy,Onshore wind,False,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,Europe,Europe,True,False,False,False,False
Croatia,HRV,1992,Country or economy,Hydro,False,4.35,-1.18,-21.338,48.876,-15.576,0.103,-0.028,-21.374,3.463,23.678,Europe,Europe,True,False,False,False,False
Croatia,HRV,1992,Country or economy,Bioenergy,False,0.01,0.0,0.0,0.112,-0.005,0.002,0.0,0.0,0.067,200.0,Europe,Europe,True,False,False,False,False
Croatia,HRV,1992,Country or economy,Other renewables,False,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,Europe,Europe,True,False,False,False,False
Croatia,HRV,1992,Country or economy,Nuclear,False,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,Europe,Europe,True,False,False,False,False
Croatia,HRV,1992,Country or economy,Lignite,False,0.01,0.0,0.0,0.112,-0.005,0.01,0.0,0.0,0.336,1000.0,Europe,Europe,True,False,False,False,False
Croatia,HRV,1992,Country or economy,Gas,False,1.37,0.63,85.135,15.393,6.768,0.583,0.268,85.079,19.599,425.547,Europe,Europe,True,False,False,False,False
Croatia,HRV,1992,Country or economy,Other fossil,False,2.51,0.6,31.414,28.202,5.941,1.652,0.395,31.424,55.537,658.167,Europe,Europe,True,False,False,False,False
Croatia,HRV,1992,Country or economy,Net imports,False,2.78,-2.33,-45.597,31.236,-28.321,0.0,0.0,,0.0,0.0,Europe,Europe,True,False,False,False,False
Croatia,HRV,1992,Country or economy,Wind,True,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,Europe,Europe,True,False,False,False,False
Croatia,HRV,1992,Country or economy,Coal,True,0.66,0.27,69.231,7.416,2.871,0.635,0.26,69.333,21.347,962.121,Europe,Europe,True,False,False,False,False
Croatia,HRV,1992,Country or economy,Wind and solar,True,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,Europe,Europe,True,False,False,False,False
Croatia,HRV,1992,Country or economy,"Hydro, bioenergy and other renewables",True,4.36,-1.18,-21.3,48.989,-15.58,0.106,-0.028,-20.896,3.564,24.312,Europe,Europe,True,False,False,False,False
Croatia,HRV,1992,Country or economy,Renewables,True,4.36,-1.18,-21.3,48.989,-15.58,0.106,-0.028,-20.896,3.564,24.312,Europe,Europe,True,False,False,False,False
Croatia,HRV,1992,Country or economy,Clean,True,4.36,-1.18,-21.3,48.989,-15.58,0.106,-0.028,-20.896,3.564,24.312,Europe,Europe,True,False,False,False,False
Croatia,HRV,1992,Country or economy,Fossil,True,4.54,1.5,49.342,51.011,15.58,2.869,0.922,47.355,96.45,631.938,Europe,Europe,True,False,False,False,False
Croatia,HRV,1992,Country or economy,Total generation,True,8.9,0.32,3.73,100.0,0.0,2.975,0.895,43.029,100.014,334.27,Europe,Europe,True,False,False,False,False
Croatia,HRV,1992,Country or economy,Demand,True,11.68,-2.01,-14.682,131.236,-28.321,,,,,,Europe,Europe,True,False,False,False,False
Croatia,HRV,1992,Country or economy,Thermal,True,4.55,1.5,49.18,51.124,15.576,2.871,0.922,47.306,96.517,630.989,Europe,Europe,True,False,False,False,False
Croatia,HRV,1992,Country or economy,Hard coal,True,0.65,0.27,71.053,7.303,2.874,0.625,0.26,71.233,21.011,961.538,Europe,Europe,True,False,False,False,False
Croatia,HRV,1993,Country or economy,Solar,False,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,Europe,Europe,True,False,False,False,False
Croatia,HRV,1993,Country or economy,Onshore wind,False,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,Europe,Europe,True,False,False,False,False
Croatia,HRV,1993,Country or economy,Hydro,False,4.55,0.2,4.598,47.694,-1.182,0.108,0.005,4.854,3.488,23.736,Europe,Europe,True,False,False,False,False
Croatia,HRV,1993,Country or economy,Bioenergy,False,0.02,0.01,100.0,0.21,0.098,0.004,0.002,100.0,0.129,200.0,Europe,Europe,True,False,False,False,False
Croatia,HRV,1993,Country or economy,Other renewables,False,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,Europe,Europe,True,False,False,False,False
Croatia,HRV,1993,Country or economy,Nuclear,False,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,Europe,Europe,True,False,False,False,False
Croatia,HRV,1993,Country or economy,Lignite,False,0.01,0.0,0.0,0.105,-0.007,0.01,0.0,0.0,0.323,1000.0,Europe,Europe,True,False,False,False,False
Croatia,HRV,1993,Country or economy,Gas,False,1.82,0.45,32.847,19.078,3.685,0.774,0.191,32.762,25.0,425.275,Europe,Europe,True,False,False,False,False
Croatia,HRV,1993,Country or economy,Other fossil,False,2.7,0.19,7.57,28.302,0.1,1.777,0.125,7.567,57.396,658.148,Europe,Europe,True,False,False,False,False
Croatia,HRV,1993,Country or economy,Net imports,False,2.12,-0.66,-23.741,22.222,-9.014,0.0,0.0,,0.0,0.0,Europe,Europe,True,False,False,False,False
Croatia,HRV,1993,Country or economy,Wind,True,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,Europe,Europe,True,False,False,False,False
Croatia,HRV,1993,Country or economy,Coal,True,0.45,-0.21,-31.818,4.717,-2.699,0.433,-0.202,-31.811,13.986,962.222,Europe,Europe,True,False,False,False,False
Croatia,HRV,1993,Country or economy,Wind and solar,True,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,Europe,Europe,True,False,False,False,False
Croatia,HRV,1993,Country or economy,"Hydro, bioenergy and other renewables",True,4.57,0.21,4.817,47.904,-1.085,0.112,0.006,5.66,3.618,24.508,Europe,Europe,True,False,False,False,False
Croatia,HRV,1993,Country or economy,Renewables,True,4.57,0.21,4.817,47.904,-1.085,0.112,0.006,5.66,3.618,24.508,Europe,Europe,True,False,False,False,False
Croatia,HRV,1993,Country or economy,Clean,True,4.57,0.21,4.817,47.904,-1.085,0.112,0.006,5.66,3.618,24.508,Europe,Europe,True,False,False,False,False
Croatia,HRV,1993,Country or economy,Fossil,True,4.97,0.43,9.471,52.096,1.085,2.984,0.115,4.008,96.382,600.402,Europe,Europe,True,False,False,False,False
Croatia,HRV,1993,Country or economy,Total generation,True,9.54,0.64,7.191,100.0,0.0,3.096,0.121,4.067,100.0,324.528,Europe,Europe,True,False,False,False,False
Croatia,HRV,1993,Country or economy,Demand,True,11.66,-0.02,-0.171,122.222,-9.014,,,,,,Europe,Europe,True,False,False,False,False
Croatia,HRV,1993,Country or economy,Hard coal,True,0.44,-0.21,-32.308,4.612,-2.691,0.423,-0.202,-32.32,13.663,961.364,Europe,Europe,True,False,False,False,False
Croatia,HRV,1993,Country or economy,Thermal,True,4.99,0.44,9.67,52.306,1.182,2.988,0.117,4.075,96.511,598.798,Europe,Europe,True,False,False,False,False
Croatia,HRV,1994,Country or economy,Solar,False,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,Europe,Europe,True,False,False,False,False
Croatia,HRV,1994,Country or economy,Onshore wind,False,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,Europe,Europe,True,False,False,False,False
Croatia,HRV,1994,Country or economy,Hydro,False,5.43,0.88,19.341,62.128,14.434,0.129,0.021,19.444,6.772,23.757,Europe,Europe,True,False,False,False,False
Croatia,HRV,1994,Country or economy,Bioenergy,False,0.01,-0.01,-50.0,0.114,-0.096,0.002,-0.002,-50.0,0.105,200.0,Europe,Europe,True,False,False,False,False
Croatia,HRV,1994,Country or economy,Other renewables,False,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,Europe,Europe,True,False,False,False,False
Croatia,HRV,1994,Country or economy,Nuclear,False,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,Europe,Europe,True,False,False,False,False
Croatia,HRV,1994,Country or economy,Lignite,False,0.01,0.0,0.0,0.114,0.009,0.01,0.0,0.0,0.525,1000.0,Europe,Europe,True,False,False,False,False
Croatia,HRV,1994,Country or economy,Gas,False,1.84,0.02,1.099,21.053,1.975,0.783,0.009,1.163,41.102,425.543,Europe,Europe,True,False,False,False,False
Croatia,HRV,1994,Country or economy,Other fossil,False,1.36,-1.34,-49.63,15.561,-12.741,0.895,-0.882,-49.634,46.981,658.088,Europe,Europe,True,False,False,False,False
Croatia,HRV,1994,Country or economy,Net imports,False,3.06,0.94,44.34,35.011,12.789,0.0,0.0,,0.0,0.0,Europe,Europe,True,False,False,False,False
Croatia,HRV,1994,Country or economy,Wind,True,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,Europe,Europe,True,False,False,False,False
Croatia,HRV,1994,Country or economy,Coal,True,0.1,-0.35,-77.778,1.144,-3.573,0.096,-0.337,-77.829,5.039,960.0,Europe,Europe,True,False,False,False,False
Croatia,HRV,1994,Country or economy,Wind and solar,True,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,Europe,Europe,True,False,False,False,False
Croatia,HRV,1994,Country or economy,"Hydro, bioenergy and other renewables",True,5.44,0.87,19.037,62.243,14.339,0.131,0.019,16.964,6.877,24.081,Europe,Europe,True,False,False,False,False
Croatia,HRV,1994,Country or economy,Renewables,True,5.44,0.87,19.037,62.243,14.339,0.131,0.019,16.964,6.877,24.081,Europe,Europe,True,False,False,False,False
Croatia,HRV,1994,Country or economy,Clean,True,5.44,0.87,19.037,62.243,14.339,0.131,0.019,16.964,6.877,24.081,Europe,Europe,True,False,False,False,False
Croatia,HRV,1994,Country or economy,Fossil,True,3.3,-1.67,-33.602,37.757,-14.339,1.774,-1.21,-40.55,93.123,537.576,Europe,Europe,True,False,False,False,False
Croatia,HRV,1994,Country or economy,Total generation,True,8.74,-0.8,-8.386,100.0,0.0,1.905,-1.191,-38.469,100.0,217.963,Europe,Europe,True,False,False,False,False
Croatia,HRV,1994,Country or economy,Demand,True,11.8,0.14,1.201,135.011,12.789,,,,,,Europe,Europe,True,False,False,False,False
Croatia,HRV,1994,Country or economy,Thermal,True,3.31,-1.68,-33.667,37.872,-14.434,1.776,-1.212,-40.562,93.228,536.556,Europe,Europe,True,False,False,False,False
Croatia,HRV,1994,Country or economy,Hard coal,True,0.09,-0.35,-79.545,1.03,-3.582,0.087,-0.336,-79.433,4.567,966.667,Europe,Europe,True,False,False,False,False
Croatia,HRV,1995,Country or economy,Solar,False,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,Europe,Europe,True,False,False,False,False
Croatia,HRV,1995,Country or economy,Onshore wind,False,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,Europe,Europe,True,False,False,False,False
Croatia,HRV,1995,Country or economy,Hydro,False,5.68,0.25,4.604,61.472,-0.656,0.135,0.006,4.651,5.766,23.768,Europe,Europe,True,False,False,False,False
Croatia,HRV,1995,Country or economy,Bioenergy,False,0.01,0.0,0.0,0.108,-0.006,0.002,0.0,0.0,0.085,200.0,Europe,Europe,True,False,False,False,False
Croatia,HRV,1995,Country or economy,Other renewables,False,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,Europe,Europe,True,False,False,False,False
Croatia,HRV,1995,Country or economy,Nuclear,False,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,Europe,Europe,True,False,False,False,False
Croatia,HRV,1995,Country or economy,Lignite,False,0.02,0.01,100.0,0.216,0.102,0.02,0.01,100.0,0.854,1000.0,Europe,Europe,True,False,False,False,False
Croatia,HRV,1995,Country or economy,Gas,False,0.88,-0.96,-52.174,9.524,-11.529,0.374,-0.409,-52.235,15.973,425.0,Europe,Europe,True,False,False,False,False
Croatia,HRV,1995,Country or economy,Other fossil,False,2.43,1.07,78.676,26.299,10.738,1.599,0.704,78.659,68.291,658.025,Europe,Europe,True,False,False,False,False
Croatia,HRV,1995,Country or economy,Net imports,False,3.08,0.02,0.654,33.333,-1.678,0.0,0.0,,0.0,0.0,Europe,Europe,True,False,False,False,False
Croatia,HRV,1995,Country or economy,Wind,True,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,Europe,Europe,True,False,False,False,False
Croatia,HRV,1995,Country or economy,Coal,True,0.24,0.14,140.0,2.597,1.453,0.231,0.135,140.625,9.866,962.5,Europe,Europe,True,False,False,False,False
Croatia,HRV,1995,Country or economy,Wind and solar,True,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,Europe,Europe,True,False,False,False,False
Croatia,HRV,1995,Country or economy,"Hydro, bioenergy and other renewables",True,5.69,0.25,4.596,61.58,-0.663,0.137,0.006,4.58,5.851,24.077,Europe,Europe,True,False,False,False,False
Croatia,HRV,1995,Country or economy,Renewables,True,5.69,0.25,4.596,61.58,-0.663,0.137,0.006,4.58,5.851,24.077,Europe,Europe,True,False,False,False,False
Croatia,HRV,1995,Country or economy,Clean,True,5.69,0.25,4.596,61.58,-0.663,0.137,0.006,4.58,5.851,24.077,Europe,Europe,True,False,False,False,False
Croatia,HRV,1995,Country or economy,Fossil,True,3.55,0.25,7.576,38.42,0.663,2.204,0.43,24.239,94.129,620.845,Europe,Europe,True,False,False,False,False
Croatia,HRV,1995,Country or economy,Total generation,True,9.24,0.5,5.721,100.0,0.0,2.341,0.436,22.887,99.98,253.355,Europe,Europe,True,False,False,False,False
Croatia,HRV,1995,Country or economy,Demand,True,12.32,0.52,4.407,133.333,-1.678,,,,,,Europe,Europe,True,False,False,False,False
Croatia,HRV,1995,Country or economy,Thermal,True,3.56,0.25,7.553,38.528,0.656,2.207,0.431,24.268,94.258,619.944,Europe,Europe,True,False,False,False,False
