beta,se_dk,lo_dk,hi_dk,p_wc,n_obs,n_clusters,spec,h,cluster
0.0013925490462748872,0.01688572681878294,-0.026381999955311975,0.029167098047861748,0.9553376906318083,6426,12,hr_loo_twoway,6,twoway
0.004980288575691769,0.01505903443375344,-0.019789618831054685,0.02975019598243822,0.8405627198124267,6375,12,hr_loo_twoway,7,twoway
0.02090743233753306,0.014987510479027364,-0.003744828632868291,0.04555969330793441,0.5345622119815668,6324,12,hr_loo_twoway,8,twoway
0.024048475922265625,0.016055868018998987,-0.0023610768226390057,0.05045802866717025,0.4349355216881594,6273,12,hr_loo_twoway,9,twoway
0.03091338447368342,0.018021078317388237,0.0012713484417508497,0.06055542050561599,0.40933767643865365,6222,12,hr_loo_twoway,10,twoway
0.03227366200558852,0.020418867196307706,-0.0013123857604986494,0.06585970977167568,0.37193763919821826,6171,12,hr_loo_twoway,11,twoway
0.03429783335158447,0.019971611287203508,0.001447456089762822,0.06714821061340612,0.2931995540691193,6120,12,hr_loo_twoway,12,twoway
0.012648986054143458,0.005123679089363817,0.00422128392066797,0.021076688187618944,0.3435374149659864,6732,12,hr_own_twoway,0,twoway
0.005228917171917117,0.01068306585596529,-0.012343162448228822,0.022800996792063058,0.6910401647785788,6681,12,hr_own_twoway,1,twoway
0.02009443459579474,0.010292633758619893,0.0031645586270456494,0.03702431056454383,0.2112970711297071,6630,12,hr_own_twoway,2,twoway
0.021471536257748502,0.011380000006907327,0.00275310197167921,0.040189970543817795,0.3208502024291498,6579,12,hr_own_twoway,3,twoway
