date,district,value,n_docs,n_sections
1978-01-01,Richmond,0.03904923599320883,3,1
1978-01-01,San Francisco,0.013333333333333334,7,1
1978-01-01,St. Louis,0.015159345391903533,3,1
1978-04-01,Atlanta,0.02397039897039897,3,1
1978-04-01,Boston,0.0950824774354186,3,1
1978-04-01,Chicago,0.0,3,1
1978-04-01,Cleveland,0.0,3,1
1978-04-01,Dallas,0.0,3,1
1978-04-01,Kansas City,0.008771929824561403,3,1
1978-04-01,Minneapolis,0.06547619047619048,7,5
1978-04-01,New York,0.008771929824561403,3,1
1978-04-01,Philadelphia,0.0,3,1
1978-04-01,Richmond,0.017105263157894738,3,1
1978-04-01,San Francisco,0.03173374613003096,6,1
1978-04-01,St. Louis,0.0,3,1
1978-07-01,Atlanta,0.0196078431372549,3,1
1978-07-01,Boston,0.0,3,1
1978-07-01,Chicago,0.02641025641025641,3,1
1978-07-01,Cleveland,0.007751937984496124,3,1
1978-07-01,Dallas,0.008771929824561403,3,1
1978-07-01,Kansas City,0.0,3,1
1978-07-01,Minneapolis,0.025,2,1
1978-07-01,New York,0.0,3,1
1978-07-01,Philadelphia,0.009259259259259259,3,1
1978-07-01,Richmond,0.0,3,1
1978-07-01,San Francisco,0.0,6,1
1978-07-01,St. Louis,0.0,4,2
1978-10-01,Atlanta,0.01730769230769231,4,2
1978-10-01,Boston,0.017094017094017092,3,1
1978-10-01,Chicago,0.017241379310344827,2,1
1978-10-01,Cleveland,0.01690201112537441,3,1
1978-10-01,Dallas,0.01688034188034188,3,1
1978-10-01,Kansas City,0.007407407407407408,3,1
1978-10-01,Minneapolis,0.0,3,1
1978-10-01,New York,0.02150537634408602,3,1
1978-10-01,Philadelphia,0.024390243902439022,3,1
1978-10-01,Richmond,0.0,3,1
1978-10-01,San Francisco,0.0040650406504065045,6,1
1978-10-01,St. Louis,0.011904761904761904,3,1
1979-01-01,Atlanta,0.028368794326241134,3,2
1979-01-01,Boston,0.011363636363636364,2,1
1979-01-01,Chicago,0.0,1,1
1979-01-01,Cleveland,0.03226482296249738,3,2
1979-01-01,Dallas,0.013157894736842105,2,1
1979-01-01,Kansas City,0.012195121951219513,2,1
1979-01-01,Minneapolis,0.013157894736842105,2,1
1979-01-01,New York,0.0,2,1
1979-01-01,Philadelphia,0.014285714285714285,2,1
1979-01-01,Richmond,,0,0
1979-01-01,San Francisco,0.007142857142857143,4,1
1979-01-01,St. Louis,0.0,2,1
1979-04-01,Atlanta,0.038377192982456135,2,1
1979-04-01,Boston,0.024305555555555552,2,1
1979-04-01,Chicago,0.007142857142857143,2,1
1979-04-01,Cleveland,0.0,2,1
1979-04-01,Dallas,0.022222222222222223,2,1
1979-04-01,Kansas City,0.0,2,1
1979-04-01,Minneapolis,0.05,2,1
1979-04-01,New York,0.016129032258064516,2,1
1979-04-01,Philadelphia,0.012195121951219513,2,1
1979-04-01,Richmond,0.0,2,1
1979-04-01,San Francisco,0.04032936895840122,4,1
1979-04-01,St. Louis,0.013513513513513514,2,1
1979-07-01,Atlanta,0.04465058750773037,3,1
1979-07-01,Boston,0.022018970189701895,3,1
1979-07-01,Chicago,0.04418269230769231,3,1
1979-07-01,Cleveland,0.007575757575757576,3,1
1979-07-01,Dallas,0.01421012849584278,3,1
1979-07-01,Kansas City,0.0,3,1
1979-07-01,Minneapolis,0.03365384615384615,6,4
1979-07-01,New York,0.0,3,1
1979-07-01,Philadelphia,0.026206327254794756,3,1
1979-07-01,Richmond,0.022397891963109356,3,1
1979-07-01,San Francisco,0.04901739718812889,6,1
1979-07-01,St. Louis,0.0353409656545545,3,1
