beta,se_dk,lo_dk,hi_dk,t_crve,p_wc,n_obs,n_states,n_districts,model,sector,h
0.0018205189076298661,0.05157466597292266,-0.08301225747674264,0.08665329529200237,0.10421007666425411,0.925,5805,45,12,A_own,trade_transport,3
-0.01089502865132811,0.0572696858286429,-0.10509527910094268,0.08330522179828648,-0.3618569959875741,0.81,5760,45,12,A_own,trade_transport,4
0.03093943211652067,0.048232311160772146,-0.04839565983252736,0.1102745240655687,0.7692310234148402,0.548,5715,45,12,A_own,trade_transport,5
0.08001685722184733,0.05012626320877392,-0.0024335086226285746,0.16246722306632322,2.427541471674995,0.193,5670,45,12,A_own,trade_transport,6
0.08800442395055058,0.04499559126814158,0.013993262456321917,0.16201558544477923,1.8336808473342507,0.217,5625,45,12,A_own,trade_transport,7
0.07322287874432543,0.04712297464758925,-0.004287517017504017,0.15073327450615487,1.205574232550976,0.319,5580,45,12,A_own,trade_transport,8
0.06161263643916349,0.0428651589083212,-0.008894275661039848,0.13211954853936683,0.8644328095981603,0.438,5535,45,12,A_own,trade_transport,9
0.04081798651672168,0.04530870760813224,-0.0337082055249984,0.11534417855844176,0.7015212840503157,0.511,5490,45,12,A_own,trade_transport,10
0.05426426733559087,0.05415470710226027,-0.03481229905805657,0.1433408337292383,0.966465973015403,0.438,5445,45,12,A_own,trade_transport,11
0.009236345276593368,0.05260859988876956,-0.07729710105928804,0.09576979161247477,0.17657270914376125,0.878,5400,45,12,A_own,trade_transport,12
