beta,se_dk,lo_dk,hi_dk,t_crve,p_wc,n_obs,n_states,n_districts,model,sector,h
0.06173084634942504,0.040623629705595715,-0.0050890783117576235,0.12855077101060772,1.2835058666466286,0.609,5940,45,12,B_horserace,prof_business,0
0.04635853665618226,0.05023109374106491,-0.03626426006954774,0.12898133338191226,1.4574326035615162,0.337,5895,45,12,B_horserace,prof_business,1
0.015897917062871744,0.055768655314206154,-0.07583335790090673,0.10762919202665022,0.6984094949918526,0.605,5850,45,12,B_horserace,prof_business,2
-0.012722154428452951,0.07340416470350514,-0.1334612609743566,0.10801695211745069,-0.41259077797727833,0.662,5805,45,12,B_horserace,prof_business,3
-0.012245109055252296,0.07995146124511227,-0.14375356006434525,0.11926334195384065,-0.31911785014165894,0.781,5760,45,12,B_horserace,prof_business,4
0.043978119694386135,0.06467375702047201,-0.062400744109315474,0.15035698349808774,1.0859161898865983,0.477,5715,45,12,B_horserace,prof_business,5
0.09203519523338516,0.06436225322732593,-0.013831290426350978,0.1979016808931213,2.397646012900537,0.352,5670,45,12,B_horserace,prof_business,6
0.08640048095305446,0.06146813074627834,-0.014705596846888755,0.18750655875299765,1.3982825751179058,0.4,5625,45,12,B_horserace,prof_business,7
0.03273796178082849,0.06991862873304112,-0.08226794828218761,0.14774387184384458,0.4528699651059958,0.713,5580,45,12,B_horserace,prof_business,8
0.012136860884461856,0.0770150274466472,-0.11454158634092297,0.13881530810984669,0.1531821290367337,0.904,5535,45,12,B_horserace,prof_business,9
-0.0005590298879195398,0.08861454798799939,-0.1463169905466456,0.14519893077080653,-0.009188179352391633,0.998,5490,45,12,B_horserace,prof_business,10
0.03914929046796229,0.09055628841751398,-0.10980254897884917,0.18810112991477373,0.5920890913082559,0.667,5445,45,12,B_horserace,prof_business,11
-0.03881428447269217,0.08924483318944056,-0.18560897203102256,0.10798040308563822,-0.7775879012219536,0.445,5400,45,12,B_horserace,prof_business,12
0.059036076866984984,0.03747132763655595,-0.0025987723026910034,0.12067092603666096,1.5086327138460849,0.376,5940,45,12,B_horserace,education_health,0
0.044233290755004706,0.04179131197197644,-0.02450730031716121,0.11297388182717062,1.2280606394459317,0.321,5895,45,12,B_horserace,education_health,1
0.014895449859921986,0.04186576728898395,-0.053967609310469566,0.08375850903031354,0.6870500180859863,0.563,5850,45,12,B_horserace,education_health,2
-0.005275077092385636,0.05153029284088958,-0.09003486616959433,0.07948471198482307,-0.20171506823095442,0.844,5805,45,12,B_horserace,education_health,3
-0.013065303994313476,0.058929186322496795,-0.10999518985017141,0.08386458186154445,-0.4035327487722566,0.752,5760,45,12,B_horserace,education_health,4
0.016574038571937757,0.04942806789253369,-0.06472789817429989,0.0978759753181754,0.4767865690419807,0.696,5715,45,12,B_horserace,education_health,5
0.044565545938352685,0.051709721371794734,-0.040489376808693925,0.12962046868539928,1.5315068299703931,0.293,5670,45,12,B_horserace,education_health,6
0.035462210997131885,0.051065109166851995,-0.04853241902663748,0.11945684102090125,0.748988904572645,0.453,5625,45,12,B_horserace,education_health,7
-0.005768939205778414,0.06529340043146183,-0.1131670257214632,0.10162914730990638,-0.09993891987206745,0.933,5580,45,12,B_horserace,education_health,8
-0.013218072686598838,0.07270076001976389,-0.13280018148723605,0.10636403611403836,-0.2036631373330918,0.84,5535,45,12,B_horserace,education_health,9
-0.016442106432372202,0.08067597461585778,-0.14914227588711076,0.11625806302236635,-0.31616400835944336,0.742,5490,45,12,B_horserace,education_health,10
0.012291873034280884,0.07551224899008674,-0.11191472359632593,0.13649846966488768,0.22592022948820825,0.844,5445,45,12,B_horserace,education_health,11
-0.03951087022695279,0.0775371557717366,-0.167048142121595,0.08802640166768941,-0.9427646894552829,0.338,5400,45,12,B_horserace,education_health,12
0.10382454884723358,0.05900030852656388,0.006777677376059124,0.20087142031840804,1.8408104525017384,0.248,5940,45,12,B_horserace,leisure_hosp,0
0.035449070200201147,0.05298199252121856,-0.05169855236144097,0.12259669276184326,0.7494885945212338,0.56,5895,45,12,B_horserace,leisure_hosp,1
0.007808930136606003,0.06783053195072607,-0.10376236636059347,0.11938022663380549,0.30826980379535396,0.813,5850,45,12,B_horserace,leisure_hosp,2
-0.009135846497695698,0.07884665460930423,-0.13882705230479975,0.12055535930940836,-0.22969894736972646,0.818,5805,45,12,B_horserace,leisure_hosp,3
-0.011012356062695516,0.0962071599284573,-0.16925905200971883,0.1472343398843278,-0.20759378504983175,0.86,5760,45,12,B_horserace,leisure_hosp,4
0.030535303023896586,0.08727015596389741,-0.11301132953794069,0.17408193558573387,0.547321279063491,0.623,5715,45,12,B_horserace,leisure_hosp,5
0.10855128531676868,0.07808832425511247,-0.01989257805681567,0.23699514869035304,2.6593290995010412,0.167,5670,45,12,B_horserace,leisure_hosp,6
0.09532497103842161,0.07528743599449766,-0.028511841121004675,0.2191617831978479,1.1459285059564017,0.345,5625,45,12,B_horserace,leisure_hosp,7
0.05522571792914506,0.09037592599219853,-0.0934294517282205,0.20388088758651063,0.5254068468539448,0.602,5580,45,12,B_horserace,leisure_hosp,8
0.01757030018337508,0.10345302178335404,-0.15259477791606446,0.1877353782828146,0.14996276440955295,0.896,5535,45,12,B_horserace,leisure_hosp,9
0.031220540297058057,0.11265559351543486,-0.1540814212931757,0.21652250188729183,0.3222318590430416,0.728,5490,45,12,B_horserace,leisure_hosp,10
0.06012904712466442,0.12098994332220961,-0.13888169997352506,0.25913979422285394,0.6144133325996692,0.596,5445,45,12,B_horserace,leisure_hosp,11
-0.039969817696222154,0.11975971618405108,-0.23695702122423748,0.15701738583179317,-0.4681916609489211,0.65,5400,45,12,B_horserace,leisure_hosp,12
0.05944295235453271,0.06633388438503815,-0.049666577965976906,0.16855248267504233,0.7297168260248704,0.683,5940,45,12,B_horserace,government,0
-0.009964628453146114,0.07589532556033605,-0.13480132996972763,0.11487207306343541,-0.1402549556897392,0.931,5895,45,12,B_horserace,government,1
-0.036441902195767165,0.09682936986945205,-0.19571204242096096,0.12282823802942662,-0.9890964860026277,0.365,5850,45,12,B_horserace,government,2
-0.0810403645349294,0.11636073256644612,-0.27243673753157854,0.11035600846171977,-1.3877637076191838,0.236,5805,45,12,B_horserace,government,3
-0.05466524882471015,0.126922234351163,-0.2634337463380053,0.15410324868858505,-0.6917888655854201,0.555,5760,45,12,B_horserace,government,4
0.04382161768535478,0.10895686975488239,-0.13539648471224267,0.22303972008295223,0.5233983780598036,0.618,5715,45,12,B_horserace,government,5
0.14175364643504748,0.1083792971583096,-0.03651443358224943,0.3200217264523444,2.2245249875315563,0.149,5670,45,12,B_horserace,government,6
0.11928586947708131,0.10172767244427294,-0.04804126150421237,0.286613000458375,0.9530985791817727,0.389,5625,45,12,B_horserace,government,7
0.046583365160493176,0.12407426589507055,-0.15750064110835493,0.2506673714293413,0.3094912450588911,0.765,5580,45,12,B_horserace,government,8
0.0225239039867354,0.13893010185264903,-0.2059957779383318,0.2510435859118026,0.13368741022203065,0.893,5535,45,12,B_horserace,government,9
0.029415276439167293,0.15774275620440717,-0.23004846822897362,0.28887902110730823,0.21544564102667693,0.809,5490,45,12,B_horserace,government,10
0.07688357589967984,0.163131057010438,-0.19144313489236645,0.34521028669172615,0.5418458482887101,0.64,5445,45,12,B_horserace,government,11
-0.06665131892922352,0.17232183480360638,-0.35009551390886784,0.21679287605042083,-0.5137659200715999,0.632,5400,45,12,B_horserace,government,12
