beta,se_dk,lo_dk,hi_dk,t_crve,p_wc,n_obs,n_states,n_districts,spec,h
-0.02079206317512592,0.009508329714696125,-0.0364318737925943,-0.005152252557657545,-2.1580382499695068,0.23,6732,51,12,urate_mfg_leads,-4
-0.01428762990738323,0.006907258823147662,-0.02564905963493022,-0.0029262001798362417,-1.9685449701414586,0.274,6783,51,12,urate_mfg_leads,-3
-0.015719368323794367,0.008399663880966234,-0.029535585923574956,-0.0019031507240137805,-2.839774316066086,0.047,6834,51,12,urate_mfg_leads,-2
0.0038381954832211003,0.008596508679668664,-0.010301802997651714,0.017978193964093912,0.3861981362336343,0.811,2907,51,12,mls_mfg_leads,-4
-0.012981464068260416,0.009532391703544241,-0.02866085313535728,0.0026979249988364484,-1.739838372529547,0.1,2958,51,12,mls_mfg_leads,-3
-0.024901291208422854,0.012426025279955037,-0.045340283958747576,-0.004462298458098132,-2.9969744277330546,0.158,3009,51,12,mls_mfg_leads,-2
