state,date,n_notices,workers_affected
NJ,2008-01-01,0,0.0
NJ,2008-04-01,0,0.0
NJ,2008-07-01,0,0.0
NJ,2008-10-01,0,0.0
NJ,2009-01-01,3,321.0
NJ,2009-04-01,0,0.0
NJ,2009-07-01,5,581.0
NJ,2009-10-01,35,3936.0
NJ,2010-01-01,21,3682.0
NJ,2010-04-01,23,2160.0
NJ,2010-07-01,27,2839.0
NJ,2010-10-01,35,5047.0
NJ,2011-01-01,15,2553.0
NJ,2011-04-01,31,5352.0
NJ,2011-07-01,22,3544.0
NJ,2011-10-01,20,2200.0
NJ,2012-01-01,14,2153.0
NJ,2012-04-01,16,2777.0
NJ,2012-07-01,15,2957.0
NJ,2012-10-01,29,4263.0
NJ,2013-01-01,16,3255.0
NJ,2013-04-01,16,2146.0
NJ,2013-07-01,13,1029.0
NJ,2013-10-01,22,2129.0
NJ,2014-01-01,14,2836.0
NJ,2014-04-01,34,5963.0
NJ,2014-07-01,23,9008.0
NJ,2014-10-01,16,5173.0
NJ,2015-01-01,15,2898.0
NJ,2015-04-01,17,5514.0
NJ,2015-07-01,24,2469.0
NJ,2015-10-01,107,12118.0
NJ,2016-01-01,7,854.0
NJ,2016-04-01,13,1637.0
NJ,2016-07-01,19,2244.0
NJ,2016-10-01,12,4055.0
NJ,2017-01-01,17,1855.0
NJ,2017-04-01,33,2092.0
NJ,2017-07-01,14,1461.0
NJ,2017-10-01,18,2816.0
NJ,2018-01-01,21,2544.0
NJ,2018-04-01,23,2580.0
NJ,2018-07-01,17,1895.0
NJ,2018-10-01,15,2228.0
NJ,2019-01-01,21,3272.0
NJ,2019-04-01,16,1371.0
NJ,2019-07-01,15,1514.0
NJ,2019-10-01,26,3941.0
NJ,2020-01-01,96,36242.0
NJ,2020-04-01,36,6068.0
NJ,2020-07-01,36,4419.0
NJ,2020-10-01,54,27302.0
NJ,2021-01-01,21,2053.0
NJ,2021-04-01,13,5260.0
NJ,2021-07-01,13,2226.0
NJ,2021-10-01,14,2067.0
NJ,2022-01-01,9,966.0
NJ,2022-04-01,0,0.0
NJ,2022-07-01,0,0.0
NJ,2022-10-01,0,0.0
NJ,2023-01-01,26,0.0
NJ,2023-04-01,24,0.0
NJ,2023-07-01,30,0.0
NJ,2023-10-01,21,0.0
NJ,2024-01-01,17,498.0
NJ,2024-04-01,28,3053.0
NJ,2024-07-01,15,2623.0
NM,2020-01-01,5,490.0
NM,2020-04-01,14,2059.0
NM,2020-07-01,7,876.0
NM,2020-10-01,1,83.0
NM,2021-01-01,1,269.0
NM,2021-04-01,1,94.0
NM,2021-07-01,3,449.0
NM,2021-10-01,2,62.0
NV,2024-04-01,3,1.0
NV,2024-07-01,0,0.0
NV,2024-10-01,5,55.0
NV,2025-01-01,4,57.0
NV,2025-04-01,7,111.0
NV,2025-07-01,13,144.0
NV,2025-10-01,6,154.0
NV,2026-01-01,8,55.0
NY,2023-01-01,48,0.0
NY,2023-04-01,71,0.0
NY,2023-07-01,45,0.0
NY,2023-10-01,56,0.0
NY,2024-01-01,76,0.0
NY,2024-04-01,71,0.0
NY,2024-07-01,62,0.0
NY,2024-10-01,63,0.0
NY,2025-01-01,47,4391.0
NY,2025-04-01,45,2663.0
NY,2025-07-01,48,2886.0
NY,2025-10-01,44,4890.0
NY,2026-01-01,56,3461.0
NY,2026-04-01,35,2118.0
OH,2017-01-01,27,5387.0
OH,2017-04-01,18,1912.0
OH,2017-07-01,19,1422.0
OH,2017-10-01,17,1174.0
OH,2018-01-01,27,4719.0
OH,2018-04-01,18,4829.0
OH,2018-07-01,9,1013.0
OH,2018-10-01,13,2939.0
OH,2019-01-01,30,3076.0
OH,2019-04-01,15,1099.0
OH,2019-07-01,22,2327.0
OH,2019-10-01,13,1012.0
OH,2020-01-01,73,19646.0
OH,2020-04-01,123,25572.0
OH,2020-07-01,70,8008.0
OH,2020-10-01,18,1932.0
OH,2021-01-01,10,975.0
OH,2021-04-01,5,333.0
OH,2021-07-01,3,123.0
OH,2021-10-01,9,798.0
OH,2022-01-01,18,2290.0
OH,2022-04-01,13,2006.0
OH,2022-07-01,15,1818.0
OH,2022-10-01,10,1189.0
OH,2023-01-01,0,0.0
OH,2023-04-01,0,0.0
OH,2023-07-01,0,0.0
OH,2023-10-01,0,0.0
OH,2024-01-01,0,0.0
OH,2024-04-01,13,0.0
OH,2024-07-01,26,0.0
OH,2024-10-01,23,0.0
OH,2025-01-01,26,0.0
OH,2025-04-01,30,0.0
OH,2025-07-01,16,0.0
OH,2025-10-01,17,1053.0
OH,2026-01-01,35,3142.0
OH,2026-04-01,5,637.0
OK,1999-10-01,3,275.0
OK,2000-01-01,4,128.0
OK,2000-04-01,0,0.0
OK,2000-07-01,0,0.0
OK,2000-10-01,10,1703.0
OK,2001-01-01,18,1863.0
OK,2001-04-01,7,1111.0
OK,2001-07-01,8,489.0
OK,2001-10-01,11,1825.0
OK,2002-01-01,25,2499.0
OK,2002-04-01,15,1301.0
OK,2002-07-01,10,673.0
OK,2002-10-01,6,999.0
OK,2003-01-01,14,2311.0
OK,2003-04-01,8,1354.0
OK,2003-07-01,6,2022.0
OK,2003-10-01,5,486.0
OK,2004-01-01,6,1316.0
OK,2004-04-01,6,1350.0
OK,2004-07-01,8,707.0
OK,2004-10-01,4,175.0
OK,2005-01-01,1,16.0
OK,2005-04-01,6,1277.0
OK,2005-07-01,5,468.0
OK,2005-10-01,3,452.0
OK,2006-01-01,11,4226.0
OK,2006-04-01,4,1916.0
OK,2006-07-01,7,1644.0
OK,2006-10-01,1,900.0
OK,2007-01-01,1,102.0
OK,2007-04-01,7,703.0
OK,2007-07-01,4,444.0
OK,2007-10-01,1,58.0
OK,2008-01-01,8,740.0
OK,2008-04-01,4,246.0
OK,2008-07-01,3,400.0
OK,2008-10-01,15,1919.0
OK,2009-01-01,16,2269.0
OK,2009-04-01,11,1187.0
OK,2009-07-01,5,928.0
OK,2009-10-01,9,911.0
OK,2010-01-01,10,1224.0
OK,2010-04-01,10,1425.0
OK,2010-07-01,2,344.0
OK,2010-10-01,8,340.0
OK,2011-01-01,10,1537.0
OK,2011-04-01,4,613.0
OK,2011-07-01,4,562.0
OK,2011-10-01,6,639.0
OK,2012-01-01,5,795.0
OK,2012-04-01,6,933.0
OK,2012-07-01,6,1004.0
OK,2012-10-01,8,812.0
OK,2013-01-01,10,850.0
OK,2013-04-01,7,651.0
OK,2013-07-01,7,1099.0
OK,2013-10-01,11,1393.0
OK,2014-01-01,13,1186.0
OK,2014-04-01,8,721.0
OK,2014-07-01,4,299.0
OK,2014-10-01,12,1167.0
OK,2015-01-01,28,2593.0
OK,2015-04-01,14,1646.0
OK,2015-07-01,6,938.0
OK,2015-10-01,2,210.0
OK,2016-01-01,20,2175.0
OK,2016-04-01,14,1060.0
OK,2016-07-01,12,750.0
OK,2016-10-01,9,1164.0
OK,2017-01-01,14,896.0
OK,2017-04-01,10,642.0
OK,2017-07-01,9,1307.0
OK,2017-10-01,3,318.0
OK,2018-01-01,8,1009.0
OK,2018-04-01,3,436.0
OK,2018-07-01,4,432.0
OK,2018-10-01,3,293.0
OK,2019-01-01,6,449.0
OK,2019-04-01,11,885.0
OK,2019-07-01,7,700.0
OK,2019-10-01,8,1313.0
OK,2020-01-01,18,1458.0
OK,2020-04-01,41,4568.0
OK,2020-07-01,15,2535.0
OK,2020-10-01,4,341.0
OK,2021-01-01,5,451.0
OK,2021-04-01,6,853.0
OK,2021-07-01,2,168.0
OK,2021-10-01,2,139.0
OK,2022-01-01,1,106.0
OR,1988-10-01,1,50.0
OR,1989-01-01,2,197.0
OR,1989-04-01,1,42.0
OR,1989-07-01,0,0.0
OR,1989-10-01,1,241.0
OR,1990-01-01,0,0.0
OR,1990-04-01,4,504.0
OR,1990-07-01,7,993.0
OR,1990-10-01,3,399.0
OR,1991-01-01,9,951.0
OR,1991-04-01,5,825.0
OR,1991-07-01,7,1815.0
OR,1991-10-01,4,629.0
OR,1992-01-01,6,919.0
OR,1992-04-01,2,367.0
OR,1992-07-01,5,1101.0
OR,1992-10-01,4,1266.0
OR,1993-01-01,4,650.0
OR,1993-04-01,6,643.0
OR,1993-07-01,2,122.0
OR,1993-10-01,9,748.0
OR,1994-01-01,6,187.0
OR,1994-04-01,5,449.0
OR,1994-07-01,4,887.0
OR,1994-10-01,7,1432.0
OR,1995-01-01,4,438.0
OR,1995-04-01,11,1298.0
OR,1995-07-01,1,0.0
OR,1995-10-01,6,1542.0
OR,1996-01-01,7,2285.0
OR,1996-04-01,2,265.0
OR,1996-07-01,6,1258.0
OR,1996-10-01,4,1308.0
OR,1997-01-01,2,380.0
OR,1997-04-01,6,581.0
OR,1997-07-01,2,492.0
OR,1997-10-01,3,370.0
OR,1998-01-01,5,2280.0
OR,1998-04-01,8,960.0
OR,1998-07-01,8,28502.0
OR,1998-10-01,8,1533.0
OR,1999-01-01,10,1213.0
OR,1999-04-01,4,1143.0
OR,1999-07-01,4,600.0
OR,1999-10-01,13,1848.0
OR,2000-01-01,8,831.0
OR,2000-04-01,8,2415.0
OR,2000-07-01,12,2269.0
OR,2000-10-01,8,669.0
OR,2001-01-01,14,3944.0
OR,2001-04-01,14,2356.0
OR,2001-07-01,8,750.0
OR,2001-10-01,11,1288.0
OR,2002-01-01,7,990.0
OR,2002-04-01,11,1821.0
OR,2002-07-01,11,1618.0
OR,2002-10-01,12,1289.0
OR,2003-01-01,14,1509.0
OR,2003-04-01,18,2043.0
OR,2003-07-01,13,1368.0
OR,2003-10-01,6,729.0
OR,2004-01-01,6,1367.0
OR,2004-04-01,4,448.0
OR,2004-07-01,1,1.0
OR,2004-10-01,2,1065.0
OR,2005-01-01,3,580.0
OR,2005-04-01,10,1056.0
OR,2005-07-01,8,808.0
OR,2005-10-01,4,843.0
OR,2006-01-01,6,622.0
OR,2006-04-01,3,287.0
OR,2006-07-01,4,291.0
OR,2006-10-01,6,1251.0
OR,2007-01-01,7,1145.0
OR,2007-04-01,0,0.0
OR,2007-07-01,3,191.0
OR,2007-10-01,4,237.0
OR,2008-01-01,13,974.0
OR,2008-04-01,10,1460.0
OR,2008-07-01,7,3147.0
OR,2008-10-01,10,1438.0
OR,2009-01-01,16,2979.0
OR,2009-04-01,12,1406.0
OR,2009-07-01,10,717.0
OR,2009-10-01,10,1242.0
OR,2010-01-01,4,256.0
OR,2010-04-01,5,1025.0
OR,2010-07-01,3,235.0
OR,2010-10-01,6,775.0
OR,2011-01-01,2,253.0
OR,2011-04-01,1,58.0
OR,2011-07-01,3,285.0
OR,2011-10-01,3,205.0
OR,2012-01-01,6,832.0
OR,2012-04-01,6,284.0
OR,2012-07-01,5,487.0
OR,2012-10-01,5,292.0
OR,2013-01-01,9,569.0
OR,2013-04-01,12,2265.0
OR,2013-07-01,7,565.0
OR,2013-10-01,5,411.0
OR,2014-01-01,3,320.0
OR,2014-04-01,6,394.0
OR,2014-07-01,3,72.0
OR,2014-10-01,3,362.0
OR,2015-01-01,5,259.0
OR,2015-04-01,1,68.0
OR,2015-07-01,4,865.0
OR,2015-10-01,6,488.0
OR,2016-01-01,12,1276.0
OR,2016-04-01,23,1294.0
OR,2016-07-01,6,880.0
OR,2016-10-01,5,508.0
OR,2017-01-01,7,619.0
OR,2017-04-01,7,1046.0
OR,2017-07-01,8,1191.0
OR,2017-10-01,7,430.0
OR,2018-01-01,9,981.0
OR,2018-04-01,4,357.0
OR,2018-07-01,1,52.0
OR,2018-10-01,7,432.0
OR,2019-01-01,2,54.0
OR,2019-04-01,5,827.0
OR,2019-07-01,8,1037.0
OR,2019-10-01,11,1296.0
OR,2020-01-01,51,5151.0
OR,2020-04-01,64,7492.0
OR,2020-07-01,28,3036.0
OR,2020-10-01,8,1046.0
OR,2021-01-01,4,401.0
OR,2021-04-01,2,330.0
OR,2021-07-01,1,177.0
PA,2023-01-01,3,582.0
PA,2023-04-01,17,2736.0
PA,2023-07-01,11,1554.0
PA,2023-10-01,5,331.0
PA,2024-01-01,13,1556.0
PA,2024-04-01,15,1620.0
PA,2024-07-01,13,939.0
PA,2024-10-01,18,1960.0
PA,2025-01-01,18,2991.0
PA,2025-04-01,21,2415.0
PA,2025-07-01,17,1928.0
PA,2025-10-01,15,892.0
PA,2026-01-01,14,2145.0
PA,2026-04-01,16,3256.0
PA,2026-07-01,2,150.0
RI,2009-01-01,7,0.0
RI,2009-04-01,2,0.0
RI,2009-07-01,3,0.0
RI,2009-10-01,3,0.0
RI,2010-01-01,2,0.0
RI,2010-04-01,0,0.0
RI,2010-07-01,1,0.0
RI,2010-10-01,0,0.0
RI,2011-01-01,2,0.0
RI,2011-04-01,2,0.0
RI,2011-07-01,3,0.0
RI,2011-10-01,1,0.0
RI,2012-01-01,1,0.0
RI,2012-04-01,2,0.0
RI,2012-07-01,0,0.0
RI,2012-10-01,0,0.0
RI,2013-01-01,1,0.0
RI,2013-04-01,2,0.0
RI,2013-07-01,2,0.0
RI,2013-10-01,1,0.0
RI,2014-01-01,1,0.0
RI,2014-04-01,0,0.0
RI,2014-07-01,2,0.0
RI,2014-10-01,0,0.0
RI,2015-01-01,2,0.0
RI,2015-04-01,1,0.0
RI,2015-07-01,0,0.0
RI,2015-10-01,2,0.0
RI,2016-01-01,2,0.0
RI,2016-04-01,3,0.0
RI,2016-07-01,0,0.0
RI,2016-10-01,0,0.0
RI,2017-01-01,0,0.0
RI,2017-04-01,0,0.0
RI,2017-07-01,1,0.0
RI,2017-10-01,1,0.0
RI,2018-01-01,0,0.0
RI,2018-04-01,2,0.0
RI,2018-07-01,1,0.0
RI,2018-10-01,3,0.0
RI,2019-01-01,3,0.0
RI,2019-04-01,0,0.0
RI,2019-07-01,0,0.0
RI,2019-10-01,0,0.0
RI,2020-01-01,3,0.0
RI,2020-04-01,10,0.0
RI,2020-07-01,7,0.0
RI,2020-10-01,0,0.0
RI,2021-01-01,0,0.0
RI,2021-04-01,2,0.0
RI,2021-07-01,0,0.0
RI,2021-10-01,0,0.0
RI,2022-01-01,1,0.0
SC,2013-01-01,3,290.0
SC,2013-04-01,5,1022.0
SC,2013-07-01,10,1068.0
SC,2013-10-01,0,0.0
SC,2014-01-01,2,169.0
SC,2014-04-01,6,436.0
SC,2014-07-01,3,449.0
SC,2014-10-01,5,826.0
SC,2015-01-01,4,347.0
SC,2015-04-01,6,794.0
SC,2015-07-01,6,1124.0
SC,2015-10-01,0,0.0
SC,2016-01-01,8,655822.0
SC,2016-04-01,6,541.0
SC,2016-07-01,4,417.0
SC,2016-10-01,0,0.0
SC,2017-01-01,1,161.0
SC,2017-04-01,5,1004.0
SC,2017-07-01,10,5067.0
SC,2017-10-01,0,0.0
SC,2018-01-01,4,450.0
SC,2018-04-01,7,646.0
SC,2018-07-01,4,527.0
SC,2018-10-01,2,740.0
SC,2019-01-01,5,445388.0
SC,2019-04-01,11,840.0
SC,2019-07-01,1,95.0
SC,2019-10-01,0,0.0
SC,2020-01-01,0,0.0
SC,2020-04-01,0,0.0
SC,2020-07-01,0,0.0
SC,2020-10-01,0,0.0
SC,2021-01-01,4,294.0
SC,2021-04-01,7,965.0
SC,2021-07-01,3,391.0
SC,2021-10-01,3,683.0
SC,2022-01-01,6,882.0
SC,2022-04-01,9,704.0
SC,2022-07-01,10,866.0
SC,2022-10-01,9,1504.0
SC,2023-01-01,15,1399.0
SC,2023-04-01,8,1372.0
SC,2023-07-01,12,1262.0
SC,2023-10-01,9,987.0
SC,2024-01-01,12,1335.0
SC,2024-04-01,19,1855.0
SC,2024-07-01,14,446.0
SC,2024-10-01,12,1849.0
SC,2025-01-01,6,584.0
SC,2025-04-01,13,2095.0
SC,2025-07-01,6,513.0
SC,2025-10-01,7,759.0
SD,2007-04-01,1,48.0
SD,2007-07-01,1,225.0
SD,2007-10-01,3,150.0
SD,2008-01-01,1,58.0
SD,2008-04-01,1,18.0
SD,2008-07-01,0,0.0
SD,2008-10-01,1,89.0
SD,2009-01-01,2,320.0
SD,2009-04-01,2,155.0
SD,2009-07-01,4,355.0
SD,2009-10-01,1,73.0
SD,2010-01-01,2,79.0
SD,2010-04-01,0,0.0
SD,2010-07-01,0,0.0
SD,2010-10-01,0,0.0
SD,2011-01-01,0,0.0
SD,2011-04-01,1,335.0
SD,2011-07-01,0,0.0
SD,2011-10-01,2,84.0
SD,2012-01-01,2,96.0
SD,2012-04-01,2,83.0
SD,2012-07-01,1,180.0
SD,2012-10-01,0,0.0
SD,2013-01-01,0,0.0
SD,2013-04-01,1,43.0
SD,2013-07-01,2,114.0
SD,2013-10-01,1,171.0
SD,2014-01-01,0,0.0
SD,2014-04-01,1,750.0
SD,2014-07-01,0,0.0
SD,2014-10-01,1,227.0
SD,2015-01-01,1,49.0
SD,2015-04-01,0,0.0
SD,2015-07-01,1,241.0
SD,2015-10-01,0,0.0
SD,2016-01-01,1,63.0
SD,2016-04-01,0,0.0
SD,2016-07-01,0,0.0
SD,2016-10-01,0,0.0
SD,2017-01-01,0,0.0
SD,2017-04-01,0,0.0
SD,2017-07-01,1,58.0
SD,2017-10-01,0,0.0
SD,2018-01-01,2,517.0
SD,2018-04-01,1,158.0
SD,2018-07-01,2,184.0
SD,2018-10-01,1,67.0
SD,2019-01-01,0,0.0
SD,2019-04-01,1,90.0
SD,2019-07-01,0,0.0
SD,2019-10-01,1,74.0
SD,2020-01-01,2,181.0
SD,2020-04-01,4,618.0
SD,2020-07-01,0,0.0
SD,2020-10-01,1,5.0
SD,2021-01-01,0,0.0
SD,2021-04-01,1,300.0
TN,2017-10-01,7,728.0
TN,2018-01-01,2,209.0
TN,2018-04-01,14,1758.0
TN,2018-07-01,7,643.0
TN,2018-10-01,7,750.0
TN,2019-01-01,18,2595.0
TN,2019-04-01,12,2280.0
TN,2019-07-01,13,2078.0
TN,2019-10-01,15,1287.0
TN,2020-01-01,50,5823.0
TN,2020-04-01,157,24238.0
TN,2020-07-01,40,3874.0
TN,2020-10-01,17,2498.0
TN,2021-01-01,6,722.0
TN,2021-04-01,4,365.0
TN,2021-07-01,6,811.0
TN,2021-10-01,6,907.0
TN,2022-01-01,2,144.0
TN,2022-04-01,4,713.0
TN,2022-07-01,5,605.0
TN,2022-10-01,5,341.0
TN,2023-01-01,8,943.0
TN,2023-04-01,26,2038.0
TN,2023-07-01,15,951.0
TN,2023-10-01,17,1236.0
TN,2024-01-01,11,0.0
TN,2024-04-01,22,0.0
TN,2024-07-01,7,0.0
TN,2024-10-01,13,0.0
TN,2025-01-01,13,0.0
TN,2025-04-01,15,768.0
TN,2025-07-01,7,1425.0
TN,2025-10-01,17,2358.0
TN,2026-01-01,19,2776.0
TN,2026-04-01,5,593.0
TX,1999-01-01,52,6687.0
TX,1999-04-01,50,5776.0
TX,1999-07-01,36,3820.0
TX,1999-10-01,33,3001.0
TX,2000-01-01,49,6166.0
TX,2000-04-01,39,4650.0
TX,2000-07-01,36,3061.0
TX,2000-10-01,62,7575.0
TX,2001-01-01,68,11940.0
TX,2001-04-01,67,9228.0
TX,2001-07-01,127,20562.0
TX,2001-10-01,123,14173.0
TX,2002-01-01,111,9956.0
TX,2002-04-01,98,14137.0
TX,2002-07-01,65,7965.0
TX,2002-10-01,112,11697.0
TX,2003-01-01,134,13410.0
TX,2003-04-01,71,6137.0
TX,2003-07-01,61,7149.0
TX,2003-10-01,53,6272.0
TX,2004-01-01,118,5841.0
TX,2004-04-01,31,2877.0
TX,2004-07-01,58,8463.0
TX,2004-10-01,39,5415.0
TX,2005-01-01,33,2869.0
TX,2005-04-01,33,2788.0
TX,2005-07-01,40,4266.0
TX,2005-10-01,31,3273.0
TX,2006-01-01,57,5307.0
TX,2006-04-01,53,2633.0
TX,2006-07-01,62,2681.0
TX,2006-10-01,45,3069.0
TX,2007-01-01,47,5034.0
TX,2007-04-01,47,3813.0
TX,2007-07-01,47,3493.0
TX,2007-10-01,111,5284.0
TX,2008-01-01,37,4230.0
TX,2008-04-01,44,4713.0
TX,2008-07-01,95,6449.0
TX,2008-10-01,97,10870.0
TX,2009-01-01,141,11119.0
TX,2009-04-01,90,4312.0
TX,2009-07-01,119,3267.0
TX,2009-10-01,51,4530.0
TX,2010-01-01,72,4122.0
TX,2010-04-01,45,4176.0
TX,2010-07-01,47,3984.0
TX,2010-10-01,89,3049.0
TX,2011-01-01,39,4528.0
TX,2011-04-01,41,3888.0
TX,2011-07-01,46,3142.0
TX,2011-10-01,41,3333.0
TX,2012-01-01,33,3541.0
TX,2012-04-01,54,5873.0
TX,2012-07-01,36,5862.0
TX,2012-10-01,44,5283.0
TX,2013-01-01,42,6157.0
TX,2013-04-01,40,4331.0
TX,2013-07-01,67,5130.0
TX,2013-10-01,35,4668.0
TX,2014-01-01,44,4899.0
TX,2014-04-01,42,3553.0
TX,2014-07-01,36,4316.0
TX,2014-10-01,29,2453.0
TX,2015-01-01,56,6499.0
TX,2015-04-01,75,10232.0
TX,2015-07-01,70,6138.0
TX,2015-10-01,61,4934.0
TX,2016-01-01,78,10564.0
TX,2016-04-01,81,8826.0
TX,2016-07-01,42,3508.0
TX,2016-10-01,54,4638.0
TX,2017-01-01,80,5795.0
TX,2017-04-01,44,3944.0
TX,2017-07-01,53,5803.0
TX,2017-10-01,49,8504.0
TX,2018-01-01,66,6327.0
TX,2018-04-01,36,4796.0
TX,2018-07-01,37,4618.0
TX,2018-10-01,55,4078.0
TX,2019-01-01,48,5354.0
TX,2019-04-01,52,3923.0
TX,2019-07-01,63,5285.0
TX,2019-10-01,36,3633.0
TX,2020-01-01,622,39621.0
TX,2020-04-01,372,33349.0
TX,2020-07-01,110,9276.0
TX,2020-10-01,99,8494.0
TX,2021-01-01,43,6015.0
TX,2021-04-01,38,3160.0
TX,2021-07-01,29,2649.0
TX,2021-10-01,13,1589.0
TX,2022-01-01,3,606.0
TX,2022-04-01,0,0.0
TX,2022-07-01,0,0.0
TX,2022-10-01,0,0.0
TX,2023-01-01,0,0.0
TX,2023-04-01,0,0.0
TX,2023-07-01,0,0.0
TX,2023-10-01,0,0.0
TX,2024-01-01,0,0.0
TX,2024-04-01,0,0.0
TX,2024-07-01,0,0.0
TX,2024-10-01,0,0.0
TX,2025-01-01,0,0.0
TX,2025-04-01,5,0.0
TX,2025-07-01,45,0.0
TX,2025-10-01,56,309.0
TX,2026-01-01,36,5618.0
TX,2026-04-01,6,1084.0
UT,2013-01-01,3,312.0
UT,2013-04-01,1,193.0
UT,2013-07-01,0,0.0
UT,2013-10-01,0,0.0
UT,2014-01-01,0,0.0
UT,2014-04-01,0,0.0
UT,2014-07-01,0,0.0
UT,2014-10-01,0,0.0
UT,2015-01-01,0,0.0
UT,2015-04-01,0,0.0
UT,2015-07-01,0,0.0
UT,2015-10-01,0,0.0
UT,2016-01-01,0,0.0
UT,2016-04-01,0,0.0
UT,2016-07-01,0,0.0
UT,2016-10-01,0,0.0
UT,2017-01-01,5,374.0
UT,2017-04-01,2,316.0
UT,2017-07-01,2,285.0
UT,2017-10-01,0,0.0
UT,2018-01-01,0,0.0
UT,2018-04-01,0,0.0
UT,2018-07-01,0,0.0
UT,2018-10-01,0,0.0
UT,2019-01-01,0,0.0
UT,2019-04-01,0,0.0
UT,2019-07-01,0,0.0
UT,2019-10-01,0,0.0
UT,2020-01-01,5,722.0
UT,2020-04-01,18,3449.0
UT,2020-07-01,8,1005.0
UT,2020-10-01,2,199.0
UT,2021-01-01,4,438.0
UT,2021-04-01,2,168.0
UT,2021-07-01,4,725.0
VA,2010-07-01,10,1118.0
VA,2010-10-01,13,1656.0
VA,2011-01-01,15,1338.0
VA,2011-04-01,20,1966.0
VA,2011-07-01,9,947.0
VA,2011-10-01,17,1378.0
VA,2012-01-01,23,2449.0
VA,2012-04-01,19,2557.0
VA,2012-07-01,15,1549.0
VA,2012-10-01,22,2544.0
VA,2013-01-01,26,2517.0
VA,2013-04-01,17,1559.0
VA,2013-07-01,12,952.0
VA,2013-10-01,10,858.0
VA,2014-01-01,18,2041.0
VA,2014-04-01,19,1746.0
VA,2014-07-01,16,1877.0
VA,2014-10-01,15,1415.0
VA,2015-01-01,18,2246.0
VA,2015-04-01,10,960.0
VA,2015-07-01,11,4025.0
VA,2015-10-01,15,2908.0
VA,2016-01-01,21,2961.0
VA,2016-04-01,11,1202.0
VA,2016-07-01,9,1233.0
VA,2016-10-01,18,2133.0
VA,2017-01-01,13,1230.0
VA,2017-04-01,25,2751.0
VA,2017-07-01,12,1068.0
VA,2017-10-01,11,1131.0
VA,2018-01-01,59,5780.0
VA,2018-04-01,11,1284.0
VA,2018-07-01,16,1182.0
VA,2018-10-01,8,1362.0
VA,2019-01-01,16,1849.0
VA,2019-04-01,20,2366.0
VA,2019-07-01,10,1795.0
VA,2019-10-01,20,2974.0
VA,2020-01-01,78,6524.0
VA,2020-04-01,108,12842.0
VA,2020-07-01,22,6871.0
VA,2020-10-01,19,2820.0
VA,2021-01-01,14,1672.0
VA,2021-04-01,15,1516.0
VA,2021-07-01,4,375.0
VA,2021-10-01,4,363.0
VA,2022-01-01,9,697.0
VA,2022-04-01,11,1017.0
VA,2022-07-01,1,95.0
VA,2022-10-01,9,801.0
VA,2023-01-01,10,1163.0
VA,2023-04-01,9,1306.0
VA,2023-07-01,24,1460.0
VA,2023-10-01,13,942.0
VA,2024-01-01,10,814.0
VA,2024-04-01,6,1045.0
VA,2024-07-01,11,1908.0
VA,2024-10-01,4,582.0
VA,2025-01-01,13,1967.0
VA,2025-04-01,14,2366.0
VA,2025-07-01,13,767.0
VA,2025-10-01,23,1540.0
VA,2026-01-01,18,2444.0
VA,2026-04-01,12,2157.0
VT,2003-07-01,1,142.0
VT,2003-10-01,2,133.0
VT,2004-01-01,0,0.0
VT,2004-04-01,1,25.0
VT,2004-07-01,2,257.0
VT,2004-10-01,0,0.0
VT,2005-01-01,0,0.0
VT,2005-04-01,1,138.0
VT,2005-07-01,2,113.0
VT,2005-10-01,0,0.0
VT,2006-01-01,1,189.0
VT,2006-04-01,0,0.0
VT,2006-07-01,0,0.0
VT,2006-10-01,1,6.0
VT,2007-01-01,2,192.0
VT,2007-04-01,0,0.0
VT,2007-07-01,5,570.0
VT,2007-10-01,3,347.0
VT,2008-01-01,2,32.0
VT,2008-04-01,8,655.0
VT,2008-07-01,3,181.0
VT,2008-10-01,12,576.0
VT,2009-01-01,12,516.0
VT,2009-04-01,2,280.0
VT,2009-07-01,2,79.0
VT,2009-10-01,2,99.0
VT,2010-01-01,1,9.0
VT,2010-04-01,1,5.0
VT,2010-07-01,3,292.0
VT,2010-10-01,1,28.0
VT,2011-01-01,0,0.0
VT,2011-04-01,2,6.0
VT,2011-07-01,5,142.0
VT,2011-10-01,2,31.0
VT,2012-01-01,6,128.0
VT,2012-04-01,8,130.0
VT,2012-07-01,5,85.0
VT,2012-10-01,11,179.0
VT,2013-01-01,7,297.0
VT,2013-04-01,3,38.0
VT,2013-07-01,14,1036.0
VT,2013-10-01,2,31.0
VT,2014-01-01,2,248.0
VT,2014-04-01,9,270.0
VT,2014-07-01,3,107.0
VT,2014-10-01,3,175.0
VT,2015-01-01,7,125.0
VT,2015-04-01,13,519.0
VT,2015-07-01,13,317.0
VT,2015-10-01,9,10000156.0
VT,2016-01-01,8,326.0
VT,2016-04-01,6,278.0
VT,2016-07-01,5,178.0
VT,2016-10-01,5,66.0
VT,2017-01-01,11,316.0
VT,2017-04-01,8,278.0
VT,2017-07-01,4,103.0
VT,2017-10-01,5,123.0
VT,2018-01-01,8,353.0
VT,2018-04-01,7,234.0
VT,2018-07-01,0,0.0
VT,2018-10-01,6,338.0
VT,2019-01-01,8,520.0
VT,2019-04-01,1,22.0
VT,2019-07-01,0,0.0
VT,2019-10-01,1,78.0
VT,2020-01-01,8,669.0
VT,2020-04-01,6,581.0
VT,2020-07-01,1,30.0
