date,news,ngov,ngdp,pgdp,rgdp,rgdp_pott6,unemp
2009-01-01,0.0,3035.4,14383.91,1.00062,14375.0,14776.14,8.3
2009-04-01,0.0,3086.5,14340.53,0.99895,14355.6,14847.12,9.3
2009-07-01,0.0,3112.5,14384.21,0.99873,14402.5,14917.33,9.6
2009-10-01,0.0,3122.0,14566.48,1.00169,14541.9,14986.79,9.9
2010-01-01,0.0,3135.7,14681.04,1.00522,14604.8,15055.38,9.8
2010-04-01,0.0,3181.5,14888.64,1.00968,14745.9,15122.9,9.6
2010-07-01,0.0,3194.7,15057.64,1.01429,14845.5,15189.68,9.5
2010-10-01,-97.8,3184.2,15230.16,1.01949,14939.0,15255.38,9.5
2011-01-01,0.0,3153.8,15238.3,1.02399,14881.3,15320.08,9.0
2011-04-01,0.0,3183.8,15461.02,1.03145,14989.6,15383.73,9.1
2011-07-01,-389.0,3176.8,15587.1,1.03768,15021.1,15446.24,9.0
2011-10-01,-48.6,3160.4,15785.3,1.03917,15190.3,15507.71,8.6
2012-01-01,0.0,3171.6,15973.9,1.04466,15291.0,15567.96,8.3
2012-04-01,0.0,3159.6,16121.76,1.04943,15362.4,15626.85,8.2
2012-07-01,0.0,3159.6,16227.97,1.05508,15380.8,15684.65,8.0
2012-10-01,0.0,3143.5,16297.36,1.05935,15384.3,15741.13,7.8
2013-01-01,-486.5,3119.8,16440.74,1.06363,15457.2,15796.13,7.7
2013-04-01,0.0,3111.4,16526.78,1.06623,15500.2,15849.88,7.5
2013-07-01,0.0,3110.7,16727.39,1.07128,15614.4,15902.01,7.3
2013-10-01,0.0,3115.1,16957.64,1.07589,15761.5,15952.75,6.9
2014-01-01,0.0,3122.3,16984.31,1.08009,15724.9,16001.98,6.7
2014-04-01,0.0,3146.3,17269.98,1.08606,15901.5,16049.62,6.2
2014-07-01,0.0,3177.4,17522.06,1.09044,16068.8,16095.62,6.1
2014-10-01,0.0,3162.5,17615.85,1.09067,16151.4,16139.85,5.7
2015-01-01,0.0,3149.5,17649.27,1.09099,16177.3,16182.44,5.6
2015-04-01,0.0,3179.2,17913.71,1.09674,16333.6,16223.33,5.4
2015-07-01,0.0,3201.0,18060.16,1.10029,16414.0,16262.22,5.2
2015-10-01,0.0,3203.9,18164.77,1.10286,16470.6,16299.34,5.0
