code,date,gdp,cons_hh,cons_gov,inv,capform,exports,imports,gdp_output,va_total,va_agri,va_ind,va_mfg,va_constr,va_trade,va_ict,va_fin,va_realest,va_prof,va_public,va_other,va_services,taxes_prod,chainlink_disc,gdp_income,comp_emp,surplus_mixed,taxes_prod_imp_net,taxes_prod_imp,subsidies,gdp_defl,cons_hh_defl,cons_gov_defl,inv_defl,capform_defl,exports_defl,imports_defl,gdp_output_defl,va_total_defl,va_agri_defl,va_ind_defl,va_mfg_defl,va_constr_defl,va_trade_defl,va_ict_defl,va_fin_defl,va_realest_defl,va_prof_defl,va_public_defl,va_other_defl,va_services_defl,taxes_prod_defl,chainlink_disc_defl,gdp_real,cons_hh_real,cons_gov_real,inv_real,capform_real,exports_real,imports_real,gdp_output_real,va_total_real,va_agri_real,va_ind_real,va_mfg_real,va_constr_real,va_trade_real,va_ict_real,va_fin_real,va_realest_real,va_prof_real,va_public_real,va_other_real,va_services_real,taxes_prod_real,chainlink_disc_real
DEU,1995-01-01,468140,259509,90908,110553,115761,100780,98735,468140,422588,4992,109231,95368,28894,66400,16222,18355,44949,41269,74754,17522,279471,45635,,471407,252378,179749,39280,50335,11055,73.6597,72.9237,78.3069,79.7058,71.829,89.409,92.2591,73.6597,74.9933,85.7983,82.2564,82.8827,52.3001,79.38,146.35,48.303,86.0444,68.5631,63.9788,58.5728,73.8007,62.0816,,635544,355864,116092,138701,161162,112718,107019,635544,563501,5818.3,132793,115064,55246.5,83648.3,11084.4,37999.7,52239.3,60191.3,116842,29914.9,378684,73508.1,-2374.3
DEU,1995-04-01,475061,263212,92616,112372,117967,101496,100275,475061,429032,4937,110815,96847,29841,67292,16519,19144,45536,41865,75509,17574,283439,45984,,473745,255439,178727,39579,50191,10612,74.11,73.3426,78.389,80.0922,72.1158,89.2427,91.1637,74.11,75.4417,83.8656,82.9906,83.8072,52.6898,79.6605,146.815,50.4816,86.0025,68.8346,64.0125,59.0669,74.1779,62.7585,,641022,358880,118149,140303,163580,113730,109994,641022,568693,5886.8,133527,115559,56635.2,84473.5,11251.6,37922.7,52947.3,60819.7,117960,29752.7,382107,73271.4,-2498
DEU,1995-07-01,478132,265465,94471,112142,116913,102254,100901,478132,433055,4821,110445,96372,29275,68045,17019,19762,46410,42640,76917,17721,288514,45147,,476410,257387,179174,39849,50264,10415,74.4679,73.71,78.7543,80.223,72.2414,89.3523,91.0568,74.4679,75.9525,81.0375,83.3054,84.141,52.8492,79.8311,148.64,51.8175,86.7525,69.3717,64.7482,59.5462,74.8529,61.8232,,642065,360148,119957,139788,161837,114439,110811,642065,570166,5949.1,132578,114536,55393.5,85236.2,11449.8,38137.7,53497,61466,118794,29760.1,385442,73026,-2419.9
DEU,1995-10-01,479050,267216,95095,111073,114526,103861,101630,479050,435377,4862,109907,95618,28743,68468,17535,20464,46903,42943,77814,17738,291865,43691,,478367,259280,179553,39534,50216,10682,74.5705,73.9359,78.1225,80.0594,72.393,89.3081,90.6882,74.5705,76.194,81.5293,83.3271,84.0929,53.0596,80.2568,149.741,53.2106,86.6488,69.469,64.7992,60.0145,75.1674,60.8297,,642413,361416,121726,138738,158200,116295,112065,642413,571406,5963.5,131898,113705,54171.2,85311.2,11710.2,38458.5,54130,61816.1,120085,29556.2,388286,71825.1,-1710.7
DEU,1996-01-01,475467,267497,94904,105081,110205,105065,102147,475467,428389,5007,108079,94163,25852,66242,16620,20553,46762,42667,78656,17951,289451,47135,,477414,257784,179419,40211,50546,10335,74.5576,73.6972,78.8026,79.9557,72.6392,89.083,90.8597,74.5576,76.083,81.5114,84.2246,85.36,52.7469,80.1011,143.935,53.6558,82.878,69.744,65.4703,60.4075,74.7404,61.5818,,637718,362968,120432,131424,151716,117941,112423,637718,563055,6142.7,128322,110313,49011.4,82698,11546.9,38305.3,56422.7,61176.6,120140,29716.5,387275,76540.5,-2456.6
DEU,1996-04-01,481231,269266,95443,113024,114643,105389,103446,481231,435463,5251,109077,95169,28412,67850,16847,20353,47379,43327,79000,17967,292723,45832,,479586,257321,183448,38817,49187,10370,74.4065,73.8288,78.3992,79.764,72.605,89.0265,91.375,74.4065,75.8771,84.6349,83.983,85.0277,52.4597,80.2379,143.248,52.618,82.7741,69.8997,65.066,60.3367,74.5226,62.1638,,646760,364717,121740,141698,157900,118379,113210,646760,573906,6204.3,129880,111927,54159.7,84561,11760.7,38680.7,57238.9,61984.5,121415,29777.9,392798,73727.8,-1842.5
DEU,1996-07-01,483803,270680,96623,112563,112466,107606,103564,483803,437079,5372,109184,95185,28052,67973,17191,20217,47981,43869,79147,18093,294471,46732,,484157,259182,184697,40278,50863,10585,74.5436,74.101,78.1953,79.6353,72.3948,88.7489,90.8704,74.5436,76.1279,86.2182,84.0887,85.1392,52.8095,80.5979,142.409,52.7654,82.8374,70.5901,65.1618,61.0267,74.7763,61.1323,,649020,365285,123566,141348,155351,121248,113969,649020,574138,6230.7,129844,111799,53119.2,84335.9,12071.6,38314.9,57921.9,62146.1,121462,29647.7,393802,76444.1,-2256.2
DEU,1996-10-01,489255,272263,96533,112726,116360,112605,108644,489255,444107,4951,111176,96738,28255,69145,17711,20914,48968,44891,79860,18236,299725,45010,,487403,259700,188268,39435,50776,11341,74.6833,74.312,78.1832,79.5951,73.1283,88.8179,91.7806,74.6833,76.3217,78.3398,84.5618,85.5016,53.1878,80.7898,142.139,53.6854,82.7446,71.014,65.1911,61.2855,74.9718,60.7385,,655106,366378,123470,141624,159118,126782,118374,655106,581888,6319.9,131473,113142,53123.1,85586.3,12460.3,38956.6,59179.7,63214.3,122501,29755.8,399784,74104.6,-1306
DEU,1997-01-01,485645,274036,96760,109498,112714,115244,113141,485645,438362,4791,110475,96719,26049,69388,18283,21660,47347,43422,78706,18241,297047,47251,,480074,259252,179756,41066,50545,9479,74.5204,74.5203,78.1723,79.905,72.4864,89.2538,92.8897,74.5204,75.9617,76.1927,83.6726,84.6685,51.7968,81.2696,143.061,55.6473,81.828,71.3816,64.0639,62.4155,74.9637,62.1869,,651694,367733,123778,137035,155497,129119,121802,651694,577083,6288,132032,114233,50290.8,85380,12779.9,38923.7,57861.6,60830.8,122856,29225.1,396255,75982.2,-1852.1
DEU,1997-04-01,490369,274369,96798,111479,114694,118898,114381,490369,442990,5109,110991,97035,26942,69805,18554,21519,48480,44443,78885,18262,299948,47388,,493449,258981,193455,41013,51328,10315,74.382,74.4251,77.7081,79.6281,72.5272,89.4876,92.9727,74.382,75.8066,82.5204,83.2619,84.0164,51.765,81.2465,141.229,55.0807,81.4871,71.4674,63.98,62.3196,74.7717,62.5621,,659258,368651,124566,140000,158139,132865,123026,659258,584368,6191.2,133304,115495,52046.8,85917.6,13137.5,39068.1,59494.1,62186.4,123296,29303.8,401152,75745.5,-1897.7
DEU,1997-07-01,494701,276370,95972,111527,115583,125802,119048,494701,447528,5233,111733,98003,26554,70454,18779,21344,49081,44777,81394,18179,304008,47151,,495443,259250,194504,41689,51561,9872,74.7925,75.155,76.9975,79.5265,73.1153,89.9108,93.6791,74.7925,76.2495,83.6063,83.2817,83.9484,51.6917,81.7164,141.064,54.5343,81.6966,71.4987,65.7464,62.5768,75.4077,62.2708,,661431,367733,124643,140239,158083,139919,127081,661431,586926,6259.1,134163,116742,51369.9,86217.7,13312.4,39138.7,60077.2,62626.3,123800,29050.7,403152,75719.3,-1696.3
DEU,1997-10-01,499167,278487,95064,112806,118502,127697,120556,499167,453794,5249,114900,100952,26644,71238,18909,20261,50035,45858,82418,18282,307001,45400,,498214,261105,195838,41271,51174,9903,74.9163,75.1943,77.6464,79.5301,72.93,89.9846,93.6194,74.9163,76.3891,82.5353,83.7972,84.5302,51.8982,82.0428,140.848,51.0598,82.0111,71.7237,66.3794,62.9474,75.4322,62.3174,,666300,370356,122432,141841,162487,141910,128772,666300,594056,6359.7,137117,119427,51339,86830.3,13425.1,39680.9,61010,63937,124162,29043.3,406989,72852.8,-825.9
DEU,1998-01-01,503034,278479,96987,115458,121472,130173,123981,503034,454738,5044,116028,101972,26073,73759,20277,20044,49078,45410,80924,18101,307593,48392,,502062,261768,198310,41984,51468,9484,74.7891,74.797,76.3746,79.3601,73.8122,89.7915,92.825,74.7891,76.116,82.7387,85.0446,86.0174,51.0824,82.3894,139.581,50.6574,80.5524,71.0679,65.1782,62.447,74.7099,63.334,,672603,372313,126989,145486,164569,144972,133564,672603,597427,6096.3,136432,118548,51041.1,89524.9,14527,39567.8,60926.8,63896.6,124158,28986.2,411716,76407.6,-1734.8
DEU,1998-04-01,503437,278399,97544,114156,121160,131770,125494,503437,454268,4849,115736,101620,25361,72512,20596,19881,49284,46521,81202,18326,308322,49111,,501852,264324,193957,43571,53282,9711,75.1307,75.0134,76.4429,79.3691,74.2825,89.4154,91.734,75.1307,76.3842,78.2008,85.4698,86.2905,51.2086,82.6707,139.537,50.9687,80.3414,71.9175,65.3938,63.2339,75.0179,64.6236,,670082,371132,127604,143829,163107,147368,136802,670082,594715,6200.7,135412,117765,49524.9,87711.9,14760.2,39006.3,61343.2,64686.6,124174,28981.3,410998,75995.5,-1592.2
DEU,1998-07-01,506260,281316,97693,114794,121664,129559,123957,506260,457440,4895,115724,101211,25181,73224,21018,20375,49695,47242,81489,18597,311640,48835,,507407,266246,198859,42302,53506,11204,75.2396,75.2322,76.5366,79.0037,72.9979,88.9539,90.0919,75.2396,76.5187,78.135,85.7672,86.6014,51.4682,82.9269,139.316,51.4689,80.1517,72.0622,65.2938,63.4801,75.0903,64.142,,672864,373930,127642,145302,166668,145647,137590,672864,597815,6264.8,134928,116870,48925.4,88299.5,15086.6,39587,62001.2,65557.3,124804,29295.8,415020,76135.8,-1319.9
DEU,1998-10-01,507740,284364,97482,113691,120869,126303,121120,507740,460254,4978,114470,100464,24695,73394,21575,21743,50312,47964,82230,18893,316111,47644,,510989,268529,199396,43064,53609,10545,75.4986,75.3513,76.6252,78.9145,72.9969,88.148,88.4048,75.4986,76.7903,77.0183,86.1639,87.0456,51.6968,82.7327,139.137,53.1915,80.1455,72.2728,65.5897,64.0128,75.3595,64.3489,,672516,377384,127219,144068,165581,143285,137006,672516,599365,6463.4,132852,115415,47768.9,88712.2,15506.3,40876.8,62775.8,66365.2,125370,29514.4,419471,74040.1,-976.3
DEU,1999-01-01,514200,288325,101233,116784,122961,126825,125027,514200,462257,5007,115416,100647,24737,72977,20581,23579,49593,48783,82696,18888,317097,52060,,513853,268468,199842,45543,55046,9503,75.5822,75.3103,77.1005,78.5518,72.5238,88.0146,87.6859,75.5822,76.5847,73.19,85.6098,85.9074,51.0857,81.6614,132.056,55.9443,81.2367,72.8637,65.4743,63.7359,75.3587,66.5713,,680319,382849,131300,148671,169546,144095,142585,680319,603589,6841.1,134816,117158,48422.6,89365.4,15585.1,42147.3,61047.5,66951,126303,29634.8,420784,78201.9,-1974.1
DEU,1999-04-01,515209,290729,101664,117341,119551,133401,130029,515209,464143,5004,114426,100351,24832,73021,20920,25128,49150,49121,83365,19176,319881,51173,,515832,272309,197086,46437,55799,9362,75.7692,75.6015,77.9194,78.3828,72.8235,87.9442,88.4086,75.7692,76.917,72.527,85.2263,85.9714,51.3188,82.4605,131.831,58.6199,80.3576,72.948,66.1607,64.6488,75.9513,66.1416,,679971,384554,130473,149702,164165,151688,147077,679971,603434,6899.5,134261,116726,48387.7,88552.7,15868.8,42866,61164.1,67337,126004,29661.8,421166,77368.8,-1597.4
DEU,1999-07-01,520562,290662,102880,119049,124995,136834,134779,520562,468486,4972,116282,102562,25269,74236,21363,24293,49525,49553,83762,19231,321963,52106,,521627,273948,199569,48110,57382,9272,75.5709,75.6185,78.3319,78.2343,71.965,88.3788,89.4213,75.5709,76.6716,72.5988,85.4017,86.3986,51.2912,82.3329,131.122,55.7744,80.0656,72.8899,66.1698,64.4656,75.5405,65.76,,688840,384379,131338,152170,173689,154827,150724,688840,611029,6848.6,136159,118708,49265.8,90165.7,16292.4,43555.8,61855.5,67983.4,126586,29831.4,426212,79236.6,-1545.5
DEU,1999-10-01,522439,293932,101818,118614,123695,140542,137373,522439,469509,4977,117511,104330,25256,74880,21748,21817,50023,50183,83744,19370,321765,53105,,525927,276110,199142,50675,58974,8299,75.4813,75.5668,78.0719,78.4802,72.9567,88.8944,91.0542,75.4813,76.5091,73.203,85.6512,87.079,51.4831,82.4525,129.861,52.0849,80.4052,72.902,66.1721,64.6388,75.1941,66.4327,,692143,388970,130416,151139,169546,158100,150869,692143,613664,6798.9,137197,119811,49056.9,90815.9,16747.1,41887.4,62213.6,68836.2,126555,29966.5,427913,79938.1,-1656
DEU,2000-01-01,529327,297086,103991,121120,124865,148669,145236,529327,475640,5140,117795,104887,24957,75981,21483,23048,51304,51641,84477,19814,327748,53735,,533120,280462,204383,48275,57431,9156,75.3059,75.8639,77.5795,78.5663,72.9392,89.8121,93.1502,75.3059,76.2278,75.5793,83.3433,84.5355,50.9288,82.6212,129.035,55.4955,80.1726,73.255,66.0732,64.885,75.5642,67.0154,,702902,391604,134044,154163,171191,165533,155916,702902,623972,6800.8,141337,124074,49003.7,91963.1,16649,41531.3,63991.9,70494.8,127854,30537.1,433735,80183.1,-1457.9
DEU,2000-04-01,533173,299849,102990,121802,126940,155355,151964,533173,478512,5314,120447,107768,24383,77083,21877,21041,51635,52258,84717,19757,328368,54658,,531913,282604,199006,50303,59395,9092,75.2204,75.8916,77.2203,79.0087,73.6914,90.4756,94.6498,75.2204,76.1208,78.1885,83.6307,84.7292,50.5515,82.6509,128.082,52.6562,80.8266,73.4013,65.8233,64.8811,75.3185,67.3128,,708814,395102,133372,154163,172259,171709,160554,708814,628622,6796.4,144022,127191,48234,93263.4,17080.4,39959.2,63883.7,71194.9,128704,30451.1,435972,81200,-1666.4
DEU,2000-07-01,533978,301504,103039,122800,130364,159190,160008,533978,480933,5403,122649,109621,23997,77548,22477,19119,51867,52605,85322,19946,328884,53156,,532116,285052,198109,48955,58043,9088,75.3155,76.3189,77.5253,78.8928,73.8862,91.221,96.4869,75.3155,76.1772,79.7267,84.0625,85.1588,50.3324,82.8827,127.617,48.8344,81.2533,73.435,66.2448,65.8043,75.2658,67.5863,,708988,395058,132910,155654,176439,174510,165834,708988,631335,6776.9,145902,128725,47677,93563.5,17612.8,39150.7,63833.7,71634.8,128798,30311.1,436963,78649.1,-1099.8
DEU,2000-10-01,533210,303318,103945,121873,128303,169235,171551,533210,480410,5358,122496,109748,23723,78033,22976,17933,51883,52681,85432,19895,328833,52840,,532510,286512,196720,49278,58328,9050,75.5221,76.8462,77.6119,79.225,74.6776,92.0971,98.3772,75.5221,76.3286,80.5484,84.5072,85.3846,50.5575,83.6358,127.855,45.1465,81.8767,73.8744,66.3626,66.0645,75.3017,68.2263,,706032,394708,133929,153831,171809,183757,174381,706032,629397,6651.9,144953,128534,46922.8,93300.9,17970.4,39721.8,63367.2,71311.6,128735,30114.5,436687,77448.1,-995.5
DEU,2001-01-01,547373,308380,105075,121913,128429,167743,162135,547373,493029,5878,124865,112680,23628,80734,23969,19373,54016,53886,86518,20162,338658,54463,,549388,287026,212692,49670,58684,9014,75.9292,77.222,78.3207,78.7116,73.5037,91.571,96.6937,75.9292,76.6742,93.6092,84.263,85.0994,51.5242,83.1194,126.799,46.8931,81.7891,73.8716,67.2123,66.9305,75.5897,69.071,,720899,399342,134160,154886,174724,183184,167679,720899,643018,6279.3,148185,132410,45858.1,97130.1,18903.2,41313.1,66043,72945.5,128723,30123.8,448022,78850.8,-1016.8
DEU,2001-04-01,547601,308013,104650,119480,129103,168621,162783,547601,491668,6055,123930,111298,23001,81235,24038,19410,53688,53777,86459,20075,338682,55936,,546024,287487,207004,51533,60436,8903,76.1169,77.7,78.2844,78.7319,73.323,91.6619,96.7939,76.1169,76.8236,96.7964,85.0919,85.8697,51.1272,83.6245,126.178,45.4918,81.8395,73.9863,67.109,67.129,75.5356,69.7145,,719421,396413,133679,151756,176074,183960,168175,719421,639996,6255.4,145642,129613,44987.8,97142.6,19050.9,42667,65601.6,72685.1,128834,29905.1,448374,80235.8,-1309.8
DEU,2001-07-01,549807,310129,104975,117525,125710,167947,158890,549807,495621,6018,123198,110256,22892,82103,24280,20513,54576,54644,87144,20253,343513,54250,,547626,287584,209808,50234,58973,8739,76.4512,77.9073,78.8337,78.675,73.3966,91.5306,96.3339,76.4512,77.2262,95.5724,84.85,85.5405,51.1664,84.2361,126.647,47.7288,82.0472,74.8923,67.3937,67.7188,76.1976,69.3482,,719160,398074,133160,149380,171275,183487,164937,719160,641778,6296.8,145195,128893,44740.3,97467.7,19171.4,42978.2,66517.8,72963.4,129306,29907.5,450819,78228.4,-906.1
DEU,2001-10-01,553573,313160,107952,115781,117767,169595,154979,553573,500016,5834,120903,108074,22847,82521,24900,23981,54799,54570,89018,20643,350432,53479,,552492,290207,212842,49443,58799,9356,77.1989,78.3932,79.87,78.4846,73.713,91.2539,95.2088,77.1989,77.9864,90.5872,84.6896,85.3614,51.0791,84.1683,126.197,57.7956,81.3235,75.0031,68.5426,68.7122,77.4007,69.978,,717074,399474,135160,147521,159764,185850,162778,717074,641158,6440.2,142760,126608,44728.7,98042.9,19731,41492.8,67384,72757,129872,30042.7,452750,76422.6,-749.8
DEU,2002-01-01,551645,312080,107553,113075,112118,168370,148453,551645,497384,5299,120080,107223,22911,81990,24793,22090,55030,54946,89795,20450,349094,54284,,548867,289044,209763,50060,58827,8767,77.2932,78.7043,79.7677,78.4919,73.1327,91.0578,94.493,77.2932,77.8795,85.0302,85.2624,85.8955,51.7198,83.8405,125.903,53.4635,81.8687,74.816,68.7907,69.4253,77.0881,71.8552,,713705,396522,134833,144059,153308,184905,157105,713705,638658,6231.9,140836,124830,44298.3,97792.8,19692.2,41317.9,67217.4,73441.5,130534,29456.1,452851,75546.4,-622.8
DEU,2002-04-01,553636,310445,107734,111310,114121,173317,152030,553636,498541,4963,121508,108206,21966,82285,24849,21857,55600,55046,89999,20468,350104,55046,,554120,289065,214082,50973,59415,8442,77.2522,78.8746,79.6181,78.4397,73.0811,90.9607,94.7468,77.2522,77.7587,78.1169,85.5262,86.2962,51.316,83.6184,125.346,52.7888,81.9953,74.6693,68.839,69.5561,76.9693,72.5861,,716661,393593,135314,141905,156157,190540,160459,716661,641139,6353.3,142071,125389,42805.4,98405.4,19824.3,41404.6,67808.8,73719.7,130738,29426.6,454862,75835.5,-765.8
DEU,2002-07-01,560387,313888,108421,110090,113073,175642,150550,560387,504514,4896,123100,109838,21909,83062,24897,22879,56413,56031,90753,20574,354609,55960,,560943,290846,217949,52148,61195,9047,77.6946,79.1602,79.8648,78.0866,73.2096,90.7504,93.6033,77.6946,78.3776,76.4272,85.9751,86.845,51.3731,83.7904,125.687,57.5122,82.3545,75.6278,69.0582,69.9572,77.7197,71.3833,,721269,396522,135756,140984,154451,193544,160838,721269,643696,6406.1,143181,126476,42646.8,99130.7,19808.8,39781.1,68500.2,74087.8,131415,29409.4,456267,78393.7,-843.8
DEU,2002-10-01,561405,315872,110659,109417,110130,179246,154591,561405,506755,4883,122881,109595,21500,83446,25185,23957,56351,55767,92199,20586,357491,54561,,559431,291327,217299,50805,59216,8411,78.0239,79.3108,80.3975,78.1193,73.8866,90.9474,93.8852,78.0239,78.5649,75.5356,85.7685,86.5545,51.4167,83.2641,124.407,62.4847,81.9353,75.4086,69.7491,70.4038,78.0637,72.9836,,719530,398271,137640,140064,149053,197088,164660,719530,645014,6464.5,143270,126620,41815.2,100218,20244,38340.6,68775,73953.1,132187,29239.9,457948,74757.9,-648.7
DEU,2003-01-01,556128,319355,108581,108595,112138,173531,157477,556128,500290,4483,123503,110785,21077,82648,22851,24423,55248,54728,90956,20373,351227,55838,,554575,290631,211918,52026,60334,8308,78.3724,80.2911,79.994,77.6856,73.1637,90.8559,93.6714,78.3724,78.8391,70.6674,86.4863,87.3097,51.4947,82.9256,126.143,68.2613,80.5363,75.3667,69.4309,71.2178,78.2719,73.8589,,709597,397747,135736,139788,153270,190996,168116,709597,634571,6343.8,142801,126887,40930.4,99665.2,18115.2,35778.7,68600.1,72615.6,131002,28606.6,448727,75600.9,-641.9
DEU,2003-04-01,557338,319282,108442,108036,110765,172237,153421,557338,499899,4477,121869,108732,21182,83124,22925,24578,55789,54523,90948,20484,352371,57406,,555751,290317,212113,53321,61790,8469,78.418,80.2374,79.7786,77.6437,72.6678,90.4983,92.2998,78.418,78.7968,69.3625,85.8912,86.509,51.4885,82.904,126.361,71.7641,80.4362,75.1309,69.3249,71.3912,78.4251,74.669,,710727,397922,135929,139143,152426,190321,166220,710727,634416,6454.5,141888,125689,41139.3,100265,18142.4,34248.3,69358.1,72570.7,131191,28692.6,449309,76880.6,-857.7
DEU,2003-07-01,564699,322175,111143,108208,108003,176675,153173,564699,509107,4748,122359,109095,21341,84961,22956,25539,56633,56456,93322,20792,360659,55716,,565574,292721,221029,51824,60170,8346,78.76,80.4342,80.9754,77.6542,72.1783,90.1445,91.4126,78.76,79.251,72.5373,85.5779,86.0536,51.5214,82.977,125.138,76.1538,80.076,75.7335,70.7103,71.4671,79.1201,74.1014,,716987,400545,137255,139346,149634,195991,167562,716987,642398,6545.6,142980,126776,41421.6,102391,18344.5,33536.1,70724.1,74545.6,131978,29093.1,455838,75188.9,-511.1
DEU,2003-10-01,565976,323051,110402,108378,109312,180696,157465,565976,510097,4877,124104,111315,20869,85245,23298,26684,56249,55815,92197,20759,360247,55899,,564911,292326,218643,53942,61735,7793,78.833,80.6441,79.9205,77.7557,72.7432,90.0408,91.1957,78.833,79.319,74.5513,85.4398,85.9412,51.7346,83.2747,125.435,80.7344,80.118,75.2542,69.8579,71.8635,79.2222,74.1718,,717943,400588,138140,139383,150271,200682,172667,717943,643096,6541.8,145253,129525,40338.6,102366,18573.8,33051.6,70207.7,74168.6,131978,28886.7,454730,75364.2,-615.8
DEU,2004-01-01,567112,323994,108878,106247,106035,187329,159025,567112,510035,5953,124795,110529,20885,83018,24484,27571,55663,54123,92434,21109,358402,57176,,569005,293094,222421,53490,61444,7954,79.1157,80.8266,79.9862,77.6448,74.1299,89.8049,91.2973,79.1157,79.489,73.2479,85.6464,85.8294,51.6999,81.3003,125.167,85.1496,80.409,75.6821,70.4386,71.793,79.4046,75.469,,716813,400851,136121,136837,143040,208596,174184,716813,641643,8127.2,145710,128778,40396.6,102113,19561,32379.5,69224.8,71513.6,131226,29402.6,451362,75760.9,-621.9
DEU,2004-04-01,573483,325468,109086,107772,106260,196563,163769,573483,518005,5719,127654,113448,20587,84707,24769,28909,56523,54986,92852,21299,364045,55603,,574384,292786,230162,51436,59692,8256,79.5319,81.2919,80.2864,78.0451,75.2039,90.2177,92.1837,79.5319,79.8629,71.4241,85.6511,85.848,51.74,81.4386,125.083,90.456,80.2987,76.1244,70.8166,72.1797,79.9697,76.3705,,721073,400370,135871,138089,141296,217876,177655,721073,648618,8007.1,149040,132150,39789.3,104013,19802,31959.2,70390.9,72231.8,131116,29508.3,455229,72806.9,-306.2
DEU,2004-07-01,572407,325536,110076,107579,111353,193794,168296,572407,516541,5238,127140,113140,19936,84375,24467,29057,56341,55389,93391,21207,364227,55922,,573514,292669,228683,52162,60409,8247,79.6419,81.5671,80.4346,78.1869,75.1202,90.5457,92.9312,79.6419,80.0196,66.3912,85.832,86.1044,51.511,81.541,124.265,92.6114,80.192,76.3219,71.2962,72.0961,80.2391,75.9401,,718726,399102,136852,137592,148233,214029,181097,718726,645518,7889.6,148126,131399,38702.4,103476,19689.3,31375.2,70257.6,72572.9,130990,29414.9,453927,73639.6,-306.2
DEU,2004-10-01,572491,328306,108786,107246,110110,194994,169517,572491,517332,4848,127527,113136,19637,85495,24769,28530,56810,55451,93098,21167,365320,55347,,576138,292415,229812,53911,61587,7676,79.7018,81.8131,80.487,78.3538,74.9165,90.7059,93.3198,79.7018,80.1518,62.0012,86.5852,86.8727,51.7364,81.9893,123.795,90.1938,80.5634,76.6348,71.1837,72.2862,80.2415,75.3566,,718291,401288,135160,136874,146977,214974,181652,718291,645440,7819.2,147285,130232,37955.9,104276,20008,31631.9,70515.9,72357.5,130786,29282.2,455276,73446.8,-398.2
DEU,2005-01-01,574340,331362,108923,105591,101849,200121,167940,574340,518521,4329,127153,112742,19312,86298,23996,28395,57457,55885,94123,21573,367727,55794,,570729,292226,226452,52051,60078,8027,79.8023,82.0984,80.3854,78.2499,75.2994,90.8132,93.8761,79.8023,80.1628,73.0904,85.8356,85.7285,51.5791,81.8369,126.202,88.9908,80.2184,76.7135,71.5711,72.8067,80.3411,76.241,,719704,403616,135501,134941,135259,220366,178895,719704,646835,5922.8,148136,131511,37441.5,105451,19014,31907.8,71625.7,72849,131510,29630.5,457707,73181.1,-363.6
DEU,2005-04-01,577785,332561,110319,107455,107401,203924,176202,577785,521152,4300,128523,113742,19695,86164,24919,27673,57946,56342,93995,21595,368634,56851,,583923,291669,239376,52878,61088,8210,79.8277,82.1197,80.2767,78.1281,75.2326,90.9922,93.8429,79.8277,80.2139,71.9738,86.4054,86.1434,52.1548,81.5165,126.057,88.0022,80.1554,76.8013,71.5595,72.7602,80.1934,76.1167,,723790,404971,137424,137537,142758,224111,187763,723790,649703,5974.4,148744,132038,37762.6,105701,19768,31445.8,72292.1,73360.7,131352,29679.7,459681,74689.3,-455.7
DEU,2005-07-01,582974,334101,110749,109106,108953,212437,183164,582974,524878,4179,129701,115110,19978,87223,24552,27899,58262,57048,94367,21669,371020,58198,,583555,291740,236991,54824,62689,7865,79.9016,82.5088,80.793,78.1464,75.4575,91.0743,95.0263,79.9016,80.2323,71.4139,86.335,86.0235,52.4263,81.6779,125.086,88.5132,80.2227,76.8236,71.5511,72.5949,80.2251,76.6513,,729615,404928,137078,139617,144390,233257,192751,729615,654198,5851.8,150230,133812,38106.8,106789,19628.1,31519.6,72625.3,74258.4,131888,29849.2,462474,75925.7,-468.8
DEU,2005-10-01,586943,335241,110335,112418,116665,216360,191508,586943,527403,4078,131452,116486,19533,87467,24360,28006,58446,57944,94351,21766,372340,59690,,587504,292800,239614,55090,62563,7473,80.159,82.8351,80.4797,78.2384,76.5822,91.4333,95.7753,80.159,80.1247,70.1785,86.1961,85.7006,52.4674,81.2405,123.157,90.8027,80.1452,77.0338,71.3601,72.195,80.1379,80.0492,,732223,404709,137097,143686,152340,236631,199956,732223,658228,5810.9,152503,135922,37228.8,107664,19779.6,30842.7,72925.1,75218.9,132218,30148.9,464624,74566.6,-403.2
DEU,2006-01-01,592014,339215,111752,110855,115396,224127,198390,592014,532905,4073,135088,119222,18864,87521,25499,27935,60170,56549,95006,22200,374880,59195,,595806,294193,246521,55092,63448,8356,79.9403,83.0744,81.0219,78.2333,75.261,91.7772,96.8362,79.9403,80.1326,69.1887,87.0374,85.0241,52.9078,77.7683,121.897,91.6452,81.9058,77.3368,72.1648,72.2233,79.843,77.9156,,740570,408327,137928,141698,153328,244208,204872,740570,665029,5886.8,155207,140222,35654.5,112541,20918.4,30481.7,73462.4,73120.4,131651,30738,469522,75973.2,-450.6
DEU,2006-04-01,603797,341819,111519,118858,121059,231684,202210,603797,544168,4380,138741,123289,20139,89592,25872,28174,60765,58570,95548,22387,380908,59703,,602331,296255,250789,55287,63548,8261,80.1575,83.3107,80.9093,78.41,76.0006,91.9861,97.2607,80.1575,80.4388,75.117,87.1397,85.0829,53.3688,78.0647,121.602,92.6633,82.1569,78.0034,72.1623,72.6113,80.1242,77.3436,,753263,410294,137832,151585,159287,251869,207905,753263,676499,5830.9,159217,144905,37735.5,114766,21275.9,30404.7,73962.1,75086.5,132407,30831.3,475397,77191.9,-483.4
