code,date,gdp,cons_hh,cons_gov,inv,capform,exports,imports,gdp_output,va_total,va_agri,va_ind,va_mfg,va_constr,va_trade,va_ict,va_fin,va_realest,va_prof,va_public,va_other,va_services,taxes_prod,chainlink_disc,gdp_income,comp_emp,surplus_mixed,taxes_prod_imp_net,taxes_prod_imp,subsidies,gdp_defl,cons_hh_defl,cons_gov_defl,inv_defl,capform_defl,exports_defl,imports_defl,gdp_output_defl,va_total_defl,va_agri_defl,va_ind_defl,va_mfg_defl,va_constr_defl,va_trade_defl,va_ict_defl,va_fin_defl,va_realest_defl,va_prof_defl,va_public_defl,va_other_defl,va_services_defl,taxes_prod_defl,chainlink_disc_defl,gdp_real,cons_hh_real,cons_gov_real,inv_real,capform_real,exports_real,imports_real,gdp_output_real,va_total_real,va_agri_real,va_ind_real,va_mfg_real,va_constr_real,va_trade_real,va_ict_real,va_fin_real,va_realest_real,va_prof_real,va_public_real,va_other_real,va_services_real,taxes_prod_real,chainlink_disc_real
JPN,2000-07-01,1.35537e+08,7.13188e+07,2.2312e+07,4.04204e+07,4.00933e+07,1.41362e+07,1.2323e+07,1.35535e+08,1.36006e+08,1.89855e+06,3.48004e+07,3.02339e+07,9.63905e+06,2.80808e+07,6.23938e+06,6.74555e+06,1.63991e+07,6.97468e+06,1.89793e+07,6.2491e+06,8.96678e+07,33325,-504275,1.35537e+08,6.74958e+07,,,,,108.414,104.963,105.224,103.007,102.631,116.606,87.5974,108.413,106.807,82.1874,125.353,128.978,92.4485,92.106,124.934,125.644,102.791,106.229,104.143,99.394,103.125,,,1.25019e+08,6.79466e+07,2.12044e+07,3.92405e+07,3.90653e+07,1.2123e+07,1.40678e+07,1.25018e+08,1.27338e+08,2.31002e+06,2.7762e+07,2.34412e+07,1.04264e+07,3.04874e+07,4.99415e+06,5.36878e+06,1.59538e+07,6.56572e+06,1.82243e+07,6.2872e+06,8.69503e+07,,-2.507e+06
JPN,2000-10-01,1.36557e+08,7.1966e+07,2.23713e+07,4.07641e+07,4.08124e+07,1.43991e+07,1.29916e+07,1.36564e+08,1.36067e+08,1.8639e+06,3.46722e+07,3.03394e+07,9.58822e+06,2.82484e+07,6.36472e+06,6.864e+06,1.63449e+07,7.00578e+06,1.89393e+07,6.1757e+06,8.99428e+07,66850,429750,1.36557e+08,6.79294e+07,,,,,108.109,104.634,104.875,102.468,102.131,119.231,89.0241,108.115,106.343,83.1829,124.561,128.879,92.3205,91.8136,123.882,127.889,102.37,104.722,103.574,99.0795,102.761,,,1.26314e+08,6.87788e+07,2.13315e+07,3.97824e+07,3.99608e+07,1.20766e+07,1.45934e+07,1.26313e+08,1.27951e+08,2.24072e+06,2.78355e+07,2.3541e+07,1.03858e+07,3.07671e+07,5.13772e+06,5.36718e+06,1.59664e+07,6.68988e+06,1.82858e+07,6.23308e+06,8.75263e+07,,-1.84088e+06
JPN,2001-01-01,1.37565e+08,7.21926e+07,2.27944e+07,4.11004e+07,4.16594e+07,1.40348e+07,1.31161e+07,1.37557e+08,1.37763e+08,1.93488e+06,3.46898e+07,3.0138e+07,9.862e+06,2.90971e+07,6.38258e+06,7.07542e+06,1.63233e+07,7.02712e+06,1.94091e+07,5.962e+06,9.12766e+07,26175,-232750,1.37565e+08,6.80728e+07,,,,,108.274,104.469,106.709,102.162,101.844,120.564,89.7128,108.268,106.406,89.59,123.864,127.893,92.5277,91.3165,121.893,133.148,101.571,104.727,105.314,99.1716,102.985,,,1.27053e+08,6.91045e+07,2.13614e+07,4.02305e+07,4.09049e+07,1.1641e+07,1.46201e+07,1.27052e+08,1.29469e+08,2.1597e+06,2.80064e+07,2.3565e+07,1.06584e+07,3.1864e+07,5.23622e+06,5.31395e+06,1.60708e+07,6.70995e+06,1.84297e+07,6.0118e+06,8.86311e+07,,-2.59922e+06
JPN,2001-04-01,1.35623e+08,7.24662e+07,2.28035e+07,3.92631e+07,3.98272e+07,1.34884e+07,1.29622e+07,1.35629e+08,1.35635e+08,1.79988e+06,3.37413e+07,2.92166e+07,9.14548e+06,2.86028e+07,6.48602e+06,7.32612e+06,1.62973e+07,7.0163e+06,1.92159e+07,6.0037e+06,9.09481e+07,62025,-67800,1.35623e+08,6.72019e+07,,,,,107.561,103.864,105.836,101.791,101.46,120.458,90.6458,107.567,105.566,79.1284,123.415,127.335,93.4058,90.7321,119.495,136.872,101.088,103.14,103.45,97.9364,102.174,,,1.26089e+08,6.97702e+07,2.1546e+07,3.85722e+07,3.9254e+07,1.11976e+07,1.42998e+07,1.26088e+08,1.28483e+08,2.27462e+06,2.73397e+07,2.29447e+07,9.79112e+06,3.15244e+07,5.42785e+06,5.35255e+06,1.61218e+07,6.8027e+06,1.85751e+07,6.1302e+06,8.90131e+07,,-2.586e+06
JPN,2001-07-01,1.33574e+08,7.20132e+07,2.29263e+07,3.85992e+07,3.7994e+07,1.30972e+07,1.24569e+07,1.33569e+08,1.33391e+08,1.62955e+06,3.22171e+07,2.76866e+07,8.94498e+06,2.82096e+07,6.47285e+06,7.48365e+06,1.62304e+07,7.04492e+06,1.92386e+07,5.91962e+06,9.05996e+07,95700,81925,1.33574e+08,6.64906e+07,,,,,107.198,103.419,106.286,101.025,100.723,119.51,89.708,107.195,105.112,79.5096,122.736,126.644,91.2494,90.0339,118.319,141.672,100.445,102.314,103.687,97.9102,101.995,,,1.24605e+08,6.96322e+07,2.15704e+07,3.82075e+07,3.77211e+07,1.09592e+07,1.38861e+07,1.24604e+08,1.26904e+08,2.0495e+06,2.62491e+07,2.18617e+07,9.80278e+06,3.13322e+07,5.47068e+06,5.28238e+06,1.61584e+07,6.8856e+06,1.85545e+07,6.04598e+06,8.88272e+07,,-2.51575e+06
JPN,2001-10-01,1.3295e+08,7.16616e+07,2.3092e+07,3.73952e+07,3.70747e+07,1.29944e+07,1.18726e+07,1.32957e+08,1.32728e+08,1.52028e+06,3.18036e+07,2.7182e+07,8.97065e+06,2.78038e+07,6.4489e+06,7.6878e+06,1.61985e+07,7.02455e+06,1.92661e+07,6.00365e+06,9.04334e+07,93775,135200,1.3295e+08,6.54124e+07,,,,,106.931,102.917,105.721,100.362,100.125,120.911,88.2306,106.937,104.89,72.886,123.486,127.033,90.9088,89.6515,117.465,144.584,100.072,101.522,102.833,97.5379,101.658,,,1.24333e+08,6.96305e+07,2.18425e+07,3.72604e+07,3.70286e+07,1.07471e+07,1.34563e+07,1.24332e+08,1.2654e+08,2.08582e+06,2.57548e+07,2.13977e+07,9.86775e+06,3.10133e+07,5.49008e+06,5.31718e+06,1.61869e+07,6.91922e+06,1.87354e+07,6.1552e+06,8.89582e+07,,-2.43452e+06
JPN,2002-01-01,1.33499e+08,7.18664e+07,2.36934e+07,3.72596e+07,3.64364e+07,1.36966e+07,1.21936e+07,1.33491e+08,1.33573e+08,1.59665e+06,3.18047e+07,2.7299e+07,9.0254e+06,2.79731e+07,6.50055e+06,7.7731e+06,1.60756e+07,6.92312e+06,1.97761e+07,6.12445e+06,9.1146e+07,123850,-205450,1.33499e+08,6.56146e+07,,,,,107.101,102.571,108.327,100.308,100.092,121.85,89.772,107.095,105.302,68.1732,123.591,127.418,91.0365,89.6486,116.568,146.751,99.5338,100.983,105.898,97.6039,102.176,,,1.24648e+08,7.0065e+07,2.1872e+07,3.71454e+07,3.6403e+07,1.12405e+07,1.35828e+07,1.24647e+08,1.26847e+08,2.34205e+06,2.57338e+07,2.14247e+07,9.91405e+06,3.1203e+07,5.5766e+06,5.2968e+06,1.6151e+07,6.8557e+06,1.86747e+07,6.2748e+06,8.92054e+07,,-2.4522e+06
JPN,2002-04-01,1.33083e+08,7.22124e+07,2.31216e+07,3.65072e+07,3.58665e+07,1.43198e+07,1.24373e+07,1.3309e+08,1.32773e+08,1.68222e+06,3.16741e+07,2.73034e+07,8.6561e+06,2.82659e+07,6.4859e+06,7.922e+06,1.59822e+07,6.9709e+06,1.90676e+07,6.06565e+06,9.07602e+07,162600,154625,1.33083e+08,6.38852e+07,,,,,106.006,102.328,105.476,99.5788,99.1575,118.837,88.9371,106.013,104.18,73.47,121.152,125.309,90.5789,89.1942,116.561,149.469,99.0076,100.162,102.067,96.9705,101.17,,,1.25543e+08,7.05692e+07,2.19211e+07,3.66616e+07,3.61712e+07,1.205e+07,1.39844e+07,1.25542e+08,1.27446e+08,2.28968e+06,2.61442e+07,2.17888e+07,9.55642e+06,3.16903e+07,5.5644e+06,5.3001e+06,1.61424e+07,6.95965e+06,1.86814e+07,6.25515e+06,8.97107e+07,,-2.14555e+06
JPN,2002-07-01,1.32964e+08,7.20148e+07,2.32619e+07,3.66118e+07,3.62285e+07,1.39864e+07,1.25272e+07,1.32961e+08,1.33091e+08,1.73092e+06,3.19224e+07,2.74565e+07,8.485e+06,2.82765e+07,6.51738e+06,7.94642e+06,1.61226e+07,6.96838e+06,1.91934e+07,5.92815e+06,9.09529e+07,141975,-272250,1.32964e+08,6.43884e+07,,,,,105.587,102.023,105.297,99.1739,98.8492,114.856,86.6449,105.585,103.774,77.5027,119.631,123.642,90.0275,88.7815,115.984,151.795,98.6768,99.2759,102.237,96.6847,100.998,,,1.25929e+08,7.05866e+07,2.20918e+07,3.69168e+07,3.66503e+07,1.21772e+07,1.44582e+07,1.25928e+08,1.28251e+08,2.23338e+06,2.66841e+07,2.22064e+07,9.4249e+06,3.18496e+07,5.61922e+06,5.23498e+06,1.63388e+07,7.0192e+06,1.87734e+07,6.13142e+06,9.00545e+07,,-2.57002e+06
JPN,2002-10-01,1.3292e+08,7.15996e+07,2.31947e+07,3.6292e+07,3.63382e+07,1.48979e+07,1.31103e+07,1.32921e+08,1.32482e+08,1.76748e+06,3.19281e+07,2.76098e+07,8.45108e+06,2.77897e+07,6.5109e+06,7.95685e+06,1.6098e+07,6.97988e+06,1.91204e+07,5.87972e+06,9.03354e+07,168025,271150,1.3292e+08,6.38265e+07,,,,,105.306,101.788,105.143,98.7767,98.3691,118.37,89.4184,105.308,103.402,79.3123,118.745,123.277,89.8198,88.5512,114.991,152.689,98.4071,98.551,101.858,96.9172,100.733,,,1.26223e+08,7.03422e+07,2.20603e+07,3.67415e+07,3.69406e+07,1.25859e+07,1.46618e+07,1.26222e+08,1.28123e+08,2.2285e+06,2.6888e+07,2.23966e+07,9.40892e+06,3.13826e+07,5.6621e+06,5.21115e+06,1.63585e+07,7.0825e+06,1.87717e+07,6.06675e+06,8.9678e+07,,-2.13122e+06
JPN,2003-01-01,1.31699e+08,7.1475e+07,2.31402e+07,3.57122e+07,3.56344e+07,1.46664e+07,1.32176e+07,1.31696e+08,1.32043e+08,1.54535e+06,3.17007e+07,2.75496e+07,8.2461e+06,2.75881e+07,6.51115e+06,8.06648e+06,1.6085e+07,7.07195e+06,1.91847e+07,6.043e+06,9.05504e+07,216450,-563075,1.31699e+08,6.49266e+07,,,,,104.458,101.494,104.23,98.0019,97.7877,114.987,89.5517,104.457,102.816,79.5046,117.522,122.353,88.788,88.5194,114.416,152.609,98.13,97.7156,101.168,96.8332,100.363,,,1.26078e+08,7.0423e+07,2.22011e+07,3.64403e+07,3.64406e+07,1.27549e+07,1.47598e+07,1.26077e+08,1.28426e+08,1.94372e+06,2.69742e+07,2.25165e+07,9.2874e+06,3.11662e+07,5.69078e+06,5.2857e+06,1.63916e+07,7.23728e+06,1.89632e+07,6.24062e+06,9.02232e+07,,-2.62502e+06
JPN,2003-04-01,1.3285e+08,7.15176e+07,2.35541e+07,3.58675e+07,3.56593e+07,1.47291e+07,1.26097e+07,1.32854e+08,1.32305e+08,1.50482e+06,3.18354e+07,2.75303e+07,8.22785e+06,2.75998e+07,6.53292e+06,8.14582e+06,1.60334e+07,7.07622e+06,1.9439e+07,5.9092e+06,9.07365e+07,188175,361275,1.3285e+08,6.38154e+07,,,,,104.509,101.232,105.253,97.5899,97.1999,115.308,88.2802,104.513,102.823,77.9854,117.454,121.586,90.0244,88.3009,113.589,154.022,97.8113,96.7881,101.894,96.187,100.291,,,1.27118e+08,7.06474e+07,2.23784e+07,3.67533e+07,3.66866e+07,1.27737e+07,1.42838e+07,1.27117e+08,1.28672e+08,1.92962e+06,2.71046e+07,2.26426e+07,9.13958e+06,3.12566e+07,5.75138e+06,5.28875e+06,1.63922e+07,7.31105e+06,1.90777e+07,6.14345e+06,9.04732e+07,,-1.82148e+06
JPN,2003-07-01,1.3275e+08,7.14546e+07,2.3446e+07,3.52474e+07,3.56183e+07,1.51362e+07,1.29051e+07,1.32748e+08,1.32526e+08,1.507e+06,3.17466e+07,2.75183e+07,8.0491e+06,2.79489e+07,6.57915e+06,8.28115e+06,1.60513e+07,7.05798e+06,1.93475e+07,5.9571e+06,9.1223e+07,166575,56075,1.3275e+08,6.31072e+07,,,,,104.128,101.066,104.264,97.3977,97.1076,114.436,88.2198,104.128,102.523,77.4897,116.669,120.558,89.8663,88.3575,113.192,154.048,97.4732,96.5279,101.114,96.4697,100.064,,,1.27487e+08,7.07012e+07,2.24872e+07,3.61892e+07,3.66792e+07,1.32268e+07,1.46284e+07,1.27486e+08,1.29265e+08,1.94478e+06,2.72109e+07,2.28258e+07,8.95675e+06,3.16316e+07,5.8124e+06,5.3757e+06,1.64674e+07,7.31185e+06,1.91344e+07,6.1751e+06,9.11651e+07,,-2.01135e+06
JPN,2003-10-01,1.3309e+08,7.20272e+07,2.31294e+07,3.56178e+07,3.53552e+07,1.5484e+07,1.29061e+07,1.33089e+08,1.32552e+08,1.8517e+06,3.17156e+07,2.74328e+07,7.91532e+06,2.81018e+07,6.60328e+06,8.14955e+06,1.61392e+07,7.16128e+06,1.90317e+07,5.8829e+06,9.10697e+07,155225,381400,1.3309e+08,6.34203e+07,,,,,103.35,100.73,102.445,96.9199,96.4994,111.394,86.2084,103.35,102.03,79.782,115.353,118.913,89.3842,88.5906,113.57,153.813,97.2977,96.3048,99.0615,95.8631,99.6259,,,1.28776e+08,7.15052e+07,2.25774e+07,3.67498e+07,3.66378e+07,1.39002e+07,1.49708e+07,1.28775e+08,1.29915e+08,2.32095e+06,2.74943e+07,2.30697e+07,8.8554e+06,3.17209e+07,5.81428e+06,5.29835e+06,1.65875e+07,7.43605e+06,1.9212e+07,6.13678e+06,9.14117e+07,,-1.383e+06
JPN,2004-01-01,1.33732e+08,7.20588e+07,2.32652e+07,3.52109e+07,3.57558e+07,1.62162e+07,1.35638e+07,1.33733e+08,1.33202e+08,1.53232e+06,3.22605e+07,2.79936e+07,7.8585e+06,2.8953e+07,6.43765e+06,8.0673e+06,1.61191e+07,7.13972e+06,1.90779e+07,5.75568e+06,9.15504e+07,150925,380300,1.33732e+08,6.3625e+07,,,,,102.968,100.589,102.474,96.5376,96.264,111.158,87.9944,102.969,101.777,83.9193,113.753,117.644,89.3379,88.6561,113.125,153.611,97.0735,95.4483,99.1697,96.1414,99.4834,,,1.29877e+08,7.16367e+07,2.27035e+07,3.64738e+07,3.71434e+07,1.45885e+07,1.54144e+07,1.29877e+08,1.30876e+08,1.82595e+06,2.83601e+07,2.37953e+07,8.79638e+06,3.26577e+07,5.69072e+06,5.25178e+06,1.66051e+07,7.4802e+06,1.92376e+07,5.98668e+06,9.20258e+07,,-1.24315e+06
JPN,2004-04-01,1.33409e+08,7.20602e+07,2.32982e+07,3.51402e+07,3.53789e+07,1.68366e+07,1.41654e+07,1.33408e+08,1.33079e+08,1.44355e+06,3.18691e+07,2.76629e+07,7.71545e+06,2.87603e+07,6.5122e+06,8.20692e+06,1.61862e+07,7.2472e+06,1.92689e+07,5.86895e+06,9.20507e+07,178975,150575,1.33409e+08,6.41763e+07,,,,,102.793,100.616,103.154,96.408,95.9177,111.857,90.3669,102.794,101.602,82.6965,112.583,116.602,88.5464,88.9104,113.564,152.505,97.1542,94.7498,99.7856,96.0749,99.6116,,,1.29783e+08,7.1619e+07,2.25858e+07,3.64495e+07,3.68846e+07,1.50519e+07,1.56754e+07,1.29782e+08,1.3098e+08,1.7456e+06,2.83073e+07,2.37243e+07,8.71345e+06,3.23475e+07,5.7344e+06,5.38142e+06,1.66603e+07,7.64878e+06,1.93103e+07,6.10872e+06,9.24096e+07,,-1.44e+06
JPN,2004-07-01,1.33984e+08,7.24171e+07,2.33948e+07,3.52076e+07,3.57031e+07,1.7178e+07,1.47094e+07,1.33986e+08,1.33799e+08,1.43898e+06,3.24264e+07,2.82196e+07,7.65032e+06,2.88875e+07,6.4691e+06,8.06422e+06,1.61829e+07,7.36482e+06,1.93364e+07,5.97822e+06,9.22832e+07,186675,700,1.33984e+08,6.43074e+07,,,,,102.667,100.405,103.107,96.3604,96.0231,113.075,91.7532,102.67,101.459,79.892,112.175,116.304,88.0636,89.1641,113.895,152.177,97.0499,94.2839,99.7819,96.1555,99.6475,,,1.30503e+08,7.21247e+07,2.26898e+07,3.65374e+07,3.71818e+07,1.51917e+07,1.60314e+07,1.30501e+08,1.31874e+08,1.80115e+06,2.89071e+07,2.42637e+07,8.68728e+06,3.23981e+07,5.67988e+06,5.29922e+06,1.66748e+07,7.81132e+06,1.93787e+07,6.21725e+06,9.26097e+07,,-1.61798e+06
JPN,2004-10-01,1.33479e+08,7.17965e+07,2.35296e+07,3.54762e+07,3.5864e+07,1.73918e+07,1.51027e+07,1.33476e+08,1.33494e+08,1.71628e+06,3.21534e+07,2.8132e+07,7.6248e+06,2.85942e+07,6.4778e+06,7.99932e+06,1.61816e+07,7.39168e+06,1.94348e+07,5.92045e+06,9.19998e+07,209925,-228200,1.33479e+08,6.42984e+07,,,,,102.672,100.443,103.666,96.0305,95.5964,113.026,91.5135,102.671,101.515,86.8901,112.357,116.759,87.5146,89.1775,113.338,152.806,96.8975,93.4833,100.208,96.1252,99.6401,,,1.30005e+08,7.14797e+07,2.26975e+07,3.69426e+07,3.7516e+07,1.53875e+07,1.65033e+07,1.30004e+08,1.31502e+08,1.97522e+06,2.86173e+07,2.4094e+07,8.7126e+06,3.20643e+07,5.71545e+06,5.23495e+06,1.66997e+07,7.90695e+06,1.93945e+07,6.1591e+06,9.23322e+07,,-1.74e+06
JPN,2005-01-01,1.33608e+08,7.22003e+07,2.34468e+07,3.57107e+07,3.59842e+07,1.70798e+07,1.51029e+07,1.33608e+08,1.33322e+08,1.54945e+06,3.20315e+07,2.78914e+07,7.21952e+06,2.87771e+07,6.56455e+06,8.09312e+06,1.64616e+07,7.49422e+06,1.93124e+07,5.81822e+06,9.25212e+07,229900,56925,1.33608e+08,6.45083e+07,,,,,102.139,100.056,102.306,96.0339,95.9167,112.093,92.0879,102.14,100.554,84.8073,109.258,113.807,88.349,89.4252,111.974,151.353,97.0005,93.4133,99.021,96.5636,99.3141,,,1.3081e+08,7.21596e+07,2.29183e+07,3.71855e+07,3.7516e+07,1.52372e+07,1.64005e+07,1.30809e+08,1.32587e+08,1.82702e+06,2.93174e+07,2.45076e+07,8.1716e+06,3.21801e+07,5.86258e+06,5.34718e+06,1.69706e+07,8.02265e+06,1.95034e+07,6.02528e+06,9.31602e+07,,-1.95068e+06
JPN,2005-04-01,1.34231e+08,7.24914e+07,2.35029e+07,3.59826e+07,3.63458e+07,1.78851e+07,1.59941e+07,1.3423e+08,1.33637e+08,1.51432e+06,3.25436e+07,2.85878e+07,7.2027e+06,2.86449e+07,6.52968e+06,8.13802e+06,1.64234e+07,7.5161e+06,1.93884e+07,5.73578e+06,9.23762e+07,310525,282300,1.34231e+08,6.50498e+07,,,,,101.638,99.7796,103.014,95.994,95.6783,112.586,95.7735,101.638,100.553,75.3002,110.721,116.375,87.3936,89.2999,112.698,150.817,96.8011,92.4583,99.5595,96.0803,99.2446,,,1.32067e+08,7.26516e+07,2.28151e+07,3.74842e+07,3.79876e+07,1.58858e+07,1.66999e+07,1.32066e+08,1.32902e+08,2.01105e+06,2.93923e+07,2.45652e+07,8.24168e+06,3.20772e+07,5.79395e+06,5.39598e+06,1.69661e+07,8.12918e+06,1.94741e+07,5.96978e+06,9.30794e+07,,-1.06062e+06
JPN,2005-07-01,1.34753e+08,7.29269e+07,2.35268e+07,3.66494e+07,3.67155e+07,1.86211e+07,1.7037e+07,1.3476e+08,1.34336e+08,1.2751e+06,3.241e+07,2.85463e+07,7.31478e+06,2.89385e+07,6.58475e+06,8.33682e+06,1.64731e+07,7.73672e+06,1.9488e+07,5.77855e+06,9.33364e+07,394875,28350,1.34753e+08,6.5489e+07,,,,,101.122,99.4603,103.258,95.8332,95.5669,113.629,99.4292,101.128,99.8381,71.945,108.331,113.952,86.5615,89.3337,112.084,149.798,96.7567,92.2692,99.7874,95.8125,99.1563,,,1.33258e+08,7.33226e+07,2.27845e+07,3.8243e+07,3.84187e+07,1.63876e+07,1.71348e+07,1.33256e+08,1.34554e+08,1.77232e+06,2.99175e+07,2.5051e+07,8.45038e+06,3.23938e+07,5.87485e+06,5.56538e+06,1.70252e+07,8.38495e+06,1.95295e+07,6.0311e+06,9.41306e+07,,-1.55808e+06
JPN,2005-10-01,1.34891e+08,7.30351e+07,2.35979e+07,3.62382e+07,3.62644e+07,1.98912e+07,1.78977e+07,1.34888e+08,1.34545e+08,1.32975e+06,3.21564e+07,2.8327e+07,7.37212e+06,2.88826e+07,6.50052e+06,8.5275e+06,1.65312e+07,7.9411e+06,1.94964e+07,5.8078e+06,9.3687e+07,471075,-128650,1.34891e+08,6.59871e+07,,,,,100.942,99.4461,103.059,96.022,95.5847,117.276,104.226,100.941,99.4082,72.5995,106.866,112.396,86.3901,89.3785,110.573,148.79,96.9747,92.3827,99.5537,96.0122,99.0203,,,1.33632e+08,7.3442e+07,2.28975e+07,3.77395e+07,3.79396e+07,1.6961e+07,1.7172e+07,1.33631e+08,1.35346e+08,1.83162e+06,3.00905e+07,2.52029e+07,8.53352e+06,3.23149e+07,5.87895e+06,5.73125e+06,1.70469e+07,8.59588e+06,1.95838e+07,6.04902e+06,9.4614e+07,,-1.9811e+06
JPN,2006-01-01,1.34702e+08,7.32411e+07,2.34528e+07,3.64171e+07,3.64537e+07,2.02716e+07,1.87174e+07,1.34696e+08,1.34439e+08,1.35622e+06,3.2129e+07,2.8388e+07,7.47832e+06,2.87052e+07,6.5828e+06,8.25018e+06,1.66338e+07,8.0411e+06,1.93646e+07,5.89792e+06,9.34756e+07,530325,-274025,1.34702e+08,6.60141e+07,,,,,100.722,99.7249,102.736,96.2459,96.0008,116.84,107.098,100.718,99.3294,73.8313,106.355,112.347,87.3315,89.5473,110.15,148.017,97.2245,92.2055,99.1297,95.6842,98.8679,,,1.33736e+08,7.34432e+07,2.28283e+07,3.78376e+07,3.79723e+07,1.73498e+07,1.74769e+07,1.33735e+08,1.35347e+08,1.83692e+06,3.02092e+07,2.52681e+07,8.56315e+06,3.2056e+07,5.97622e+06,5.5738e+06,1.71087e+07,8.72085e+06,1.95346e+07,6.16395e+06,9.4546e+07,,-1.89648e+06
JPN,2006-04-01,1.34782e+08,7.33932e+07,2.3456e+07,3.6636e+07,3.63919e+07,2.04949e+07,1.89539e+07,1.34789e+08,1.33766e+08,1.39122e+06,3.19722e+07,2.81994e+07,7.3612e+06,2.80974e+07,6.5348e+06,7.97378e+06,1.68318e+07,8.19672e+06,1.954e+07,5.86652e+06,9.30411e+07,498900,523950,1.34782e+08,6.63806e+07,,,,,100.504,99.5957,102.285,96.4036,96.0742,116.162,107.044,100.51,98.9635,75.3541,105.047,110.601,86.9563,89.5934,109.568,146.447,97.4285,92.4429,98.798,95.7706,98.753,,,1.34107e+08,7.36912e+07,2.2932e+07,3.80027e+07,3.7879e+07,1.76434e+07,1.77066e+07,1.34105e+08,1.35167e+08,1.84625e+06,3.04362e+07,2.54966e+07,8.4654e+06,3.13611e+07,5.96418e+06,5.44482e+06,1.7276e+07,8.8668e+06,1.97778e+07,6.1256e+06,9.42159e+07,,-1.33978e+06
JPN,2006-07-01,1.34577e+08,7.29328e+07,2.3421e+07,3.63436e+07,3.6578e+07,2.12419e+07,1.95962e+07,1.34583e+08,1.34174e+08,1.42968e+06,3.21599e+07,2.8422e+07,7.3139e+06,2.81886e+07,6.52705e+06,7.79482e+06,1.69751e+07,8.34172e+06,1.95386e+07,5.90445e+06,9.32704e+07,472525,-63600,1.34577e+08,6.66157e+07,,,,,100.365,99.7588,102.03,96.5002,96.1772,118.193,110.746,100.37,98.7469,77.1911,104.121,109.667,86.9445,89.7853,109.034,145.223,97.6265,92.5614,98.4993,95.9742,98.7166,,,1.34089e+08,7.31091e+07,2.29549e+07,3.76618e+07,3.80319e+07,1.79722e+07,1.76947e+07,1.34087e+08,1.35877e+08,1.85212e+06,3.08871e+07,2.59165e+07,8.41215e+06,3.13956e+07,5.98628e+06,5.3675e+06,1.73878e+07,9.0121e+06,1.98363e+07,6.15212e+06,9.4483e+07,,-1.9899e+06
JPN,2006-10-01,1.36509e+08,7.39093e+07,2.33586e+07,3.69098e+07,3.71067e+07,2.1706e+07,1.95715e+07,1.36501e+08,1.3602e+08,1.41028e+06,3.32615e+07,2.93603e+07,7.3971e+06,2.84362e+07,6.68828e+06,7.82988e+06,1.69417e+07,8.49692e+06,1.95696e+07,5.98898e+06,9.39516e+07,498325,-17475,1.36509e+08,6.70083e+07,,,,,100.456,99.5217,101.796,96.6231,96.4157,119.333,110.567,100.451,99.024,74.7086,105.28,110.55,86.9574,90.0867,108.738,143.876,97.8767,92.6161,98.5511,96.5391,98.8119,,,1.35889e+08,7.42645e+07,2.29465e+07,3.81998e+07,3.84862e+07,1.81894e+07,1.7701e+07,1.35889e+08,1.37361e+08,1.8877e+06,3.15933e+07,2.65584e+07,8.50658e+06,3.15653e+07,6.1508e+06,5.4421e+06,1.73092e+07,9.17435e+06,1.98574e+07,6.20368e+06,9.50812e+07,,-1.68232e+06
JPN,2007-01-01,1.367e+08,7.34864e+07,2.33228e+07,3.68881e+07,3.75095e+07,2.24718e+07,2.00908e+07,1.36695e+08,1.35965e+08,1.41402e+06,3.30524e+07,2.95102e+07,7.37132e+06,2.8452e+07,6.67148e+06,7.96912e+06,1.67804e+07,8.64792e+06,1.95487e+07,6.05748e+06,9.41271e+07,404550,325300,1.367e+08,6.66819e+07,,,,,99.8788,99.2619,101.072,95.8248,95.5966,120.664,112.56,99.8751,98.5341,72.1985,104.57,110.085,85.5812,90.3084,108.682,140.684,98.2012,92.648,97.7228,96.6012,98.508,,,1.36866e+08,7.40329e+07,2.30755e+07,3.84954e+07,3.92373e+07,1.86234e+07,1.7849e+07,1.36866e+08,1.37987e+08,1.95852e+06,3.16079e+07,2.68067e+07,8.61325e+06,3.15053e+07,6.1385e+06,5.66455e+06,1.70878e+07,9.33418e+06,2.00042e+07,6.2706e+06,9.55527e+07,,-1.30658e+06
JPN,2007-04-01,1.36925e+08,7.41232e+07,2.36625e+07,3.64836e+07,3.67664e+07,2.33224e+07,2.09493e+07,1.36937e+08,1.36457e+08,1.32578e+06,3.33774e+07,2.97694e+07,7.3419e+06,2.84023e+07,6.59205e+06,7.9486e+06,1.68164e+07,8.8646e+06,1.96711e+07,6.11698e+06,9.4412e+07,492900,-12575,1.36925e+08,6.70524e+07,,,,,99.887,99.2522,101.564,96.1484,95.9415,122.346,115.578,99.8977,98.3704,67.0083,104.127,109.696,84.722,90.3853,107.688,140.746,98.3346,92.2409,98.2817,96.8726,98.5933,,,1.3708e+08,7.46817e+07,2.32981e+07,3.79451e+07,3.83216e+07,1.90626e+07,1.81256e+07,1.37078e+08,1.38718e+08,1.97852e+06,3.20545e+07,2.71382e+07,8.66588e+06,3.14236e+07,6.12142e+06,5.64748e+06,1.71012e+07,9.61028e+06,2.00151e+07,6.31445e+06,9.57591e+07,,-1.84522e+06
