date,epu,wui,jln,vix,ip,emp,ffr
1928-08-01,-0.3618516636401264,,,,193.83530948865854,,
1928-09-01,-0.7315464370175433,,,,194.60815629345433,,
1928-10-01,-0.7412814894128901,,,,196.51243679791176,,
1928-11-01,-0.6156587032481484,,,,198.38113106645858,,
1928-12-01,-0.9052069375643768,,,,200.2168952017505,,
1929-01-01,-0.5353571068123946,,,,201.6608232508267,,
1929-02-01,-0.07418465788648543,,,,201.30078925878075,,
1929-03-01,-0.3635015815045519,,,,201.6608232508267,,
1929-04-01,-0.23751444407178346,,,,203.4365720788745,,
1929-05-01,-0.48787612224183835,,,,205.18262246468515,,
1929-06-01,-0.2826703735167102,,,,205.8715738387796,,
1929-07-01,-0.42684903008184966,,,,207.23665730078724,,
1929-08-01,-0.5330231912653614,,,,206.21427771015064,,
1929-09-01,-0.534131817931303,,,,205.5276914680538,,
1929-10-01,-0.7226523191626977,,,,203.7877084102086,,
1929-11-01,-0.634354326658869,,,,198.75181203291854,,
1929-12-01,-0.3474521363709422,,,,194.2217625788914,,
1930-01-01,-0.5665369297321888,,,,194.2217625788914,,
1930-02-01,-0.3000998964083585,,,,193.83530948865854,,
1930-03-01,-0.5401348876811526,,,,192.27292503923007,,
1930-04-01,-0.696338881325699,,,,191.48174567199084,,
1930-05-01,-0.7723006165081348,,,,189.88185415214627,,
1930-06-01,-0.12750157243950178,,,,187.01854861456766,,
1930-07-01,-0.7637582305332561,,,,182.3468062571775,,
1930-08-01,-0.6500984900004768,,,,180.149525561606,,
1930-09-01,-0.6145473916060237,,,,178.3559272662715,,
1930-10-01,-0.6809247015569762,,,,175.6028659272256,,
1930-11-01,-0.30981816770256215,,,,173.25047420107404,,
1930-12-01,-0.5682982741082069,,,,170.83959760669413,,
1931-01-01,-0.4425064686927481,,,,170.35109636739898,,
1931-02-01,-0.4169585175655099,,,,170.83959760669413,,
1931-03-01,-0.3227503554877618,,,,172.7736370792934,,
1931-04-01,-0.656685676318928,,,,173.25047420107404,,
1931-05-01,-0.45780519448560403,,,,171.81129290597565,,
1931-06-01,-0.39940199530040776,,,,169.3668760667361,,
1931-07-01,-0.7596284686662539,,,,167.87027469357582,,
1931-08-01,-0.4015776315014556,,,,164.28920306930445,,
1931-09-01,-0.5584054793621113,,,,159.4872347754785,,
1931-10-01,-0.35085131621856247,,,,155.58683450913426,,
1931-11-01,-0.6207484783493659,,,,154.4451290914547,,
1931-12-01,0.10505226969472622,,,,153.86935079083426,,
1932-01-01,0.41425144194757013,,,,150.93523486117437,,
1932-02-01,0.09387337135699583,,,,148.5256953645938,,
1932-03-01,0.24140610016988176,,,,147.29994412054126,,
1932-04-01,0.3585287887346263,,,,140.26843090994922,,
1932-05-01,1.7269081055440478,,,,136.89955965415612,,
1932-06-01,1.2793386857026496,,,,133.4158606699362,,
1932-07-01,0.3348352164081453,,,,130.5382525864374,,
1932-08-01,-0.3673169326605303,,,,133.4158606699362,,
1932-09-01,-0.545480138266178,,,,139.60218948784015,,
1932-10-01,0.38314733535613493,,,,142.88268918385933,,
1932-11-01,1.440081497335671,,,,142.88268918385933,,
1932-12-01,0.835031511923541,,,,140.9278197510266,,
1933-01-01,0.6676232469163352,,,,138.93397193058507,,
1933-02-01,0.44305452395021333,,,,139.60218948784015,,
1933-03-01,0.08080693476264829,,,,133.4158606699362,,
1933-04-01,0.6851561413910275,,,,140.26843090994922,,
1933-05-01,0.31922879234472296,,,,155.58683450913426,,
1933-06-01,0.47441638825521193,,,,169.86019707418058,,
1933-07-01,-0.5140134256412351,,,,178.8069335719155,,
1933-08-01,-0.2620014268603275,,,,174.6692365858747,,
1933-09-01,-0.00900014860481015,,,,168.8692617407352,,
1933-10-01,0.19491842253820957,,,,163.767545384534,,
1933-11-01,0.631961393254335,,,,157.83599568632388,,
1933-12-01,0.7520657478702505,,,,158.38944379634032,,
1934-01-01,0.7226652586669,,,,161.64929669077773,,
1934-02-01,0.12131248545869776,,,,166.35093442218277,,
1934-03-01,0.8848579574387171,,,,170.83959760669413,,
1934-04-01,0.6213718471887631,,,,170.83959760669413,,
1934-05-01,1.0867090969208615,,,,172.77186020180017,,
1934-06-01,1.1933482959792607,,,,170.83959760669413,,
1934-07-01,0.6375179514649592,,,,163.767545384534,,
1934-08-01,0.5759447351493576,,,,162.71402965471054,,
1934-09-01,1.3515162154528293,,,,156.71773837194985,,
1934-10-01,1.3495333605417175,,,,161.1136469069682,,
1934-11-01,0.5530808204634096,,,,162.1840679151143,,
1934-12-01,0.637768996738065,,,,168.3710156808688,,
1935-01-01,1.5505226226691335,,,,176.06643207441118,,
1935-02-01,1.5790760018867622,,,,177.90287767492364,,
1935-03-01,2.539700068183725,,,,177.44607046497256,,
1935-04-01,1.0021833617052744,,,,175.6028659272256,,
1935-05-01,2.1073155311450247,,,,175.6028659272256,,
1935-06-01,1.4293926071513299,,,,176.98887048098385,,
1935-07-01,0.7855057837408557,,,,176.98887048098385,,
1935-08-01,0.5801682026851451,,,,180.59253247009542,,
1935-09-01,1.1296083038840157,,,,183.21333633663284,,
1935-10-01,0.7997227326295995,,,,186.18606152407432,,
1935-11-01,0.2618105766722435,,,,188.2559493554494,,
1935-12-01,0.7986648520135152,,,,189.4782254522287,,
1936-01-01,1.7972289742637144,,,,187.84569080553675,,
1936-02-01,0.5883332152575089,,,,185.34501892264873,,
1936-03-01,0.48492404254720384,,,,186.60317136026424,,
1936-04-01,0.47242413592746,,,,192.66545149881995,,
1936-05-01,1.0331505345113792,,,,194.60815629345433,,
1936-06-01,1.0427144196750624,,,,196.51243679791176,,
1936-07-01,-0.007659003001424432,,,,198.38113106645858,,
1936-08-01,0.14700636504147993,,,,199.85161528912522,,
1936-09-01,-0.08063799814221612,,,,201.6608232508267,,
1936-10-01,0.002692922671956337,,,,203.0841984343767,,
1936-11-01,-0.048420968922946575,,,,205.8715738387796,,
1936-12-01,-0.3985288410457107,,,,208.91814543570484,,
1937-01-01,0.6584325734420824,,,,208.5833569075485,,
1937-02-01,-0.005190167401197796,,,,209.91216124466635,,
1937-03-01,-0.13929801529931202,,,,212.19620928356724,,
1937-04-01,0.2947364396038131,,,,212.19620928356724,,
1937-05-01,0.0855673975350261,,,,212.51913744363878,,
1937-06-01,0.7387925681098154,,,,211.2235396752762,,
1937-07-01,0.37202482151824673,,,,211.87343676175433,,
1937-08-01,0.48499116695177774,,,,211.2235396752762,,
1937-09-01,0.5919498781759488,,,,207.91289928415358,,
1937-10-01,0.0037857079784186583,,,,200.2168952017505,,
1937-11-01,1.4859811651832768,,,,189.88185415214627,,
1937-12-01,1.2489219330140509,,,,180.59253247009542,,
1938-01-01,1.9356690312330258,,,,178.3559272662715,,
1938-02-01,0.807008415502046,,,,177.44607046497256,,
