beta,psik,ok,n_stable,margin,robust
0.98775,9.5125,True,12,0.024765989637388297,True
0.995,9.5125,True,12,0.020344377119902335,True
0.85,10.0,True,12,0.054049324545464406,True
0.85725,10.0,True,12,0.05345241631402864,True
0.8644999999999999,10.0,True,12,0.05281551211380042,True
0.87175,10.0,True,12,0.05213421709541022,True
0.879,10.0,True,12,0.05140342566602962,True
0.88625,10.0,True,12,0.05061713644926069,True
0.8935,10.0,True,12,0.04976838497573355,True
0.9007499999999999,10.0,True,12,0.04884870639779482,True
0.908,10.0,True,12,0.047848131266052474,True
0.91525,10.0,True,12,0.04675440174001777,True
0.9225,10.0,True,12,0.04555260177009013,True
0.92975,10.0,True,12,0.04422427387641148,True
0.937,10.0,True,12,0.0427461075181399,True
0.94425,10.0,True,12,0.04108848236473428,True
0.9515,10.0,True,12,0.03921338370268057,True
0.95875,10.0,True,12,0.03707129889626826,True
0.966,10.0,True,12,0.03459819000084963,True
0.97325,10.0,True,12,0.03171374482414635,True
0.9805,10.0,True,12,0.028330336140561685,True
0.98775,10.0,True,12,0.024405424803436992,True
0.995,10.0,True,12,0.020134702377717528,True
