sv_A,sv_B,sv_C
6.110037404618799,6.192479256479657,2.800809820602206
2.5045007587998493,5.24608884331588,1.8611675477324994
0.0,3.527311274193487,0.9
0.0,1.5867966317731084,0.7807489599999998
0.0,1.3895183446275199,0.5000000000321942
0.0,1.2246626147685835,0.0
0.0,1.1389115375319514,0.0
0.0,1.000000000064389,0.0
0.0,0.9874706240703907,0.0
0.0,0.8491911732314442,0.0
0.0,0.5907057875715318,0.0
0.0,0.2598470945289929,0.0
