modulus,smin,a,mun,ph,k,n,c,y,l_w,u,i,b,l_o
0.4999999992960893,7.366941178353436e-10,0.0,1.0,3.4797775230635433e-15,1.1718231860359834e-07,2.0133201747801637e-07,4.317046316444628e-08,2.1771630269164443e-07,1.695740861969918e-07,2.1236928966326693e-07,1.5002482788084942e-07,1.7515885473829926e-07,3.3258960620616987e-07
0.5950253943303845,6.861449422184847e-10,5.314230384393449e-09,2.974080966285022e-15,2.358163014440832e-10,0.5511892449837048,0.7137386456574923,0.10793287766765036,0.6508914672714,0.5232254209375734,0.6904010972677388,0.46991211619401707,0.4078027877890991,1.0
0.7807489552252604,1.1510075229411354e-09,0.3042071465291908,7.477139108433053e-25,8.277013510378125e-17,1.0,0.19588871163315386,0.027509044896299777,0.3650112316574042,0.19992871326195785,0.5743974113876963,0.3222232356433283,0.038701349808753775,0.12984641503765756
0.9000000054965641,5.687834691937829e-09,2.042005744238038e-15,7.197860392980776e-17,1.0,0.14576138724176468,0.0014691451012357986,0.013263365147597135,0.0004226104772151662,0.011967012294814817,0.04012860548334453,0.013785382797654218,0.09790713485377286,0.00928772173808192
1.0684788691822678,6.507959275305351e-10,2.118192870266062e-09,2.2638877773619505e-16,3.465714062596148e-11,1.0,0.48818319966021395,0.17831901919919582,0.3419435917834512,0.1723654184603763,0.012867549940562446,0.1358010293718453,0.060985896237097964,0.4596686822876371
1.157567557965245,4.065943905069039e-10,1.31673587206243e-10,2.2047807610351327e-16,1.1238733853499666e-11,1.0,0.30531619161399487,0.08755282324815053,0.30563611494311194,0.1520932098807798,0.004776590776009421,0.20202131354351954,0.05870368317957063,0.21839806747581222
1.9673330990111313,4.45748807332113e-13,3.2799073551741036e-13,1.6200015316791388e-16,4.814491313894396e-14,0.28706983164797484,1.0,0.13093476099582368,0.3665721154229546,0.24656437356626007,0.22464504468449847,0.20468329267902644,0.524737320553387,0.5660624792644684
