observation_date,CPALTT01MXM659N
1993-10-01,9.1400769999999998
1993-11-01,8.7181699999999989
1993-12-01,8.0091850000000004
1994-01-01,7.4981220000000004
1994-02-01,7.1753729999999996
1994-03-01,7.1022789999999993
1994-04-01,7.0097259999999997
1994-05-01,6.9155979999999992
1994-06-01,6.8512729999999999
1994-07-01,6.8118580000000000
1994-08-01,6.7384029999999999
1994-09-01,6.7072270000000005
1994-10-01,6.8304880000000008
1994-11-01,6.9299570000000008
1994-12-01,7.0515470000000002
1995-01-01,10.2263599999999997
1995-02-01,14.3101199999999995
1995-03-01,20.4295900000000010
1995-04-01,29.3921400000000013
1995-05-01,34.1520300000000034
1995-06-01,37.7205399999999997
1995-07-01,39.9076400000000007
1995-08-01,41.5684600000000017
1995-09-01,43.4764300000000006
1995-10-01,45.6638700000000028
1995-11-01,48.4620299999999986
1995-12-01,51.9660999999999973
1996-01-01,51.7185899999999990
1996-02-01,48.9468999999999994
1996-03-01,43.7514800000000008
1996-04-01,36.9271400000000014
1996-05-01,33.8294599999999974
1996-06-01,31.8249099999999991
1996-07-01,31.0277099999999990
1996-08-01,30.6029300000000006
1996-09-01,30.0019999999999989
1996-10-01,28.9709900000000040
1996-11-01,27.7743399999999987
1996-12-01,27.7048099999999984
1997-01-01,26.4432000000000009
1997-02-01,25.6357099999999996
1997-03-01,24.4594500000000004
1997-04-01,22.3266300000000015
1997-05-01,21.2332600000000014
1997-06-01,20.3491900000000001
1997-07-01,19.6961399999999998
1997-08-01,19.1764100000000006
1997-09-01,18.7618800000000014
1997-10-01,18.2351899999999993
1997-11-01,17.7735100000000017
1997-12-01,15.7185100000000002
1998-01-01,15.2718900000000009
1998-02-01,15.3515599999999992
1998-03-01,15.2682500000000001
1998-04-01,15.1031899999999997
1998-05-01,14.9707600000000003
1998-06-01,15.3066099999999992
1998-07-01,15.4129799999999992
1998-08-01,15.4955599999999993
1998-09-01,15.9249200000000020
1998-10-01,16.6538399999999989
1998-11-01,17.4062700000000028
1998-12-01,18.6091400000000000
1999-01-01,19.0150000000000006
1999-02-01,18.5391499999999994
1999-03-01,18.2552100000000017
1999-04-01,18.2342499999999994
1999-05-01,18.0055300000000003
1999-06-01,17.3933299999999988
1999-07-01,17.0406300000000002
1999-08-01,16.5786899999999982
1999-09-01,15.8265700000000020
1999-10-01,14.9134799999999981
1999-11-01,13.9179899999999996
1999-12-01,12.3186599999999995
2000-01-01,11.0231899999999996
2000-02-01,10.5226900000000008
2000-03-01,10.1123999999999992
2000-04-01,9.7318560000000005
2000-05-01,9.4834470000000000
2000-06-01,9.4130620000000000
2000-07-01,9.1187000000000005
2000-08-01,9.1041939999999997
2000-09-01,8.8494309999999992
2000-10-01,8.9091860000000000
2000-11-01,8.8721779999999999
2000-12-01,8.9593070000000008
2001-01-01,8.1116820000000001
2001-02-01,7.0902089999999998
2001-03-01,7.1745460000000003
2001-04-01,7.1057789999999992
2001-05-01,6.9517399999999991
2001-06-01,6.5734350000000008
2001-07-01,5.8834980000000003
2001-08-01,5.9287570000000001
2001-09-01,6.1394900000000003
2001-10-01,5.8900319999999997
2001-11-01,5.3878330000000005
2001-12-01,4.4034990000000001
2002-01-01,4.7863569999999998
2002-02-01,4.7883440000000004
2002-03-01,4.6612470000000004
2002-04-01,4.7047919999999994
2002-05-01,4.6768140000000002
2002-06-01,4.9389859999999999
2002-07-01,5.5143870000000001
2002-08-01,5.2917540000000001
2002-09-01,4.9481150000000005
2002-10-01,4.9364120000000007
2002-11-01,5.3881069999999998
2002-12-01,5.7004800000000007
2003-01-01,5.1570620000000007
2003-02-01,5.5169980000000001
2003-03-01,5.6426710000000000
2003-04-01,5.2481119999999999
2003-05-01,4.6962989999999998
2003-06-01,4.2743739999999999
2003-07-01,4.1265820000000000
2003-08-01,4.0433459999999997
2003-09-01,4.0369599999999997
2003-10-01,3.9602110000000001
2003-11-01,3.9821200000000001
2003-12-01,3.9765220000000001
2004-01-01,4.2015099999999999
2004-02-01,4.5344419999999994
2004-03-01,4.2307290000000002
2004-04-01,4.2101129999999998
2004-05-01,4.2852199999999998
2004-06-01,4.3661459999999996
2004-07-01,4.4882550000000005
2004-08-01,4.8188279999999999
2004-09-01,5.0600809999999994
2004-10-01,5.4012359999999999
2004-11-01,5.4252940000000001
2004-12-01,5.1908479999999999
2005-01-01,4.5448209999999998
2005-02-01,4.2694239999999999
2005-03-01,4.3856739999999999
2005-04-01,4.5995809999999997
2005-05-01,4.5991730000000004
2005-06-01,4.3315530000000004
2005-07-01,4.4660710000000003
2005-08-01,3.9491320000000001
2005-09-01,3.5098820000000002
2005-10-01,3.0502479999999998
2005-11-01,2.9140480000000002
2005-12-01,3.3327410000000004
2006-01-01,3.9350000000000001
2006-02-01,3.7483730000000000
2006-03-01,3.4124370000000002
2006-04-01,3.1965360000000000
2006-05-01,2.9958790000000000
2006-06-01,3.1838660000000001
2006-07-01,3.0634549999999998
2006-08-01,3.4658460000000000
2006-09-01,4.0931480000000002
2006-10-01,4.2922490000000000
2006-11-01,4.0902839999999996
2006-12-01,4.0532760000000003
2007-01-01,3.9809199999999998
2007-02-01,4.1122550000000002
2007-03-01,4.2068379999999994
2007-04-01,3.9921350000000002
2007-05-01,3.9475709999999999
2007-06-01,3.9826069999999998
2007-07-01,4.1386949999999993
2007-08-01,4.0320730000000005
2007-09-01,3.7920620000000000
2007-10-01,3.7429709999999998
2007-11-01,3.9295540000000000
2007-12-01,3.7590379999999999
2008-01-01,3.7043740000000001
2008-02-01,3.7227410000000010
2008-03-01,4.2488790000000005
2008-04-01,4.5485419999999994
2008-05-01,4.9475629999999997
2008-06-01,5.2554610000000004
2008-07-01,5.3943940000000001
2008-08-01,5.5729370000000005
2008-09-01,5.4734050000000005
2008-10-01,5.7799319999999996
2008-11-01,6.2328560000000000
2008-12-01,6.5281449999999994
2009-01-01,6.2824030000000004
2009-02-01,6.2013420000000004
2009-03-01,6.0437230000000000
2009-04-01,6.1732750000000003
2009-05-01,5.9785250000000003
2009-06-01,5.7361180000000003
2009-07-01,5.4365379999999996
2009-08-01,5.0819599999999996
2009-09-01,4.8942579999999998
2009-10-01,4.4994969999999999
2009-11-01,3.8610069999999999
2009-12-01,3.5735380000000001
2010-01-01,4.4573400000000003
2010-02-01,4.8300550000000007
2010-03-01,4.9704009999999998
2010-04-01,4.2709769999999994
2010-05-01,3.9166379999999998
2010-06-01,3.6931500000000002
2010-07-01,3.6360020000000000
2010-08-01,3.6757960000000001
2010-09-01,3.6991030000000000
2010-10-01,4.0245379999999997
2010-11-01,4.3168810000000004
2010-12-01,4.4015849999999999
2011-01-01,3.7820369999999999
2011-02-01,3.5723310000000001
2011-03-01,3.0395070000000000
2011-04-01,3.3606680000000000
2011-05-01,3.2492890000000001
2011-06-01,3.2764690000000001
2011-07-01,3.5471620000000001
2011-08-01,3.4236920000000000
2011-09-01,3.1367740000000000
2011-10-01,3.1956470000000001
2011-11-01,3.4826940000000004
2011-12-01,3.8187570000000002
2012-01-01,4.0467730000000000
2012-02-01,3.8686340000000001
2012-03-01,3.7292779999999999
2012-04-01,3.4120790000000003
2012-05-01,3.8512279999999999
2012-06-01,4.3352230000000000
2012-07-01,4.4199720000000005
2012-08-01,4.5679379999999998
2012-09-01,4.7717660000000004
2012-10-01,4.5960950000000000
2012-11-01,4.1798520000000003
2012-12-01,3.5682900000000002
2013-01-01,3.2545740000000003
2013-02-01,3.5522890000000000
2013-03-01,4.2522669999999998
2013-04-01,4.6494230000000005
2013-05-01,4.6314209999999996
2013-06-01,4.0880260000000002
2013-07-01,3.4726190000000003
2013-08-01,3.4565300000000003
2013-09-01,3.3902950000000001
2013-10-01,3.3591150000000001
2013-11-01,3.6186919999999998
2013-12-01,3.9740410000000002
2014-01-01,4.4828099999999997
2014-02-01,4.2344370000000007
2014-03-01,3.7586469999999998
2014-04-01,3.4967090000000001
2014-05-01,3.5102240000000000
2014-06-01,3.7525890000000000
2014-07-01,4.0724060000000000
2014-08-01,4.1499110000000003
2014-09-01,4.2175840000000004
2014-10-01,4.2977569999999998
2014-11-01,4.1678690000000005
2014-12-01,4.0813220000000001
2015-01-01,3.0656420000000000
2015-02-01,3.0002659999999999
2015-03-01,3.1370749999999998
2015-04-01,3.0623269999999998
2015-05-01,2.8766430000000001
2015-06-01,2.8707799999999999
2015-07-01,2.7390469999999998
2015-08-01,2.5873170000000001
2015-09-01,2.5188920000000001
2015-10-01,2.4797280000000002
2015-11-01,2.2148530000000002
2015-12-01,2.1308130000000003
2016-01-01,2.6131050000000000
2016-02-01,2.8672510000000000
2016-03-01,2.6010100000000000
2016-04-01,2.5415790000000000
2016-05-01,2.5966619999999998
2016-06-01,2.5379879999999999
2016-07-01,2.6548289999999999
2016-08-01,2.7274370000000001
2016-09-01,2.9689490000000003
2016-10-01,3.0636230000000002
2016-11-01,3.3053510000000004
2016-12-01,3.3602740000000000
2017-01-01,4.7182810000000002
2017-02-01,4.8642320000000003
2017-03-01,5.3525619999999998
2017-04-01,5.8171700000000000
2017-05-01,6.1640139999999999
2017-06-01,6.3136559999999999
2017-07-01,6.4381640000000004
2017-08-01,6.6634880000000001
2017-09-01,6.3478469999999998
2017-10-01,6.3715320000000002
2017-11-01,6.6345229999999997
2017-12-01,6.7730479999999993
2018-01-01,5.5458350000000003
2018-02-01,5.3392169999999997
2018-03-01,5.0354120000000000
2018-04-01,4.5507839999999993
2018-05-01,4.5062690000000005
2018-06-01,4.6468579999999999
2018-07-01,4.8114059999999998
2018-08-01,4.9045280000000000
2018-09-01,5.0195740000000004
2018-10-01,4.9036359999999997
2018-11-01,4.7165339999999993
2018-12-01,4.8305460000000000
2019-01-01,4.3656059999999997
2019-02-01,3.9402759999999999
2019-03-01,4.0041779999999996
2019-04-01,4.4134539999999998
2019-05-01,4.2819929999999999
2019-06-01,3.9471470000000002
2019-07-01,3.7813379999999999
2019-08-01,3.1624409999999998
2019-09-01,2.9975130000000001
2019-10-01,3.0195189999999998
2019-11-01,2.9744969999999999
2019-12-01,2.8285770000000001
2020-01-01,3.2383519999999999
2020-02-01,3.6961940000000002
2020-03-01,3.2490630000000000
2020-04-01,2.1481490000000001
2020-05-01,2.8372709999999999
2020-06-01,3.3340110000000003
2020-07-01,3.6234050000000000
2020-08-01,4.0484230000000005
2020-09-01,4.0137769999999993
2020-10-01,4.0869640000000000
2020-11-01,3.3318780000000001
2020-12-01,3.1500740000000000
2021-01-01,3.5350929999999998
2021-02-01,3.7590400000000002
2021-03-01,4.6668789999999998
2021-04-01,6.0848190000000004
2021-05-01,5.8938230000000003
2021-06-01,5.8786060000000004
2021-07-01,5.8058149999999999
2021-08-01,5.5920719999999999
2021-09-01,6.0001480000000003
2021-10-01,6.2395420000000001
2021-11-01,7.3748809999999985
2021-12-01,7.3551080000000004
2022-01-01,7.0701390000000002
2022-02-01,7.2799740000000002
2022-03-01,7.4536770000000017
2022-04-01,7.6825029999999996
2022-05-01,7.6526210000000017
2022-06-01,7.9863390000000001
2022-07-01,8.1508059999999993
2022-08-01,8.6954229999999999
2022-09-01,8.6997499999999999
2022-10-01,8.4068160000000010
2022-11-01,7.7966190000000015
2022-12-01,7.8170289999999998
2023-01-01,7.9100359999999998
2023-02-01,7.6188640000000003
2023-03-01,6.8492579999999998
2023-04-01,6.2528449999999998
2023-05-01,5.8353029999999997
2023-06-01,5.0555539999999999
2023-07-01,4.7857629999999993
2023-08-01,4.6380140000000001
2023-09-01,4.4544879999999996
2023-10-01,4.2569999999999997
2023-11-01,4.3239130000000001
2023-12-01,4.6608900000000002
2024-01-01,4.8839290000000002
2024-02-01,4.4007620000000003
2024-03-01,4.4209389999999997
2024-04-01,4.6532099999999996
2024-05-01,4.6867679999999998
2024-06-01,4.9760559999999998
2024-07-01,5.5661639999999997
