observation_date,CPALTT01MXM659N
1969-01-01,11.9049999999999994
1969-02-01,12.3066399999999998
1969-03-01,12.4174900000000008
1969-04-01,12.7221799999999998
1969-05-01,12.7221799999999998
1969-06-01,13.1238700000000019
1969-07-01,13.5532599999999999
1969-08-01,13.6779600000000006
1969-09-01,14.7444900000000008
1969-10-01,15.9495600000000000
1969-11-01,15.9634099999999997
1969-12-01,16.8360400000000006
1970-01-01,5.1986260000000000
1970-02-01,4.8100730000000000
1970-03-01,5.0147680000000001
1970-04-01,4.8660610000000002
1970-05-01,5.0872640000000002
1970-06-01,5.3508310000000003
1970-07-01,5.4647610000000002
1970-08-01,5.8364480000000007
1970-09-01,5.1062339999999997
1970-10-01,4.0496889999999999
1970-11-01,4.5986779999999996
1970-12-01,4.6947239999999999
1971-01-01,4.9300020000000000
1971-02-01,5.3777359999999996
1971-03-01,5.4675459999999996
1971-04-01,5.8706589999999998
1971-05-01,5.8699930000000000
1971-06-01,5.7066420000000004
1971-07-01,5.1122110000000003
1971-08-01,5.5837019999999997
1971-09-01,5.6735860000000002
1971-10-01,5.7405520000000001
1971-11-01,5.3442800000000004
1971-12-01,4.9598260000000005
1972-01-01,4.3956089999999994
1972-02-01,4.2881230000000006
1972-03-01,4.4610410000000007
1972-04-01,4.5821959999999997
1972-05-01,4.5725400000000000
1972-06-01,4.8707859999999998
1972-07-01,5.3477120000000005
1972-08-01,5.0812620000000006
1972-09-01,5.2168340000000004
1972-10-01,5.1899819999999997
1972-11-01,5.7018860000000000
1972-12-01,5.5561569999999998
1973-01-01,6.6165320000000003
1973-02-01,7.1635080000000002
1973-03-01,7.5186279999999996
1973-04-01,8.5405649999999991
1973-05-01,9.4740380000000002
1973-06-01,9.5617560000000008
1973-07-01,11.9490000000000016
1973-08-01,13.0019600000000004
1973-09-01,15.1637100000000000
1973-10-01,16.5565800000000003
1973-11-01,17.2290299999999981
1973-12-01,21.3716000000000008
1974-01-01,23.9169899999999984
1974-02-01,25.6794399999999996
1974-03-01,25.5447799999999994
1974-04-01,25.2632599999999989
1974-05-01,24.9204100000000004
1974-06-01,25.1292200000000001
1974-07-01,23.7637700000000009
1974-08-01,23.0945900000000002
1974-09-01,21.5983799999999988
1974-10-01,22.4406600000000012
1974-11-01,24.3110700000000008
1974-12-01,20.5979199999999985
1975-01-01,17.9187200000000004
1975-02-01,15.9484899999999996
1975-03-01,15.7869600000000005
1975-04-01,15.2019900000000003
1975-05-01,15.8325499999999995
1975-06-01,16.6488100000000010
1975-07-01,15.9065100000000008
1975-08-01,15.6881699999999995
1975-09-01,15.2245799999999996
1975-10-01,13.5614200000000018
1975-11-01,11.2667199999999994
1975-12-01,11.3050700000000006
1976-01-01,12.0242599999999999
1976-02-01,13.4942499999999992
1976-03-01,13.8866200000000006
1976-04-01,13.7229799999999980
1976-05-01,13.0084000000000000
1976-06-01,11.5649400000000000
1976-07-01,11.6162700000000001
1976-08-01,11.7165199999999992
1976-09-01,14.6917799999999996
1976-10-01,20.5337299999999985
1976-11-01,25.1027600000000000
1976-12-01,27.2020000000000017
1977-01-01,28.7666299999999993
1977-02-01,29.1928500000000000
1977-03-01,30.1723200000000027
1977-04-01,31.2221599999999988
1977-05-01,31.4531799999999997
1977-06-01,32.5321799999999968
1977-07-01,32.9060199999999980
1977-08-01,34.3492200000000025
1977-09-01,32.2225999999999999
1977-10-01,26.1294700000000013
1977-11-01,21.9969700000000010
1977-12-01,20.6599000000000004
1978-01-01,19.5344499999999996
1978-02-01,18.6307499999999990
1978-03-01,17.8103499999999997
1978-04-01,17.3458299999999994
1978-05-01,17.4640999999999984
1978-06-01,17.6384600000000020
1978-07-01,18.2962099999999985
1978-08-01,17.0733899999999998
1978-09-01,16.3451299999999975
1978-10-01,16.8621700000000025
1978-11-01,16.7875300000000003
1978-12-01,16.1700400000000002
1979-01-01,17.6776299999999971
1979-02-01,17.6797499999999985
1979-03-01,18.0477500000000006
1979-04-01,17.7952599999999990
1979-05-01,18.1804400000000008
1979-06-01,17.8696700000000028
1979-07-01,17.3084699999999998
1979-08-01,17.9082499999999989
1979-09-01,18.0073299999999996
1979-10-01,18.6305799999999984
1979-11-01,18.9340800000000016
1979-12-01,20.0204099999999983
1980-01-01,21.5562399999999990
1980-02-01,22.6040999999999990
1980-03-01,23.4516600000000004
1980-04-01,24.4947499999999998
1980-05-01,24.8892600000000002
1980-06-01,25.9689200000000007
1980-07-01,27.9359299999999990
1980-08-01,28.6399000000000008
1980-09-01,28.4928099999999986
1980-10-01,28.2001600000000003
1980-11-01,28.7666299999999993
1980-12-01,29.8466799999999992
1981-01-01,27.7995200000000011
1981-02-01,27.9801099999999998
1981-03-01,28.0826600000000006
1981-04-01,28.7210299999999989
1981-05-01,28.5706799999999994
1981-06-01,27.8323500000000017
1981-07-01,26.5502600000000015
1981-08-01,26.5363400000000027
1981-09-01,27.4748100000000015
1981-10-01,28.3589500000000001
1981-11-01,28.5982300000000009
1981-12-01,28.6846299999999985
1982-01-01,30.8624400000000030
1982-02-01,32.7441200000000023
1982-03-01,34.7107299999999981
1982-04-01,38.8794600000000017
1982-05-01,44.4999400000000023
1982-06-01,49.3734700000000046
1982-07-01,54.3517300000000034
1982-08-01,68.2065000000000055
1982-09-01,73.9492800000000017
1982-10-01,78.9955000000000069
1982-11-01,84.4945400000000006
1982-12-01,98.8438000000000017
1983-01-01,110.0435999999999979
1983-02-01,112.9479000000000042
1983-03-01,115.3884000000000043
1983-04-01,117.2510000000000048
1983-05-01,114.6106000000000051
1983-06-01,112.5006999999999948
1983-07-01,112.0789999999999935
1983-08-01,98.0823400000000021
1983-09-01,93.8317399999999964
1983-10-01,90.3931400000000025
1983-11-01,91.8740200000000016
1983-12-01,80.7782199999999904
1984-01-01,73.3955600000000032
1984-02-01,73.2492000000000019
1984-03-01,72.3137899999999973
1984-04-01,69.0642199999999917
1984-05-01,67.4094699999999989
1984-06-01,67.1390099999999990
1984-07-01,64.4856000000000051
1984-08-01,62.8405199999999979
1984-09-01,62.6845599999999976
1984-10-01,62.9615300000000033
1984-11-01,59.2042900000000003
1984-12-01,59.1565999999999974
1985-01-01,60.7505200000000016
1985-02-01,59.0354900000000029
1985-03-01,58.4266300000000030
1985-04-01,56.5300500000000028
1985-05-01,55.0954300000000075
1985-06-01,53.4271600000000007
1985-07-01,53.7308200000000014
1985-08-01,56.0168600000000012
1985-09-01,57.5543900000000050
1985-10-01,58.0182100000000034
1985-11-01,59.8235900000000029
1985-12-01,63.7493600000000029
1986-01-01,65.9186899999999980
1986-02-01,66.3828800000000001
1986-03-01,67.6210999999999984
1986-04-01,71.1072199999999981
1986-05-01,76.4359900000000039
1986-06-01,83.1737800000000220
1986-07-01,85.8413199999999961
1986-08-01,92.2530299999999954
1986-09-01,95.9602200000000067
1986-10-01,99.5800200000000046
1986-11-01,103.6675000000000040
1986-12-01,105.7486999999999995
1987-01-01,104.3421000000000021
1987-02-01,109.7612000000000023
1987-03-01,113.6912999999999982
1987-04-01,120.8576999999999941
1987-05-01,125.0041999999999973
1987-06-01,126.7279999999999944
1987-07-01,133.4433999999999969
1987-08-01,133.8762999999999863
1987-09-01,135.1756000000000029
1987-10-01,140.9984000000000037
1987-11-01,143.6529999999999916
1987-12-01,159.1681000000000097
1988-01-01,176.8272000000000048
1988-02-01,179.7318999999999960
1988-03-01,175.8277999999999963
1988-04-01,161.4425999999999988
1988-05-01,147.8183999999999969
1988-06-01,135.8145000000000095
1988-07-01,121.7874999999999943
1988-08-01,106.9167000000000058
1988-09-01,95.2374400000000065
1988-10-01,81.5934699999999964
1988-11-01,70.4994999999999976
1988-12-01,51.6573899999999995
1989-01-01,34.5632200000000012
1989-02-01,25.8892200000000017
1989-03-01,21.0549399999999984
1989-04-01,19.1965199999999996
1989-05-01,18.5435700000000026
1989-06-01,17.5844699999999996
1989-07-01,16.8109099999999998
1989-08-01,16.8487799999999979
1989-09-01,17.2957099999999997
1989-10-01,18.1293900000000008
1989-11-01,18.2056299999999993
1989-12-01,19.6974499999999999
1990-01-01,22.4761099999999985
1990-02-01,23.5725400000000000
1990-03-01,24.4024399999999986
1990-04-01,24.4348999999999990
1990-05-01,24.8874099999999991
1990-06-01,26.1064900000000009
1990-07-01,27.1345600000000005
1990-08-01,28.0805599999999984
1990-09-01,28.6756900000000030
1990-10-01,28.6233000000000004
1990-11-01,30.2105800000000002
1990-12-01,29.9295699999999982
1991-01-01,27.1068999999999996
1991-02-01,26.4621900000000032
1991-03-01,26.0436100000000010
1991-04-01,25.4546099999999988
1991-05-01,24.5082400000000007
1991-06-01,23.1034000000000006
1991-07-01,21.9669799999999995
1991-08-01,20.7582599999999999
1991-09-01,20.2471500000000013
1991-10-01,19.9216699999999989
1991-11-01,19.7207399999999993
1991-12-01,18.7946199999999983
1992-01-01,17.9473899999999986
1992-02-01,17.2971600000000016
1992-03-01,16.8248500000000014
1992-04-01,16.6443700000000021
1992-05-01,16.2767799999999987
1992-06-01,15.8481799999999993
1992-07-01,15.5584600000000002
1992-08-01,15.4647900000000007
1992-09-01,15.3203799999999983
1992-10-01,14.8153900000000007
1992-11-01,12.9643999999999995
1992-12-01,11.9380900000000008
1993-01-01,11.3189799999999998
1993-02-01,10.9143399999999993
1993-03-01,10.4368200000000009
1993-04-01,10.0922599999999996
1993-05-01,9.9963289999999994
1993-06-01,9.8696370000000009
1993-07-01,9.7049310000000002
1993-08-01,9.6186699999999998
1993-09-01,9.4782119999999992
