code,date,Y,C,I,K,EMP,H,use_hours,alpha,alpha_c,logA,logS,logD
CAN,2009-04-01,444950.8,322730.8,125365.8,5700595.72691537,16560.2422391237,5537.98136142147,1,0.477839027490042,0.50435738845101,0.887759825131949,0.0700983191132997,0.167274419152068
CAN,2009-07-01,446940.8,324719.2,130272.6,5740452.59101164,16587.0117577565,5553.55703524974,1,0.483635686423577,0.50435738845101,0.887316164966582,0.0648383350656078,0.173191497620593
CAN,2009-10-01,452133.8,326563.0,135584.5,5784618.40214646,16652.6427168556,5599.63330849761,1,0.49333495481767,0.50435738845101,0.890907365401033,0.057787690900383,0.160077483243032
CAN,2010-01-01,457611.5,330292.3,141867.3,5833433.62611426,16700.4452048019,5690.11978823477,1,0.499875914824042,0.50435738845101,0.890766227763549,0.0189837750929881,0.260959355847311
CAN,2010-04-01,460007.8,332611.3,141629.0,5887799.42172255,16868.272833693,5758.05838157392,1,0.497048220464058,0.50435738845101,0.885427618740129,0.0116004331320684,0.185935118905512
CAN,2010-07-01,463228.0,334467.7,146151.8,5941111.43039671,16942.6549447965,5759.45883776474,1,0.494414461153424,0.50435738845101,0.887736780267971,0.0254807061018316,0.160669951756498
CAN,2010-10-01,468424.5,337194.0,145690.8,5998146.55894076,16974.1810692322,5804.49606964257,1,0.497502274399547,0.50435738845101,0.890212865819318,0.0107273765805537,0.207292463567928
CAN,2011-01-01,471992.0,338442.0,151246.8,6053865.16055665,17054.4426356857,5809.97791375286,1,0.498568429968146,0.50435738845101,0.892668593675999,0.025940190353417,0.123912780434441
CAN,2011-04-01,472848.8,339731.7,154444.6,6114303.9831483,17105.8323847539,5812.88317788161,1,0.501260333255297,0.50435738845101,0.889224161964555,0.0314768443087713,0.134216102229194
CAN,2011-07-01,479318.5,341357.5,152679.5,6177034.02340107,17143.2821602749,5857.71852004093,1,0.503703770072821,0.50435738845101,0.893857398470529,0.0238025473770689,0.150049624349969
CAN,2011-10-01,483127.8,342395.3,155032.0,6237058.01305006,17171.5226841256,5881.11077314596,1,0.505297070668064,0.50435738845101,0.894920624368353,0.0216643966842881,0.117135016164975
CAN,2012-01-01,483432.8,343395.2,157696.3,6298534.14285431,17169.7896490313,5904.71546038972,1,0.500531094362907,0.50435738845101,0.888619471984707,0.0070598237293671,0.123885734432786
CAN,2012-04-01,485004.3,344109.5,158445.8,6361752.43071149,17340.2240618098,5957.24054980777,1,0.494898250891707,0.50435738845101,0.882438450300606,0.0112913695253645,0.113457090236082
CAN,2012-07-01,485668.0,346461.7,159267.6,6424771.94425082,17354.2289094949,5996.46282344137,1,0.491815959043742,0.50435738845101,0.875581777602385,-0.0114186688921437,0.215457068828829
CAN,2012-10-01,486667.5,347737.8,158973.8,6487667.96508706,17439.8624219259,6011.41079717612,1,0.491349541013761,0.50435738845101,0.871490201804107,-0.0057414165472846,0.162142823805823
CAN,2013-01-01,491023.8,347813.8,163074.8,6549326.74561075,17527.2775272645,6019.05357113297,1,0.494018682426456,0.50435738845101,0.875001137409337,0.0141393622217587,0.0910541571482889
CAN,2013-04-01,493851.5,348945.3,163161.5,6614161.64442659,17523.2845187992,6035.33946186209,1,0.493741095053938,0.50435738845101,0.874435820447041,0.0078439953388454,0.1581810533411
CAN,2013-07-01,497912.5,351269.8,165083.8,6678110.71976019,17549.1474939909,6031.74750140525,1,0.49592246087173,0.50435738845101,0.87806742567733,0.0156045694220221,0.225958134319555
CAN,2013-10-01,503123.5,353598.0,167015.8,6743022.85896379,17555.0803221649,6032.70819058577,1,0.495142577506668,0.50435738845101,0.883521048752003,0.0199460502086949,0.224587976030411
CAN,2014-01-01,503973.8,354431.8,166658.5,6808893.31607933,17595.1276010429,6052.23382397212,1,0.499084265874592,0.50435738845101,0.878705045573031,0.0164211054619086,0.148728801022599
CAN,2014-04-01,508567.8,355557.3,165757.3,6873418.41633814,17589.0630129389,5996.48086429729,1,0.500240393803271,0.50435738845101,0.887609221125986,0.0490546572045668,0.165701463555442
CAN,2014-07-01,513442.8,357029.7,167347.3,6936074.44009307,17634.9448054871,6023.77555510092,1,0.500194657640908,0.50435738845101,0.890321630090104,0.0486532577537638,0.184512533981542
CAN,2014-10-01,516991.5,358826.0,169894.1,6999380.62349167,17669.6257750297,6037.89188166484,1,0.498446828710232,0.50435738845101,0.891466849928547,0.049394381375754,0.204157266352491
CAN,2015-01-01,514113.0,361401.5,165096.1,7064284.01413929,17701.7245099607,6039.33836114123,1,0.485212921433251,0.50435738845101,0.881109555331712,0.0413853531214017,0.259828582013837
CAN,2015-04-01,512709.5,362557.0,160852.0,7123415.8539272,17782.0805068177,6068.32935047784,1,0.482411381818915,0.50435738845101,0.871798137599681,0.0346803972387064,0.19375511583814
CAN,2015-07-01,514545.5,364357.5,155551.5,7177416.6161183,17810.3051366032,6069.21088296951,1,0.485932077342588,0.50435738845101,0.871491737857918,0.0376233579808785,0.232751490628826
CAN,2015-10-01,514886.5,365582.0,156021.3,7225306.86687652,17850.4938782666,6073.22212070028,1,0.482878775706941,0.50435738845101,0.868472696584958,0.0397105290618417,0.207007913663671
CAN,2016-01-01,517933.0,366652.7,154155.3,7272948.56387337,17833.2538138203,6083.79493298141,1,0.489178450976271,0.50435738845101,0.870195311128007,0.0345685177981035,0.198968132695689
CAN,2016-04-01,515353.0,369579.3,155710.0,7318009.63541527,17863.5772059243,6047.13374762303,1,0.489141683548502,0.50435738845101,0.865082109814136,0.0448541055902293,0.307598269335412
CAN,2016-07-01,520701.3,371544.5,156522.5,7363949.49088404,17883.6665587772,6047.98536539299,1,0.495559638796907,0.50435738845101,0.872180488232418,0.0528246894513656,0.253326737078965
CAN,2016-10-01,523622.5,373064.3,152954.8,7410012.74852078,17959.6435576244,6089.80754206067,1,0.498810346596662,0.50435738845101,0.8712142849949,0.0463814169466259,0.229975126654648
CAN,2017-01-01,530210.8,375999.3,161987.3,7451817.35729297,18075.2986260407,6099.85916843865,1,0.50353044762015,0.50435738845101,0.880063121818587,0.0653581896194101,0.295185895183161
CAN,2017-04-01,535791.5,379122.0,164957.3,7502027.39693358,18170.5530441063,6163.32368179682,1,0.502887296832894,0.50435738845101,0.882016457410302,0.0522744160810849,0.299460687238371
CAN,2017-07-01,535959.8,382769.5,168444.0,7554454.28597957,18288.8250385957,6216.51888182653,1,0.496350651242534,0.50435738845101,0.87455864896618,0.0366955737575583,0.329864528006401
CAN,2017-10-01,538679.0,385328.8,169769.8,7609581.47168988,18380.3740273072,6222.11617137656,1,0.498021846728397,0.50435738845101,0.875506178301844,0.0473720326179359,0.278302043712838
CAN,2018-01-01,544941.3,388039.0,172678.1,7665207.54961453,18490.5931541121,6269.01270304422,1,0.495212653167007,0.50435738845101,0.879669283891364,0.0473309614697916,0.280542071127947
CAN,2018-04-01,549192.0,390750.7,172282.6,7722907.53637031,18542.5477909663,6277.3134525388,1,0.499533049889557,0.50435738845101,0.883001125063571,0.0525849692004258,0.27942455481884
CAN,2018-07-01,551962.3,392949.8,168756.8,7779346.52332476,18544.4297005421,6318.62067784716,1,0.499764492561152,0.50435738845101,0.881109483390012,0.0326324329204284,0.255881082592952
CAN,2018-10-01,553262.5,393691.2,167542.8,7831413.12547488,18551.660360451,6374.63876001448,1,0.489136247145236,0.50435738845101,0.875723144665814,0.0077903218924872,0.185627900033376
CAN,2019-01-01,554594.0,394756.3,172486.5,7881484.72859276,18556.5060873885,6375.7736697843,1,0.492426325921852,0.50435738845101,0.87482421472567,0.0077417422898968,0.206397656562417
CAN,2019-04-01,560665.5,395611.2,169652.6,7935748.95766387,18749.2697581993,6432.72976403393,1,0.495319715654565,0.50435738845101,0.877843739498614,0.0207890162684708,0.19132563604847
CAN,2019-07-01,562233.3,398153.0,169791.0,7986365.32329891,18984.5915703111,6426.57453911213,1,0.491117238671142,0.50435738845101,0.877903931857104,0.0574675707452758,0.278901960840628
CAN,2019-10-01,563838.5,401759.8,169270.5,8036360.84344943,19386.4347551013,6407.91007740532,1,0.490055246738128,0.50435738845101,0.879048986487322,0.122863672232246,0.330916923936316
CAN,2020-01-01,552844.0,399656.5,163213.8,8085085.93079768,18845.6177605807,5991.10178962113,1,0.481898727980923,0.50435738845101,0.889644115287452,0.225314648818011,0.0588125494773657
CAN,2020-04-01,492031.5,355686.5,132462.8,8127023.44183572,15259.9256442216,4629.95875174992,1,0.461408420522121,0.50435738845101,0.898242308021096,0.365368587323088,
CAN,2020-07-01,536725.3,384869.0,158854.3,8137580.89020818,18070.813730471,5586.04884936739,1,0.479417614369833,0.50435738845101,0.891487085367725,0.31749016223818,1.23222454135124
CAN,2020-10-01,546807.0,388093.0,168283.3,8174371.47685506,18510.4883852973,5846.14612239077,1,0.483907712735389,0.50435738845101,0.885264559150577,0.263344444567107,0.366251342274668
CAN,2021-01-01,556122.3,391763.3,174088.5,8220039.20470223,18513.9469606053,5978.98719242876,1,0.493624217936422,0.50435738845101,0.888210677970938,0.203978844327222,0.374449475857784
CAN,2021-04-01,555470.5,393589.2,176811.8,8270827.1166317,18326.5169145082,6024.46025819112,1,0.498559494794246,0.50435738845101,0.880175999619327,0.144900160980056,0.292055841012466
CAN,2021-07-01,566660.5,410137.0,171171.3,8323576.50988222,18643.96260465,6198.09377325684,1,0.498996607503441,0.50435738845101,0.882831259209782,0.089939851526747,0.827528389083102
CAN,2021-10-01,576806.0,414040.0,180823.8,8369894.16223399,18926.9296097295,6398.16921604426,1,0.505862666712772,0.50435738845101,0.882031488653724,0.0480939883886956,0.357054162669006
CAN,2022-01-01,583642.0,420608.2,185210.6,8425169.54980048,18929.2720225463,6426.39875493985,1,0.511454943409268,0.50435738845101,0.888311390938955,0.0313006013965808,0.459313463033724
CAN,2022-04-01,589642.8,428669.5,186775.5,8484002.60655347,19340.9871942534,6455.10666105437,1,0.523712652038241,0.50435738845101,0.892821650013646,0.0737246499923588,0.507691198773179
CAN,2022-07-01,592680.3,430489.5,185254.8,8543518.06745517,19463.6930557402,6490.98659902328,1,0.517427595030657,0.50435738845101,0.891686783061372,0.0769700823075004,0.251498797742438
CAN,2022-10-01,591868.3,431449.3,177156.3,8600620.09644334,19596.6191566525,6553.88419672269,1,0.510152986416577,0.50435738845101,0.882176402942335,0.0648606634771768,0.21893678488469
CAN,2023-01-01,599885.3,433028.8,176886.5,8648767.09499669,19766.1948447402,6640.57622315068,1,0.504730760726102,0.50435738845101,0.886301997714511,0.0610864443434335,0.240053710511352
CAN,2023-04-01,600741.0,434141.5,180989.3,8695922.08857174,19749.3385287408,6686.26471414625,1,0.49725129463069,0.50435738845101,0.881586579241049,0.0368162236468962,0.222039694472363
CAN,2023-07-01,599386.0,435755.2,180148.8,8746472.55724317,19774.2118942249,6707.88737226994,1,0.501551875060047,0.50435738845101,0.874804812474565,0.0249379876057279,0.253238803504116
CAN,2023-10-01,599156.5,435671.8,179096.3,8795424.26888452,19747.8224391324,6731.28902405326,1,0.499960205762736,0.50435738845101,0.869880833409613,0.0102923252775116,0.178067324835686
CAN,2024-01-01,600215.5,437026.8,175452.0,8842589.20485125,19763.8777475196,6741.9786738129,1,0.495833755995769,0.50435738845101,0.868162914654994,0.00663061322127,0.250610949393229
CAN,2024-04-01,604005.5,441109.0,177337.6,8885402.36677848,19858.6032881021,6743.9523753442,1,0.495799810159448,0.50435738845101,0.871876329440289,0.0170937925845141,0.367603992605798
CAN,2024-07-01,607606.3,445285.7,176997.3,8929458.93127681,19914.5491593992,6776.91592253123,1,0.494312354967287,0.50435738845101,0.87290885084394,0.0074254068508893,0.368894721921153
CAN,2024-10-01,610704.3,448457.3,175293.0,8972514.34730765,20000.0504768256,6778.28312145053,1,0.496407859648416,0.50435738845101,0.875468580555464,0.0176612649644314,0.32574748147334
CAN,2025-01-01,613784.5,449517.5,175947.3,9013219.63209804,20118.5708622098,6792.70342157291,1,0.499477157625178,0.50435738845101,0.877163339740299,0.0316810016249903,0.232196127992421
CAN,2025-04-01,611342.0,453967.2,181555.8,9053968.63761657,20158.8252903108,6795.84714527801,1,0.49623046047219,0.50435738845101,0.870671582165539,0.0224519645180559,0.384278701292262
DEU,2000-01-01,702911.7,500973.7,196855.4,14353949.494492,39852.0,11483.5,1,0.473923319327731,0.485008005072167,0.655791418105846,-0.0843408541331161,
DEU,2000-04-01,708519.1,503324.6,198223.3,14335495.6520746,39985.0,11493.7,1,0.468702588581215,0.485008005072167,0.66390386821299,-0.0737449369582297,0.1561342910222
DEU,2000-07-01,709036.7,502798.2,202425.6,14318686.5172935,40035.0,11501.0,1,0.464302896360944,0.485008005072167,0.664876187481867,-0.0701239962067533,-0.0627442145386879
DEU,2000-10-01,706017.3,503440.5,197865.1,14306331.8195341,40031.0,11485.2,1,0.461961277722484,0.485008005072167,0.661735283478099,-0.0718437170273416,0.0342443171388081
DEU,2001-01-01,721006.3,507655.3,201488.2,14289601.9422411,39929.0,11449.3,1,0.477553204656818,0.485008005072167,0.684923182605446,-0.0574345842528342,0.253292543914147
DEU,2001-04-01,719194.8,504070.0,202923.4,14276746.1131075,39905.0,11415.1,1,0.473490176255989,0.485008005072167,0.684384726172696,-0.0456917654266418,-0.373008233508084
DEU,2001-07-01,719194.8,505588.9,197790.1,14265518.3214108,39809.0,11371.4,1,0.47485144971203,0.485008005072167,0.686741613498214,-0.0444195150803348,0.0775098754313879
DEU,2001-10-01,716951.9,508591.1,186697.1,14249325.6465897,39818.0,11324.8,1,0.474730855831397,0.485008005072167,0.686283728716946,-0.0404660579104059,0.179731583860162
DEU,2002-01-01,713608.9,505518.0,180049.2,14222282.8618908,39839.0,11278.5,1,0.473380618619811,0.485008005072167,0.68464116027986,-0.0252070104177078,-0.312894317865227
DEU,2002-04-01,716369.4,503131.7,182830.0,14188997.8189625,39764.0,11241.6,1,0.4783350176857,0.485008005072167,0.691326146619346,-0.0124362552971021,-0.250745834377864
DEU,2002-07-01,721286.8,506334.4,181245.4,14158992.851678,39618.0,11167.0,1,0.481505250979155,0.485008005072167,0.702622655797262,-0.0030014395238252,0.181188219923403
DEU,2002-10-01,719302.6,509771.7,176109.7,14127853.3589029,39475.0,11077.2,1,0.479244089083372,0.485008005072167,0.705093863564116,0.0008523701448202,0.195255730213891
DEU,2003-01-01,709532.9,507173.2,180554.1,14092045.2585193,39361.0,11012.9,1,0.475937429563179,0.485008005072167,0.695647540072442,0.0010761618728255,-0.267029463529368
DEU,2003-04-01,710568.1,507332.9,179847.1,14061218.6796415,39192.0,10963.5,1,0.477614975051777,0.485008005072167,0.700482859637165,0.0027979695832915,-0.0271788250357803
DEU,2003-07-01,717038.0,511306.6,177015.7,14030147.4994469,39214.0,10979.5,1,0.482433775244265,0.485008005072167,0.709868792930742,0.0013685741620284,0.224055637716296
DEU,2003-10-01,717900.6,512265.4,177612.8,13996710.9869552,39214.0,10919.8,1,0.482525565974109,0.485008005072167,0.71503618168981,0.0170541435971094,0.0183982292934159
DEU,2004-01-01,716800.8,510900.0,169973.3,13964373.1221509,39328.0,10951.5,1,0.484902593123083,0.485008005072167,0.713132046810165,0.018202364068502,-0.169529457710204
DEU,2004-04-01,721028.0,509679.3,168826.4,13924880.8253186,39416.0,10914.9,1,0.490260870776345,0.485008005072167,0.722109612608328,0.0432226201124215,-0.165804720306557
DEU,2004-07-01,718698.7,509969.5,175190.0,13884834.0129388,39382.0,10917.3,1,0.489693364067834,0.485008005072167,0.720157484012519,0.036169174088411,-0.0410685826345293
DEU,2004-10-01,718439.9,509844.5,174368.3,13851751.5027447,39351.0,10876.1,1,0.492454932672381,0.485008005072167,0.722901467547963,0.0450346389874675,-0.0758201761136034
DEU,2005-01-01,719582.8,512493.6,162822.2,13818343.5302036,39263.0,10763.1,1,0.48798291308134,0.485008005072167,0.731040807909362,0.0660576853203345,0.12085817815728
DEU,2005-04-01,723896.3,515544.2,170610.2,13773890.5772505,39245.0,10819.7,1,0.500500922210634,0.485008005072167,0.735879024447263,0.048988973304658,0.136628140984379
DEU,2005-07-01,729590.1,514938.5,172337.6,13737892.4185918,39336.0,10860.8,1,0.50006254766046,0.485008005072167,0.743030418930117,0.0535732160769029,-0.138190595448089
DEU,2005-10-01,732350.8,514476.0,180558.2,13704161.6323129,39444.0,10928.0,1,0.501618712383235,0.485008005072167,0.744822854265364,0.0479690141759561,-0.132745877178781
DEU,2006-01-01,740524.5,518686.3,181786.7,13679157.4078282,39298.0,10944.0,1,0.506231894274311,0.485008005072167,0.756054215995392,0.0354036105027842,0.177217039734457
DEU,2006-04-01,753205.9,519625.9,188771.1,13655756.7467108,39530.0,11062.6,1,0.508150834009872,0.485008005072167,0.768313592527292,0.0358963448788902,-0.056667656566834
DEU,2006-07-01,758899.6,520373.8,190354.4,13639691.4955101,39733.0,11135.1,1,0.506821399176955,0.485008005072167,0.773051326215235,0.0377588378341412,-0.0794990784698556
DEU,2006-10-01,770028.2,522535.7,190139.4,13625450.5230775,39868.0,11250.4,1,0.516074605507426,0.485008005072167,0.782810488000497,0.0274421333531063,0.0036240793016155
DEU,2007-01-01,771041.9,521896.3,197515.9,13611208.1652313,40075.0,11284.3,1,0.52006057818868,0.485008005072167,0.783083845850567,0.0364921281959821,-0.204787671067673
DEU,2007-04-01,776131.7,524305.3,193576.1,13604555.9427528,40220.0,11338.3,1,0.517228217055737,0.485008005072167,0.787441877739119,0.0349794634013993,0.010041256330917
DEU,2007-07-01,780099.9,523535.3,198110.8,13594063.7036115,40344.0,11355.4,1,0.517681815324659,0.485008005072167,0.792139734249312,0.0462627408779932,-0.22820395097347
DEU,2007-10-01,785879.7,523823.5,200713.4,13588263.5480574,40489.0,11431.5,1,0.51913904950046,0.485008005072167,0.796288668217351,0.0438191823024277,-0.152767788311
DEU,2008-01-01,790495.4,526976.3,201404.6,13585152.9948365,40753.0,11493.2,1,0.515135370531661,0.485008005072167,0.799483690257702,0.0470233250377375,0.0369796367857417
DEU,2008-04-01,787648.5,529078.2,194947.5,13582780.2999139,40799.0,11462.8,1,0.516579529106284,0.485008005072167,0.797324473128676,0.050764724694385,-0.027898104314236
DEU,2008-07-01,783335.0,528461.6,199178.7,13573986.0954152,40889.0,11423.8,1,0.507687202401624,0.485008005072167,0.793902266164926,0.0632742033308589,-0.220869665842773
DEU,2008-10-01,771170.9,527387.9,196832.0,13569555.003984,40971.0,11334.2,1,0.495735118343612,0.485008005072167,0.782465328362377,0.0792904275885887,-0.243005494275982
DEU,2009-01-01,735024.8,528612.6,177657.3,13562843.6789242,41012.0,11178.7,1,0.480608987663003,0.485008005072167,0.741813865396747,0.0734093385087018,-0.0200002915556942
DEU,2009-04-01,736836.5,529734.4,167223.4,13537058.3237404,40899.0,10995.9,1,0.484371960629207,0.485008005072167,0.753689647340645,0.114937045945909,-0.0317876873697475
DEU,2009-07-01,741408.8,530125.8,171342.1,13501225.8488843,40845.0,10955.3,1,0.488850352812681,0.485008005072167,0.763066315706706,0.12751835737654,-0.093517930537957
DEU,2009-10-01,747102.7,530811.0,166015.6,13470049.561151,40867.0,10925.2,1,0.494881237804054,0.485008005072167,0.773254966044148,0.143746527210833,-0.081972732581336
DEU,2010-01-01,752536.9,532334.5,177795.4,13434014.4177337,40906.0,11000.0,1,0.489550099485442,0.485008005072167,0.778287667083295,0.130519779153866,-0.0330363492724603
DEU,2010-04-01,768842.0,534675.4,189772.9,13410299.6014677,41059.0,11106.2,1,0.495175252645941,0.485008005072167,0.795631888359611,0.129942652287006,-0.0023755596796557
DEU,2010-07-01,776261.2,538069.8,188086.1,13398918.0074457,41169.0,11182.1,1,0.498945123715103,0.485008005072167,0.802139779645414,0.12081191337229,0.0520129359099843
DEU,2010-10-01,781351.2,540045.7,188415.2,13386020.337334,41268.0,11281.5,1,0.50149831961366,0.485008005072167,0.804584892390692,0.104337820980775,-0.0455421342233962
DEU,2011-01-01,795477.3,537615.8,204664.8,13373645.232274,41378.0,11339.2,1,0.50197982388169,0.485008005072167,0.820323814346235,0.119446263912707,-0.403684301033853
DEU,2011-04-01,797633.9,540216.6,206505.7,13377705.3537899,41515.0,11343.8,1,0.498930244325469,0.485008005072167,0.822675125253247,0.126027317710519,-0.0265713557419112
DEU,2011-07-01,801947.3,541279.3,206169.2,13383545.4734831,41634.0,11383.4,1,0.500512248313638,0.485008005072167,0.826061961293097,0.127587807148431,-0.13365847874964
DEU,2011-10-01,801861.1,542754.2,203453.7,13388961.4913808,41761.0,11395.5,1,0.498590711831238,0.485008005072167,0.825211114409337,0.130709262874148,-0.105159582549855
DEU,2012-01-01,803564.9,544863.0,196316.6,13391580.7690101,41911.0,11385.9,1,0.496959224305624,0.485008005072167,0.827672826016954,0.142238652287063,-0.0656822269172766
DEU,2012-04-01,804427.6,546510.6,193574.7,13387023.657475,42016.0,11355.7,1,0.487199874622754,0.485008005072167,0.830278697096883,0.15576665991517,-0.097666009265823
DEU,2012-07-01,806066.6,548500.1,189995.9,13379793.0026128,42116.0,11350.5,1,0.488217587308834,0.485008005072167,0.832812012224876,0.1626740299263,-0.0782705445779305
DEU,2012-10-01,803651.2,547025.0,192594.6,13369092.0075736,42225.0,11355.1,1,0.48594987492196,0.485008005072167,0.829990377994551,0.168904642499949,-0.328545377990278
DEU,2013-01-01,799208.1,546356.1,190828.1,13361150.22746,42279.0,11256.2,1,0.483727846435153,0.485008005072167,0.829239691661164,0.194662026294467,-0.259172374594147
DEU,2013-04-01,808525.3,549892.8,200504.7,13351561.0740481,42314.0,11335.4,1,0.488668855828084,0.485008005072167,0.837567651978151,0.181248267863922,0.0117548517382327
DEU,2013-07-01,812666.3,552633.2,200491.1,13351792.3579374,42415.0,11403.8,1,0.488820347203117,0.485008005072167,0.839569626367505,0.170489762151878,-0.0422597786457908
DEU,2013-10-01,813874.0,549405.7,199128.9,13352006.5725684,42511.0,11409.4,1,0.485411580145166,0.485008005072167,0.840794005547373,0.183141643166073,-0.496747345324411
DEU,2014-01-01,822371.4,551260.5,206824.9,13350855.3739798,42647.0,11468.4,1,0.487012115154318,0.485008005072167,0.848566127810237,0.184266518929591,-0.109823817946717
DEU,2014-04-01,822198.8,554045.7,205484.2,13357417.4433701,42741.0,11454.6,1,0.48562222725948,0.485008005072167,0.848737963912352,0.189234155283199,-0.0511838029399366
DEU,2014-07-01,826770.9,558307.9,201244.8,13362540.3817196,42801.0,11446.3,1,0.487122963958702,0.485008005072167,0.854470700222353,0.193499190389506,0.0286051987031012
DEU,2014-10-01,833068.3,560993.6,203305.9,13363347.0759938,42843.0,11464.4,1,0.487109901431381,0.485008005072167,0.861215709494124,0.194490564573241,-0.0720324769039834
DEU,2015-01-01,831257.1,563479.8,202531.0,13366202.7698539,42920.0,11468.8,1,0.484328854859221,0.485008005072167,0.858737963620037,0.192127848433695,-0.0825439952726327
DEU,2015-04-01,835570.3,566076.0,198277.9,13368240.7283061,43075.0,11517.9,1,0.481660923132329,0.485008005072167,0.861639304571917,0.190704809280548,-0.0815608689572206
DEU,2015-07-01,840056.2,569946.6,202035.3,13365995.0173815,43212.0,11483.2,1,0.484156668155875,0.485008005072167,0.868628955055173,0.207822894484208,-0.0138118377784741
DEU,2015-10-01,844369.4,575996.7,205542.0,13367540.3921208,43347.0,11489.7,1,0.484413090049494,0.485008005072167,0.873402738120947,0.21004505158557,0.0942206173710017
DEU,2016-01-01,851788.8,578787.7,212110.9,13372569.2862389,43457.0,11529.4,1,0.480521182252223,0.485008005072167,0.88019247517283,0.211215173241393,-0.0923784852410653
DEU,2016-04-01,853686.6,580026.6,206848.4,13384091.6469454,43615.0,11543.0,1,0.487364841221513,0.485008005072167,0.881393167855993,0.218653350781226,-0.18966681851305
DEU,2016-07-01,856705.9,582259.7,210295.0,13390178.6722412,43756.0,11572.6,1,0.479748644387571,0.485008005072167,0.883384260494543,0.220341013360008,-0.131060650671089
DEU,2016-10-01,860674.2,586485.1,215420.7,13399620.9921576,43924.0,11563.6,1,0.47749633817071,0.485008005072167,0.888064383473121,0.231562037708402,-0.022350430563157
DEU,2017-01-01,871845.7,587169.4,220304.3,13414047.3772752,44054.0,11602.6,1,0.483068363734342,0.485008005072167,0.898704948619084,0.242057286254947,-0.245392846470556
DEU,2017-04-01,878057.2,591306.4,223081.9,13433140.9666161,44219.0,11664.5,1,0.478364645591713,0.485008005072167,0.90237417367448,0.237388334318803,-0.0464737183792875
DEU,2017-07-01,885045.0,591287.2,227082.5,13454725.7521168,44379.0,11702.6,1,0.48011505259496,0.485008005072167,0.907842837000266,0.246400033587506,-0.304810075649226
DEU,2017-10-01,894017.1,596784.4,232151.9,13479987.3658351,44513.0,11733.1,1,0.479475438807888,0.485008005072167,0.915679030189444,0.24846847733688,0.0074521477201274
DEU,2018-01-01,889078.0,596377.9,227463.0,13509939.4553476,44692.0,11657.5,1,0.474661792107265,0.485008005072167,0.912391611471852,0.275042101184466,-0.331879474963942
DEU,2018-04-01,896065.7,598483.3,232199.6,13534753.3635173,44834.0,11800.3,1,0.474774295100873,0.485008005072167,0.913060239375146,0.252337952554449,-0.176489887204303
DEU,2018-07-01,890199.4,598170.5,238691.8,13563931.6630646,44946.0,11774.6,1,0.465800104202442,0.485008005072167,0.906570357877827,0.260318314708527,-0.322581978649076
DEU,2018-10-01,894167.8,603717.1,238454.3,13599164.4881186,45048.0,11836.9,1,0.469387355759546,0.485008005072167,0.907042470203837,0.246505555959394,0.0153684722936664
DEU,2019-01-01,900034.0,606209.7,235455.5,13633631.3207968,45171.0,11806.4,1,0.466880168732067,0.485008005072167,0.913682554833717,0.264844528703493,-0.152673332768624
DEU,2019-04-01,900551.6,607649.1,235917.8,13664582.3509849,45281.0,11738.6,1,0.460934381315558,0.485008005072167,0.916123605216636,0.287622134123436,-0.213701382068146
DEU,2019-07-01,904002.4,612472.2,235569.3,13695531.4157201,45322.0,11806.7,1,0.462415171474505,0.485008005072167,0.915871870208012,0.268902020290722,-0.0285734606716658
DEU,2019-10-01,900983.0,613016.0,236649.9,13725667.7444843,45396.0,11719.8,1,0.462321890609839,0.485008005072167,0.91526465766557,0.291725543683641,-0.26613069505061
DEU,2020-01-01,882694.2,597029.5,238114.0,13756432.628317,45422.0,11488.3,1,0.456635239483285,0.485008005072167,0.903945598577363,0.359211986424953,
DEU,2020-04-01,804362.8,552062.5,224266.6,13788200.1388923,44817.0,10633.7,1,0.431252855616324,0.485008005072167,0.8497078149693,0.536264494068536,
DEU,2020-07-01,874153.7,597153.5,226116.9,13805643.7368089,44782.0,10802.4,1,0.455019254246787,0.485008005072167,0.924194381034925,0.491393205029256,1.19395120907898
DEU,2020-10-01,882607.9,587091.4,240557.1,13824675.9807568,44851.0,11008.2,1,0.459844617891449,0.485008005072167,0.923432056684579,0.466014200509049,-1.41748501633947
DEU,2021-01-01,877173.1,576228.8,246271.9,13857862.9410454,44818.0,11003.0,1,0.464591862198272,0.485008005072167,0.916335790832991,0.477722553001346,-1.64429961004294
DEU,2021-04-01,897791.1,588943.7,252766.8,13896266.8969297,44920.0,11279.7,1,0.467575063014915,0.485008005072167,0.925435926856479,0.41143962159854,0.352306467817466
DEU,2021-07-01,898567.5,608878.6,238727.8,13940589.6934758,45141.0,11098.2,1,0.465685106857828,0.485008005072167,0.933109902648251,0.442404260342167,0.579212142002643
DEU,2021-10-01,903398.5,611976.8,244363.4,13970208.6480737,45286.0,11306.9,1,0.470005522682446,0.485008005072167,0.927848037785785,0.396421076942863,-0.0993036516082017
DEU,2022-01-01,909523.5,628114.8,234633.9,14005018.9183525,45476.0,11404.2,1,0.476570542661094,0.485008005072167,0.928985360789736,0.364004262749129,0.435120443128325
DEU,2022-04-01,910903.8,630931.9,238401.9,14029577.5345773,45594.0,11419.6,1,0.480920759880168,0.485008005072167,0.928957107674286,0.364771577435765,-0.123779970667669
