code,series_id,date,urate
AUS,LRHUTTTTAUQ156S,1966-07-01,1.8
AUS,LRHUTTTTAUQ156S,1966-10-01,1.7
AUS,LRHUTTTTAUQ156S,1967-01-01,1.8
AUS,LRHUTTTTAUQ156S,1967-04-01,2.0
AUS,LRHUTTTTAUQ156S,1967-07-01,1.9
AUS,LRHUTTTTAUQ156S,1967-10-01,1.8
AUS,LRHUTTTTAUQ156S,1968-01-01,1.9
AUS,LRHUTTTTAUQ156S,1968-04-01,1.9
AUS,LRHUTTTTAUQ156S,1968-07-01,1.8
AUS,LRHUTTTTAUQ156S,1968-10-01,1.7
AUS,LRHUTTTTAUQ156S,1969-01-01,1.8
AUS,LRHUTTTTAUQ156S,1969-04-01,1.8
AUS,LRHUTTTTAUQ156S,1969-07-01,1.7
AUS,LRHUTTTTAUQ156S,1969-10-01,1.9
AUS,LRHUTTTTAUQ156S,1970-01-01,1.6
AUS,LRHUTTTTAUQ156S,1970-04-01,1.7
AUS,LRHUTTTTAUQ156S,1970-07-01,1.7
AUS,LRHUTTTTAUQ156S,1970-10-01,1.6
AUS,LRHUTTTTAUQ156S,1971-01-01,1.7
AUS,LRHUTTTTAUQ156S,1971-04-01,1.9
AUS,LRHUTTTTAUQ156S,1971-07-01,1.9
AUS,LRHUTTTTAUQ156S,1971-10-01,2.2
AUS,LRHUTTTTAUQ156S,1972-01-01,2.4
AUS,LRHUTTTTAUQ156S,1972-04-01,2.4
AUS,LRHUTTTTAUQ156S,1972-07-01,2.9
AUS,LRHUTTTTAUQ156S,1972-10-01,2.8
AUS,LRHUTTTTAUQ156S,1973-01-01,2.6
AUS,LRHUTTTTAUQ156S,1973-04-01,2.3
AUS,LRHUTTTTAUQ156S,1973-07-01,2.1
AUS,LRHUTTTTAUQ156S,1973-10-01,2.1
AUS,LRHUTTTTAUQ156S,1974-01-01,2.1
AUS,LRHUTTTTAUQ156S,1974-04-01,2.1
AUS,LRHUTTTTAUQ156S,1974-07-01,2.7
AUS,LRHUTTTTAUQ156S,1974-10-01,4.0
AUS,LRHUTTTTAUQ156S,1975-01-01,4.8
AUS,LRHUTTTTAUQ156S,1975-04-01,4.8
AUS,LRHUTTTTAUQ156S,1975-07-01,4.7
AUS,LRHUTTTTAUQ156S,1975-10-01,5.4
AUS,LRHUTTTTAUQ156S,1976-01-01,4.9
AUS,LRHUTTTTAUQ156S,1976-04-01,4.5
AUS,LRHUTTTTAUQ156S,1976-07-01,4.8
AUS,LRHUTTTTAUQ156S,1976-10-01,4.9
AUS,LRHUTTTTAUQ156S,1977-01-01,5.2
AUS,LRHUTTTTAUQ156S,1977-04-01,5.6
AUS,LRHUTTTTAUQ156S,1977-07-01,5.8
AUS,LRHUTTTTAUQ156S,1977-10-01,5.9
AUS,LRHUTTTTAUQ156S,1978-01-01,6.6
AUS,LRHUTTTTAUQ156S,1978-04-01,6.260296
AUS,LRHUTTTTAUQ156S,1978-07-01,6.322323
AUS,LRHUTTTTAUQ156S,1978-10-01,6.29995
AUS,LRHUTTTTAUQ156S,1979-01-01,6.310829
AUS,LRHUTTTTAUQ156S,1979-04-01,6.317939
AUS,LRHUTTTTAUQ156S,1979-07-01,6.207308
AUS,LRHUTTTTAUQ156S,1979-10-01,6.182927
AUS,LRHUTTTTAUQ156S,1980-01-01,6.027495
AUS,LRHUTTTTAUQ156S,1980-04-01,6.228014
AUS,LRHUTTTTAUQ156S,1980-07-01,6.130672
AUS,LRHUTTTTAUQ156S,1980-10-01,5.985483
AUS,LRHUTTTTAUQ156S,1981-01-01,5.759471
AUS,LRHUTTTTAUQ156S,1981-04-01,5.506042
AUS,LRHUTTTTAUQ156S,1981-07-01,5.82739
AUS,LRHUTTTTAUQ156S,1981-10-01,5.964842
AUS,LRHUTTTTAUQ156S,1982-01-01,6.204226
AUS,LRHUTTTTAUQ156S,1982-04-01,6.564373
AUS,LRHUTTTTAUQ156S,1982-07-01,7.10654
AUS,LRHUTTTTAUQ156S,1982-10-01,8.792156
AUS,LRHUTTTTAUQ156S,1983-01-01,9.635841
AUS,LRHUTTTTAUQ156S,1983-04-01,10.22645
AUS,LRHUTTTTAUQ156S,1983-07-01,10.36034
AUS,LRHUTTTTAUQ156S,1983-10-01,9.706612
AUS,LRHUTTTTAUQ156S,1984-01-01,9.362905
AUS,LRHUTTTTAUQ156S,1984-04-01,9.134282
AUS,LRHUTTTTAUQ156S,1984-07-01,8.82801
AUS,LRHUTTTTAUQ156S,1984-10-01,8.631463
AUS,LRHUTTTTAUQ156S,1985-01-01,8.535639
AUS,LRHUTTTTAUQ156S,1985-04-01,8.449607
AUS,LRHUTTTTAUQ156S,1985-07-01,8.174147
AUS,LRHUTTTTAUQ156S,1985-10-01,7.861336
AUS,LRHUTTTTAUQ156S,1986-01-01,7.911674
AUS,LRHUTTTTAUQ156S,1986-04-01,7.799938
AUS,LRHUTTTTAUQ156S,1986-07-01,8.227409
AUS,LRHUTTTTAUQ156S,1986-10-01,8.330935
AUS,LRHUTTTTAUQ156S,1987-01-01,8.2771
AUS,LRHUTTTTAUQ156S,1987-04-01,8.169711
AUS,LRHUTTTTAUQ156S,1987-07-01,7.97746
AUS,LRHUTTTTAUQ156S,1987-10-01,7.915221
AUS,LRHUTTTTAUQ156S,1988-01-01,7.516331
AUS,LRHUTTTTAUQ156S,1988-04-01,7.649229
AUS,LRHUTTTTAUQ156S,1988-07-01,6.918932
AUS,LRHUTTTTAUQ156S,1988-10-01,6.754505
AUS,LRHUTTTTAUQ156S,1989-01-01,6.595298
AUS,LRHUTTTTAUQ156S,1989-04-01,6.163296
AUS,LRHUTTTTAUQ156S,1989-07-01,6.005215
AUS,LRHUTTTTAUQ156S,1989-10-01,5.853084
AUS,LRHUTTTTAUQ156S,1990-01-01,6.22965
AUS,LRHUTTTTAUQ156S,1990-04-01,6.463492
AUS,LRHUTTTTAUQ156S,1990-07-01,7.227734
AUS,LRHUTTTTAUQ156S,1990-10-01,7.867846
AUS,LRHUTTTTAUQ156S,1991-01-01,8.733809
AUS,LRHUTTTTAUQ156S,1991-04-01,9.64033
AUS,LRHUTTTTAUQ156S,1991-07-01,9.832912
AUS,LRHUTTTTAUQ156S,1991-10-01,10.22057
AUS,LRHUTTTTAUQ156S,1992-01-01,10.41752
AUS,LRHUTTTTAUQ156S,1992-04-01,10.63324
AUS,LRHUTTTTAUQ156S,1992-07-01,10.82654
AUS,LRHUTTTTAUQ156S,1992-10-01,11.14954
AUS,LRHUTTTTAUQ156S,1993-01-01,10.9025
AUS,LRHUTTTTAUQ156S,1993-04-01,10.84813
AUS,LRHUTTTTAUQ156S,1993-07-01,10.89111
AUS,LRHUTTTTAUQ156S,1993-10-01,10.8888
AUS,LRHUTTTTAUQ156S,1994-01-01,10.44028
AUS,LRHUTTTTAUQ156S,1994-04-01,9.882815
AUS,LRHUTTTTAUQ156S,1994-07-01,9.477625
AUS,LRHUTTTTAUQ156S,1994-10-01,9.057627
AUS,LRHUTTTTAUQ156S,1995-01-01,8.765343
AUS,LRHUTTTTAUQ156S,1995-04-01,8.364922
AUS,LRHUTTTTAUQ156S,1995-07-01,8.370487
AUS,LRHUTTTTAUQ156S,1995-10-01,8.390849
AUS,LRHUTTTTAUQ156S,1996-01-01,8.400038
AUS,LRHUTTTTAUQ156S,1996-04-01,8.415771
AUS,LRHUTTTTAUQ156S,1996-07-01,8.62252
AUS,LRHUTTTTAUQ156S,1996-10-01,8.620516
AUS,LRHUTTTTAUQ156S,1997-01-01,8.621316
AUS,LRHUTTTTAUQ156S,1997-04-01,8.482457
AUS,LRHUTTTTAUQ156S,1997-07-01,8.374417
AUS,LRHUTTTTAUQ156S,1997-10-01,7.97712
AUS,LRHUTTTTAUQ156S,1998-01-01,7.84089
AUS,LRHUTTTTAUQ156S,1998-04-01,7.73381
AUS,LRHUTTTTAUQ156S,1998-07-01,7.788205
AUS,LRHUTTTTAUQ156S,1998-10-01,7.374734
AUS,LRHUTTTTAUQ156S,1999-01-01,7.082412
AUS,LRHUTTTTAUQ156S,1999-04-01,6.886082
AUS,LRHUTTTTAUQ156S,1999-07-01,6.874343
AUS,LRHUTTTTAUQ156S,1999-10-01,6.633913
AUS,LRHUTTTTAUQ156S,2000-01-01,6.650461
AUS,LRHUTTTTAUQ156S,2000-04-01,6.302037
AUS,LRHUTTTTAUQ156S,2000-07-01,5.989693
AUS,LRHUTTTTAUQ156S,2000-10-01,6.172072
AUS,LRHUTTTTAUQ156S,2001-01-01,6.36621
AUS,LRHUTTTTAUQ156S,2001-04-01,6.869499
AUS,LRHUTTTTAUQ156S,2001-07-01,6.86773
AUS,LRHUTTTTAUQ156S,2001-10-01,6.979427
AUS,LRHUTTTTAUQ156S,2002-01-01,6.627514
AUS,LRHUTTTTAUQ156S,2002-04-01,6.404686
AUS,LRHUTTTTAUQ156S,2002-07-01,6.280427
AUS,LRHUTTTTAUQ156S,2002-10-01,6.157783
AUS,LRHUTTTTAUQ156S,2003-01-01,6.056242
AUS,LRHUTTTTAUQ156S,2003-04-01,6.05117
AUS,LRHUTTTTAUQ156S,2003-07-01,5.907149
AUS,LRHUTTTTAUQ156S,2003-10-01,5.708917
AUS,LRHUTTTTAUQ156S,2004-01-01,5.537339
AUS,LRHUTTTTAUQ156S,2004-04-01,5.435778
AUS,LRHUTTTTAUQ156S,2004-07-01,5.479475
AUS,LRHUTTTTAUQ156S,2004-10-01,5.117515
AUS,LRHUTTTTAUQ156S,2005-01-01,5.106749
AUS,LRHUTTTTAUQ156S,2005-04-01,5.057162
AUS,LRHUTTTTAUQ156S,2005-07-01,4.958565
AUS,LRHUTTTTAUQ156S,2005-10-01,5.007926
AUS,LRHUTTTTAUQ156S,2006-01-01,5.044225
AUS,LRHUTTTTAUQ156S,2006-04-01,4.857341
AUS,LRHUTTTTAUQ156S,2006-07-01,4.678329
AUS,LRHUTTTTAUQ156S,2006-10-01,4.515448
AUS,LRHUTTTTAUQ156S,2007-01-01,4.54921
AUS,LRHUTTTTAUQ156S,2007-04-01,4.324918
AUS,LRHUTTTTAUQ156S,2007-07-01,4.255192
AUS,LRHUTTTTAUQ156S,2007-10-01,4.35379
AUS,LRHUTTTTAUQ156S,2008-01-01,4.086197
AUS,LRHUTTTTAUQ156S,2008-04-01,4.258538
AUS,LRHUTTTTAUQ156S,2008-07-01,4.184956
AUS,LRHUTTTTAUQ156S,2008-10-01,4.441004
AUS,LRHUTTTTAUQ156S,2009-01-01,5.307328
AUS,LRHUTTTTAUQ156S,2009-04-01,5.729005
AUS,LRHUTTTTAUQ156S,2009-07-01,5.683148
AUS,LRHUTTTTAUQ156S,2009-10-01,5.557805
AUS,LRHUTTTTAUQ156S,2010-01-01,5.328965
AUS,LRHUTTTTAUQ156S,2010-04-01,5.290912
AUS,LRHUTTTTAUQ156S,2010-07-01,5.124851
AUS,LRHUTTTTAUQ156S,2010-10-01,5.090294
AUS,LRHUTTTTAUQ156S,2011-01-01,4.96723
AUS,LRHUTTTTAUQ156S,2011-04-01,4.963186
AUS,LRHUTTTTAUQ156S,2011-07-01,5.194829
AUS,LRHUTTTTAUQ156S,2011-10-01,5.20525
AUS,LRHUTTTTAUQ156S,2012-01-01,5.140916
AUS,LRHUTTTTAUQ156S,2012-04-01,5.119216
AUS,LRHUTTTTAUQ156S,2012-07-01,5.275849
AUS,LRHUTTTTAUQ156S,2012-10-01,5.366574
AUS,LRHUTTTTAUQ156S,2013-01-01,5.474746
AUS,LRHUTTTTAUQ156S,2013-04-01,5.631184
AUS,LRHUTTTTAUQ156S,2013-07-01,5.728566
AUS,LRHUTTTTAUQ156S,2013-10-01,5.840098
AUS,LRHUTTTTAUQ156S,2014-01-01,5.899516
AUS,LRHUTTTTAUQ156S,2014-04-01,5.927537
AUS,LRHUTTTTAUQ156S,2014-07-01,6.169819
AUS,LRHUTTTTAUQ156S,2014-10-01,6.253474
AUS,LRHUTTTTAUQ156S,2015-01-01,6.20281
AUS,LRHUTTTTAUQ156S,2015-04-01,6.016903
AUS,LRHUTTTTAUQ156S,2015-07-01,6.178764
AUS,LRHUTTTTAUQ156S,2015-10-01,5.83471
AUS,LRHUTTTTAUQ156S,2016-01-01,5.796363
AUS,LRHUTTTTAUQ156S,2016-04-01,5.687189
AUS,LRHUTTTTAUQ156S,2016-07-01,5.657904
AUS,LRHUTTTTAUQ156S,2016-10-01,5.733705
AUS,LRHUTTTTAUQ156S,2017-01-01,5.807653
AUS,LRHUTTTTAUQ156S,2017-04-01,5.592649
AUS,LRHUTTTTAUQ156S,2017-07-01,5.533132
AUS,LRHUTTTTAUQ156S,2017-10-01,5.491755
AUS,LRHUTTTTAUQ156S,2018-01-01,5.545322
AUS,LRHUTTTTAUQ156S,2018-04-01,5.44039
AUS,LRHUTTTTAUQ156S,2018-07-01,5.186149
AUS,LRHUTTTTAUQ156S,2018-10-01,5.043092
AUS,LRHUTTTTAUQ156S,2019-01-01,5.043594
AUS,LRHUTTTTAUQ156S,2019-04-01,5.224286
AUS,LRHUTTTTAUQ156S,2019-07-01,5.25421
AUS,LRHUTTTTAUQ156S,2019-10-01,5.171724
AUS,LRHUTTTTAUQ156S,2020-01-01,5.186515
AUS,LRHUTTTTAUQ156S,2020-04-01,6.903799
AUS,LRHUTTTTAUQ156S,2020-07-01,7.052707
AUS,LRHUTTTTAUQ156S,2020-10-01,6.77357
AUS,LRHUTTTTAUQ156S,2021-01-01,5.932023
AUS,LRHUTTTTAUQ156S,2021-04-01,5.198704
AUS,LRHUTTTTAUQ156S,2021-07-01,4.667748
AUS,LRHUTTTTAUQ156S,2021-10-01,4.693592
AUS,LRHUTTTTAUQ156S,2022-01-01,4.05985
AUS,LRHUTTTTAUQ156S,2022-04-01,3.797457
AUS,LRHUTTTTAUQ156S,2022-07-01,3.526133
AUS,LRHUTTTTAUQ156S,2022-10-01,3.49321
AUS,LRHUTTTTAUQ156S,2023-01-01,3.621526
AUS,LRHUTTTTAUQ156S,2023-04-01,3.601453
AUS,LRHUTTTTAUQ156S,2023-07-01,3.653215
AUS,LRHUTTTTAUQ156S,2023-10-01,3.899603
AUS,LRHUTTTTAUQ156S,2024-01-01,3.908769
AUS,LRHUTTTTAUQ156S,2024-04-01,4.036569
AUS,LRHUTTTTAUQ156S,2024-07-01,4.116481
AUS,LRHUTTTTAUQ156S,2024-10-01,4.008982
AUS,LRHUTTTTAUQ156S,2025-01-01,4.091446
AUS,LRHUTTTTAUQ156S,2025-04-01,4.153322
AUS,LRHUTTTTAUQ156S,2025-07-01,4.315202
AUS,LRHUTTTTAUQ156S,2025-10-01,4.257363
AUS,LRHUTTTTAUQ156S,2026-01-01,4.219944
AUS,LRHUTTTTAUQ156S,2026-04-01,4.430059
AUT,LRHUTTTTATQ156S,1993-01-01,3.833333
AUT,LRHUTTTTATQ156S,1993-04-01,3.966667
AUT,LRHUTTTTATQ156S,1993-07-01,4.033333
AUT,LRHUTTTTATQ156S,1993-10-01,4.0
AUT,LRHUTTTTATQ156S,1994-01-01,3.9
AUT,LRHUTTTTATQ156S,1994-04-01,3.833333
AUT,LRHUTTTTATQ156S,1994-07-01,3.8
AUT,LRHUTTTTATQ156S,1994-10-01,3.8
AUT,LRHUTTTTATQ156S,1995-01-01,3.933333
AUT,LRHUTTTTATQ156S,1995-04-01,4.1
AUT,LRHUTTTTATQ156S,1995-07-01,4.366667
AUT,LRHUTTTTATQ156S,1995-10-01,4.566667
AUT,LRHUTTTTATQ156S,1996-01-01,4.766667
AUT,LRHUTTTTATQ156S,1996-04-01,4.8
AUT,LRHUTTTTATQ156S,1996-07-01,4.7
AUT,LRHUTTTTATQ156S,1996-10-01,4.6
AUT,LRHUTTTTATQ156S,1997-01-01,4.666667
AUT,LRHUTTTTATQ156S,1997-04-01,4.7
AUT,LRHUTTTTATQ156S,1997-07-01,4.8
AUT,LRHUTTTTATQ156S,1997-10-01,4.866667
AUT,LRHUTTTTATQ156S,1998-01-01,4.933333
AUT,LRHUTTTTATQ156S,1998-04-01,4.833333
AUT,LRHUTTTTATQ156S,1998-07-01,4.666667
AUT,LRHUTTTTATQ156S,1998-10-01,4.4
AUT,LRHUTTTTATQ156S,1999-01-01,4.233333
AUT,LRHUTTTTATQ156S,1999-04-01,4.2
AUT,LRHUTTTTATQ156S,1999-07-01,4.033333
AUT,LRHUTTTTATQ156S,1999-10-01,4.1
AUT,LRHUTTTTATQ156S,2000-01-01,4.233333
AUT,LRHUTTTTATQ156S,2000-04-01,3.7
AUT,LRHUTTTTATQ156S,2000-07-01,3.833333
AUT,LRHUTTTTATQ156S,2000-10-01,3.766667
AUT,LRHUTTTTATQ156S,2001-01-01,3.633333
AUT,LRHUTTTTATQ156S,2001-04-01,4.0
AUT,LRHUTTTTATQ156S,2001-07-01,4.1
AUT,LRHUTTTTATQ156S,2001-10-01,4.3
AUT,LRHUTTTTATQ156S,2002-01-01,4.5
AUT,LRHUTTTTATQ156S,2002-04-01,4.233333
AUT,LRHUTTTTATQ156S,2002-07-01,4.4
AUT,LRHUTTTTATQ156S,2002-10-01,4.433333
AUT,LRHUTTTTATQ156S,2003-01-01,4.533333
AUT,LRHUTTTTATQ156S,2003-04-01,4.8
AUT,LRHUTTTTATQ156S,2003-07-01,4.8
AUT,LRHUTTTTATQ156S,2003-10-01,5.033333
AUT,LRHUTTTTATQ156S,2004-01-01,6.0
AUT,LRHUTTTTATQ156S,2004-04-01,5.8
AUT,LRHUTTTTATQ156S,2004-07-01,5.766667
AUT,LRHUTTTTATQ156S,2004-10-01,5.933333
AUT,LRHUTTTTATQ156S,2005-01-01,5.8
AUT,LRHUTTTTATQ156S,2005-04-01,6.1
AUT,LRHUTTTTATQ156S,2005-07-01,6.066667
AUT,LRHUTTTTATQ156S,2005-10-01,6.133333
AUT,LRHUTTTTATQ156S,2006-01-01,6.066667
AUT,LRHUTTTTATQ156S,2006-04-01,5.7
AUT,LRHUTTTTATQ156S,2006-07-01,5.3
AUT,LRHUTTTTATQ156S,2006-10-01,5.333333
AUT,LRHUTTTTATQ156S,2007-01-01,5.233333
AUT,LRHUTTTTATQ156S,2007-04-01,5.433333
AUT,LRHUTTTTATQ156S,2007-07-01,5.266667
AUT,LRHUTTTTATQ156S,2007-10-01,4.833333
AUT,LRHUTTTTATQ156S,2008-01-01,4.533333
AUT,LRHUTTTTATQ156S,2008-04-01,4.1
AUT,LRHUTTTTATQ156S,2008-07-01,4.333333
AUT,LRHUTTTTATQ156S,2008-10-01,4.7
AUT,LRHUTTTTATQ156S,2009-01-01,5.133333
AUT,LRHUTTTTATQ156S,2009-04-01,5.733333
AUT,LRHUTTTTATQ156S,2009-07-01,6.133333
AUT,LRHUTTTTATQ156S,2009-10-01,5.766667
AUT,LRHUTTTTATQ156S,2010-01-01,5.4
AUT,LRHUTTTTATQ156S,2010-04-01,5.366667
AUT,LRHUTTTTATQ156S,2010-07-01,5.166667
AUT,LRHUTTTTATQ156S,2010-10-01,4.866667
AUT,LRHUTTTTATQ156S,2011-01-01,5.133333
AUT,LRHUTTTTATQ156S,2011-04-01,4.8
AUT,LRHUTTTTATQ156S,2011-07-01,4.333333
AUT,LRHUTTTTATQ156S,2011-10-01,5.233333
AUT,LRHUTTTTATQ156S,2012-01-01,4.866667
AUT,LRHUTTTTATQ156S,2012-04-01,5.2
AUT,LRHUTTTTATQ156S,2012-07-01,5.5
AUT,LRHUTTTTATQ156S,2012-10-01,5.4
AUT,LRHUTTTTATQ156S,2013-01-01,5.833333
AUT,LRHUTTTTATQ156S,2013-04-01,5.433333
AUT,LRHUTTTTATQ156S,2013-07-01,5.7
AUT,LRHUTTTTATQ156S,2013-10-01,5.866667
AUT,LRHUTTTTATQ156S,2014-01-01,6.1
AUT,LRHUTTTTATQ156S,2014-04-01,5.866667
AUT,LRHUTTTTATQ156S,2014-07-01,6.066667
AUT,LRHUTTTTATQ156S,2014-10-01,6.1
AUT,LRHUTTTTATQ156S,2015-01-01,6.0
AUT,LRHUTTTTATQ156S,2015-04-01,6.266667
AUT,LRHUTTTTATQ156S,2015-07-01,6.066667
AUT,LRHUTTTTATQ156S,2015-10-01,6.3
AUT,LRHUTTTTATQ156S,2016-01-01,6.466667
AUT,LRHUTTTTATQ156S,2016-04-01,6.6
AUT,LRHUTTTTATQ156S,2016-07-01,6.633333
AUT,LRHUTTTTATQ156S,2016-10-01,6.2
AUT,LRHUTTTTATQ156S,2017-01-01,6.166667
AUT,LRHUTTTTATQ156S,2017-04-01,5.9
AUT,LRHUTTTTATQ156S,2017-07-01,5.866667
AUT,LRHUTTTTATQ156S,2017-10-01,5.833333
AUT,LRHUTTTTATQ156S,2018-01-01,5.433333
AUT,LRHUTTTTATQ156S,2018-04-01,5.0
AUT,LRHUTTTTATQ156S,2018-07-01,5.366667
AUT,LRHUTTTTATQ156S,2018-10-01,5.1
AUT,LRHUTTTTATQ156S,2019-01-01,5.066667
AUT,LRHUTTTTATQ156S,2019-04-01,4.866667
AUT,LRHUTTTTATQ156S,2019-07-01,4.8
AUT,LRHUTTTTATQ156S,2019-10-01,4.533333
AUT,LRHUTTTTATQ156S,2020-01-01,4.7
AUT,LRHUTTTTATQ156S,2020-04-01,7.0
AUT,LRHUTTTTATQ156S,2020-07-01,6.433333
AUT,LRHUTTTTATQ156S,2020-10-01,6.266667
AUT,LRHUTTTTATQ156S,2021-01-01,7.166667
AUT,LRHUTTTTATQ156S,2021-04-01,6.733333
AUT,LRHUTTTTATQ156S,2021-07-01,5.566667
AUT,LRHUTTTTATQ156S,2021-10-01,5.2
AUT,LRHUTTTTATQ156S,2022-01-01,4.633333
AUT,LRHUTTTTATQ156S,2022-04-01,4.466667
AUT,LRHUTTTTATQ156S,2022-07-01,4.9
AUT,LRHUTTTTATQ156S,2022-10-01,4.933333
AUT,LRHUTTTTATQ156S,2023-01-01,4.966667
AUT,LRHUTTTTATQ156S,2023-04-01,5.0
AUT,LRHUTTTTATQ156S,2023-07-01,5.433333
AUT,LRHUTTTTATQ156S,2023-10-01,5.166667
AUT,LRHUTTTTATQ156S,2024-01-01,4.866667
AUT,LRHUTTTTATQ156S,2024-04-01,5.133333
AUT,LRHUTTTTATQ156S,2024-07-01,5.333333
AUT,LRHUTTTTATQ156S,2024-10-01,5.366667
AUT,LRHUTTTTATQ156S,2025-01-01,5.466667
AUT,LRHUTTTTATQ156S,2025-04-01,5.733333
AUT,LRHUTTTTATQ156S,2025-07-01,5.7
AUT,LRHUTTTTATQ156S,2025-10-01,5.833333
AUT,LRHUTTTTATQ156S,2026-01-01,5.733333
AUT,LRHUTTTTATQ156S,2026-04-01,5.766667
BEL,LRHUTTTTBEQ156S,1983-01-01,10.5
BEL,LRHUTTTTBEQ156S,1983-04-01,10.66667
BEL,LRHUTTTTBEQ156S,1983-07-01,10.83333
BEL,LRHUTTTTBEQ156S,1983-10-01,10.96667
BEL,LRHUTTTTBEQ156S,1984-01-01,10.86667
BEL,LRHUTTTTBEQ156S,1984-04-01,10.8
BEL,LRHUTTTTBEQ156S,1984-07-01,10.86667
BEL,LRHUTTTTBEQ156S,1984-10-01,10.76667
BEL,LRHUTTTTBEQ156S,1985-01-01,10.53333
BEL,LRHUTTTTBEQ156S,1985-04-01,10.1
BEL,LRHUTTTTBEQ156S,1985-07-01,9.9
BEL,LRHUTTTTBEQ156S,1985-10-01,9.933333
BEL,LRHUTTTTBEQ156S,1986-01-01,10.1
BEL,LRHUTTTTBEQ156S,1986-04-01,10.1
BEL,LRHUTTTTBEQ156S,1986-07-01,9.933333
BEL,LRHUTTTTBEQ156S,1986-10-01,10.06667
BEL,LRHUTTTTBEQ156S,1987-01-01,10.03333
BEL,LRHUTTTTBEQ156S,1987-04-01,9.933333
BEL,LRHUTTTTBEQ156S,1987-07-01,9.7
BEL,LRHUTTTTBEQ156S,1987-10-01,9.566667
BEL,LRHUTTTTBEQ156S,1988-01-01,9.4
BEL,LRHUTTTTBEQ156S,1988-04-01,9.066667
BEL,LRHUTTTTBEQ156S,1988-07-01,8.666667
BEL,LRHUTTTTBEQ156S,1988-10-01,8.2
BEL,LRHUTTTTBEQ156S,1989-01-01,7.8
BEL,LRHUTTTTBEQ156S,1989-04-01,7.5
BEL,LRHUTTTTBEQ156S,1989-07-01,7.2
BEL,LRHUTTTTBEQ156S,1989-10-01,6.966667
BEL,LRHUTTTTBEQ156S,1990-01-01,6.733333
BEL,LRHUTTTTBEQ156S,1990-04-01,6.6
BEL,LRHUTTTTBEQ156S,1990-07-01,6.5
BEL,LRHUTTTTBEQ156S,1990-10-01,6.4
BEL,LRHUTTTTBEQ156S,1991-01-01,6.4
BEL,LRHUTTTTBEQ156S,1991-04-01,6.4
BEL,LRHUTTTTBEQ156S,1991-07-01,6.4
BEL,LRHUTTTTBEQ156S,1991-10-01,6.6
BEL,LRHUTTTTBEQ156S,1992-01-01,6.733333
BEL,LRHUTTTTBEQ156S,1992-04-01,7.0
BEL,LRHUTTTTBEQ156S,1992-07-01,7.133333
BEL,LRHUTTTTBEQ156S,1992-10-01,7.5
BEL,LRHUTTTTBEQ156S,1993-01-01,7.933333
BEL,LRHUTTTTBEQ156S,1993-04-01,8.366667
BEL,LRHUTTTTBEQ156S,1993-07-01,8.866667
BEL,LRHUTTTTBEQ156S,1993-10-01,9.333333
BEL,LRHUTTTTBEQ156S,1994-01-01,9.666667
BEL,LRHUTTTTBEQ156S,1994-04-01,9.8
BEL,LRHUTTTTBEQ156S,1994-07-01,9.8
BEL,LRHUTTTTBEQ156S,1994-10-01,9.733334
BEL,LRHUTTTTBEQ156S,1995-01-01,9.666667
BEL,LRHUTTTTBEQ156S,1995-04-01,9.6
BEL,LRHUTTTTBEQ156S,1995-07-01,9.666667
BEL,LRHUTTTTBEQ156S,1995-10-01,9.8
BEL,LRHUTTTTBEQ156S,1996-01-01,9.866667
BEL,LRHUTTTTBEQ156S,1996-04-01,9.666667
BEL,LRHUTTTTBEQ156S,1996-07-01,9.433333
BEL,LRHUTTTTBEQ156S,1996-10-01,9.233334
BEL,LRHUTTTTBEQ156S,1997-01-01,9.1
BEL,LRHUTTTTBEQ156S,1997-04-01,9.133333
BEL,LRHUTTTTBEQ156S,1997-07-01,9.3
BEL,LRHUTTTTBEQ156S,1997-10-01,9.333333
BEL,LRHUTTTTBEQ156S,1998-01-01,9.433333
BEL,LRHUTTTTBEQ156S,1998-04-01,9.433333
BEL,LRHUTTTTBEQ156S,1998-07-01,9.366667
BEL,LRHUTTTTBEQ156S,1998-10-01,9.133333
BEL,LRHUTTTTBEQ156S,1999-01-01,8.966666
BEL,LRHUTTTTBEQ156S,1999-04-01,8.9
BEL,LRHUTTTTBEQ156S,1999-07-01,8.133333
BEL,LRHUTTTTBEQ156S,1999-10-01,7.7
BEL,LRHUTTTTBEQ156S,2000-01-01,7.1
BEL,LRHUTTTTBEQ156S,2000-04-01,6.8
BEL,LRHUTTTTBEQ156S,2000-07-01,6.9
BEL,LRHUTTTTBEQ156S,2000-10-01,6.633333
BEL,LRHUTTTTBEQ156S,2001-01-01,6.066667
BEL,LRHUTTTTBEQ156S,2001-04-01,6.5
BEL,LRHUTTTTBEQ156S,2001-07-01,6.3
BEL,LRHUTTTTBEQ156S,2001-10-01,7.4
BEL,LRHUTTTTBEQ156S,2002-01-01,7.333333
BEL,LRHUTTTTBEQ156S,2002-04-01,7.3
BEL,LRHUTTTTBEQ156S,2002-07-01,7.5
BEL,LRHUTTTTBEQ156S,2002-10-01,7.966667
BEL,LRHUTTTTBEQ156S,2003-01-01,8.1
BEL,LRHUTTTTBEQ156S,2003-04-01,8.1
BEL,LRHUTTTTBEQ156S,2003-07-01,8.133333
BEL,LRHUTTTTBEQ156S,2003-10-01,8.366667
BEL,LRHUTTTTBEQ156S,2004-01-01,8.533334
BEL,LRHUTTTTBEQ156S,2004-04-01,7.766667
