code,quarter,status,informal_rate
BWA,2019-Q4,TOTAL,70.874
BWA,2020-Q1,EES,65.187
BWA,2020-Q1,SLF,84.626
BWA,2020-Q1,TOTAL,73.128
BWA,2020-Q4,EES,69.459
BWA,2020-Q4,SLF,82.917
BWA,2020-Q4,TOTAL,74.625
CHL,2017-Q3,EES,18.171
CHL,2017-Q3,SLF,57.011
CHL,2017-Q3,TOTAL,28.597
CHL,2017-Q4,EES,19.087
CHL,2017-Q4,SLF,57.833
CHL,2017-Q4,TOTAL,29.24
CHL,2018-Q1,EES,18.232
CHL,2018-Q1,SLF,57.215
CHL,2018-Q1,TOTAL,28.244
CHL,2018-Q2,EES,17.58
CHL,2018-Q2,SLF,57.641
CHL,2018-Q2,TOTAL,27.841
CHL,2018-Q3,EES,17.404
CHL,2018-Q3,SLF,56.84
CHL,2018-Q3,TOTAL,27.678
CHL,2018-Q4,EES,18.117
CHL,2018-Q4,SLF,59.049
CHL,2018-Q4,TOTAL,28.756
CHL,2019-Q1,EES,17.12
CHL,2019-Q1,SLF,58.029
CHL,2019-Q1,TOTAL,27.616
CHL,2019-Q2,EES,17.21
CHL,2019-Q2,SLF,58.397
CHL,2019-Q2,TOTAL,28.014
CHL,2019-Q3,EES,16.883
CHL,2019-Q3,SLF,58.857
CHL,2019-Q3,TOTAL,27.822
CHL,2019-Q4,EES,18.03
CHL,2019-Q4,SLF,59.992
CHL,2019-Q4,TOTAL,28.797
CHL,2020-Q1,EES,18.981
CHL,2020-Q1,SLF,60.365
CHL,2020-Q1,TOTAL,29.138
CHL,2020-Q2,EES,13.116
CHL,2020-Q2,SLF,56.591
CHL,2020-Q2,TOTAL,22.432
CHL,2020-Q3,EES,13.947
CHL,2020-Q3,SLF,56.624
CHL,2020-Q3,TOTAL,23.562
CHL,2020-Q4,EES,16.277
CHL,2020-Q4,SLF,62.193
CHL,2020-Q4,TOTAL,27.245
CHL,2021-Q1,EES,15.617
CHL,2021-Q1,SLF,62.279
CHL,2021-Q1,TOTAL,26.925
CHL,2021-Q2,EES,14.58
CHL,2021-Q2,SLF,61.938
CHL,2021-Q2,TOTAL,26.168
CHL,2021-Q3,EES,15.577
CHL,2021-Q3,SLF,63.988
CHL,2021-Q3,TOTAL,27.83
CHL,2021-Q4,EES,15.796
CHL,2021-Q4,SLF,64.966
CHL,2021-Q4,TOTAL,28.399
CHL,2022-Q1,EES,15.895
CHL,2022-Q1,SLF,63.643
CHL,2022-Q1,TOTAL,27.417
CHL,2022-Q2,EES,15.663
CHL,2022-Q2,SLF,62.655
CHL,2022-Q2,TOTAL,27.371
CHL,2022-Q3,EES,15.568
CHL,2022-Q3,SLF,61.684
CHL,2022-Q3,TOTAL,27.138
CHL,2022-Q4,EES,16.203
CHL,2022-Q4,SLF,62.662
CHL,2022-Q4,TOTAL,27.491
CHL,2023-Q1,EES,16.045
CHL,2023-Q1,SLF,62.972
CHL,2023-Q1,TOTAL,27.498
CHL,2023-Q2,EES,16.113
CHL,2023-Q2,SLF,61.439
CHL,2023-Q2,TOTAL,27.321
CHL,2023-Q3,EES,15.638
CHL,2023-Q3,SLF,61.03
CHL,2023-Q3,TOTAL,26.885
CHL,2023-Q4,EES,16.179
CHL,2023-Q4,SLF,62.924
CHL,2023-Q4,TOTAL,27.71
CHL,2024-Q1,EES,16.8
CHL,2024-Q1,SLF,63.497
CHL,2024-Q1,TOTAL,28.013
CHL,2024-Q2,EES,16.227
CHL,2024-Q2,SLF,64.797
CHL,2024-Q2,TOTAL,28.103
CHL,2024-Q3,EES,15.675
CHL,2024-Q3,SLF,63.014
CHL,2024-Q3,TOTAL,27.102
CHL,2024-Q4,EES,16.332
CHL,2024-Q4,SLF,59.923
CHL,2024-Q4,TOTAL,26.608
CHL,2025-Q1,EES,15.319
CHL,2025-Q1,SLF,60.62
CHL,2025-Q1,TOTAL,26.068
CHL,2025-Q2,EES,15.958
CHL,2025-Q2,SLF,59.226
CHL,2025-Q2,TOTAL,26.128
CHL,2025-Q3,EES,15.924
CHL,2025-Q3,SLF,58.85
CHL,2025-Q3,TOTAL,26.336
CHL,2025-Q4,EES,16.772
CHL,2025-Q4,SLF,59.131
CHL,2025-Q4,TOTAL,26.933
COL,2006-Q2,EES,54.148
COL,2006-Q2,SLF,90.338
COL,2006-Q2,TOTAL,71.569
COL,2007-Q1,EES,53.08
COL,2007-Q1,SLF,86.09
COL,2007-Q1,TOTAL,68.158
COL,2007-Q2,EES,52.475
COL,2007-Q2,SLF,85.478
COL,2007-Q2,TOTAL,67.436
COL,2007-Q3,EES,49.523
COL,2007-Q3,SLF,84.421
COL,2007-Q3,TOTAL,65.258
COL,2007-Q4,EES,51.79
COL,2007-Q4,SLF,84.962
COL,2007-Q4,TOTAL,67.484
COL,2008-Q1,EES,50.617
COL,2008-Q1,SLF,86.783
COL,2008-Q1,TOTAL,68.457
COL,2008-Q2,EES,46.608
COL,2008-Q2,SLF,85.472
COL,2008-Q2,TOTAL,66.529
COL,2008-Q3,EES,43.907
COL,2008-Q3,SLF,86.377
COL,2008-Q3,TOTAL,65.548
COL,2008-Q4,EES,47.787
COL,2008-Q4,SLF,85.646
COL,2008-Q4,TOTAL,66.842
COL,2009-Q1,EES,46.646
COL,2009-Q1,SLF,86.907
COL,2009-Q1,TOTAL,67.568
COL,2009-Q2,EES,45.837
COL,2009-Q2,SLF,89.23
COL,2009-Q2,TOTAL,68.509
COL,2009-Q3,EES,46.215
COL,2009-Q3,SLF,89.825
COL,2009-Q3,TOTAL,68.696
COL,2009-Q4,EES,46.632
COL,2009-Q4,SLF,90.18
COL,2009-Q4,TOTAL,70.177
COL,2010-Q1,EES,45.982
COL,2010-Q1,SLF,87.127
COL,2010-Q1,TOTAL,68.031
COL,2010-Q2,EES,44.099
COL,2010-Q2,SLF,87.072
COL,2010-Q2,TOTAL,67.211
COL,2010-Q3,EES,45.903
COL,2010-Q3,SLF,87.513
COL,2010-Q3,TOTAL,68.02
COL,2010-Q4,EES,45.63
COL,2010-Q4,SLF,88.27
COL,2010-Q4,TOTAL,68.986
COL,2011-Q1,EES,44.68
COL,2011-Q1,SLF,86.976
COL,2011-Q1,TOTAL,67.402
COL,2011-Q2,EES,43.6
COL,2011-Q2,SLF,86.762
COL,2011-Q2,TOTAL,66.824
COL,2011-Q3,EES,44.478
COL,2011-Q3,SLF,85.575
COL,2011-Q3,TOTAL,66.403
COL,2011-Q4,EES,46.01
COL,2011-Q4,SLF,87.127
COL,2011-Q4,TOTAL,68.787
COL,2012-Q1,EES,42.804
COL,2012-Q1,SLF,87.061
COL,2012-Q1,TOTAL,66.654
COL,2012-Q2,EES,43.378
COL,2012-Q2,SLF,86.636
COL,2012-Q2,TOTAL,66.568
COL,2012-Q3,EES,43.915
COL,2012-Q3,SLF,86.798
COL,2012-Q3,TOTAL,66.801
COL,2012-Q4,EES,45.168
COL,2012-Q4,SLF,87.521
COL,2012-Q4,TOTAL,67.77
COL,2013-Q1,EES,42.853
COL,2013-Q1,SLF,85.689
COL,2013-Q1,TOTAL,65.532
COL,2013-Q2,EES,41.887
COL,2013-Q2,SLF,85.714
COL,2013-Q2,TOTAL,64.894
COL,2013-Q3,EES,40.942
COL,2013-Q3,SLF,85.644
COL,2013-Q3,TOTAL,64.296
COL,2013-Q4,EES,43.033
COL,2013-Q4,SLF,85.471
COL,2013-Q4,TOTAL,65.465
COL,2014-Q1,EES,40.075
COL,2014-Q1,SLF,84.936
COL,2014-Q1,TOTAL,63.32
COL,2014-Q2,EES,38.997
COL,2014-Q2,SLF,85.279
COL,2014-Q2,TOTAL,63.063
COL,2014-Q3,EES,39.891
COL,2014-Q3,SLF,85.292
COL,2014-Q3,TOTAL,63.248
COL,2014-Q4,EES,39.969
COL,2014-Q4,SLF,86.419
COL,2014-Q4,TOTAL,64.066
COL,2015-Q1,EES,40.148
COL,2015-Q1,SLF,85.808
COL,2015-Q1,TOTAL,63.664
COL,2015-Q2,EES,38.263
COL,2015-Q2,SLF,85.903
COL,2015-Q2,TOTAL,62.827
COL,2015-Q3,EES,38.504
COL,2015-Q3,SLF,86.195
COL,2015-Q3,TOTAL,62.866
COL,2015-Q4,EES,38.843
COL,2015-Q4,SLF,86.447
COL,2015-Q4,TOTAL,63.481
COL,2016-Q1,EES,37.127
COL,2016-Q1,SLF,86.596
COL,2016-Q1,TOTAL,62.52
COL,2016-Q2,EES,36.894
COL,2016-Q2,SLF,86.372
COL,2016-Q2,TOTAL,62.185
COL,2016-Q3,EES,36.95
COL,2016-Q3,SLF,85.754
COL,2016-Q3,TOTAL,61.944
COL,2016-Q4,EES,37.706
COL,2016-Q4,SLF,86.382
COL,2016-Q4,TOTAL,63.012
COL,2017-Q1,EES,35.905
COL,2017-Q1,SLF,86.755
COL,2017-Q1,TOTAL,62.155
COL,2017-Q2,EES,35.973
COL,2017-Q2,SLF,86.704
COL,2017-Q2,TOTAL,62.048
COL,2017-Q3,EES,36.026
COL,2017-Q3,SLF,86.077
COL,2017-Q3,TOTAL,61.826
COL,2017-Q4,EES,36.918
COL,2017-Q4,SLF,86.565
COL,2017-Q4,TOTAL,62.728
COL,2018-Q1,EES,35.629
COL,2018-Q1,SLF,87.459
COL,2018-Q1,TOTAL,62.52
COL,2018-Q2,EES,34.733
COL,2018-Q2,SLF,87.459
COL,2018-Q2,TOTAL,61.963
COL,2018-Q3,EES,35.898
COL,2018-Q3,SLF,86.613
COL,2018-Q3,TOTAL,62.189
COL,2018-Q4,EES,36.132
COL,2018-Q4,SLF,87.39
COL,2018-Q4,TOTAL,63.011
COL,2019-Q1,EES,36.86
COL,2019-Q1,SLF,87.126
COL,2019-Q1,TOTAL,62.16
COL,2019-Q2,EES,35.906
COL,2019-Q2,SLF,86.278
COL,2019-Q2,TOTAL,61.073
COL,2019-Q3,EES,37.02
COL,2019-Q3,SLF,86.233
COL,2019-Q3,TOTAL,61.194
COL,2019-Q4,EES,38.593
COL,2019-Q4,SLF,87.504
COL,2019-Q4,TOTAL,63.335
COL,2020-Q4,EES,36.512
COL,2020-Q4,SLF,88.25
COL,2020-Q4,TOTAL,63.563
COL,2021-Q1,EES,37.43
COL,2021-Q1,SLF,88.625
COL,2021-Q1,TOTAL,63.554
COL,2021-Q2,EES,36.63
COL,2021-Q2,SLF,88.344
COL,2021-Q2,TOTAL,62.84
COL,2021-Q3,EES,35.909
COL,2021-Q3,SLF,87.625
COL,2021-Q3,TOTAL,62.358
COL,2021-Q4,EES,37.659
COL,2021-Q4,SLF,88.462
COL,2021-Q4,TOTAL,64.196
COL,2022-Q1,EES,34.284
COL,2022-Q1,SLF,85.576
COL,2022-Q1,TOTAL,58.536
COL,2022-Q2,EES,34.59
COL,2022-Q2,SLF,84.333
COL,2022-Q2,TOTAL,57.966
COL,2022-Q3,EES,35.171
COL,2022-Q3,SLF,83.69
COL,2022-Q3,TOTAL,58.256
COL,2022-Q4,EES,35.171
COL,2022-Q4,SLF,83.717
COL,2022-Q4,TOTAL,57.852
COL,2023-Q1,EES,34.825
COL,2023-Q1,SLF,84.84
COL,2023-Q1,TOTAL,58.199
COL,2023-Q2,EES,32.139
COL,2023-Q2,SLF,83.038
COL,2023-Q2,TOTAL,55.835
COL,2023-Q3,EES,32.937
COL,2023-Q3,SLF,83.021
COL,2023-Q3,TOTAL,56.404
COL,2023-Q4,EES,32.506
COL,2023-Q4,SLF,82.381
COL,2023-Q4,TOTAL,55.642
COL,2024-Q1,EES,33.672
COL,2024-Q1,SLF,83.826
COL,2024-Q1,TOTAL,56.475
COL,2024-Q2,EES,33.644
COL,2024-Q2,SLF,83.01
COL,2024-Q2,TOTAL,55.967
COL,2024-Q3,EES,33.086
COL,2024-Q3,SLF,82.809
COL,2024-Q3,TOTAL,56.133
COL,2024-Q4,EES,32.686
COL,2024-Q4,SLF,83.278
COL,2024-Q4,TOTAL,56.008
COL,2025-Q1,EES,33.603
COL,2025-Q1,SLF,84.545
COL,2025-Q1,TOTAL,57.302
COL,2025-Q2,EES,32.361
COL,2025-Q2,SLF,82.968
COL,2025-Q2,TOTAL,55.356
COL,2025-Q3,EES,32.771
COL,2025-Q3,SLF,82.86
COL,2025-Q3,TOTAL,55.399
COL,2025-Q4,EES,33.721
COL,2025-Q4,SLF,82.909
COL,2025-Q4,TOTAL,56.011
COL,2026-Q1,EES,32.091
COL,2026-Q1,SLF,82.42
COL,2026-Q1,TOTAL,55.453
CRI,2010-Q3,EES,29.306
CRI,2010-Q3,SLF,67.748
CRI,2010-Q3,TOTAL,40.407
CRI,2010-Q4,EES,28.46
CRI,2010-Q4,SLF,66.154
CRI,2010-Q4,TOTAL,38.621
CRI,2011-Q1,EES,25.326
CRI,2011-Q1,SLF,69.825
CRI,2011-Q1,TOTAL,37.562
CRI,2011-Q2,EES,26.453
CRI,2011-Q2,SLF,66.253
CRI,2011-Q2,TOTAL,37.207
CRI,2011-Q3,EES,26.3
CRI,2011-Q3,SLF,65.264
CRI,2011-Q3,TOTAL,36.703
CRI,2011-Q4,EES,26.466
CRI,2011-Q4,SLF,66.209
CRI,2011-Q4,TOTAL,36.842
CRI,2012-Q1,EES,27.801
CRI,2012-Q1,SLF,65.976
CRI,2012-Q1,TOTAL,38.188
CRI,2012-Q2,EES,28.389
CRI,2012-Q2,SLF,65.585
CRI,2012-Q2,TOTAL,38.41
CRI,2012-Q3,EES,28.533
CRI,2012-Q3,SLF,67.078
CRI,2012-Q3,TOTAL,39.506
CRI,2012-Q4,EES,30.807
CRI,2012-Q4,SLF,65.41
CRI,2012-Q4,TOTAL,40.348
CRI,2013-Q1,EES,29.8
CRI,2013-Q1,SLF,61.621
CRI,2013-Q1,TOTAL,38.955
CRI,2013-Q2,EES,30.272
CRI,2013-Q2,SLF,66.487
CRI,2013-Q2,TOTAL,41.404
CRI,2013-Q3,EES,30.832
CRI,2013-Q3,SLF,65.497
CRI,2013-Q3,TOTAL,41.706
CRI,2013-Q4,EES,30.915
CRI,2013-Q4,SLF,66.009
CRI,2013-Q4,TOTAL,41.357
CRI,2014-Q1,EES,31.67
CRI,2014-Q1,SLF,65.079
CRI,2014-Q1,TOTAL,41.416
CRI,2014-Q2,EES,28.474
CRI,2014-Q2,SLF,67.229
CRI,2014-Q2,TOTAL,39.846
CRI,2014-Q3,EES,29.119
CRI,2014-Q3,SLF,69.83
CRI,2014-Q3,TOTAL,41.141
CRI,2014-Q4,EES,30.899
CRI,2014-Q4,SLF,68.573
CRI,2014-Q4,TOTAL,42.462
CRI,2015-Q1,EES,30.691
CRI,2015-Q1,SLF,70.611
CRI,2015-Q1,TOTAL,42.704
CRI,2015-Q2,EES,29.025
CRI,2015-Q2,SLF,70.202
CRI,2015-Q2,TOTAL,41.545
CRI,2015-Q3,EES,32.009
CRI,2015-Q3,SLF,68.789
CRI,2015-Q3,TOTAL,42.475
CRI,2015-Q4,EES,29.41
CRI,2015-Q4,SLF,71.437
CRI,2015-Q4,TOTAL,41.488
CRI,2016-Q1,EES,28.232
CRI,2016-Q1,SLF,70.174
CRI,2016-Q1,TOTAL,39.832
CRI,2016-Q2,EES,28.533
CRI,2016-Q2,SLF,67.873
CRI,2016-Q2,TOTAL,39.648
CRI,2016-Q3,EES,28.682
CRI,2016-Q3,SLF,68.129
CRI,2016-Q3,TOTAL,39.986
CRI,2016-Q4,EES,30.185
CRI,2016-Q4,SLF,68.393
CRI,2016-Q4,TOTAL,41.138
CRI,2017-Q1,EES,29.126
CRI,2017-Q1,SLF,71.351
CRI,2017-Q1,TOTAL,40.92
CRI,2017-Q2,EES,29.127
CRI,2017-Q2,SLF,72.075
CRI,2017-Q2,TOTAL,41.509
CRI,2017-Q3,EES,27.347
CRI,2017-Q3,SLF,75.644
CRI,2017-Q3,TOTAL,40.994
CRI,2017-Q4,EES,25.488
CRI,2017-Q4,SLF,75.477
CRI,2017-Q4,TOTAL,39.449
CRI,2018-Q1,EES,25.223
CRI,2018-Q1,SLF,73.914
CRI,2018-Q1,TOTAL,39.303
CRI,2018-Q2,EES,28.398
CRI,2018-Q2,SLF,70.69
CRI,2018-Q2,TOTAL,41.27
CRI,2018-Q3,EES,29.05
CRI,2018-Q3,SLF,71.359
CRI,2018-Q3,TOTAL,41.848
CRI,2018-Q4,EES,28.529
CRI,2018-Q4,SLF,70.865
CRI,2018-Q4,TOTAL,41.141
CRI,2019-Q1,EES,29.712
CRI,2019-Q1,SLF,72.98
CRI,2019-Q1,TOTAL,42.735
CRI,2019-Q2,EES,28.432
CRI,2019-Q2,SLF,69.613
CRI,2019-Q2,TOTAL,41.436
CRI,2019-Q3,EES,27.767
CRI,2019-Q3,SLF,69.384
CRI,2019-Q3,TOTAL,41.278
CRI,2019-Q4,EES,28.8
CRI,2019-Q4,SLF,70.751
CRI,2019-Q4,TOTAL,41.942
CRI,2020-Q1,EES,29.64
CRI,2020-Q1,SLF,69.435
CRI,2020-Q1,TOTAL,41.96
CRI,2020-Q2,EES,21.813
CRI,2020-Q2,SLF,69.724
CRI,2020-Q2,TOTAL,36.324
CRI,2020-Q3,EES,23.238
CRI,2020-Q3,SLF,71.977
CRI,2020-Q3,TOTAL,40.555
CRI,2020-Q4,EES,26.766
CRI,2020-Q4,SLF,69.607
CRI,2020-Q4,TOTAL,40.647
CRI,2021-Q1,EES,28.182
CRI,2021-Q1,SLF,71.329
CRI,2021-Q1,TOTAL,42.136
CRI,2021-Q2,EES,25.676
CRI,2021-Q2,SLF,73.31
CRI,2021-Q2,TOTAL,40.698
CRI,2021-Q3,EES,25.918
CRI,2021-Q3,SLF,72.981
CRI,2021-Q3,TOTAL,40.395
CRI,2021-Q4,EES,26.404
CRI,2021-Q4,SLF,73.656
CRI,2021-Q4,TOTAL,42.027
CRI,2022-Q1,EES,25.52
CRI,2022-Q1,SLF,70.527
CRI,2022-Q1,TOTAL,39.819
CRI,2022-Q2,EES,26.45
CRI,2022-Q2,SLF,71.944
CRI,2022-Q2,TOTAL,40.573
CRI,2022-Q3,EES,25.115
CRI,2022-Q3,SLF,70.258
CRI,2022-Q3,TOTAL,38.792
CRI,2022-Q4,EES,26.783
CRI,2022-Q4,SLF,71.346
CRI,2022-Q4,TOTAL,40.304
CRI,2023-Q1,EES,26.252
CRI,2023-Q1,SLF,70.833
CRI,2023-Q1,TOTAL,38.691
CRI,2023-Q2,EES,23.252
CRI,2023-Q2,SLF,72.513
CRI,2023-Q2,TOTAL,37.134
CRI,2023-Q3,EES,22.467
CRI,2023-Q3,SLF,73.0
CRI,2023-Q3,TOTAL,36.574
CRI,2023-Q4,EES,20.902
CRI,2023-Q4,SLF,74.725
CRI,2023-Q4,TOTAL,35.996
CRI,2024-Q1,EES,21.815
CRI,2024-Q1,SLF,75.883
CRI,2024-Q1,TOTAL,37.035
CRI,2024-Q2,EES,22.83
CRI,2024-Q2,SLF,75.572
CRI,2024-Q2,TOTAL,37.889
CRI,2024-Q3,EES,23.681
CRI,2024-Q3,SLF,75.543
CRI,2024-Q3,TOTAL,38.377
CRI,2024-Q4,EES,20.606
CRI,2024-Q4,SLF,74.812
CRI,2024-Q4,TOTAL,36.19
CRI,2025-Q1,EES,20.722
CRI,2025-Q1,SLF,77.105
CRI,2025-Q1,TOTAL,36.032
CRI,2025-Q2,EES,20.264
CRI,2025-Q2,SLF,74.999
CRI,2025-Q2,TOTAL,35.017
CRI,2025-Q3,EES,21.893
CRI,2025-Q3,SLF,76.338
CRI,2025-Q3,TOTAL,36.955
CRI,2025-Q4,EES,21.502
CRI,2025-Q4,SLF,75.853
CRI,2025-Q4,TOTAL,36.418
CRI,2026-Q1,EES,21.442
CRI,2026-Q1,SLF,78.755
CRI,2026-Q1,TOTAL,37.361
DOM,2000-Q2,EES,100.0
DOM,2000-Q2,SLF,75.498
DOM,2000-Q2,TOTAL,89.438
DOM,2000-Q4,EES,100.0
DOM,2000-Q4,SLF,79.836
DOM,2000-Q4,TOTAL,91.389
DOM,2001-Q2,EES,100.0
DOM,2001-Q2,SLF,77.423
DOM,2001-Q2,TOTAL,90.108
DOM,2001-Q4,EES,100.0
DOM,2001-Q4,SLF,70.571
DOM,2001-Q4,TOTAL,86.717
DOM,2002-Q2,EES,100.0
DOM,2002-Q2,SLF,78.252
DOM,2002-Q2,TOTAL,90.32
DOM,2002-Q4,EES,100.0
DOM,2002-Q4,SLF,81.98
DOM,2002-Q4,TOTAL,91.7
DOM,2003-Q2,EES,100.0
DOM,2003-Q2,SLF,75.99
DOM,2003-Q2,TOTAL,89.172
DOM,2003-Q4,EES,100.0
DOM,2003-Q4,SLF,78.69
DOM,2003-Q4,TOTAL,90.424
DOM,2004-Q2,EES,100.0
DOM,2004-Q2,SLF,76.172
DOM,2004-Q2,TOTAL,89.524
DOM,2004-Q4,EES,100.0
DOM,2004-Q4,SLF,75.791
DOM,2004-Q4,TOTAL,89.291
DOM,2005-Q2,EES,65.588
DOM,2005-Q2,SLF,79.839
DOM,2005-Q2,TOTAL,72.137
DOM,2005-Q4,EES,57.284
DOM,2005-Q4,SLF,82.076
DOM,2005-Q4,TOTAL,68.817
DOM,2006-Q2,EES,57.864
DOM,2006-Q2,SLF,80.913
DOM,2006-Q2,TOTAL,68.371
DOM,2006-Q4,EES,50.639
DOM,2006-Q4,SLF,76.489
DOM,2006-Q4,TOTAL,62.442
DOM,2007-Q2,EES,46.171
DOM,2007-Q2,SLF,76.383
DOM,2007-Q2,TOTAL,59.825
DOM,2007-Q4,EES,42.472
DOM,2007-Q4,SLF,71.896
DOM,2007-Q4,TOTAL,55.597
DOM,2008-Q2,EES,49.143
DOM,2008-Q2,SLF,76.16
DOM,2008-Q2,TOTAL,61.914
DOM,2008-Q4,EES,36.027
DOM,2008-Q4,SLF,74.424
DOM,2008-Q4,TOTAL,54.066
DOM,2009-Q2,EES,46.111
DOM,2009-Q2,SLF,70.487
DOM,2009-Q2,TOTAL,57.575
DOM,2009-Q4,EES,35.598
DOM,2009-Q4,SLF,70.974
DOM,2009-Q4,TOTAL,52.466
DOM,2010-Q2,EES,43.345
DOM,2010-Q2,SLF,69.366
DOM,2010-Q2,TOTAL,55.558
DOM,2010-Q4,EES,32.643
DOM,2010-Q4,SLF,73.63
DOM,2010-Q4,TOTAL,52.346
DOM,2011-Q2,EES,43.641
DOM,2011-Q2,SLF,73.758
DOM,2011-Q2,TOTAL,57.682
DOM,2011-Q4,EES,35.715
DOM,2011-Q4,SLF,75.815
DOM,2011-Q4,TOTAL,54.671
DOM,2012-Q2,EES,38.564
DOM,2012-Q2,SLF,76.812
DOM,2012-Q2,TOTAL,56.358
DOM,2012-Q4,EES,36.41
DOM,2012-Q4,SLF,80.061
DOM,2012-Q4,TOTAL,56.161
DOM,2013-Q2,EES,39.684
DOM,2013-Q2,SLF,77.057
DOM,2013-Q2,TOTAL,56.65
DOM,2013-Q4,EES,36.085
DOM,2013-Q4,SLF,79.198
DOM,2013-Q4,TOTAL,55.156
DOM,2014-Q2,EES,39.535
DOM,2014-Q2,SLF,78.311
DOM,2014-Q2,TOTAL,57.269
DOM,2014-Q4,EES,30.253
DOM,2014-Q4,SLF,78.085
DOM,2014-Q4,TOTAL,51.268
DOM,2015-Q1,EES,28.876
DOM,2015-Q1,SLF,89.937
DOM,2015-Q1,TOTAL,56.034
DOM,2015-Q2,EES,28.989
DOM,2015-Q2,SLF,90.205
DOM,2015-Q2,TOTAL,56.555
DOM,2015-Q3,EES,27.797
DOM,2015-Q3,SLF,90.361
DOM,2015-Q3,TOTAL,55.636
DOM,2015-Q4,EES,30.213
DOM,2015-Q4,SLF,91.318
DOM,2015-Q4,TOTAL,56.862
DOM,2016-Q1,EES,29.812
DOM,2016-Q1,SLF,91.393
DOM,2016-Q1,TOTAL,56.447
DOM,2016-Q2,EES,30.167
DOM,2016-Q2,SLF,90.434
DOM,2016-Q2,TOTAL,56.111
DOM,2016-Q3,EES,30.945
DOM,2016-Q3,SLF,89.658
DOM,2016-Q3,TOTAL,56.302
DOM,2016-Q4,EES,30.793
DOM,2016-Q4,SLF,90.721
DOM,2016-Q4,TOTAL,56.45
DOM,2017-Q1,EES,31.494
DOM,2017-Q1,SLF,89.678
DOM,2017-Q1,TOTAL,57.04
DOM,2017-Q2,EES,31.369
DOM,2017-Q2,SLF,90.073
DOM,2017-Q2,TOTAL,57.001
DOM,2017-Q3,EES,29.894
DOM,2017-Q3,SLF,91.06
DOM,2017-Q3,TOTAL,56.936
DOM,2017-Q4,EES,30.61
DOM,2017-Q4,SLF,92.038
DOM,2017-Q4,TOTAL,57.688
DOM,2018-Q1,EES,29.391
DOM,2018-Q1,SLF,91.887
DOM,2018-Q1,TOTAL,56.931
DOM,2018-Q2,EES,29.686
DOM,2018-Q2,SLF,91.875
DOM,2018-Q2,TOTAL,56.963
DOM,2018-Q3,EES,30.876
DOM,2018-Q3,SLF,92.426
DOM,2018-Q3,TOTAL,57.496
DOM,2018-Q4,EES,29.786
DOM,2018-Q4,SLF,91.225
DOM,2018-Q4,TOTAL,55.779
DOM,2019-Q1,EES,28.011
DOM,2019-Q1,SLF,91.794
DOM,2019-Q1,TOTAL,54.78
DOM,2019-Q2,EES,27.355
DOM,2019-Q2,SLF,92.707
DOM,2019-Q2,TOTAL,54.409
DOM,2019-Q3,EES,26.322
DOM,2019-Q3,SLF,92.142
DOM,2019-Q3,TOTAL,54.144
DOM,2019-Q4,EES,26.994
DOM,2019-Q4,SLF,91.689
DOM,2019-Q4,TOTAL,53.809
DOM,2020-Q1,EES,27.746
DOM,2020-Q1,SLF,92.055
DOM,2020-Q1,TOTAL,54.039
DOM,2020-Q2,EES,23.968
DOM,2020-Q2,SLF,91.916
DOM,2020-Q2,TOTAL,52.48
DOM,2020-Q3,EES,25.592
DOM,2020-Q3,SLF,92.345
DOM,2020-Q3,TOTAL,55.41
DOM,2020-Q4,EES,25.306
DOM,2020-Q4,SLF,93.135
DOM,2020-Q4,TOTAL,55.853
DOM,2021-Q1,EES,27.655
DOM,2021-Q1,SLF,92.746
DOM,2021-Q1,TOTAL,56.681
DOM,2021-Q2,EES,28.644
DOM,2021-Q2,SLF,92.424
DOM,2021-Q2,TOTAL,56.824
DOM,2021-Q3,EES,30.453
DOM,2021-Q3,SLF,93.837
DOM,2021-Q3,TOTAL,58.327
DOM,2021-Q4,EES,30.728
DOM,2021-Q4,SLF,93.087
DOM,2021-Q4,TOTAL,57.393
DOM,2022-Q1,EES,29.673
DOM,2022-Q1,SLF,91.826
DOM,2022-Q1,TOTAL,56.701
DOM,2022-Q2,EES,29.715
DOM,2022-Q2,SLF,93.35
DOM,2022-Q2,TOTAL,56.915
DOM,2022-Q3,EES,29.382
DOM,2022-Q3,SLF,92.853
DOM,2022-Q3,TOTAL,57.128
DOM,2022-Q4,EES,27.805
DOM,2022-Q4,SLF,92.398
DOM,2022-Q4,TOTAL,55.117
DOM,2023-Q1,EES,28.9
DOM,2023-Q1,SLF,92.257
DOM,2023-Q1,TOTAL,55.705
DOM,2023-Q2,EES,27.895
DOM,2023-Q2,SLF,93.219
DOM,2023-Q2,TOTAL,55.236
DOM,2023-Q3,EES,28.424
DOM,2023-Q3,SLF,92.774
DOM,2023-Q3,TOTAL,55.953
DOM,2023-Q4,EES,28.73
DOM,2023-Q4,SLF,92.411
DOM,2023-Q4,TOTAL,55.811
DOM,2024-Q1,EES,27.476
DOM,2024-Q1,SLF,92.813
DOM,2024-Q1,TOTAL,54.829
DOM,2024-Q2,EES,28.473
DOM,2024-Q2,SLF,92.685
DOM,2024-Q2,TOTAL,55.351
DOM,2024-Q3,EES,27.775
DOM,2024-Q3,SLF,92.256
DOM,2024-Q3,TOTAL,54.479
DOM,2024-Q4,EES,27.284
DOM,2024-Q4,SLF,92.025
DOM,2024-Q4,TOTAL,54.177
DOM,2025-Q1,EES,26.462
DOM,2025-Q1,SLF,91.01
