date,epu
2011-07-01,80.08977048765216
2011-08-01,102.28373204338874
2011-09-01,81.09628579692969
2011-10-01,63.18464108982943
2011-11-01,95.00619695253513
2011-12-01,47.942313564169034
2012-01-01,68.6519628173204
2012-02-01,67.52161493359252
2012-03-01,43.30641315513694
2012-04-01,32.63353171152402
2012-05-01,66.30916198286303
2012-06-01,67.71946450568895
2012-07-01,48.794825527868326
2012-08-01,47.963065097204606
2012-09-01,45.94752775264608
2012-10-01,57.2613196266181
2012-11-01,41.81522161969489
2012-12-01,59.80223263524104
2013-01-01,67.06057445581781
2013-02-01,36.01390132518956
2013-03-01,30.59160794166148
2013-04-01,24.387869154264916
2013-05-01,27.58124163738443
2013-06-01,45.01886812697289
2013-07-01,71.34398171248371
2013-08-01,37.259396662375394
2013-09-01,49.418029238951476
2013-10-01,79.34555354624932
2013-11-01,49.47553751290242
2013-12-01,15.295198599260292
2014-01-01,46.55311457736281
2014-02-01,37.62532821740122
2014-03-01,25.80053875374473
2014-04-01,21.63243989053726
2014-05-01,32.30870856966192
2014-06-01,30.657214601001353
2014-07-01,12.090349864315042
2014-08-01,27.675089355205117
2014-09-01,12.94737373069538
2014-10-01,30.872518539084425
2014-11-01,19.503297083225426
2014-12-01,26.34499862656129
2015-01-01,31.711336926933786
2015-02-01,22.28947083889465
2015-03-01,37.876564705477726
2015-04-01,18.375567624938963
2015-05-01,26.27943728913297
2015-06-01,35.39497226799851
2015-07-01,40.53707449325389
2015-08-01,51.36443484168305
2015-09-01,56.28963952513516
2015-10-01,26.353205030090344
2015-11-01,13.533063201290666
2015-12-01,30.03646651464994
2016-01-01,53.313437195621695
2016-02-01,41.25225588857349
2016-03-01,40.6359952737883
2016-04-01,29.300710167559203
2016-05-01,24.358337545510928
2016-06-01,52.31668484018083
2016-07-01,34.59252140957218
2016-08-01,27.210355630073792
2016-09-01,47.65531638908002
2016-10-01,47.58549766356053
2016-11-01,89.25954907951622
2016-12-01,108.77404465597604
2017-01-01,161.46822549445062
2017-02-01,99.24703755369127
2017-03-01,69.89384801077814
2017-04-01,48.14061572551249
2017-05-01,61.229022870037056
2017-06-01,42.05119538825183
2017-07-01,23.745011828265863
2017-08-01,52.71893553451954
2017-09-01,27.02212216413927
2017-10-01,67.03946593367142
2017-11-01,63.94220009908923
2017-12-01,59.61513843475345
2018-01-01,66.29480293579725
2018-02-01,54.96923229933992
2018-03-01,45.432122011675496
2018-04-01,56.69057946999486
2018-05-01,84.17989782805044
2018-06-01,75.62917460616492
2018-07-01,44.1575806503158
2018-08-01,73.36435419419047
2018-09-01,48.74727601038611
2018-10-01,86.68230713200627
2018-11-01,128.89160521637862
2018-12-01,61.20571478404347
2019-01-01,83.45544648970707
2019-02-01,106.42291851292491
2019-03-01,82.30194198042888
2019-04-01,50.411853324628694
2019-05-01,70.57819582073257
2019-06-01,97.639585119967
2019-07-01,73.01489448284993
2019-08-01,117.06529494936532
2019-09-01,112.92948359112893
2019-10-01,97.53976897637953
2019-11-01,106.20496053650959
2019-12-01,130.48063912649573
2020-01-01,110.98279000398534
2020-02-01,89.10796883608548
2020-03-01,143.0392389511395
2020-04-01,155.528490922257
2020-05-01,113.72834046867126
2020-06-01,104.16645784120135
2020-07-01,48.36795710650228
2020-08-01,69.90359703354034
2020-09-01,65.69602528868637
2020-10-01,69.03883507001231
2020-11-01,73.8865564228552
2020-12-01,78.49791540341708
2021-01-01,111.12366872895511
2021-02-01,74.06746545577806
2021-03-01,91.16689421686581
2021-04-01,69.6693234280538
2021-05-01,78.603222160704
2021-06-01,74.3117365366792
2021-07-01,64.23336681057651
2021-08-01,37.98455923990453
2021-09-01,54.35100182252835
2021-10-01,69.47987906202171
2021-11-01,86.74360226610264
2021-12-01,49.097593029597434
2022-01-01,85.1344894622657
2022-02-01,81.5931650434235
2022-03-01,85.25172120790413
2022-04-01,102.83195580845388
2022-05-01,42.381061473844724
2022-06-01,40.428121683252854
2022-07-01,66.26282401474752
2022-08-01,84.41846752239063
2022-09-01,104.56990074652369
2022-10-01,75.8086543482457
2022-11-01,59.0616464679871
2022-12-01,60.04516103851396
2023-01-01,120.56540675824179
2023-02-01,51.66209512863876
