serie,edicion,periodo,valor
B1GQ_Q,201201,2006-Q1,2101600000000
B1GQ_Q,201201,2006-Q2,2136600000000
B1GQ_Q,201201,2006-Q3,2141000000000
B1GQ_Q,201201,2006-Q4,2150900000000
B1GQ_Q,201201,2007-Q1,2166300000000
B1GQ_Q,201201,2007-Q2,2204100000000
B1GQ_Q,201201,2007-Q3,2209600000000
B1GQ_Q,201201,2007-Q4,2226500000000
B1GQ_Q,201201,2008-Q1,2243800000000
B1GQ_Q,201201,2008-Q2,2234700000000
B1GQ_Q,201201,2008-Q3,2233000000000
B1GQ_Q,201201,2008-Q4,2199400000000
B1GQ_Q,201201,2009-Q1,2053500000000
B1GQ_Q,201201,2009-Q2,2052900000000
B1GQ_Q,201201,2009-Q3,2106700000000
B1GQ_Q,201201,2009-Q4,2148600000000
B1GQ_Q,201201,2010-Q1,2159200000000
B1GQ_Q,201201,2010-Q2,2202200000000
B1GQ_Q,201201,2010-Q3,2213800000000
B1GQ_Q,201201,2010-Q4,2239400000000
B1GQ_Q,201201,2011-Q1,2252300000000
B1GQ_Q,201201,2011-Q2,2281300000000
B1GQ_Q,201201,2011-Q3,2311900000000
B1GQ_Q,201202,1993-Q1,1452600000000
B1GQ_Q,201202,1993-Q2,1458900000000
B1GQ_Q,201202,1993-Q3,1473400000000
B1GQ_Q,201202,1993-Q4,1486100000000
B1GQ_Q,201202,1994-Q1,1504200000000
B1GQ_Q,201202,1994-Q2,1533300000000
B1GQ_Q,201202,1994-Q3,1547600000000
B1GQ_Q,201202,1994-Q4,1566300000000
B1GQ_Q,201202,1995-Q1,1476000000000
B1GQ_Q,201202,1995-Q2,1409800000000
B1GQ_Q,201202,1995-Q3,1431000000000
B1GQ_Q,201202,1995-Q4,1452100000000
B1GQ_Q,201202,1996-Q1,1493400000000
B1GQ_Q,201202,1996-Q2,1500900000000
B1GQ_Q,201202,1996-Q3,1525200000000
B1GQ_Q,201202,1996-Q4,1564400000000
B1GQ_Q,201202,1997-Q1,1583300000000
B1GQ_Q,201202,1997-Q2,1615200000000
B1GQ_Q,201202,1997-Q3,1646400000000
B1GQ_Q,201202,1997-Q4,1679900000000
B1GQ_Q,201202,1998-Q1,1693600000000
B1GQ_Q,201202,1998-Q2,1710600000000
B1GQ_Q,201202,1998-Q3,1722300000000
B1GQ_Q,201202,1998-Q4,1724900000000
B1GQ_Q,201202,1999-Q1,1744700000000
B1GQ_Q,201202,1999-Q2,1758300000000
B1GQ_Q,201202,1999-Q3,1782200000000
B1GQ_Q,201202,1999-Q4,1810100000000
B1GQ_Q,201202,2000-Q1,1860400000000
B1GQ_Q,201202,2000-Q2,1880400000000
B1GQ_Q,201202,2000-Q3,1893000000000
B1GQ_Q,201202,2000-Q4,1885700000000
B1GQ_Q,201202,2001-Q1,1867000000000
B1GQ_Q,201202,2001-Q2,1865200000000
B1GQ_Q,201202,2001-Q3,1863500000000
B1GQ_Q,201202,2001-Q4,1854400000000
B1GQ_Q,201202,2002-Q1,1842000000000
B1GQ_Q,201202,2002-Q2,1859600000000
B1GQ_Q,201202,2002-Q3,1875200000000
B1GQ_Q,201202,2002-Q4,1878900000000
B1GQ_Q,201202,2003-Q1,1880000000000
B1GQ_Q,201202,2003-Q2,1886400000000
B1GQ_Q,201202,2003-Q3,1884100000000
B1GQ_Q,201202,2003-Q4,1907500000000
B1GQ_Q,201202,2004-Q1,1941100000000
B1GQ_Q,201202,2004-Q2,1956000000000
B1GQ_Q,201202,2004-Q3,1970800000000
B1GQ_Q,201202,2004-Q4,1994500000000
B1GQ_Q,201202,2005-Q1,2006900000000
B1GQ_Q,201202,2005-Q2,2000500000000
B1GQ_Q,201202,2005-Q3,2038600000000
B1GQ_Q,201202,2005-Q4,2066500000000
B1GQ_Q,201202,2006-Q1,2101600000000
B1GQ_Q,201202,2006-Q2,2136600000000
B1GQ_Q,201202,2006-Q3,2141000000000
B1GQ_Q,201202,2006-Q4,2150900000000
B1GQ_Q,201202,2007-Q1,2166300000000
B1GQ_Q,201202,2007-Q2,2204100000000
B1GQ_Q,201202,2007-Q3,2209600000000
B1GQ_Q,201202,2007-Q4,2226500000000
B1GQ_Q,201202,2008-Q1,2243800000000
B1GQ_Q,201202,2008-Q2,2234700000000
B1GQ_Q,201202,2008-Q3,2233000000000
B1GQ_Q,201202,2008-Q4,2199400000000
B1GQ_Q,201202,2009-Q1,2053500000000
B1GQ_Q,201202,2009-Q2,2052900000000
B1GQ_Q,201202,2009-Q3,2106700000000
B1GQ_Q,201202,2009-Q4,2148600000000
B1GQ_Q,201202,2010-Q1,2159200000000
B1GQ_Q,201202,2010-Q2,2202200000000
B1GQ_Q,201202,2010-Q3,2213800000000
B1GQ_Q,201202,2010-Q4,2239400000000
B1GQ_Q,201202,2011-Q1,2252300000000
B1GQ_Q,201202,2011-Q2,2281300000000
B1GQ_Q,201202,2011-Q3,2311900000000
B1GQ_Q,201203,1993-Q1,1450700000000
B1GQ_Q,201203,1993-Q2,1460200000000
B1GQ_Q,201203,1993-Q3,1473500000000
B1GQ_Q,201203,1993-Q4,1486500000000
B1GQ_Q,201203,1994-Q1,1505400000000
B1GQ_Q,201203,1994-Q2,1531400000000
B1GQ_Q,201203,1994-Q3,1547700000000
B1GQ_Q,201203,1994-Q4,1566600000000
B1GQ_Q,201203,1995-Q1,1474500000000
B1GQ_Q,201203,1995-Q2,1410700000000
B1GQ_Q,201203,1995-Q3,1431100000000
B1GQ_Q,201203,1995-Q4,1452300000000
B1GQ_Q,201203,1996-Q1,1492500000000
B1GQ_Q,201203,1996-Q2,1501500000000
B1GQ_Q,201203,1996-Q3,1525300000000
B1GQ_Q,201203,1996-Q4,1564400000000
B1GQ_Q,201203,1997-Q1,1582600000000
B1GQ_Q,201203,1997-Q2,1616000000000
B1GQ_Q,201203,1997-Q3,1646100000000
B1GQ_Q,201203,1997-Q4,1680100000000
B1GQ_Q,201203,1998-Q1,1693400000000
B1GQ_Q,201203,1998-Q2,1711000000000
B1GQ_Q,201203,1998-Q3,1721600000000
B1GQ_Q,201203,1998-Q4,1725500000000
B1GQ_Q,201203,1999-Q1,1750000000000
B1GQ_Q,201203,1999-Q2,1753200000000
B1GQ_Q,201203,1999-Q3,1781100000000
B1GQ_Q,201203,1999-Q4,1811400000000
B1GQ_Q,201203,2000-Q1,1859300000000
B1GQ_Q,201203,2000-Q2,1881000000000
B1GQ_Q,201203,2000-Q3,1892300000000
B1GQ_Q,201203,2000-Q4,1886900000000
B1GQ_Q,201203,2001-Q1,1865800000000
B1GQ_Q,201203,2001-Q2,1865600000000
B1GQ_Q,201203,2001-Q3,1863200000000
B1GQ_Q,201203,2001-Q4,1855200000000
B1GQ_Q,201203,2002-Q1,1840600000000
B1GQ_Q,201203,2002-Q2,1860400000000
B1GQ_Q,201203,2002-Q3,1875300000000
B1GQ_Q,201203,2002-Q4,1879100000000
B1GQ_Q,201203,2003-Q1,1879600000000
B1GQ_Q,201203,2003-Q2,1886500000000
B1GQ_Q,201203,2003-Q3,1884000000000
B1GQ_Q,201203,2003-Q4,1907600000000
B1GQ_Q,201203,2004-Q1,1941100000000
B1GQ_Q,201203,2004-Q2,1956000000000
B1GQ_Q,201203,2004-Q3,1970700000000
B1GQ_Q,201203,2004-Q4,1994400000000
B1GQ_Q,201203,2005-Q1,2006400000000
B1GQ_Q,201203,2005-Q2,2001100000000
B1GQ_Q,201203,2005-Q3,2038500000000
B1GQ_Q,201203,2005-Q4,2066400000000
B1GQ_Q,201203,2006-Q1,2101800000000
B1GQ_Q,201203,2006-Q2,2136600000000
B1GQ_Q,201203,2006-Q3,2141200000000
B1GQ_Q,201203,2006-Q4,2150400000000
B1GQ_Q,201203,2007-Q1,2166500000000
B1GQ_Q,201203,2007-Q2,2204000000000
B1GQ_Q,201203,2007-Q3,2210000000000
B1GQ_Q,201203,2007-Q4,2226000000000
B1GQ_Q,201203,2008-Q1,2243500000000
B1GQ_Q,201203,2008-Q2,2236100000000
B1GQ_Q,201203,2008-Q3,2233200000000
B1GQ_Q,201203,2008-Q4,2198200000000
B1GQ_Q,201203,2009-Q1,2051600000000
B1GQ_Q,201203,2009-Q2,2051300000000
B1GQ_Q,201203,2009-Q3,2102700000000
B1GQ_Q,201203,2009-Q4,2146300000000
B1GQ_Q,201203,2010-Q1,2165300000000
B1GQ_Q,201203,2010-Q2,2198100000000
B1GQ_Q,201203,2010-Q3,2213000000000
B1GQ_Q,201203,2010-Q4,2238500000000
B1GQ_Q,201203,2011-Q1,2249900000000
B1GQ_Q,201203,2011-Q2,2282700000000
B1GQ_Q,201203,2011-Q3,2311000000000
B1GQ_Q,201203,2011-Q4,2320800000000
B1GQ_Q,201204,1993-Q1,1450700000000
B1GQ_Q,201204,1993-Q2,1460200000000
B1GQ_Q,201204,1993-Q3,1473500000000
B1GQ_Q,201204,1993-Q4,1486500000000
B1GQ_Q,201204,1994-Q1,1505400000000
B1GQ_Q,201204,1994-Q2,1531400000000
B1GQ_Q,201204,1994-Q3,1547700000000
B1GQ_Q,201204,1994-Q4,1566600000000
B1GQ_Q,201204,1995-Q1,1474500000000
B1GQ_Q,201204,1995-Q2,1410700000000
B1GQ_Q,201204,1995-Q3,1431100000000
B1GQ_Q,201204,1995-Q4,1452300000000
B1GQ_Q,201204,1996-Q1,1492500000000
B1GQ_Q,201204,1996-Q2,1501500000000
B1GQ_Q,201204,1996-Q3,1525300000000
B1GQ_Q,201204,1996-Q4,1564400000000
B1GQ_Q,201204,1997-Q1,1582600000000
B1GQ_Q,201204,1997-Q2,1616000000000
B1GQ_Q,201204,1997-Q3,1646100000000
B1GQ_Q,201204,1997-Q4,1680100000000
B1GQ_Q,201204,1998-Q1,1693400000000
B1GQ_Q,201204,1998-Q2,1711000000000
B1GQ_Q,201204,1998-Q3,1721600000000
B1GQ_Q,201204,1998-Q4,1725500000000
B1GQ_Q,201204,1999-Q1,1750000000000
B1GQ_Q,201204,1999-Q2,1753200000000
B1GQ_Q,201204,1999-Q3,1781100000000
B1GQ_Q,201204,1999-Q4,1811400000000
B1GQ_Q,201204,2000-Q1,1859300000000
B1GQ_Q,201204,2000-Q2,1881000000000
B1GQ_Q,201204,2000-Q3,1892300000000
B1GQ_Q,201204,2000-Q4,1886900000000
B1GQ_Q,201204,2001-Q1,1865800000000
B1GQ_Q,201204,2001-Q2,1865600000000
B1GQ_Q,201204,2001-Q3,1863200000000
B1GQ_Q,201204,2001-Q4,1855200000000
B1GQ_Q,201204,2002-Q1,1840600000000
B1GQ_Q,201204,2002-Q2,1860400000000
B1GQ_Q,201204,2002-Q3,1875300000000
B1GQ_Q,201204,2002-Q4,1879100000000
B1GQ_Q,201204,2003-Q1,1879600000000
B1GQ_Q,201204,2003-Q2,1886500000000
B1GQ_Q,201204,2003-Q3,1884000000000
B1GQ_Q,201204,2003-Q4,1907600000000
B1GQ_Q,201204,2004-Q1,1941100000000
B1GQ_Q,201204,2004-Q2,1956000000000
B1GQ_Q,201204,2004-Q3,1970700000000
B1GQ_Q,201204,2004-Q4,1994400000000
B1GQ_Q,201204,2005-Q1,2006400000000
B1GQ_Q,201204,2005-Q2,2001100000000
B1GQ_Q,201204,2005-Q3,2038500000000
B1GQ_Q,201204,2005-Q4,2066400000000
B1GQ_Q,201204,2006-Q1,2101800000000
B1GQ_Q,201204,2006-Q2,2136600000000
B1GQ_Q,201204,2006-Q3,2141200000000
B1GQ_Q,201204,2006-Q4,2150400000000
B1GQ_Q,201204,2007-Q1,2166500000000
B1GQ_Q,201204,2007-Q2,2204000000000
B1GQ_Q,201204,2007-Q3,2210000000000
B1GQ_Q,201204,2007-Q4,2226000000000
B1GQ_Q,201204,2008-Q1,2243500000000
B1GQ_Q,201204,2008-Q2,2236100000000
B1GQ_Q,201204,2008-Q3,2233200000000
B1GQ_Q,201204,2008-Q4,2198200000000
B1GQ_Q,201204,2009-Q1,2051600000000
B1GQ_Q,201204,2009-Q2,2051300000000
B1GQ_Q,201204,2009-Q3,2102700000000
B1GQ_Q,201204,2009-Q4,2146300000000
B1GQ_Q,201204,2010-Q1,2165300000000
B1GQ_Q,201204,2010-Q2,2198100000000
B1GQ_Q,201204,2010-Q3,2213000000000
B1GQ_Q,201204,2010-Q4,2238500000000
B1GQ_Q,201204,2011-Q1,2249900000000
B1GQ_Q,201204,2011-Q2,2282700000000
B1GQ_Q,201204,2011-Q3,2311000000000
B1GQ_Q,201204,2011-Q4,2320800000000
B1GQ_Q,201205,1993-Q1,1450700000000
B1GQ_Q,201205,1993-Q2,1460200000000
B1GQ_Q,201205,1993-Q3,1473500000000
B1GQ_Q,201205,1993-Q4,1486500000000
B1GQ_Q,201205,1994-Q1,1505400000000
B1GQ_Q,201205,1994-Q2,1531400000000
B1GQ_Q,201205,1994-Q3,1547700000000
B1GQ_Q,201205,1994-Q4,1566600000000
B1GQ_Q,201205,1995-Q1,1474500000000
B1GQ_Q,201205,1995-Q2,1410700000000
B1GQ_Q,201205,1995-Q3,1431100000000
B1GQ_Q,201205,1995-Q4,1452300000000
B1GQ_Q,201205,1996-Q1,1492500000000
B1GQ_Q,201205,1996-Q2,1501500000000
B1GQ_Q,201205,1996-Q3,1525300000000
B1GQ_Q,201205,1996-Q4,1564400000000
B1GQ_Q,201205,1997-Q1,1582600000000
B1GQ_Q,201205,1997-Q2,1616000000000
B1GQ_Q,201205,1997-Q3,1646100000000
B1GQ_Q,201205,1997-Q4,1680100000000
B1GQ_Q,201205,1998-Q1,1693400000000
B1GQ_Q,201205,1998-Q2,1711000000000
B1GQ_Q,201205,1998-Q3,1721600000000
B1GQ_Q,201205,1998-Q4,1725500000000
B1GQ_Q,201205,1999-Q1,1750000000000
B1GQ_Q,201205,1999-Q2,1753200000000
B1GQ_Q,201205,1999-Q3,1781100000000
B1GQ_Q,201205,1999-Q4,1811400000000
B1GQ_Q,201205,2000-Q1,1859300000000
B1GQ_Q,201205,2000-Q2,1881000000000
B1GQ_Q,201205,2000-Q3,1892300000000
B1GQ_Q,201205,2000-Q4,1886900000000
B1GQ_Q,201205,2001-Q1,1865800000000
B1GQ_Q,201205,2001-Q2,1865600000000
B1GQ_Q,201205,2001-Q3,1863200000000
B1GQ_Q,201205,2001-Q4,1855200000000
B1GQ_Q,201205,2002-Q1,1840600000000
B1GQ_Q,201205,2002-Q2,1860400000000
B1GQ_Q,201205,2002-Q3,1875300000000
B1GQ_Q,201205,2002-Q4,1879100000000
B1GQ_Q,201205,2003-Q1,1879600000000
B1GQ_Q,201205,2003-Q2,1886500000000
B1GQ_Q,201205,2003-Q3,1884000000000
B1GQ_Q,201205,2003-Q4,1907600000000
B1GQ_Q,201205,2004-Q1,1941100000000
B1GQ_Q,201205,2004-Q2,1956000000000
B1GQ_Q,201205,2004-Q3,1970700000000
B1GQ_Q,201205,2004-Q4,1994400000000
B1GQ_Q,201205,2005-Q1,2006400000000
B1GQ_Q,201205,2005-Q2,2001100000000
B1GQ_Q,201205,2005-Q3,2038500000000
B1GQ_Q,201205,2005-Q4,2066400000000
B1GQ_Q,201205,2006-Q1,2101800000000
B1GQ_Q,201205,2006-Q2,2136600000000
B1GQ_Q,201205,2006-Q3,2141200000000
B1GQ_Q,201205,2006-Q4,2150400000000
B1GQ_Q,201205,2007-Q1,2166500000000
B1GQ_Q,201205,2007-Q2,2204000000000
B1GQ_Q,201205,2007-Q3,2210000000000
B1GQ_Q,201205,2007-Q4,2226000000000
B1GQ_Q,201205,2008-Q1,2243500000000
B1GQ_Q,201205,2008-Q2,2236100000000
B1GQ_Q,201205,2008-Q3,2233200000000
B1GQ_Q,201205,2008-Q4,2198200000000
B1GQ_Q,201205,2009-Q1,2051600000000
B1GQ_Q,201205,2009-Q2,2051300000000
B1GQ_Q,201205,2009-Q3,2102700000000
B1GQ_Q,201205,2009-Q4,2146300000000
B1GQ_Q,201205,2010-Q1,2165300000000
B1GQ_Q,201205,2010-Q2,2198100000000
B1GQ_Q,201205,2010-Q3,2213000000000
B1GQ_Q,201205,2010-Q4,2238500000000
B1GQ_Q,201205,2011-Q1,2249900000000
B1GQ_Q,201205,2011-Q2,2282700000000
B1GQ_Q,201205,2011-Q3,2311000000000
B1GQ_Q,201205,2011-Q4,2320800000000
B1GQ_Q,201206,1993-Q1,1450700000000
B1GQ_Q,201206,1993-Q2,1460200000000
B1GQ_Q,201206,1993-Q3,1473500000000
B1GQ_Q,201206,1993-Q4,1486500000000
B1GQ_Q,201206,1994-Q1,1505500000000
B1GQ_Q,201206,1994-Q2,1531400000000
B1GQ_Q,201206,1994-Q3,1547700000000
B1GQ_Q,201206,1994-Q4,1566600000000
B1GQ_Q,201206,1995-Q1,1474500000000
B1GQ_Q,201206,1995-Q2,1410700000000
B1GQ_Q,201206,1995-Q3,1431100000000
B1GQ_Q,201206,1995-Q4,1452300000000
B1GQ_Q,201206,1996-Q1,1492500000000
B1GQ_Q,201206,1996-Q2,1501500000000
B1GQ_Q,201206,1996-Q3,1525300000000
B1GQ_Q,201206,1996-Q4,1564400000000
B1GQ_Q,201206,1997-Q1,1582600000000
B1GQ_Q,201206,1997-Q2,1616000000000
B1GQ_Q,201206,1997-Q3,1646100000000
B1GQ_Q,201206,1997-Q4,1680100000000
B1GQ_Q,201206,1998-Q1,1693400000000
B1GQ_Q,201206,1998-Q2,1711000000000
B1GQ_Q,201206,1998-Q3,1721600000000
B1GQ_Q,201206,1998-Q4,1725500000000
B1GQ_Q,201206,1999-Q1,1750000000000
B1GQ_Q,201206,1999-Q2,1753200000000
B1GQ_Q,201206,1999-Q3,1781100000000
B1GQ_Q,201206,1999-Q4,1811400000000
B1GQ_Q,201206,2000-Q1,1859300000000
B1GQ_Q,201206,2000-Q2,1881000000000
B1GQ_Q,201206,2000-Q3,1892300000000
B1GQ_Q,201206,2000-Q4,1886900000000
B1GQ_Q,201206,2001-Q1,1865800000000
B1GQ_Q,201206,2001-Q2,1865600000000
B1GQ_Q,201206,2001-Q3,1863300000000
B1GQ_Q,201206,2001-Q4,1855100000000
B1GQ_Q,201206,2002-Q1,1840600000000
B1GQ_Q,201206,2002-Q2,1860400000000
B1GQ_Q,201206,2002-Q3,1875500000000
B1GQ_Q,201206,2002-Q4,1878900000000
B1GQ_Q,201206,2003-Q1,1879300000000
B1GQ_Q,201206,2003-Q2,1887100000000
B1GQ_Q,201206,2003-Q3,1884100000000
B1GQ_Q,201206,2003-Q4,1907300000000
B1GQ_Q,201206,2004-Q1,1940500000000
B1GQ_Q,201206,2004-Q2,1957200000000
B1GQ_Q,201206,2004-Q3,1970500000000
B1GQ_Q,201206,2004-Q4,1994100000000
B1GQ_Q,201206,2005-Q1,2005700000000
B1GQ_Q,201206,2005-Q2,2002700000000
B1GQ_Q,201206,2005-Q3,2037900000000
B1GQ_Q,201206,2005-Q4,2066000000000
B1GQ_Q,201206,2006-Q1,2101300000000
B1GQ_Q,201206,2006-Q2,2137800000000
B1GQ_Q,201206,2006-Q3,2140700000000
B1GQ_Q,201206,2006-Q4,2150300000000
B1GQ_Q,201206,2007-Q1,2166600000000
B1GQ_Q,201206,2007-Q2,2204900000000
B1GQ_Q,201206,2007-Q3,2209600000000
B1GQ_Q,201206,2007-Q4,2225500000000
B1GQ_Q,201206,2008-Q1,2242300000000
B1GQ_Q,201206,2008-Q2,2235100000000
B1GQ_Q,201206,2008-Q3,2233300000000
B1GQ_Q,201206,2008-Q4,2200500000000
B1GQ_Q,201206,2009-Q1,2056000000000
B1GQ_Q,201206,2009-Q2,2057700000000
B1GQ_Q,201206,2009-Q3,2110600000000
B1GQ_Q,201206,2009-Q4,2153200000000
B1GQ_Q,201206,2010-Q1,2171900000000
B1GQ_Q,201206,2010-Q2,2205000000000
B1GQ_Q,201206,2010-Q3,2221000000000
B1GQ_Q,201206,2010-Q4,2245400000000
B1GQ_Q,201206,2011-Q1,2256600000000
B1GQ_Q,201206,2011-Q2,2288000000000
B1GQ_Q,201206,2011-Q3,2315200000000
B1GQ_Q,201206,2011-Q4,2331900000000
B1GQ_Q,201206,2012-Q1,2362300000000
B1GQ_Q,201207,1993-Q1,1450700000000
B1GQ_Q,201207,1993-Q2,1460200000000
B1GQ_Q,201207,1993-Q3,1473500000000
B1GQ_Q,201207,1993-Q4,1486500000000
B1GQ_Q,201207,1994-Q1,1505500000000
B1GQ_Q,201207,1994-Q2,1531400000000
B1GQ_Q,201207,1994-Q3,1547700000000
B1GQ_Q,201207,1994-Q4,1566600000000
B1GQ_Q,201207,1995-Q1,1474500000000
B1GQ_Q,201207,1995-Q2,1410700000000
B1GQ_Q,201207,1995-Q3,1431100000000
B1GQ_Q,201207,1995-Q4,1452300000000
B1GQ_Q,201207,1996-Q1,1492500000000
B1GQ_Q,201207,1996-Q2,1501500000000
B1GQ_Q,201207,1996-Q3,1525300000000
B1GQ_Q,201207,1996-Q4,1564400000000
B1GQ_Q,201207,1997-Q1,1582600000000
B1GQ_Q,201207,1997-Q2,1616000000000
B1GQ_Q,201207,1997-Q3,1646100000000
B1GQ_Q,201207,1997-Q4,1680100000000
B1GQ_Q,201207,1998-Q1,1693400000000
B1GQ_Q,201207,1998-Q2,1711000000000
B1GQ_Q,201207,1998-Q3,1721600000000
B1GQ_Q,201207,1998-Q4,1725500000000
B1GQ_Q,201207,1999-Q1,1750000000000
B1GQ_Q,201207,1999-Q2,1753200000000
B1GQ_Q,201207,1999-Q3,1781100000000
B1GQ_Q,201207,1999-Q4,1811400000000
B1GQ_Q,201207,2000-Q1,1859300000000
B1GQ_Q,201207,2000-Q2,1881000000000
B1GQ_Q,201207,2000-Q3,1892300000000
B1GQ_Q,201207,2000-Q4,1886900000000
B1GQ_Q,201207,2001-Q1,1865800000000
B1GQ_Q,201207,2001-Q2,1865600000000
B1GQ_Q,201207,2001-Q3,1863300000000
B1GQ_Q,201207,2001-Q4,1855100000000
B1GQ_Q,201207,2002-Q1,1840600000000
B1GQ_Q,201207,2002-Q2,1860400000000
B1GQ_Q,201207,2002-Q3,1875500000000
B1GQ_Q,201207,2002-Q4,1878900000000
B1GQ_Q,201207,2003-Q1,1879300000000
B1GQ_Q,201207,2003-Q2,1887100000000
B1GQ_Q,201207,2003-Q3,1884100000000
B1GQ_Q,201207,2003-Q4,1907300000000
B1GQ_Q,201207,2004-Q1,1940500000000
B1GQ_Q,201207,2004-Q2,1957200000000
B1GQ_Q,201207,2004-Q3,1970500000000
B1GQ_Q,201207,2004-Q4,1994100000000
B1GQ_Q,201207,2005-Q1,2005700000000
B1GQ_Q,201207,2005-Q2,2002700000000
B1GQ_Q,201207,2005-Q3,2037900000000
B1GQ_Q,201207,2005-Q4,2066000000000
B1GQ_Q,201207,2006-Q1,2101300000000
B1GQ_Q,201207,2006-Q2,2137800000000
B1GQ_Q,201207,2006-Q3,2140700000000
B1GQ_Q,201207,2006-Q4,2150300000000
B1GQ_Q,201207,2007-Q1,2166600000000
B1GQ_Q,201207,2007-Q2,2204900000000
B1GQ_Q,201207,2007-Q3,2209600000000
B1GQ_Q,201207,2007-Q4,2225500000000
B1GQ_Q,201207,2008-Q1,2242300000000
B1GQ_Q,201207,2008-Q2,2235100000000
B1GQ_Q,201207,2008-Q3,2233300000000
B1GQ_Q,201207,2008-Q4,2200500000000
B1GQ_Q,201207,2009-Q1,2056000000000
B1GQ_Q,201207,2009-Q2,2057700000000
B1GQ_Q,201207,2009-Q3,2110600000000
B1GQ_Q,201207,2009-Q4,2153200000000
B1GQ_Q,201207,2010-Q1,2171900000000
B1GQ_Q,201207,2010-Q2,2205000000000
B1GQ_Q,201207,2010-Q3,2221000000000
B1GQ_Q,201207,2010-Q4,2245400000000
B1GQ_Q,201207,2011-Q1,2256600000000
B1GQ_Q,201207,2011-Q2,2288000000000
B1GQ_Q,201207,2011-Q3,2315200000000
B1GQ_Q,201207,2011-Q4,2331900000000
B1GQ_Q,201207,2012-Q1,2362300000000
B1GQ_Q,201208,1993-Q1,1450700000000
B1GQ_Q,201208,1993-Q2,1460200000000
B1GQ_Q,201208,1993-Q3,1473500000000
B1GQ_Q,201208,1993-Q4,1486500000000
B1GQ_Q,201208,1994-Q1,1505500000000
B1GQ_Q,201208,1994-Q2,1531400000000
B1GQ_Q,201208,1994-Q3,1547700000000
B1GQ_Q,201208,1994-Q4,1566600000000
B1GQ_Q,201208,1995-Q1,1474500000000
B1GQ_Q,201208,1995-Q2,1410700000000
B1GQ_Q,201208,1995-Q3,1431100000000
B1GQ_Q,201208,1995-Q4,1452300000000
B1GQ_Q,201208,1996-Q1,1492500000000
B1GQ_Q,201208,1996-Q2,1501500000000
B1GQ_Q,201208,1996-Q3,1525300000000
B1GQ_Q,201208,1996-Q4,1564400000000
B1GQ_Q,201208,1997-Q1,1582600000000
B1GQ_Q,201208,1997-Q2,1616000000000
B1GQ_Q,201208,1997-Q3,1646100000000
B1GQ_Q,201208,1997-Q4,1680100000000
B1GQ_Q,201208,1998-Q1,1693400000000
B1GQ_Q,201208,1998-Q2,1711000000000
B1GQ_Q,201208,1998-Q3,1721600000000
B1GQ_Q,201208,1998-Q4,1725500000000
B1GQ_Q,201208,1999-Q1,1750000000000
B1GQ_Q,201208,1999-Q2,1753200000000
B1GQ_Q,201208,1999-Q3,1781100000000
B1GQ_Q,201208,1999-Q4,1811400000000
B1GQ_Q,201208,2000-Q1,1859300000000
B1GQ_Q,201208,2000-Q2,1881000000000
B1GQ_Q,201208,2000-Q3,1892300000000
B1GQ_Q,201208,2000-Q4,1886900000000
B1GQ_Q,201208,2001-Q1,1865800000000
B1GQ_Q,201208,2001-Q2,1865600000000
B1GQ_Q,201208,2001-Q3,1863300000000
B1GQ_Q,201208,2001-Q4,1855100000000
B1GQ_Q,201208,2002-Q1,1840600000000
B1GQ_Q,201208,2002-Q2,1860400000000
B1GQ_Q,201208,2002-Q3,1875500000000
B1GQ_Q,201208,2002-Q4,1878900000000
B1GQ_Q,201208,2003-Q1,1879300000000
B1GQ_Q,201208,2003-Q2,1887100000000
B1GQ_Q,201208,2003-Q3,1884100000000
B1GQ_Q,201208,2003-Q4,1907300000000
B1GQ_Q,201208,2004-Q1,1940500000000
B1GQ_Q,201208,2004-Q2,1957200000000
B1GQ_Q,201208,2004-Q3,1970500000000
B1GQ_Q,201208,2004-Q4,1994100000000
B1GQ_Q,201208,2005-Q1,2005700000000
B1GQ_Q,201208,2005-Q2,2002700000000
B1GQ_Q,201208,2005-Q3,2037900000000
B1GQ_Q,201208,2005-Q4,2066000000000
B1GQ_Q,201208,2006-Q1,2101300000000
B1GQ_Q,201208,2006-Q2,2137800000000
B1GQ_Q,201208,2006-Q3,2140700000000
B1GQ_Q,201208,2006-Q4,2150300000000
B1GQ_Q,201208,2007-Q1,2166600000000
B1GQ_Q,201208,2007-Q2,2204900000000
B1GQ_Q,201208,2007-Q3,2209600000000
B1GQ_Q,201208,2007-Q4,2225500000000
B1GQ_Q,201208,2008-Q1,2242300000000
B1GQ_Q,201208,2008-Q2,2235100000000
B1GQ_Q,201208,2008-Q3,2233300000000
B1GQ_Q,201208,2008-Q4,2200500000000
B1GQ_Q,201208,2009-Q1,2056000000000
B1GQ_Q,201208,2009-Q2,2057700000000
B1GQ_Q,201208,2009-Q3,2110600000000
B1GQ_Q,201208,2009-Q4,2153200000000
B1GQ_Q,201208,2010-Q1,2171900000000
B1GQ_Q,201208,2010-Q2,2205000000000
B1GQ_Q,201208,2010-Q3,2221000000000
B1GQ_Q,201208,2010-Q4,2245400000000
B1GQ_Q,201208,2011-Q1,2256600000000
B1GQ_Q,201208,2011-Q2,2288000000000
B1GQ_Q,201208,2011-Q3,2315200000000
B1GQ_Q,201208,2011-Q4,2331900000000
B1GQ_Q,201208,2012-Q1,2362300000000
B1GQ_Q,201209,1993-Q1,1450700000000
B1GQ_Q,201209,1993-Q2,1460200000000
