serie,edicion,periodo,valor
B1GQ_Q,202504,2013-Q4,5463884535249
B1GQ_Q,202504,2014-Q1,5499384798318
B1GQ_Q,202504,2014-Q2,5571326046331
B1GQ_Q,202504,2014-Q3,5579491779226
B1GQ_Q,202504,2014-Q4,5626992660647
B1GQ_Q,202504,2015-Q1,5653494265076
B1GQ_Q,202504,2015-Q2,5704892091732
B1GQ_Q,202504,2015-Q3,5771267421829
B1GQ_Q,202504,2015-Q4,5754477521734
B1GQ_Q,202504,2016-Q1,5751152112768
B1GQ_Q,202504,2016-Q2,5772720080455
B1GQ_Q,202504,2016-Q3,5823914571611
B1GQ_Q,202504,2016-Q4,5889184718212
B1GQ_Q,202504,2017-Q1,5922064372399
B1GQ_Q,202504,2017-Q2,5930839394340
B1GQ_Q,202504,2017-Q3,5894494446959
B1GQ_Q,202504,2017-Q4,5977172509089
B1GQ_Q,202504,2018-Q1,6052974538939
B1GQ_Q,202504,2018-Q2,6032360796229
B1GQ_Q,202504,2018-Q3,6056956403398
B1GQ_Q,202504,2018-Q4,6046554959784
B1GQ_Q,202504,2019-Q1,6047178242411
B1GQ_Q,202504,2019-Q2,6031519138135
B1GQ_Q,202504,2019-Q3,6029189255220
B1GQ_Q,202504,2019-Q4,5987213044095
B1GQ_Q,202504,2020-Q1,5918161146898
B1GQ_Q,202504,2020-Q2,4797408592405
B1GQ_Q,202504,2020-Q3,5538840862388
B1GQ_Q,202504,2020-Q4,5780958769315
B1GQ_Q,202504,2021-Q1,5823417860111
B1GQ_Q,202504,2021-Q2,5878167350316
B1GQ_Q,202504,2021-Q3,5820882788167
B1GQ_Q,202504,2021-Q4,5893044568978
B1GQ_Q,202504,2022-Q1,5980908285468
B1GQ_Q,202504,2022-Q2,6048829142543
B1GQ_Q,202504,2022-Q3,6087736884460
B1GQ_Q,202504,2022-Q4,6165495880847
B1GQ_Q,202504,2023-Q1,6209936314920
B1GQ_Q,202504,2023-Q2,6261415719676
B1GQ_Q,202504,2023-Q3,6295148281339
B1GQ_Q,202504,2023-Q4,6318165504623
B1GQ_Q,202504,2024-Q1,6316154028502
B1GQ_Q,202504,2024-Q2,6334303155460
B1GQ_Q,202504,2024-Q3,6392275141680
B1GQ_Q,202504,2024-Q4,6351887247832
B1GQ_Q,202505,1993-Q1,3450105554067
B1GQ_Q,202505,1993-Q2,3450953607596
B1GQ_Q,202505,1993-Q3,3491194296813
B1GQ_Q,202505,1993-Q4,3513172995447
B1GQ_Q,202505,1994-Q1,3547899306948
B1GQ_Q,202505,1994-Q2,3628946257856
B1GQ_Q,202505,1994-Q3,3649216147868
B1GQ_Q,202505,1994-Q4,3688580068214
B1GQ_Q,202505,1995-Q1,3518954842463
B1GQ_Q,202505,1995-Q2,3306501328351
B1GQ_Q,202505,1995-Q3,3377241172173
B1GQ_Q,202505,1995-Q4,3454575877374
B1GQ_Q,202505,1996-Q1,3535410668521
B1GQ_Q,202505,1996-Q2,3572899219853
B1GQ_Q,202505,1996-Q3,3625532283650
B1GQ_Q,202505,1996-Q4,3740461365635
B1GQ_Q,202505,1997-Q1,3753681424508
B1GQ_Q,202505,1997-Q2,3841949257800
B1GQ_Q,202505,1997-Q3,3922361582445
B1GQ_Q,202505,1997-Q4,4033009870681
B1GQ_Q,202505,1998-Q1,4094734983380
B1GQ_Q,202505,1998-Q2,4124389729986
B1GQ_Q,202505,1998-Q3,4144671221044
B1GQ_Q,202505,1998-Q4,4152328682692
B1GQ_Q,202505,1999-Q1,4188282147714
B1GQ_Q,202505,1999-Q2,4219510087798
B1GQ_Q,202505,1999-Q3,4259019091907
B1GQ_Q,202505,1999-Q4,4302277017817
B1GQ_Q,202505,2000-Q1,4391740424121
B1GQ_Q,202505,2000-Q2,4446772549182
B1GQ_Q,202505,2000-Q3,4494995861547
B1GQ_Q,202505,2000-Q4,4445100761940
B1GQ_Q,202505,2001-Q1,4472698107936
B1GQ_Q,202505,2001-Q2,4439733041100
B1GQ_Q,202505,2001-Q3,4430280902798
B1GQ_Q,202505,2001-Q4,4392626184632
B1GQ_Q,202505,2002-Q1,4365117781635
B1GQ_Q,202505,2002-Q2,4411258496558
B1GQ_Q,202505,2002-Q3,4453103805687
B1GQ_Q,202505,2002-Q4,4463015292745
B1GQ_Q,202505,2003-Q1,4460474135417
B1GQ_Q,202505,2003-Q2,4467441611105
B1GQ_Q,202505,2003-Q3,4469170249101
B1GQ_Q,202505,2003-Q4,4509991554250
B1GQ_Q,202505,2004-Q1,4570365119757
B1GQ_Q,202505,2004-Q2,4630802861058
B1GQ_Q,202505,2004-Q3,4627388669575
B1GQ_Q,202505,2004-Q4,4676859914757
B1GQ_Q,202505,2005-Q1,4687592298679
B1GQ_Q,202505,2005-Q2,4687185607465
B1GQ_Q,202505,2005-Q3,4735815196040
B1GQ_Q,202505,2005-Q4,4823535219469
B1GQ_Q,202505,2006-Q1,4917852536472
B1GQ_Q,202505,2006-Q2,4960855993555
B1GQ_Q,202505,2006-Q3,4973291297974
B1GQ_Q,202505,2006-Q4,4990856664457
B1GQ_Q,202505,2007-Q1,5025592829053
B1GQ_Q,202505,2007-Q2,5059044108582
B1GQ_Q,202505,2007-Q3,5077420772642
B1GQ_Q,202505,2007-Q4,5089554251942
B1GQ_Q,202505,2008-Q1,5091452523162
B1GQ_Q,202505,2008-Q2,5125374632256
B1GQ_Q,202505,2008-Q3,5130895312145
B1GQ_Q,202505,2008-Q4,5048739852990
B1GQ_Q,202505,2009-Q1,4736727127709
B1GQ_Q,202505,2009-Q2,4659716545611
B1GQ_Q,202505,2009-Q3,4827529711280
B1GQ_Q,202505,2009-Q4,4931884190889
B1GQ_Q,202505,2010-Q1,4951675057491
B1GQ_Q,202505,2010-Q2,5009933243415
B1GQ_Q,202505,2010-Q3,5054416317190
B1GQ_Q,202505,2010-Q4,5095580794993
B1GQ_Q,202505,2011-Q1,5129615074059
B1GQ_Q,202505,2011-Q2,5151409676820
B1GQ_Q,202505,2011-Q3,5243463817977
B1GQ_Q,202505,2011-Q4,5281378923191
B1GQ_Q,202505,2012-Q1,5332954227806
B1GQ_Q,202505,2012-Q2,5368526872914
B1GQ_Q,202505,2012-Q3,5378342870904
B1GQ_Q,202505,2012-Q4,5420377006042
B1GQ_Q,202505,2013-Q1,5425999017194
B1GQ_Q,202505,2013-Q2,5403969567498
B1GQ_Q,202505,2013-Q3,5436957030471
B1GQ_Q,202505,2013-Q4,5463884535249
B1GQ_Q,202505,2014-Q1,5499384798318
B1GQ_Q,202505,2014-Q2,5571326046331
B1GQ_Q,202505,2014-Q3,5579491779226
B1GQ_Q,202505,2014-Q4,5626992660647
B1GQ_Q,202505,2015-Q1,5653494265076
B1GQ_Q,202505,2015-Q2,5704892091732
B1GQ_Q,202505,2015-Q3,5771267421829
B1GQ_Q,202505,2015-Q4,5754477521734
B1GQ_Q,202505,2016-Q1,5751152112768
B1GQ_Q,202505,2016-Q2,5772720080455
B1GQ_Q,202505,2016-Q3,5823914571611
B1GQ_Q,202505,2016-Q4,5889184718212
B1GQ_Q,202505,2017-Q1,5922064372399
B1GQ_Q,202505,2017-Q2,5930839394340
B1GQ_Q,202505,2017-Q3,5894494446959
B1GQ_Q,202505,2017-Q4,5977172509089
B1GQ_Q,202505,2018-Q1,6052974538939
B1GQ_Q,202505,2018-Q2,6032360796229
B1GQ_Q,202505,2018-Q3,6056956403398
B1GQ_Q,202505,2018-Q4,6046554959784
B1GQ_Q,202505,2019-Q1,6047178242411
B1GQ_Q,202505,2019-Q2,6031519138135
B1GQ_Q,202505,2019-Q3,6029189255220
B1GQ_Q,202505,2019-Q4,5987213044095
B1GQ_Q,202505,2020-Q1,5918161146898
B1GQ_Q,202505,2020-Q2,4797408592405
B1GQ_Q,202505,2020-Q3,5538840862388
B1GQ_Q,202505,2020-Q4,5780958769315
B1GQ_Q,202505,2021-Q1,5823417860111
B1GQ_Q,202505,2021-Q2,5878167350316
B1GQ_Q,202505,2021-Q3,5820882788167
B1GQ_Q,202505,2021-Q4,5893044568978
B1GQ_Q,202505,2022-Q1,5980908285468
B1GQ_Q,202505,2022-Q2,6048829142543
B1GQ_Q,202505,2022-Q3,6087736884460
B1GQ_Q,202505,2022-Q4,6165495880847
B1GQ_Q,202505,2023-Q1,6209936314920
B1GQ_Q,202505,2023-Q2,6261415719676
B1GQ_Q,202505,2023-Q3,6295148281339
B1GQ_Q,202505,2023-Q4,6318165504623
B1GQ_Q,202505,2024-Q1,6316154028502
B1GQ_Q,202505,2024-Q2,6334303155460
B1GQ_Q,202505,2024-Q3,6392275141680
B1GQ_Q,202505,2024-Q4,6351887247832
B1GQ_Q,202505,2025-Q1,6364591000000
B1GQ_Q,202506,1993-Q1,3450188872500
B1GQ_Q,202506,1993-Q2,3450946937500
B1GQ_Q,202506,1993-Q3,3491179357500
B1GQ_Q,202506,1993-Q4,3513170742500
B1GQ_Q,202506,1994-Q1,3547967290000
B1GQ_Q,202506,1994-Q2,3628962537500
B1GQ_Q,202506,1994-Q3,3649202215000
B1GQ_Q,202506,1994-Q4,3688571512500
B1GQ_Q,202506,1995-Q1,3519072345000
B1GQ_Q,202506,1995-Q2,3306471235000
B1GQ_Q,202506,1995-Q3,3377231760000
B1GQ_Q,202506,1995-Q4,3454566675000
B1GQ_Q,202506,1996-Q1,3535261350000
B1GQ_Q,202506,1996-Q2,3572856595000
B1GQ_Q,202506,1996-Q3,3625526440000
B1GQ_Q,202506,1996-Q4,3740462312500
B1GQ_Q,202506,1997-Q1,3753691342500
B1GQ_Q,202506,1997-Q2,3842017977500
B1GQ_Q,202506,1997-Q3,3922361915000
B1GQ_Q,202506,1997-Q4,4033012352500
B1GQ_Q,202506,1998-Q1,4094833707500
B1GQ_Q,202506,1998-Q2,4124371805000
B1GQ_Q,202506,1998-Q3,4144677915000
B1GQ_Q,202506,1998-Q4,4152315402500
B1GQ_Q,202506,1999-Q1,4188378707500
B1GQ_Q,202506,1999-Q2,4219507877500
B1GQ_Q,202506,1999-Q3,4259030797500
B1GQ_Q,202506,1999-Q4,4302233042500
B1GQ_Q,202506,2000-Q1,4391527967500
B1GQ_Q,202506,2000-Q2,4446761515000
B1GQ_Q,202506,2000-Q3,4495009980000
B1GQ_Q,202506,2000-Q4,4445050400000
B1GQ_Q,202506,2001-Q1,4472831062500
B1GQ_Q,202506,2001-Q2,4439720337500
B1GQ_Q,202506,2001-Q3,4430294645000
B1GQ_Q,202506,2001-Q4,4392585755000
B1GQ_Q,202506,2002-Q1,4365131517500
B1GQ_Q,202506,2002-Q2,4411349127500
B1GQ_Q,202506,2002-Q3,4453118500000
B1GQ_Q,202506,2002-Q4,4462991527500
B1GQ_Q,202506,2003-Q1,4460601372500
B1GQ_Q,202506,2003-Q2,4467406525000
B1GQ_Q,202506,2003-Q3,4469183427500
B1GQ_Q,202506,2003-Q4,4509972267500
B1GQ_Q,202506,2004-Q1,4570154327500
B1GQ_Q,202506,2004-Q2,4630749217500
B1GQ_Q,202506,2004-Q3,4627397932500
B1GQ_Q,202506,2004-Q4,4676855310000
B1GQ_Q,202506,2005-Q1,4687599965000
B1GQ_Q,202506,2005-Q2,4687271447500
B1GQ_Q,202506,2005-Q3,4735812242500
B1GQ_Q,202506,2005-Q4,4823532220000
B1GQ_Q,202506,2006-Q1,4917997552500
B1GQ_Q,202506,2006-Q2,4960823135000
B1GQ_Q,202506,2006-Q3,4973267765000
B1GQ_Q,202506,2006-Q4,4990856545000
B1GQ_Q,202506,2007-Q1,5025758095000
B1GQ_Q,202506,2007-Q2,5059010255000
B1GQ_Q,202506,2007-Q3,5077377375000
B1GQ_Q,202506,2007-Q4,5089548420000
B1GQ_Q,202506,2008-Q1,5091122732500
B1GQ_Q,202506,2008-Q2,5125455857500
B1GQ_Q,202506,2008-Q3,5130843495000
B1GQ_Q,202506,2008-Q4,5048758430000
B1GQ_Q,202506,2009-Q1,4736905927500
B1GQ_Q,202506,2009-Q2,4659656055000
B1GQ_Q,202506,2009-Q3,4827488637500
B1GQ_Q,202506,2009-Q4,4931910395000
B1GQ_Q,202506,2010-Q1,4951841335000
B1GQ_Q,202506,2010-Q2,5009871515000
B1GQ_Q,202506,2010-Q3,5054390582500
B1GQ_Q,202506,2010-Q4,5095604950000
B1GQ_Q,202506,2011-Q1,5129775097500
B1GQ_Q,202506,2011-Q2,5151345570000
B1GQ_Q,202506,2011-Q3,5243454265000
B1GQ_Q,202506,2011-Q4,5281383465000
B1GQ_Q,202506,2012-Q1,5332713977500
B1GQ_Q,202506,2012-Q2,5368455985000
B1GQ_Q,202506,2012-Q3,5378343107500
B1GQ_Q,202506,2012-Q4,5420387060000
B1GQ_Q,202506,2013-Q1,5426007505000
B1GQ_Q,202506,2013-Q2,5404057362500
B1GQ_Q,202506,2013-Q3,5436959747500
B1GQ_Q,202506,2013-Q4,5463891695000
B1GQ_Q,202506,2014-Q1,5499534380000
B1GQ_Q,202506,2014-Q2,5571275175000
B1GQ_Q,202506,2014-Q3,5579493762500
B1GQ_Q,202506,2014-Q4,5626998110000
B1GQ_Q,202506,2015-Q1,5653648757500
B1GQ_Q,202506,2015-Q2,5704843797500
B1GQ_Q,202506,2015-Q3,5771267145000
B1GQ_Q,202506,2015-Q4,5754462327500
B1GQ_Q,202506,2016-Q1,5750748835000
B1GQ_Q,202506,2016-Q2,5772799342500
B1GQ_Q,202506,2016-Q3,5823911550000
B1GQ_Q,202506,2016-Q4,5889185225000
B1GQ_Q,202506,2017-Q1,5922254580000
B1GQ_Q,202506,2017-Q2,5930777497500
B1GQ_Q,202506,2017-Q3,5894479640000
B1GQ_Q,202506,2017-Q4,5977167807500
B1GQ_Q,202506,2018-Q1,6053016920000
B1GQ_Q,202506,2018-Q2,6032483912500
B1GQ_Q,202506,2018-Q3,6056878317500
B1GQ_Q,202506,2018-Q4,6046570467500
B1GQ_Q,202506,2019-Q1,6047385777500
B1GQ_Q,202506,2019-Q2,6031579930000
B1GQ_Q,202506,2019-Q3,6028987955000
B1GQ_Q,202506,2019-Q4,5987245002500
B1GQ_Q,202506,2020-Q1,5917910650000
B1GQ_Q,202506,2020-Q2,4797464437500
B1GQ_Q,202506,2020-Q3,5538460382500
B1GQ_Q,202506,2020-Q4,5781154752500
B1GQ_Q,202506,2021-Q1,5823893140000
B1GQ_Q,202506,2021-Q2,5878433370000
B1GQ_Q,202506,2021-Q3,5820091772500
B1GQ_Q,202506,2021-Q4,5893139022500
B1GQ_Q,202506,2022-Q1,5980945977500
B1GQ_Q,202506,2022-Q2,6048666275000
B1GQ_Q,202506,2022-Q3,6086060965000
B1GQ_Q,202506,2022-Q4,6166727735000
B1GQ_Q,202506,2023-Q1,6214398207500
B1GQ_Q,202506,2023-Q2,6264175867500
B1GQ_Q,202506,2023-Q3,6297168235000
B1GQ_Q,202506,2023-Q4,6322330320000
B1GQ_Q,202506,2024-Q1,6325216830000
B1GQ_Q,202506,2024-Q2,6336983377500
B1GQ_Q,202506,2024-Q3,6390720282500
B1GQ_Q,202506,2024-Q4,6348290082500
B1GQ_Q,202506,2025-Q1,6361215655000
B1GQ_Q,202507,1993-Q1,3450188872500
B1GQ_Q,202507,1993-Q2,3450946937500
B1GQ_Q,202507,1993-Q3,3491179357500
B1GQ_Q,202507,1993-Q4,3513170742500
B1GQ_Q,202507,1994-Q1,3547967290000
B1GQ_Q,202507,1994-Q2,3628962537500
B1GQ_Q,202507,1994-Q3,3649202215000
B1GQ_Q,202507,1994-Q4,3688571512500
B1GQ_Q,202507,1995-Q1,3519072345000
B1GQ_Q,202507,1995-Q2,3306471235000
B1GQ_Q,202507,1995-Q3,3377231760000
B1GQ_Q,202507,1995-Q4,3454566675000
B1GQ_Q,202507,1996-Q1,3535261350000
B1GQ_Q,202507,1996-Q2,3572856595000
B1GQ_Q,202507,1996-Q3,3625526440000
B1GQ_Q,202507,1996-Q4,3740462312500
B1GQ_Q,202507,1997-Q1,3753691342500
B1GQ_Q,202507,1997-Q2,3842017977500
B1GQ_Q,202507,1997-Q3,3922361915000
B1GQ_Q,202507,1997-Q4,4033012352500
B1GQ_Q,202507,1998-Q1,4094833707500
B1GQ_Q,202507,1998-Q2,4124371805000
B1GQ_Q,202507,1998-Q3,4144677915000
B1GQ_Q,202507,1998-Q4,4152315402500
B1GQ_Q,202507,1999-Q1,4188378707500
B1GQ_Q,202507,1999-Q2,4219507877500
B1GQ_Q,202507,1999-Q3,4259030797500
B1GQ_Q,202507,1999-Q4,4302233042500
B1GQ_Q,202507,2000-Q1,4391527967500
B1GQ_Q,202507,2000-Q2,4446761515000
B1GQ_Q,202507,2000-Q3,4495009980000
B1GQ_Q,202507,2000-Q4,4445050400000
B1GQ_Q,202507,2001-Q1,4472831062500
B1GQ_Q,202507,2001-Q2,4439720337500
B1GQ_Q,202507,2001-Q3,4430294645000
B1GQ_Q,202507,2001-Q4,4392585755000
B1GQ_Q,202507,2002-Q1,4365131517500
B1GQ_Q,202507,2002-Q2,4411349127500
B1GQ_Q,202507,2002-Q3,4453118500000
B1GQ_Q,202507,2002-Q4,4462991527500
B1GQ_Q,202507,2003-Q1,4460601372500
B1GQ_Q,202507,2003-Q2,4467406525000
B1GQ_Q,202507,2003-Q3,4469183427500
B1GQ_Q,202507,2003-Q4,4509972267500
B1GQ_Q,202507,2004-Q1,4570154327500
B1GQ_Q,202507,2004-Q2,4630749217500
B1GQ_Q,202507,2004-Q3,4627397932500
B1GQ_Q,202507,2004-Q4,4676855310000
B1GQ_Q,202507,2005-Q1,4687599965000
B1GQ_Q,202507,2005-Q2,4687271447500
B1GQ_Q,202507,2005-Q3,4735812242500
B1GQ_Q,202507,2005-Q4,4823532220000
B1GQ_Q,202507,2006-Q1,4917997552500
B1GQ_Q,202507,2006-Q2,4960823135000
B1GQ_Q,202507,2006-Q3,4973267765000
B1GQ_Q,202507,2006-Q4,4990856545000
B1GQ_Q,202507,2007-Q1,5025758095000
B1GQ_Q,202507,2007-Q2,5059010255000
B1GQ_Q,202507,2007-Q3,5077377375000
B1GQ_Q,202507,2007-Q4,5089548420000
B1GQ_Q,202507,2008-Q1,5091122732500
B1GQ_Q,202507,2008-Q2,5125455857500
B1GQ_Q,202507,2008-Q3,5130843495000
B1GQ_Q,202507,2008-Q4,5048758430000
B1GQ_Q,202507,2009-Q1,4736905927500
B1GQ_Q,202507,2009-Q2,4659656055000
B1GQ_Q,202507,2009-Q3,4827488637500
B1GQ_Q,202507,2009-Q4,4931910395000
B1GQ_Q,202507,2010-Q1,4951841335000
B1GQ_Q,202507,2010-Q2,5009871515000
B1GQ_Q,202507,2010-Q3,5054390582500
B1GQ_Q,202507,2010-Q4,5095604950000
B1GQ_Q,202507,2011-Q1,5129775097500
B1GQ_Q,202507,2011-Q2,5151345570000
B1GQ_Q,202507,2011-Q3,5243454265000
B1GQ_Q,202507,2011-Q4,5281383465000
B1GQ_Q,202507,2012-Q1,5332713977500
B1GQ_Q,202507,2012-Q2,5368455985000
B1GQ_Q,202507,2012-Q3,5378343107500
B1GQ_Q,202507,2012-Q4,5420387060000
B1GQ_Q,202507,2013-Q1,5426007505000
B1GQ_Q,202507,2013-Q2,5404057362500
B1GQ_Q,202507,2013-Q3,5436959747500
B1GQ_Q,202507,2013-Q4,5463891695000
B1GQ_Q,202507,2014-Q1,5499534380000
B1GQ_Q,202507,2014-Q2,5571275175000
B1GQ_Q,202507,2014-Q3,5579493762500
B1GQ_Q,202507,2014-Q4,5626998110000
B1GQ_Q,202507,2015-Q1,5653648757500
B1GQ_Q,202507,2015-Q2,5704843797500
B1GQ_Q,202507,2015-Q3,5771267145000
B1GQ_Q,202507,2015-Q4,5754462327500
B1GQ_Q,202507,2016-Q1,5750748835000
B1GQ_Q,202507,2016-Q2,5772799342500
B1GQ_Q,202507,2016-Q3,5823911550000
B1GQ_Q,202507,2016-Q4,5889185225000
B1GQ_Q,202507,2017-Q1,5922254580000
B1GQ_Q,202507,2017-Q2,5930777497500
B1GQ_Q,202507,2017-Q3,5894479640000
B1GQ_Q,202507,2017-Q4,5977167807500
B1GQ_Q,202507,2018-Q1,6053016920000
B1GQ_Q,202507,2018-Q2,6032483912500
B1GQ_Q,202507,2018-Q3,6056878317500
B1GQ_Q,202507,2018-Q4,6046570467500
B1GQ_Q,202507,2019-Q1,6047385777500
B1GQ_Q,202507,2019-Q2,6031579930000
B1GQ_Q,202507,2019-Q3,6028987955000
B1GQ_Q,202507,2019-Q4,5987245002500
B1GQ_Q,202507,2020-Q1,5917910650000
B1GQ_Q,202507,2020-Q2,4797464437500
B1GQ_Q,202507,2020-Q3,5538460382500
B1GQ_Q,202507,2020-Q4,5781154752500
B1GQ_Q,202507,2021-Q1,5823893140000
B1GQ_Q,202507,2021-Q2,5878433370000
B1GQ_Q,202507,2021-Q3,5820091772500
B1GQ_Q,202507,2021-Q4,5893139022500
B1GQ_Q,202507,2022-Q1,5980945977500
B1GQ_Q,202507,2022-Q2,6048666275000
B1GQ_Q,202507,2022-Q3,6086060965000
B1GQ_Q,202507,2022-Q4,6166727735000
B1GQ_Q,202507,2023-Q1,6214398207500
B1GQ_Q,202507,2023-Q2,6264175867500
B1GQ_Q,202507,2023-Q3,6297168235000
B1GQ_Q,202507,2023-Q4,6322330320000
B1GQ_Q,202507,2024-Q1,6325216830000
B1GQ_Q,202507,2024-Q2,6336983377500
B1GQ_Q,202507,2024-Q3,6390720282500
B1GQ_Q,202507,2024-Q4,6348290082500
B1GQ_Q,202507,2025-Q1,6361215655000
B1GQ_Q,202508,1993-Q1,3450188872500
B1GQ_Q,202508,1993-Q2,3450946937500
B1GQ_Q,202508,1993-Q3,3491179357500
B1GQ_Q,202508,1993-Q4,3513170742500
B1GQ_Q,202508,1994-Q1,3547967290000
B1GQ_Q,202508,1994-Q2,3628962537500
B1GQ_Q,202508,1994-Q3,3649202215000
B1GQ_Q,202508,1994-Q4,3688571512500
B1GQ_Q,202508,1995-Q1,3519072345000
B1GQ_Q,202508,1995-Q2,3306471235000
B1GQ_Q,202508,1995-Q3,3377231760000
B1GQ_Q,202508,1995-Q4,3454566675000
B1GQ_Q,202508,1996-Q1,3535261350000
B1GQ_Q,202508,1996-Q2,3572856595000
B1GQ_Q,202508,1996-Q3,3625526440000
B1GQ_Q,202508,1996-Q4,3740462312500
B1GQ_Q,202508,1997-Q1,3753691342500
B1GQ_Q,202508,1997-Q2,3842017977500
B1GQ_Q,202508,1997-Q3,3922361915000
B1GQ_Q,202508,1997-Q4,4033012352500
B1GQ_Q,202508,1998-Q1,4094833707500
B1GQ_Q,202508,1998-Q2,4124371805000
B1GQ_Q,202508,1998-Q3,4144677915000
B1GQ_Q,202508,1998-Q4,4152315402500
B1GQ_Q,202508,1999-Q1,4188378707500
B1GQ_Q,202508,1999-Q2,4219507877500
B1GQ_Q,202508,1999-Q3,4259030797500
B1GQ_Q,202508,1999-Q4,4302233042500
B1GQ_Q,202508,2000-Q1,4391527967500
B1GQ_Q,202508,2000-Q2,4446761515000
B1GQ_Q,202508,2000-Q3,4495009980000
B1GQ_Q,202508,2000-Q4,4445050400000
B1GQ_Q,202508,2001-Q1,4472831062500
B1GQ_Q,202508,2001-Q2,4439720337500
B1GQ_Q,202508,2001-Q3,4430294645000
B1GQ_Q,202508,2001-Q4,4392585755000
B1GQ_Q,202508,2002-Q1,4365131517500
B1GQ_Q,202508,2002-Q2,4411349127500
B1GQ_Q,202508,2002-Q3,4453118500000
B1GQ_Q,202508,2002-Q4,4462991527500
B1GQ_Q,202508,2003-Q1,4460601372500
B1GQ_Q,202508,2003-Q2,4467406525000
B1GQ_Q,202508,2003-Q3,4469183427500
B1GQ_Q,202508,2003-Q4,4509972267500
B1GQ_Q,202508,2004-Q1,4570154327500
B1GQ_Q,202508,2004-Q2,4630749217500
B1GQ_Q,202508,2004-Q3,4627397932500
B1GQ_Q,202508,2004-Q4,4676855310000
B1GQ_Q,202508,2005-Q1,4687599965000
B1GQ_Q,202508,2005-Q2,4687271447500
B1GQ_Q,202508,2005-Q3,4735812242500
B1GQ_Q,202508,2005-Q4,4823532220000
B1GQ_Q,202508,2006-Q1,4917997552500
B1GQ_Q,202508,2006-Q2,4960823135000
B1GQ_Q,202508,2006-Q3,4973267765000
B1GQ_Q,202508,2006-Q4,4990856545000
B1GQ_Q,202508,2007-Q1,5025758095000
B1GQ_Q,202508,2007-Q2,5059010255000
B1GQ_Q,202508,2007-Q3,5077377375000
B1GQ_Q,202508,2007-Q4,5089548420000
B1GQ_Q,202508,2008-Q1,5091122732500
B1GQ_Q,202508,2008-Q2,5125455857500
B1GQ_Q,202508,2008-Q3,5130843495000
B1GQ_Q,202508,2008-Q4,5048758430000
B1GQ_Q,202508,2009-Q1,4736905927500
B1GQ_Q,202508,2009-Q2,4659656055000
B1GQ_Q,202508,2009-Q3,4827488637500
B1GQ_Q,202508,2009-Q4,4931910395000
B1GQ_Q,202508,2010-Q1,4951841335000
B1GQ_Q,202508,2010-Q2,5009871515000
B1GQ_Q,202508,2010-Q3,5054390582500
B1GQ_Q,202508,2010-Q4,5095604950000
B1GQ_Q,202508,2011-Q1,5129775097500
B1GQ_Q,202508,2011-Q2,5151345570000
B1GQ_Q,202508,2011-Q3,5243454265000
B1GQ_Q,202508,2011-Q4,5281383465000
B1GQ_Q,202508,2012-Q1,5332713977500
B1GQ_Q,202508,2012-Q2,5368455985000
B1GQ_Q,202508,2012-Q3,5378343107500
B1GQ_Q,202508,2012-Q4,5420387060000
B1GQ_Q,202508,2013-Q1,5426007505000
B1GQ_Q,202508,2013-Q2,5404057362500
B1GQ_Q,202508,2013-Q3,5436959747500
B1GQ_Q,202508,2013-Q4,5463891695000
B1GQ_Q,202508,2014-Q1,5499534380000
B1GQ_Q,202508,2014-Q2,5571275175000
B1GQ_Q,202508,2014-Q3,5579493762500
B1GQ_Q,202508,2014-Q4,5626998110000
B1GQ_Q,202508,2015-Q1,5653648757500
B1GQ_Q,202508,2015-Q2,5704843797500
B1GQ_Q,202508,2015-Q3,5771267145000
B1GQ_Q,202508,2015-Q4,5754462327500
B1GQ_Q,202508,2016-Q1,5750748835000
B1GQ_Q,202508,2016-Q2,5772799342500
B1GQ_Q,202508,2016-Q3,5823911550000
B1GQ_Q,202508,2016-Q4,5889185225000
B1GQ_Q,202508,2017-Q1,5922254580000
B1GQ_Q,202508,2017-Q2,5930777497500
B1GQ_Q,202508,2017-Q3,5894479640000
B1GQ_Q,202508,2017-Q4,5977167807500
B1GQ_Q,202508,2018-Q1,6053016920000
B1GQ_Q,202508,2018-Q2,6032483912500
B1GQ_Q,202508,2018-Q3,6056878317500
B1GQ_Q,202508,2018-Q4,6046570467500
B1GQ_Q,202508,2019-Q1,6047385777500
B1GQ_Q,202508,2019-Q2,6031579930000
B1GQ_Q,202508,2019-Q3,6028987955000
B1GQ_Q,202508,2019-Q4,5987245002500
B1GQ_Q,202508,2020-Q1,5917910650000
B1GQ_Q,202508,2020-Q2,4797464437500
B1GQ_Q,202508,2020-Q3,5538460382500
B1GQ_Q,202508,2020-Q4,5781154752500
B1GQ_Q,202508,2021-Q1,5823893140000
B1GQ_Q,202508,2021-Q2,5878433370000
B1GQ_Q,202508,2021-Q3,5820091772500
B1GQ_Q,202508,2021-Q4,5893139022500
B1GQ_Q,202508,2022-Q1,5980945977500
B1GQ_Q,202508,2022-Q2,6048666275000
B1GQ_Q,202508,2022-Q3,6086060965000
B1GQ_Q,202508,2022-Q4,6166727735000
B1GQ_Q,202508,2023-Q1,6214398207500
B1GQ_Q,202508,2023-Q2,6264175867500
B1GQ_Q,202508,2023-Q3,6297168235000
B1GQ_Q,202508,2023-Q4,6322330320000
B1GQ_Q,202508,2024-Q1,6325216830000
B1GQ_Q,202508,2024-Q2,6336983377500
B1GQ_Q,202508,2024-Q3,6390720282500
