code,date,gdp_income,comp_emp,surplus_mixed,taxes_prod_imp_net,taxes_prod_imp,subsidies
ESP,2015-01-01,268094.0,122623.0,118263.0,27208.0,31388.0,4180.0
ESP,2015-04-01,270627.0,123963.0,118723.0,27941.0,31903.0,3962.0
ESP,2015-07-01,273121.0,124610.0,120276.0,28235.0,32524.0,4289.0
ESP,2015-10-01,275270.0,125823.0,120642.0,28805.0,33044.0,4239.0
ESP,2016-01-01,277417.0,125568.0,124076.0,27773.0,32159.0,4386.0
ESP,2016-04-01,279123.0,126468.0,124089.0,28566.0,32828.0,4262.0
ESP,2016-07-01,282308.0,127364.0,126075.0,28869.0,33014.0,4145.0
ESP,2016-10-01,284119.0,128625.0,125926.0,29568.0,33414.0,3846.0
ESP,2017-01-01,287756.0,130101.0,127929.0,29726.0,33909.0,4183.0
ESP,2017-04-01,291535.0,131381.0,130333.0,29821.0,34268.0,4447.0
ESP,2017-07-01,293175.0,132668.0,130465.0,30042.0,34615.0,4573.0
ESP,2017-10-01,297558.0,133990.0,133126.0,30442.0,34888.0,4446.0
ESP,2018-01-01,298352.0,134725.0,132680.0,30947.0,35338.0,4391.0
ESP,2018-04-01,301749.0,136485.0,133599.0,31665.0,35899.0,4234.0
ESP,2018-07-01,304323.0,138839.0,133760.0,31724.0,36033.0,4309.0
ESP,2018-10-01,307852.0,140600.0,135277.0,31975.0,36568.0,4593.0
ESP,2019-01-01,311179.0,143292.0,135874.0,32013.0,36525.0,4512.0
ESP,2019-04-01,311955.0,145945.0,134304.0,31706.0,36383.0,4677.0
ESP,2019-07-01,312955.0,147615.0,133240.0,32100.0,36633.0,4533.0
ESP,2019-10-01,317621.0,148981.0,136960.0,31680.0,36192.0,4512.0
ESP,2020-01-01,301564.0,146519.0,125461.0,29584.0,35395.0,5811.0
ESP,2020-04-01,247347.0,127867.0,102511.0,16969.0,26329.0,9360.0
ESP,2020-07-01,287632.0,142510.0,118555.0,26567.0,33213.0,6646.0
ESP,2020-10-01,292671.0,144970.0,118602.0,29099.0,34322.0,5223.0
ESP,2021-01-01,298714.0,146199.0,123387.0,29128.0,35326.0,6198.0
ESP,2021-04-01,301107.0,146719.0,123857.0,30531.0,36248.0,5717.0
ESP,2021-07-01,310566.0,154370.0,123254.0,32942.0,38673.0,5731.0
ESP,2021-10-01,325087.0,156905.0,133810.0,34372.0,39712.0,5340.0
ESP,2022-01-01,332545.0,159045.0,138102.0,35398.0,41251.0,5853.0
ESP,2022-04-01,339188.0,162272.0,141499.0,35417.0,41835.0,6418.0
ESP,2022-07-01,345247.0,165699.0,145677.0,33871.0,42970.0,9099.0
ESP,2022-10-01,358883.0,169267.0,161907.0,27709.0,38294.0,10585.0
ESP,2023-01-01,369116.0,172597.0,160414.0,36105.0,42949.0,6844.0
ESP,2023-04-01,369733.0,176047.0,156385.0,37301.0,42986.0,5685.0
ESP,2023-07-01,374008.0,179795.0,158006.0,36207.0,42297.0,6090.0
ESP,2023-10-01,384904.0,183350.0,167048.0,34506.0,41261.0,6755.0
ESP,2024-01-01,391390.0,186196.0,167801.0,37393.0,43364.0,5971.0
ESP,2024-04-01,395077.0,188990.0,167550.0,38537.0,44743.0,6206.0
ESP,2024-07-01,400010.0,192058.0,168818.0,39134.0,45164.0,6030.0
ESP,2024-10-01,407853.0,196433.0,170959.0,40461.0,46316.0,5855.0
ESP,2025-01-01,412539.0,199023.0,173592.0,39924.0,46683.0,6759.0
ESP,2025-04-01,416719.0,202352.0,173268.0,41099.0,47784.0,6685.0
ESP,2025-07-01,422748.0,205827.0,174343.0,42578.0,48742.0,6164.0
ESP,2025-10-01,435146.0,211566.0,178254.0,45326.0,51247.0,5921.0
ESP,2026-01-01,437424.0,213273.0,181865.0,42286.0,48937.0,6651.0
ESP,2026-04-01,441437.0,217173.0,181683.0,42581.0,48571.0,5990.0
EST,1995-01-01,660.6,332.8,241.1,85.1,89.4,5.5
EST,1995-04-01,694.9,350.8,261.3,78.3,84.0,5.7
EST,1995-07-01,727.4,369.6,278.1,82.5,88.6,6.1
EST,1995-10-01,776.4,393.5,292.9,92.5,98.6,5.2
EST,1996-01-01,832.1,419.8,315.9,93.8,99.7,7.2
EST,1996-04-01,893.7,443.4,338.8,106.5,114.3,7.7
EST,1996-07-01,958.5,463.2,368.8,127.0,135.6,8.6
EST,1996-10-01,990.9,476.2,392.6,124.8,133.2,7.0
EST,1997-01-01,1035.6,505.2,404.2,125.4,132.9,9.1
EST,1997-04-01,1116.8,525.3,446.7,143.4,151.8,8.2
EST,1997-07-01,1184.8,549.7,479.3,153.8,163.0,9.1
EST,1997-10-01,1230.7,575.6,501.6,152.5,162.0,7.8
EST,1998-01-01,1269.4,583.4,539.2,145.6,157.0,13.3
EST,1998-04-01,1266.1,593.7,526.9,145.6,163.6,18.2
EST,1998-07-01,1285.8,605.2,543.6,137.0,155.9,19.1
EST,1998-10-01,1280.4,607.7,535.8,133.9,153.6,17.8
EST,1999-01-01,1298.7,596.3,575.0,126.3,139.7,15.1
EST,1999-04-01,1338.8,612.5,582.2,144.2,160.9,16.8
EST,1999-07-01,1365.8,620.6,599.6,147.8,162.8,14.9
EST,1999-10-01,1401.6,639.6,608.2,150.4,168.5,16.1
EST,2000-01-01,1473.1,669.4,636.0,168.0,181.9,16.6
EST,2000-04-01,1515.4,682.9,664.9,165.7,182.5,16.8
EST,2000-07-01,1541.2,703.0,662.6,181.9,199.1,16.7
EST,2000-10-01,1639.1,725.7,722.4,183.9,203.5,17.1
EST,2001-01-01,1659.2,746.7,728.1,189.3,204.1,18.3
EST,2001-04-01,1725.7,768.0,750.4,205.0,223.0,17.8
EST,2001-07-01,1755.4,781.9,773.0,204.6,224.4,19.0
EST,2001-10-01,1839.1,800.2,827.9,200.4,219.9,16.7
EST,2002-01-01,1857.2,815.3,820.5,235.0,250.2,20.1
EST,2002-04-01,1948.2,843.2,871.5,232.2,251.2,18.7
EST,2002-07-01,1978.4,866.6,889.2,223.8,244.0,19.0
EST,2002-10-01,2039.3,895.4,911.6,217.8,239.3,18.5
EST,2003-01-01,2107.9,919.4,940.2,266.1,279.2,19.2
EST,2003-04-01,2170.2,951.8,960.4,256.5,275.4,18.4
EST,2003-07-01,2199.6,974.0,974.0,252.4,272.5,18.3
EST,2003-10-01,2269.3,1000.7,1034.7,220.0,240.9,18.0
EST,2004-01-01,2414.6,1027.6,1055.1,353.1,375.6,30.9
EST,2004-04-01,2335.1,1046.8,1069.4,219.2,256.8,37.4
EST,2004-07-01,2488.2,1081.7,1128.8,273.3,307.2,32.3
EST,2004-10-01,2543.6,1109.7,1139.2,284.9,323.5,34.9
EST,2005-01-01,2654.5,1155.0,1212.7,297.9,324.6,32.9
EST,2005-04-01,2781.3,1199.0,1245.8,342.4,388.6,46.0
EST,2005-07-01,2893.8,1254.2,1311.4,319.1,356.7,35.6
EST,2005-10-01,3005.2,1309.7,1360.3,331.4,372.9,38.1
EST,2006-01-01,3178.5,1355.2,1442.8,385.4,422.9,44.4
EST,2006-04-01,3283.6,1425.7,1460.1,406.1,446.8,40.0
EST,2006-07-01,3472.9,1509.3,1534.9,422.6,472.1,46.8
EST,2006-10-01,3619.9,1612.9,1587.2,424.2,483.8,56.1
EST,2007-01-01,3916.4,1711.9,1717.7,480.5,524.6,51.6
EST,2007-04-01,4020.9,1802.1,1750.5,468.0,526.6,58.1
EST,2007-07-01,4154.1,1869.9,1805.6,472.7,533.6,57.9
EST,2007-10-01,4288.0,1959.1,1792.4,557.3,617.9,58.2
EST,2008-01-01,4141.2,2043.0,1651.5,422.0,480.0,62.9
EST,2008-04-01,4311.0,2073.0,1737.1,493.8,561.4,67.1
EST,2008-07-01,4192.5,2069.2,1671.5,453.8,522.0,65.8
EST,2008-10-01,3965.2,2006.8,1581.8,402.0,471.6,68.0
EST,2009-01-01,3672.9,1876.6,1340.6,427.6,493.2,69.6
EST,2009-04-01,3528.4,1785.6,1294.5,445.7,510.7,64.4
EST,2009-07-01,3431.0,1736.5,1273.8,433.6,502.5,66.7
EST,2009-10-01,3513.4,1671.5,1353.5,514.7,590.7,75.3
EST,2010-01-01,3516.6,1707.8,1358.8,427.9,506.5,81.6
EST,2010-04-01,3592.8,1699.4,1469.3,416.4,498.5,81.8
EST,2010-07-01,3754.0,1718.3,1597.6,433.6,528.5,93.7
EST,2010-10-01,3872.7,1742.6,1704.1,455.3,560.6,104.3
EST,2011-01-01,4052.9,1784.3,1789.8,470.1,554.4,87.3
EST,2011-04-01,4145.7,1842.4,1825.0,472.5,557.0,83.9
EST,2011-07-01,4252.8,1890.3,1854.9,501.1,599.6,96.7
EST,2011-10-01,4287.0,1930.4,1874.7,499.6,601.9,101.9
EST,2012-01-01,4373.5,1959.9,1888.0,518.1,611.1,95.9
EST,2012-04-01,4499.4,1987.9,1959.6,550.8,643.5,92.0
EST,2012-07-01,4587.1,2000.1,2018.1,564.3,675.2,108.9
EST,2012-10-01,4620.9,2049.6,2071.8,515.3,634.2,118.5
EST,2013-01-01,4746.8,2074.5,2138.3,528.5,616.6,91.1
EST,2013-04-01,4770.4,2122.8,2082.2,564.4,650.8,85.5
EST,2013-07-01,4845.6,2149.5,2121.2,568.9,669.2,97.6
EST,2013-10-01,4798.6,2181.9,2055.9,573.4,676.6,103.9
EST,2014-01-01,4986.5,2221.0,2154.3,612.8,687.6,79.1
EST,2014-04-01,5058.1,2273.8,2167.2,621.1,693.3,70.9
EST,2014-07-01,5092.5,2331.2,2138.9,613.8,702.2,84.1
EST,2014-10-01,5216.9,2338.7,2218.7,664.2,750.3,87.9
EST,2015-01-01,5118.0,2400.4,2050.1,666.0,734.6,73.9
EST,2015-04-01,5244.7,2376.9,2191.2,689.3,765.9,75.3
EST,2015-07-01,5307.2,2445.2,2194.8,665.7,756.8,85.7
EST,2015-10-01,5330.7,2543.2,2098.9,686.6,773.7,89.1
EST,2016-01-01,5495.0,2553.9,2190.0,744.7,819.2,80.7
EST,2016-04-01,5468.8,2584.5,2170.3,713.3,786.1,71.5
EST,2016-07-01,5538.7,2610.2,2214.5,724.7,815.5,84.1
EST,2016-10-01,5677.8,2636.9,2279.7,775.9,868.4,95.0
EST,2017-01-01,5881.8,2715.3,2436.8,727.3,853.3,130.2
EST,2017-04-01,6077.1,2808.6,2494.5,760.0,863.7,103.5
EST,2017-07-01,6066.1,2851.5,2450.3,768.9,849.9,73.0
EST,2017-10-01,6261.9,2932.8,2503.7,837.7,907.1,72.4
EST,2018-01-01,6387.4,2976.0,2573.2,851.3,925.4,81.5
EST,2018-04-01,6545.6,3038.9,2644.7,851.4,935.8,84.2
EST,2018-07-01,6626.2,3178.1,2650.6,805.5,912.6,99.1
EST,2018-10-01,6841.2,3277.4,2764.4,809.0,923.6,116.6
EST,2019-01-01,6982.8,3366.7,2705.4,922.5,1027.4,112.0
EST,2019-04-01,7102.3,3419.9,2776.4,873.2,971.7,99.1
EST,2019-07-01,7129.4,3374.3,2843.2,912.2,1018.3,96.4
EST,2019-10-01,7226.7,3417.9,2869.2,963.6,1066.6,105.9
EST,2020-01-01,7039.8,3557.2,2722.9,788.9,879.3,96.0
EST,2020-04-01,6575.7,3226.0,2767.8,562.9,917.2,360.7
EST,2020-07-01,7038.4,3461.9,2740.6,822.0,1004.9,176.8
EST,2020-10-01,7194.6,3566.6,2799.0,839.5,980.4,142.6
EST,2021-01-01,7444.3,3607.3,2964.1,894.4,1004.1,115.6
EST,2021-04-01,7652.0,3705.6,3121.5,826.6,1009.2,185.5
EST,2021-07-01,7973.1,3821.8,3223.3,916.0,1079.3,155.0
EST,2021-10-01,8340.7,3952.0,3431.7,964.5,1115.8,153.7
EST,2022-01-01,8658.1,4086.0,3631.9,927.7,1152.6,226.9
EST,2022-04-01,8895.3,4218.4,3627.0,1066.8,1184.0,118.6
EST,2022-07-01,9334.9,4314.8,3993.9,1002.0,1198.0,187.1
EST,2022-10-01,9378.3,4441.8,3945.1,1002.4,1172.2,172.5
EST,2023-01-01,9558.9,4614.9,3898.7,1017.1,1206.8,194.0
EST,2023-04-01,9561.7,4726.7,3743.3,1089.2,1228.1,140.9
EST,2023-07-01,9514.7,4782.2,3702.9,1020.7,1172.4,140.8
EST,2023-10-01,9718.8,4840.2,3767.0,1137.5,1276.0,142.7
EST,2024-01-01,9768.0,4927.9,3690.9,1141.9,1255.9,122.2
EST,2024-04-01,9898.2,4984.1,3742.3,1158.5,1300.5,144.1
EST,2024-07-01,10012.9,5083.3,3768.9,1147.9,1292.0,131.0
EST,2024-10-01,10156.2,5165.6,3763.8,1253.6,1376.2,128.0
EST,2025-01-01,10218.9,5155.6,3864.8,1192.5,1310.4,126.4
EST,2025-04-01,10411.0,5260.2,3837.1,1286.0,1405.6,121.2
EST,2025-07-01,10417.5,5296.8,3835.8,1280.0,1410.4,114.8
EST,2025-10-01,10563.7,5369.9,3863.9,1363.5,1472.2,114.9
EST,2026-01-01,10824.1,5471.0,3914.2,1444.4,1538.2,106.1
FIN,1995-01-01,23998.8,11480.0,9914.8,2604.0,3314.0,710.0
FIN,1995-04-01,24781.4,11794.0,10381.4,2606.0,3385.0,779.0
FIN,1995-07-01,24785.1,11976.0,10186.1,2623.0,3433.0,810.0
FIN,1995-10-01,24888.7,12107.0,10125.7,2656.0,3459.0,803.0
FIN,1996-01-01,25087.0,12293.0,10031.0,2763.0,3451.0,688.0
FIN,1996-04-01,25294.0,12254.0,10200.0,2840.0,3493.0,653.0
FIN,1996-07-01,25457.0,12299.0,10225.0,2933.0,3557.0,624.0
FIN,1996-10-01,26139.0,12509.0,10575.0,3055.0,3667.0,612.0
FIN,1997-01-01,26551.0,12708.0,10633.0,3210.0,3840.0,630.0
FIN,1997-04-01,27147.0,12871.0,10964.0,3312.0,3961.0,649.0
FIN,1997-07-01,28029.0,13158.0,11466.0,3405.0,4064.0,659.0
FIN,1997-10-01,29037.0,13280.0,12287.0,3470.0,4135.0,665.0
FIN,1998-01-01,29333.0,13718.0,12090.0,3525.0,4172.0,647.0
FIN,1998-04-01,30000.0,13887.0,12523.0,3590.0,4226.0,636.0
FIN,1998-07-01,30463.0,14135.0,12706.0,3622.0,4266.0,644.0
FIN,1998-10-01,30635.0,14363.0,12628.0,3644.0,4315.0,671.0
FIN,1999-01-01,31228.0,14473.0,13053.0,3702.0,4371.0,669.0
FIN,1999-04-01,31498.0,14694.0,13072.0,3732.0,4420.0,688.0
FIN,1999-07-01,31882.0,15030.0,13060.0,3792.0,4472.0,680.0
FIN,1999-10-01,32280.0,15267.0,13085.0,3928.0,4501.0,573.0
FIN,2000-01-01,33053.0,15459.0,13740.0,3854.0,4557.0,703.0
FIN,2000-04-01,33657.0,15742.0,14045.0,3870.0,4578.0,708.0
FIN,2000-07-01,34462.0,15948.0,14598.0,3916.0,4628.0,712.0
FIN,2000-10-01,35214.0,16150.0,15087.0,3977.0,4661.0,684.0
FIN,2001-01-01,35902.0,16569.0,15344.0,3989.0,4696.0,707.0
FIN,2001-04-01,36099.0,16639.0,15503.0,3957.0,4658.0,701.0
FIN,2001-07-01,36368.0,16764.0,15595.0,4009.0,4711.0,702.0
FIN,2001-10-01,36244.0,16921.0,15353.0,3970.0,4677.0,707.0
FIN,2002-01-01,36716.0,17006.0,15585.0,4125.0,4831.0,706.0
FIN,2002-04-01,37157.0,17225.0,15749.0,4183.0,4891.0,708.0
FIN,2002-07-01,37018.0,17328.0,15480.0,4210.0,4919.0,709.0
FIN,2002-10-01,37549.0,17453.0,15735.0,4361.0,5073.0,712.0
FIN,2003-01-01,37397.0,17432.0,15686.0,4279.0,4987.0,708.0
FIN,2003-04-01,37745.0,17628.0,15630.0,4487.0,5199.0,712.0
FIN,2003-07-01,38106.0,17742.0,15820.0,4544.0,5255.0,711.0
FIN,2003-10-01,38466.0,17878.0,15944.0,4644.0,5356.0,712.0
FIN,2004-01-01,39031.0,18128.0,16330.0,4573.0,5299.0,726.0
FIN,2004-04-01,39377.0,18300.0,16588.0,4489.0,5215.0,726.0
FIN,2004-07-01,39799.0,18465.0,16716.0,4618.0,5346.0,728.0
FIN,2004-10-01,40534.0,18731.0,17271.0,4532.0,5257.0,725.0
FIN,2005-01-01,41049.0,18941.0,17484.0,4624.0,5329.0,705.0
FIN,2005-04-01,40701.0,19200.0,16700.0,4801.0,5524.0,723.0
FIN,2005-07-01,41233.0,19596.0,16868.0,4769.0,5512.0,743.0
FIN,2005-10-01,41683.0,19658.0,17108.0,4917.0,5675.0,758.0
FIN,2006-01-01,42445.0,19936.0,17541.0,4968.0,5702.0,734.0
FIN,2006-04-01,42779.0,20195.0,17678.0,4906.0,5662.0,756.0
FIN,2006-07-01,43491.0,20466.0,17985.0,5040.0,5817.0,777.0
FIN,2006-10-01,44146.0,20741.0,18367.0,5038.0,5835.0,797.0
FIN,2007-01-01,45409.0,21030.0,19197.0,5182.0,5951.0,769.0
FIN,2007-04-01,46461.0,21229.0,20056.0,5176.0,5950.0,774.0
FIN,2007-07-01,47062.0,21541.0,20455.0,5066.0,5847.0,781.0
FIN,2007-10-01,48127.0,22095.0,20749.0,5283.0,6077.0,794.0
FIN,2008-01-01,48505.0,22675.0,20599.0,5231.0,6044.0,813.0
FIN,2008-04-01,48618.0,22850.0,20440.0,5328.0,6152.0,824.0
FIN,2008-07-01,49138.0,22947.0,20917.0,5274.0,6104.0,830.0
FIN,2008-10-01,47992.0,23098.0,19758.0,5136.0,5967.0,831.0
FIN,2009-01-01,45761.0,22723.0,18114.0,4924.0,5747.0,823.0
FIN,2009-04-01,45202.0,22572.0,17577.0,5053.0,5876.0,823.0
FIN,2009-07-01,45456.0,22576.0,17732.0,5148.0,5976.0,828.0
FIN,2009-10-01,45316.0,22637.0,17582.0,5097.0,5932.0,835.0
FIN,2010-01-01,45629.0,22639.0,17993.0,4997.0,5844.0,847.0
FIN,2010-04-01,47037.0,22988.0,18465.0,5584.0,6440.0,856.0
FIN,2010-07-01,47036.0,23304.0,18068.0,5664.0,6524.0,860.0
FIN,2010-10-01,48445.0,23665.0,18911.0,5869.0,6739.0,870.0
FIN,2011-01-01,48948.0,23876.0,18966.0,6106.0,6976.0,870.0
FIN,2011-04-01,49273.0,24129.0,18928.0,6216.0,7090.0,874.0
FIN,2011-07-01,49599.0,24500.0,18776.0,6323.0,7199.0,876.0
FIN,2011-10-01,49835.0,24571.0,18834.0,6430.0,7305.0,875.0
FIN,2012-01-01,50199.0,25043.0,18593.0,6563.0,7444.0,881.0
FIN,2012-04-01,49936.0,25099.0,18420.0,6417.0,7295.0,878.0
FIN,2012-07-01,50052.0,24998.0,18477.0,6577.0,7456.0,879.0
FIN,2012-10-01,50191.0,25117.0,18556.0,6518.0,7395.0,877.0
FIN,2013-01-01,50300.0,25189.0,18385.0,6726.0,7607.0,881.0
FIN,2013-04-01,50816.0,25309.0,18666.0,6841.0,7720.0,879.0
FIN,2013-07-01,51128.0,25339.0,18916.0,6873.0,7745.0,872.0
FIN,2013-10-01,51253.0,25261.0,19079.0,6913.0,7764.0,851.0
FIN,2014-01-01,51103.0,25247.0,18937.0,6919.0,7788.0,869.0
FIN,2014-04-01,51348.0,25337.0,19105.0,6906.0,7775.0,869.0
FIN,2014-07-01,51686.0,25329.0,19423.0,6934.0,7811.0,877.0
FIN,2014-10-01,51718.0,25462.0,19322.0,6934.0,7865.0,931.0
FIN,2015-01-01,51793.0,25506.0,19497.0,6790.0,7680.0,890.0
FIN,2015-04-01,52668.0,25639.0,20008.0,7021.0,7936.0,915.0
FIN,2015-07-01,52732.0,25660.0,20089.0,6983.0,7886.0,903.0
FIN,2015-10-01,52999.0,25767.0,20091.0,7141.0,8014.0,873.0
FIN,2016-01-01,53514.0,25903.0,20272.0,7339.0,8238.0,899.0
FIN,2016-04-01,53546.0,25986.0,20311.0,7249.0,8110.0,861.0
FIN,2016-07-01,54257.0,26206.0,20586.0,7465.0,8340.0,875.0
FIN,2016-10-01,54400.0,26188.0,20740.0,7472.0,8342.0,870.0
FIN,2017-01-01,55287.0,26015.0,21826.0,7446.0,8301.0,855.0
FIN,2017-04-01,55947.0,26167.0,22266.0,7514.0,8419.0,905.0
FIN,2017-07-01,56343.0,26304.0,22513.0,7526.0,8382.0,856.0
FIN,2017-10-01,57129.0,26575.0,22872.0,7682.0,8533.0,851.0
FIN,2018-01-01,57554.0,26862.0,22742.0,7950.0,8789.0,839.0
FIN,2018-04-01,57690.0,27152.0,22631.0,7907.0,8753.0,846.0
FIN,2018-07-01,58083.0,27372.0,22820.0,7891.0,8723.0,832.0
FIN,2018-10-01,58578.0,27760.0,22856.0,7962.0,8799.0,837.0
FIN,2019-01-01,59045.0,27799.0,23190.0,8056.0,8908.0,852.0
FIN,2019-04-01,59588.0,28229.0,23265.0,8094.0,8924.0,830.0
FIN,2019-07-01,59819.0,28247.0,23361.0,8211.0,9059.0,848.0
FIN,2019-10-01,60066.0,28352.0,23533.0,8181.0,9016.0,835.0
FIN,2020-01-01,60658.0,28646.0,23910.0,8102.0,8903.0,801.0
FIN,2020-04-01,56854.0,26909.0,23146.0,6799.0,8385.0,1586.0
FIN,2020-07-01,59196.0,27452.0,24081.0,7663.0,9065.0,1402.0
FIN,2020-10-01,59679.0,27862.0,23993.0,7824.0,9117.0,1293.0
FIN,2021-01-01,59923.0,28745.0,23429.0,7749.0,9034.0,1285.0
FIN,2021-04-01,61672.0,29286.0,24337.0,8049.0,9274.0,1225.0
FIN,2021-07-01,62891.0,29811.0,24947.0,8133.0,9314.0,1181.0
FIN,2021-10-01,64278.0,30264.0,25622.0,8392.0,9502.0,1110.0
FIN,2022-01-01,65026.0,30792.0,25515.0,8719.0,9749.0,1030.0
FIN,2022-04-01,66219.0,31185.0,26217.0,8817.0,9773.0,956.0
FIN,2022-07-01,67183.0,31924.0,26400.0,8859.0,9777.0,918.0
FIN,2022-10-01,67707.0,32238.0,26650.0,8819.0,9744.0,925.0
FIN,2023-01-01,68075.0,32770.0,26691.0,8614.0,9478.0,864.0
FIN,2023-04-01,68796.0,33182.0,27013.0,8601.0,9507.0,906.0
FIN,2023-07-01,68173.0,33186.0,26441.0,8546.0,9486.0,940.0
FIN,2023-10-01,67961.0,33226.0,26122.0,8613.0,9569.0,956.0
FIN,2024-01-01,68370.0,33176.0,26474.0,8720.0,9706.0,986.0
FIN,2024-04-01,68763.0,33295.0,26896.0,8572.0,9670.0,1098.0
FIN,2024-07-01,69378.0,33548.0,27352.0,8478.0,9556.0,1078.0
FIN,2024-10-01,69637.0,33724.0,27246.0,8667.0,9751.0,1084.0
FIN,2025-01-01,69825.0,34035.0,27162.0,8628.0,9714.0,1086.0
FIN,2025-04-01,69977.0,34259.0,26969.0,8749.0,9799.0,1050.0
FIN,2025-07-01,70569.0,34347.0,27107.0,9115.0,10134.0,1019.0
FIN,2025-10-01,71298.0,34622.0,27587.0,9089.0,10082.0,993.0
FIN,2026-01-01,72387.0,34863.0,28268.0,9256.0,10287.0,1031.0
FRA,1995-01-01,301508.6,152993.6,108210.7,40304.2,47091.8,6787.6
FRA,1995-04-01,302535.1,154567.3,107028.6,40939.3,47821.6,6882.3
FRA,1995-07-01,304009.0,155712.7,106454.5,41841.8,48808.1,6966.3
FRA,1995-10-01,305749.7,156574.0,106552.8,42622.9,49662.5,7039.6
FRA,1996-01-01,310226.9,157862.5,108789.4,43575.0,50693.0,7118.0
FRA,1996-04-01,309972.0,159036.9,107187.2,43747.9,50897.0,7149.2
FRA,1996-07-01,313065.2,159919.4,108586.6,44559.2,51708.1,7148.8
FRA,1996-10-01,313709.6,160450.6,108708.1,44550.9,51668.0,7117.1
FRA,1997-01-01,314753.3,161874.8,107900.1,44978.4,51972.5,6994.1
FRA,1997-04-01,321436.6,162977.8,112762.2,45696.6,52690.1,6993.5
FRA,1997-07-01,324414.5,164054.5,114160.9,46199.0,53217.4,7018.4
FRA,1997-10-01,329064.8,165120.4,117046.7,46897.7,53966.6,7069.0
FRA,1998-01-01,332437.0,166831.1,118596.2,47009.7,54107.4,7097.7
FRA,1998-04-01,334947.8,168404.4,119147.2,47396.1,54577.4,7181.3
FRA,1998-07-01,338243.4,170649.5,119697.3,47896.6,55168.8,7272.2
FRA,1998-10-01,340689.5,172131.1,120135.5,48422.9,55793.4,7370.5
FRA,1999-01-01,342301.3,174132.5,119671.5,48497.3,55959.2,7461.9
FRA,1999-04-01,345825.6,175959.9,120863.4,49002.3,56516.8,7514.5
FRA,1999-07-01,351186.4,178302.3,123067.1,49817.0,57330.9,7513.9
FRA,1999-10-01,355834.7,180923.7,125342.9,49568.1,57028.2,7460.1
FRA,2000-01-01,363290.0,183383.1,129635.7,50271.2,57628.5,7357.3
FRA,2000-04-01,365191.1,185762.1,129159.7,50269.3,57597.5,7328.2
FRA,2000-07-01,370134.1,188366.7,131384.7,50382.7,57756.8,7374.1
FRA,2000-10-01,374902.0,191142.4,133672.2,50087.4,57582.3,7494.9
FRA,2001-01-01,379836.6,192229.5,137077.8,50529.3,58225.0,7695.7
FRA,2001-04-01,379527.7,194646.9,134739.7,50141.1,58005.3,7864.3
FRA,2001-07-01,384450.8,196414.1,137878.4,50158.3,58164.0,8005.7
FRA,2001-10-01,386255.9,198353.0,137324.4,50578.5,58698.5,8120.0
FRA,2002-01-01,389469.6,200412.5,138277.0,50780.2,59233.0,8452.8
FRA,2002-04-01,391778.9,202933.8,137550.2,51294.9,59920.6,8625.6
FRA,2002-07-01,398232.1,204531.5,141662.0,52038.6,60771.2,8732.6
FRA,2002-10-01,398849.8,205916.1,140698.2,52235.5,61009.2,8773.7
FRA,2003-01-01,400899.6,207060.2,141354.0,52485.4,61230.0,8744.6
FRA,2003-04-01,400409.7,208522.0,139506.0,52381.7,61108.5,8726.8
FRA,2003-07-01,408784.3,210473.7,145109.4,53201.1,61891.7,8690.6
FRA,2003-10-01,412219.2,211763.9,146991.4,53463.9,62099.9,8636.0
FRA,2004-01-01,418697.5,214253.3,149145.8,55298.4,63863.1,8564.7
FRA,2004-04-01,421618.7,215784.5,149801.6,56032.6,64541.0,8508.5
FRA,2004-07-01,425199.9,217397.1,150666.3,57136.6,65605.7,8469.1
FRA,2004-10-01,430591.6,219552.5,153009.5,58029.6,66476.1,8446.5
FRA,2005-01-01,432462.8,221179.7,152468.3,58814.8,67234.5,8419.7
FRA,2005-04-01,440467.8,223305.2,157442.7,59719.9,68150.0,8430.2
FRA,2005-07-01,442308.4,226048.3,156004.6,60255.5,68704.2,8448.8
FRA,2005-10-01,446808.8,228740.5,157832.2,60236.2,68711.7,8475.5
FRA,2006-01-01,454672.3,230659.1,162523.9,61489.3,70009.8,8520.5
FRA,2006-04-01,458908.2,232795.5,164049.3,62063.3,70688.4,8625.2
FRA,2006-07-01,463130.7,235310.7,166033.2,61786.8,70572.5,8785.8
FRA,2006-10-01,469309.7,238560.6,167733.2,63015.9,72018.2,9002.3
FRA,2007-01-01,478092.0,240427.8,174570.8,63093.3,72325.1,9231.7
FRA,2007-04-01,480850.4,242642.7,174841.2,63366.5,72795.8,9429.4
FRA,2007-07-01,486886.3,244350.8,178511.6,64024.0,73576.2,9552.2
FRA,2007-10-01,492047.6,246913.9,179746.0,65387.6,74987.9,9600.2
FRA,2008-01-01,498684.4,249572.5,184193.3,64918.7,74580.0,9661.3
FRA,2008-04-01,500463.6,250742.0,184344.5,65377.0,75057.2,9680.1
FRA,2008-07-01,498153.9,252025.0,181476.2,64652.8,74458.4,9805.7
FRA,2008-10-01,492697.8,251545.3,177817.9,63334.6,73196.4,9861.8
FRA,2009-01-01,480588.8,250722.6,168062.4,61803.9,72070.2,10266.3
FRA,2009-04-01,480872.5,250451.3,168496.0,61925.2,72395.5,10470.3
FRA,2009-07-01,484557.0,251689.4,170079.3,62788.4,73396.4,10608.0
FRA,2009-10-01,489821.9,253769.8,172163.6,63888.5,74686.0,10797.5
