code,periodo,valor,variable,price_base
IND,2017-Q4,52665107.5,gdp_vol,Q
IND,2018-Q1,53786890.6,gdp_vol,Q
IND,2018-Q2,54503076.9,gdp_vol,Q
IND,2018-Q3,55244318.9,gdp_vol,Q
IND,2018-Q4,56036954.1,gdp_vol,Q
IND,2019-Q1,56630882.7,gdp_vol,Q
IND,2019-Q2,57248220.1,gdp_vol,Q
IND,2019-Q3,57753359.5,gdp_vol,Q
IND,2019-Q4,57922405.8,gdp_vol,Q
IND,2020-Q1,58101877.6,gdp_vol,Q
IND,2020-Q2,44142611.2,gdp_vol,Q
IND,2020-Q3,54896215.4,gdp_vol,Q
IND,2020-Q4,58920865.9,gdp_vol,Q
IND,2021-Q1,59718129.1,gdp_vol,Q
IND,2021-Q2,54278560.4,gdp_vol,Q
IND,2021-Q3,60891680.0,gdp_vol,Q
IND,2021-Q4,61442879.7,gdp_vol,Q
IND,2022-Q1,62156800.7,gdp_vol,Q
IND,2022-Q2,63220619.4,gdp_vol,Q
IND,2022-Q3,64036103.1,gdp_vol,Q
IND,2022-Q4,67079723.0,gdp_vol,Q
IND,2023-Q1,66839826.1,gdp_vol,Q
IND,2023-Q2,67893366.1,gdp_vol,Q
IND,2023-Q3,69403907.9,gdp_vol,Q
IND,2023-Q4,70857120.9,gdp_vol,Q
IND,2024-Q1,71853274.4,gdp_vol,Q
IND,2024-Q2,73172944.8,gdp_vol,Q
IND,2024-Q3,74115520.5,gdp_vol,Q
IND,2024-Q4,75629285.3,gdp_vol,Q
IND,2025-Q1,76968444.5,gdp_vol,Q
IND,2025-Q2,78372204.8,gdp_vol,Q
IND,2025-Q3,80095365.2,gdp_vol,Q
IND,2025-Q4,81553807.7,gdp_vol,Q
IND,2026-Q1,83098964.7,gdp_vol,Q
MEX,1993-Q1,2169283.4,conh_vol,Q
MEX,1993-Q2,2171479.6,conh_vol,Q
MEX,1993-Q3,2176042.7,conh_vol,Q
MEX,1993-Q4,2217358.9,conh_vol,Q
MEX,1994-Q1,2234955.6,conh_vol,Q
MEX,1994-Q2,2284214.4,conh_vol,Q
MEX,1994-Q3,2325681.3,conh_vol,Q
MEX,1994-Q4,2335021.7,conh_vol,Q
MEX,1995-Q1,2199548.0,conh_vol,Q
MEX,1995-Q2,2128557.0,conh_vol,Q
MEX,1995-Q3,2141042.0,conh_vol,Q
MEX,1995-Q4,2156741.5,conh_vol,Q
MEX,1996-Q1,2187192.9,conh_vol,Q
MEX,1996-Q2,2195585.3,conh_vol,Q
MEX,1996-Q3,2239481.3,conh_vol,Q
MEX,1996-Q4,2292215.9,conh_vol,Q
MEX,1997-Q1,2322722.3,conh_vol,Q
MEX,1997-Q2,2383748.2,conh_vol,Q
MEX,1997-Q3,2427016.8,conh_vol,Q
MEX,1997-Q4,2480170.0,conh_vol,Q
MEX,1998-Q1,2542373.0,conh_vol,Q
MEX,1998-Q2,2563813.7,conh_vol,Q
MEX,1998-Q3,2574799.7,conh_vol,Q
MEX,1998-Q4,2593953.4,conh_vol,Q
MEX,1999-Q1,2601974.9,conh_vol,Q
MEX,1999-Q2,2647175.5,conh_vol,Q
MEX,1999-Q3,2708022.2,conh_vol,Q
MEX,1999-Q4,2754263.8,conh_vol,Q
MEX,2000-Q1,2829907.3,conh_vol,Q
MEX,2000-Q2,2883083.0,conh_vol,Q
MEX,2000-Q3,2940324.6,conh_vol,Q
MEX,2000-Q4,2971098.1,conh_vol,Q
MEX,2001-Q1,2992806.4,conh_vol,Q
MEX,2001-Q2,2987205.6,conh_vol,Q
MEX,2001-Q3,2988255.1,conh_vol,Q
MEX,2001-Q4,3008497.5,conh_vol,Q
MEX,2002-Q1,3014387.8,conh_vol,Q
MEX,2002-Q2,3053653.8,conh_vol,Q
MEX,2002-Q3,3055605.9,conh_vol,Q
MEX,2002-Q4,3049119.5,conh_vol,Q
MEX,2003-Q1,3080187.7,conh_vol,Q
MEX,2003-Q2,3100050.0,conh_vol,Q
MEX,2003-Q3,3118750.4,conh_vol,Q
MEX,2003-Q4,3133608.8,conh_vol,Q
MEX,2004-Q1,3136803.9,conh_vol,Q
MEX,2004-Q2,3162131.0,conh_vol,Q
MEX,2004-Q3,3183707.2,conh_vol,Q
MEX,2004-Q4,3217103.2,conh_vol,Q
MEX,2005-Q1,3213566.2,conh_vol,Q
MEX,2005-Q2,3218056.2,conh_vol,Q
MEX,2005-Q3,3263363.9,conh_vol,Q
MEX,2005-Q4,3300118.8,conh_vol,Q
MEX,2006-Q1,3359495.9,conh_vol,Q
MEX,2006-Q2,3394962.0,conh_vol,Q
MEX,2006-Q3,3411190.2,conh_vol,Q
MEX,2006-Q4,3417099.5,conh_vol,Q
MEX,2007-Q1,3428171.4,conh_vol,Q
MEX,2007-Q2,3443057.4,conh_vol,Q
MEX,2007-Q3,3423024.6,conh_vol,Q
MEX,2007-Q4,3449671.5,conh_vol,Q
MEX,2008-Q1,3475032.4,conh_vol,Q
MEX,2008-Q2,3520138.2,conh_vol,Q
MEX,2008-Q3,3498492.3,conh_vol,Q
MEX,2008-Q4,3362468.8,conh_vol,Q
MEX,2009-Q1,3201095.3,conh_vol,Q
MEX,2009-Q2,3157158.1,conh_vol,Q
MEX,2009-Q3,3229674.9,conh_vol,Q
MEX,2009-Q4,3296686.9,conh_vol,Q
MEX,2010-Q1,3306816.7,conh_vol,Q
MEX,2010-Q2,3368813.9,conh_vol,Q
MEX,2010-Q3,3378503.5,conh_vol,Q
MEX,2010-Q4,3430786.0,conh_vol,Q
MEX,2011-Q1,3500143.5,conh_vol,Q
MEX,2011-Q2,3509741.4,conh_vol,Q
MEX,2011-Q3,3549661.0,conh_vol,Q
MEX,2011-Q4,3556420.3,conh_vol,Q
MEX,2012-Q1,3539023.8,conh_vol,Q
MEX,2012-Q2,3581105.8,conh_vol,Q
MEX,2012-Q3,3621163.7,conh_vol,Q
MEX,2012-Q4,3654981.8,conh_vol,Q
MEX,2013-Q1,3684500.6,conh_vol,Q
MEX,2013-Q2,3690606.4,conh_vol,Q
MEX,2013-Q3,3703345.2,conh_vol,Q
MEX,2013-Q4,3717934.1,conh_vol,Q
MEX,2014-Q1,3731222.4,conh_vol,Q
MEX,2014-Q2,3774188.9,conh_vol,Q
MEX,2014-Q3,3781119.8,conh_vol,Q
MEX,2014-Q4,3805779.9,conh_vol,Q
MEX,2015-Q1,3831529.1,conh_vol,Q
MEX,2015-Q2,3854801.5,conh_vol,Q
MEX,2015-Q3,3890968.9,conh_vol,Q
MEX,2015-Q4,3920903.8,conh_vol,Q
MEX,2016-Q1,3922481.1,conh_vol,Q
MEX,2016-Q2,3913982.7,conh_vol,Q
MEX,2016-Q3,3944973.6,conh_vol,Q
MEX,2016-Q4,3987923.0,conh_vol,Q
MEX,2017-Q1,4005548.5,conh_vol,Q
MEX,2017-Q2,4016912.5,conh_vol,Q
MEX,2017-Q3,4021002.9,conh_vol,Q
MEX,2017-Q4,4029580.6,conh_vol,Q
MEX,2018-Q1,4088820.5,conh_vol,Q
MEX,2018-Q2,4064647.1,conh_vol,Q
MEX,2018-Q3,4076472.7,conh_vol,Q
MEX,2018-Q4,4076978.6,conh_vol,Q
MEX,2019-Q1,4095952.5,conh_vol,Q
MEX,2019-Q2,4095330.9,conh_vol,Q
MEX,2019-Q3,4118779.4,conh_vol,Q
MEX,2019-Q4,4140053.2,conh_vol,Q
MEX,2020-Q1,4039893.8,conh_vol,Q
MEX,2020-Q2,3244986.4,conh_vol,Q
MEX,2020-Q3,3653105.5,conh_vol,Q
MEX,2020-Q4,3863052.6,conh_vol,Q
MEX,2021-Q1,3933961.2,conh_vol,Q
MEX,2021-Q2,4007531.6,conh_vol,Q
MEX,2021-Q3,4034549.0,conh_vol,Q
MEX,2021-Q4,4097558.5,conh_vol,Q
MEX,2022-Q1,4160567.8,conh_vol,Q
MEX,2022-Q2,4201340.8,conh_vol,Q
MEX,2022-Q3,4215819.1,conh_vol,Q
MEX,2022-Q4,4271293.8,conh_vol,Q
MEX,2023-Q1,4306109.7,conh_vol,Q
MEX,2023-Q2,4360731.0,conh_vol,Q
MEX,2023-Q3,4416958.3,conh_vol,Q
MEX,2023-Q4,4467387.3,conh_vol,Q
MEX,2024-Q1,4520933.9,conh_vol,Q
MEX,2024-Q2,4514112.9,conh_vol,Q
MEX,2024-Q3,4523035.6,conh_vol,Q
MEX,2024-Q4,4460831.8,conh_vol,Q
MEX,2025-Q1,4484054.0,conh_vol,Q
MEX,2025-Q2,4539837.4,conh_vol,Q
MEX,2025-Q3,4584959.3,conh_vol,Q
MEX,2025-Q4,4629214.0,conh_vol,Q
MEX,2026-Q1,4592389.9,conh_vol,Q
MEX,1993-Q1,3450891.9,gdp_vol,Q
MEX,1993-Q2,3450971.8,gdp_vol,Q
MEX,1993-Q3,3491066.9,gdp_vol,Q
MEX,1993-Q4,3513005.9,gdp_vol,Q
MEX,1994-Q1,3548396.6,gdp_vol,Q
MEX,1994-Q2,3629317.0,gdp_vol,Q
MEX,1994-Q3,3649100.0,gdp_vol,Q
MEX,1994-Q4,3688354.9,gdp_vol,Q
MEX,1995-Q1,3520030.8,gdp_vol,Q
MEX,1995-Q2,3306293.1,gdp_vol,Q
MEX,1995-Q3,3377163.7,gdp_vol,Q
MEX,1995-Q4,3454381.9,gdp_vol,Q
MEX,1996-Q1,3534239.7,gdp_vol,Q
MEX,1996-Q2,3572523.3,gdp_vol,Q
MEX,1996-Q3,3625490.0,gdp_vol,Q
MEX,1996-Q4,3740376.6,gdp_vol,Q
MEX,1997-Q1,3753442.9,gdp_vol,Q
MEX,1997-Q2,3842917.2,gdp_vol,Q
MEX,1997-Q3,3922391.3,gdp_vol,Q
MEX,1997-Q4,4032989.8,gdp_vol,Q
MEX,1998-Q1,4095671.6,gdp_vol,Q
MEX,1998-Q2,4124141.9,gdp_vol,Q
MEX,1998-Q3,4144782.3,gdp_vol,Q
MEX,1998-Q4,4152168.3,gdp_vol,Q
MEX,1999-Q1,4189166.2,gdp_vol,Q
MEX,1999-Q2,4219424.0,gdp_vol,Q
MEX,1999-Q3,4259196.2,gdp_vol,Q
MEX,1999-Q4,4301814.1,gdp_vol,Q
MEX,2000-Q1,4390017.2,gdp_vol,Q
MEX,2000-Q2,4446606.3,gdp_vol,Q
MEX,2000-Q3,4495200.6,gdp_vol,Q
MEX,2000-Q4,4444527.0,gdp_vol,Q
MEX,2001-Q1,4473998.4,gdp_vol,Q
MEX,2001-Q2,4439513.1,gdp_vol,Q
MEX,2001-Q3,4430463.0,gdp_vol,Q
MEX,2001-Q4,4392163.7,gdp_vol,Q
MEX,2002-Q1,4364898.4,gdp_vol,Q
MEX,2002-Q2,4412414.9,gdp_vol,Q
MEX,2002-Q3,4453269.9,gdp_vol,Q
MEX,2002-Q4,4462749.0,gdp_vol,Q
MEX,2003-Q1,4461745.5,gdp_vol,Q
MEX,2003-Q2,4466980.0,gdp_vol,Q
MEX,2003-Q3,4469292.5,gdp_vol,Q
MEX,2003-Q4,4509814.3,gdp_vol,Q
MEX,2004-Q1,4568751.6,gdp_vol,Q
MEX,2004-Q2,4630170.2,gdp_vol,Q
MEX,2004-Q3,4627455.3,gdp_vol,Q
MEX,2004-Q4,4676819.9,gdp_vol,Q
MEX,2005-Q1,4687292.4,gdp_vol,Q
MEX,2005-Q2,4688310.4,gdp_vol,Q
MEX,2005-Q3,4735750.0,gdp_vol,Q
MEX,2005-Q4,4823511.8,gdp_vol,Q
MEX,2006-Q1,4919308.8,gdp_vol,Q
MEX,2006-Q2,4960407.9,gdp_vol,Q
MEX,2006-Q3,4972985.0,gdp_vol,Q
MEX,2006-Q4,4991000.3,gdp_vol,Q
MEX,2007-Q1,5027072.3,gdp_vol,Q
MEX,2007-Q2,5058639.8,gdp_vol,Q
MEX,2007-Q3,5076855.8,gdp_vol,Q
MEX,2007-Q4,5089898.0,gdp_vol,Q
MEX,2008-Q1,5087877.4,gdp_vol,Q
MEX,2008-Q2,5126449.4,gdp_vol,Q
MEX,2008-Q3,5130358.8,gdp_vol,Q
MEX,2008-Q4,5049535.6,gdp_vol,Q
MEX,2009-Q1,4738436.6,gdp_vol,Q
MEX,2009-Q2,4658103.1,gdp_vol,Q
MEX,2009-Q3,4827392.2,gdp_vol,Q
MEX,2009-Q4,4932870.4,gdp_vol,Q
MEX,2010-Q1,4953919.3,gdp_vol,Q
MEX,2010-Q2,5007108.7,gdp_vol,Q
MEX,2010-Q3,5054817.1,gdp_vol,Q
MEX,2010-Q4,5096599.8,gdp_vol,Q
MEX,2011-Q1,5132574.1,gdp_vol,Q
MEX,2011-Q2,5147514.7,gdp_vol,Q
MEX,2011-Q3,5244341.2,gdp_vol,Q
MEX,2011-Q4,5282273.7,gdp_vol,Q
MEX,2012-Q1,5332094.7,gdp_vol,Q
MEX,2012-Q2,5365158.8,gdp_vol,Q
MEX,2012-Q3,5379305.0,gdp_vol,Q
MEX,2012-Q4,5421122.9,gdp_vol,Q
MEX,2013-Q1,5425993.3,gdp_vol,Q
MEX,2013-Q2,5403669.3,gdp_vol,Q
MEX,2013-Q3,5437646.8,gdp_vol,Q
MEX,2013-Q4,5464369.3,gdp_vol,Q
MEX,2014-Q1,5500641.3,gdp_vol,Q
MEX,2014-Q2,5570307.9,gdp_vol,Q
MEX,2014-Q3,5579810.1,gdp_vol,Q
MEX,2014-Q4,5627190.4,gdp_vol,Q
MEX,2015-Q1,5654888.0,gdp_vol,Q
MEX,2015-Q2,5704120.0,gdp_vol,Q
MEX,2015-Q3,5771404.9,gdp_vol,Q
MEX,2015-Q4,5754358.7,gdp_vol,Q
MEX,2016-Q1,5747197.9,gdp_vol,Q
MEX,2016-Q2,5773720.1,gdp_vol,Q
MEX,2016-Q3,5824194.1,gdp_vol,Q
MEX,2016-Q4,5889138.5,gdp_vol,Q
MEX,2017-Q1,5923688.9,gdp_vol,Q
MEX,2017-Q2,5929904.9,gdp_vol,Q
MEX,2017-Q3,5894995.8,gdp_vol,Q
MEX,2017-Q4,5977094.6,gdp_vol,Q
MEX,2018-Q1,6051981.6,gdp_vol,Q
MEX,2018-Q2,6033572.5,gdp_vol,Q
MEX,2018-Q3,6058267.0,gdp_vol,Q
MEX,2018-Q4,6046513.2,gdp_vol,Q
MEX,2019-Q1,6047428.6,gdp_vol,Q
MEX,2019-Q2,6030434.0,gdp_vol,Q
MEX,2019-Q3,6031859.3,gdp_vol,Q
MEX,2019-Q4,5986537.7,gdp_vol,Q
MEX,2020-Q1,5914030.5,gdp_vol,Q
MEX,2020-Q2,4796158.3,gdp_vol,Q
MEX,2020-Q3,5542746.0,gdp_vol,Q
MEX,2020-Q4,5780070.2,gdp_vol,Q
MEX,2021-Q1,5822232.6,gdp_vol,Q
MEX,2021-Q2,5876153.0,gdp_vol,Q
MEX,2021-Q3,5827021.1,gdp_vol,Q
MEX,2021-Q4,5892388.2,gdp_vol,Q
MEX,2022-Q1,5975637.2,gdp_vol,Q
MEX,2022-Q2,6046015.5,gdp_vol,Q
MEX,2022-Q3,6097779.3,gdp_vol,Q
MEX,2022-Q4,6166335.6,gdp_vol,Q
MEX,2023-Q1,6200335.1,gdp_vol,Q
MEX,2023-Q2,6248267.9,gdp_vol,Q
MEX,2023-Q3,6296768.2,gdp_vol,Q
MEX,2023-Q4,6297357.3,gdp_vol,Q
MEX,2024-Q1,6321028.8,gdp_vol,Q
MEX,2024-Q2,6317947.1,gdp_vol,Q
MEX,2024-Q3,6389281.4,gdp_vol,Q
MEX,2024-Q4,6318596.1,gdp_vol,Q
MEX,2025-Q1,6357177.7,gdp_vol,Q
MEX,2025-Q2,6378832.9,gdp_vol,Q
MEX,2025-Q3,6374617.2,gdp_vol,Q
MEX,2025-Q4,6420473.2,gdp_vol,Q
MEX,2026-Q1,6380899.0,gdp_vol,Q
MEX,2026-Q2,6476612.4,gdp_vol,Q
ZAF,1993-Q1,321143.9,conh_vol,Q
ZAF,1993-Q2,329764.6,conh_vol,Q
ZAF,1993-Q3,328209.0,conh_vol,Q
ZAF,1993-Q4,330853.3,conh_vol,Q
ZAF,1994-Q1,335354.1,conh_vol,Q
ZAF,1994-Q2,338627.3,conh_vol,Q
ZAF,1994-Q3,342091.8,conh_vol,Q
ZAF,1994-Q4,346391.7,conh_vol,Q
ZAF,1995-Q1,353786.7,conh_vol,Q
ZAF,1995-Q2,358346.3,conh_vol,Q
ZAF,1995-Q3,363372.7,conh_vol,Q
ZAF,1995-Q4,367707.1,conh_vol,Q
ZAF,1996-Q1,371447.2,conh_vol,Q
ZAF,1996-Q2,375402.9,conh_vol,Q
ZAF,1996-Q3,379020.1,conh_vol,Q
ZAF,1996-Q4,381880.0,conh_vol,Q
ZAF,1997-Q1,385797.7,conh_vol,Q
ZAF,1997-Q2,387978.1,conh_vol,Q
ZAF,1997-Q3,391168.3,conh_vol,Q
ZAF,1997-Q4,391920.4,conh_vol,Q
ZAF,1998-Q1,395468.1,conh_vol,Q
ZAF,1998-Q2,396087.9,conh_vol,Q
ZAF,1998-Q3,396319.1,conh_vol,Q
ZAF,1998-Q4,396118.0,conh_vol,Q
ZAF,1999-Q1,396782.0,conh_vol,Q
ZAF,1999-Q2,401006.6,conh_vol,Q
ZAF,1999-Q3,405064.6,conh_vol,Q
ZAF,1999-Q4,408665.1,conh_vol,Q
ZAF,2000-Q1,413186.9,conh_vol,Q
ZAF,2000-Q2,417782.5,conh_vol,Q
ZAF,2000-Q3,422016.9,conh_vol,Q
ZAF,2000-Q4,425220.1,conh_vol,Q
ZAF,2001-Q1,429024.6,conh_vol,Q
ZAF,2001-Q2,432153.4,conh_vol,Q
ZAF,2001-Q3,435628.9,conh_vol,Q
ZAF,2001-Q4,440021.6,conh_vol,Q
ZAF,2002-Q1,444917.2,conh_vol,Q
ZAF,2002-Q2,445934.0,conh_vol,Q
ZAF,2002-Q3,448035.2,conh_vol,Q
ZAF,2002-Q4,453044.6,conh_vol,Q
ZAF,2003-Q1,454429.1,conh_vol,Q
ZAF,2003-Q2,457071.4,conh_vol,Q
ZAF,2003-Q3,461665.2,conh_vol,Q
ZAF,2003-Q4,469504.1,conh_vol,Q
ZAF,2004-Q1,475833.0,conh_vol,Q
ZAF,2004-Q2,485260.1,conh_vol,Q
ZAF,2004-Q3,494447.3,conh_vol,Q
ZAF,2004-Q4,502121.1,conh_vol,Q
ZAF,2005-Q1,507926.7,conh_vol,Q
ZAF,2005-Q2,514273.7,conh_vol,Q
ZAF,2005-Q3,522248.6,conh_vol,Q
ZAF,2005-Q4,533284.4,conh_vol,Q
ZAF,2006-Q1,546878.6,conh_vol,Q
ZAF,2006-Q2,558541.1,conh_vol,Q
ZAF,2006-Q3,570520.4,conh_vol,Q
ZAF,2006-Q4,584140.5,conh_vol,Q
ZAF,2007-Q1,592051.6,conh_vol,Q
ZAF,2007-Q2,598772.1,conh_vol,Q
ZAF,2007-Q3,605268.3,conh_vol,Q
ZAF,2007-Q4,611299.8,conh_vol,Q
ZAF,2008-Q1,609636.5,conh_vol,Q
ZAF,2008-Q2,610205.4,conh_vol,Q
ZAF,2008-Q3,609604.6,conh_vol,Q
ZAF,2008-Q4,607099.5,conh_vol,Q
ZAF,2009-Q1,599161.5,conh_vol,Q
ZAF,2009-Q2,593109.8,conh_vol,Q
ZAF,2009-Q3,591540.5,conh_vol,Q
ZAF,2009-Q4,589605.4,conh_vol,Q
ZAF,2010-Q1,610592.6,conh_vol,Q
ZAF,2010-Q2,623903.2,conh_vol,Q
ZAF,2010-Q3,635211.4,conh_vol,Q
ZAF,2010-Q4,638666.7,conh_vol,Q
ZAF,2011-Q1,645372.8,conh_vol,Q
ZAF,2011-Q2,650047.2,conh_vol,Q
ZAF,2011-Q3,653237.0,conh_vol,Q
ZAF,2011-Q4,661396.4,conh_vol,Q
ZAF,2012-Q1,666228.0,conh_vol,Q
ZAF,2012-Q2,670636.2,conh_vol,Q
ZAF,2012-Q3,677249.8,conh_vol,Q
ZAF,2012-Q4,680143.1,conh_vol,Q
ZAF,2013-Q1,682514.8,conh_vol,Q
ZAF,2013-Q2,684930.6,conh_vol,Q
ZAF,2013-Q3,684218.6,conh_vol,Q
ZAF,2013-Q4,684383.8,conh_vol,Q
ZAF,2014-Q1,685342.2,conh_vol,Q
ZAF,2014-Q2,688036.7,conh_vol,Q
ZAF,2014-Q3,690175.3,conh_vol,Q
ZAF,2014-Q4,692196.6,conh_vol,Q
ZAF,2015-Q1,699575.1,conh_vol,Q
ZAF,2015-Q2,701958.5,conh_vol,Q
ZAF,2015-Q3,705393.8,conh_vol,Q
ZAF,2015-Q4,708283.0,conh_vol,Q
ZAF,2016-Q1,705177.7,conh_vol,Q
ZAF,2016-Q2,706244.9,conh_vol,Q
ZAF,2016-Q3,710469.7,conh_vol,Q
ZAF,2016-Q4,712533.6,conh_vol,Q
ZAF,2017-Q1,710098.1,conh_vol,Q
ZAF,2017-Q2,718426.1,conh_vol,Q
ZAF,2017-Q3,724384.9,conh_vol,Q
ZAF,2017-Q4,730104.9,conh_vol,Q
ZAF,2018-Q1,737699.0,conh_vol,Q
ZAF,2018-Q2,743183.0,conh_vol,Q
ZAF,2018-Q3,743623.3,conh_vol,Q
ZAF,2018-Q4,749686.3,conh_vol,Q
ZAF,2019-Q1,743122.0,conh_vol,Q
ZAF,2019-Q2,752963.5,conh_vol,Q
ZAF,2019-Q3,755487.5,conh_vol,Q
ZAF,2019-Q4,760743.0,conh_vol,Q
ZAF,2020-Q1,762985.3,conh_vol,Q
ZAF,2020-Q2,609802.8,conh_vol,Q
ZAF,2020-Q3,715984.0,conh_vol,Q
ZAF,2020-Q4,739114.0,conh_vol,Q
ZAF,2021-Q1,742462.3,conh_vol,Q
ZAF,2021-Q2,757108.5,conh_vol,Q
ZAF,2021-Q3,738485.0,conh_vol,Q
ZAF,2021-Q4,759644.0,conh_vol,Q
ZAF,2022-Q1,770300.5,conh_vol,Q
ZAF,2022-Q2,770807.8,conh_vol,Q
ZAF,2022-Q3,766950.8,conh_vol,Q
ZAF,2022-Q4,768861.0,conh_vol,Q
ZAF,2023-Q1,773644.3,conh_vol,Q
ZAF,2023-Q2,771970.0,conh_vol,Q
ZAF,2023-Q3,770152.8,conh_vol,Q
ZAF,2023-Q4,768132.3,conh_vol,Q
ZAF,2024-Q1,768137.0,conh_vol,Q
ZAF,2024-Q2,777289.0,conh_vol,Q
ZAF,2024-Q3,780210.0,conh_vol,Q
ZAF,2024-Q4,788606.8,conh_vol,Q
ZAF,2025-Q1,792611.5,conh_vol,Q
ZAF,2025-Q2,803077.5,conh_vol,Q
ZAF,2025-Q3,810090.0,conh_vol,Q
ZAF,2025-Q4,819412.3,conh_vol,Q
ZAF,2026-Q1,820089.5,conh_vol,Q
ZAF,1993-Q1,570937.3,gdp_vol,Q
ZAF,1993-Q2,574835.4,gdp_vol,Q
ZAF,1993-Q3,582207.0,gdp_vol,Q
ZAF,1993-Q4,587176.1,gdp_vol,Q
ZAF,1994-Q1,586899.4,gdp_vol,Q
ZAF,1994-Q2,592625.5,gdp_vol,Q
ZAF,1994-Q3,599289.7,gdp_vol,Q
ZAF,1994-Q4,610426.2,gdp_vol,Q
ZAF,1995-Q1,611952.0,gdp_vol,Q
ZAF,1995-Q2,613711.2,gdp_vol,Q
ZAF,1995-Q3,617783.0,gdp_vol,Q
ZAF,1995-Q4,619861.0,gdp_vol,Q
ZAF,1996-Q1,631343.9,gdp_vol,Q
ZAF,1996-Q2,638865.5,gdp_vol,Q
ZAF,1996-Q3,646477.5,gdp_vol,Q
ZAF,1996-Q4,652542.5,gdp_vol,Q
ZAF,1997-Q1,655571.8,gdp_vol,Q
ZAF,1997-Q2,659684.9,gdp_vol,Q
ZAF,1997-Q3,660340.8,gdp_vol,Q
ZAF,1997-Q4,660432.0,gdp_vol,Q
ZAF,1998-Q1,662167.0,gdp_vol,Q
ZAF,1998-Q2,663103.5,gdp_vol,Q
ZAF,1998-Q3,661651.0,gdp_vol,Q
ZAF,1998-Q4,662288.1,gdp_vol,Q
ZAF,1999-Q1,668653.1,gdp_vol,Q
ZAF,1999-Q2,673974.9,gdp_vol,Q
ZAF,1999-Q3,681334.0,gdp_vol,Q
ZAF,1999-Q4,688828.6,gdp_vol,Q
ZAF,2000-Q1,696879.9,gdp_vol,Q
ZAF,2000-Q2,703291.1,gdp_vol,Q
ZAF,2000-Q3,710256.4,gdp_vol,Q
ZAF,2000-Q4,716300.4,gdp_vol,Q
ZAF,2001-Q1,720702.2,gdp_vol,Q
ZAF,2001-Q2,724303.5,gdp_vol,Q
ZAF,2001-Q3,726228.4,gdp_vol,Q
ZAF,2001-Q4,731815.4,gdp_vol,Q
ZAF,2002-Q1,739763.0,gdp_vol,Q
ZAF,2002-Q2,749149.5,gdp_vol,Q
ZAF,2002-Q3,757628.6,gdp_vol,Q
ZAF,2002-Q4,763932.0,gdp_vol,Q
ZAF,2003-Q1,768781.2,gdp_vol,Q
ZAF,2003-Q2,772535.7,gdp_vol,Q
ZAF,2003-Q3,776728.1,gdp_vol,Q
ZAF,2003-Q4,781209.3,gdp_vol,Q
ZAF,2004-Q1,793035.1,gdp_vol,Q
ZAF,2004-Q2,804117.4,gdp_vol,Q
ZAF,2004-Q3,817265.7,gdp_vol,Q
ZAF,2004-Q4,825993.5,gdp_vol,Q
ZAF,2005-Q1,834390.5,gdp_vol,Q
ZAF,2005-Q2,849364.1,gdp_vol,Q
ZAF,2005-Q3,860946.2,gdp_vol,Q
ZAF,2005-Q4,866709.0,gdp_vol,Q
ZAF,2006-Q1,881938.5,gdp_vol,Q
ZAF,2006-Q2,894464.2,gdp_vol,Q
ZAF,2006-Q3,906818.1,gdp_vol,Q
ZAF,2006-Q4,919357.8,gdp_vol,Q
ZAF,2007-Q1,934285.1,gdp_vol,Q
ZAF,2007-Q2,941942.1,gdp_vol,Q
ZAF,2007-Q3,952981.1,gdp_vol,Q
ZAF,2007-Q4,966485.6,gdp_vol,Q
ZAF,2008-Q1,970544.9,gdp_vol,Q
ZAF,2008-Q2,982394.1,gdp_vol,Q
ZAF,2008-Q3,984741.4,gdp_vol,Q
ZAF,2008-Q4,979135.8,gdp_vol,Q
ZAF,2009-Q1,963904.9,gdp_vol,Q
ZAF,2009-Q2,960596.7,gdp_vol,Q
ZAF,2009-Q3,962824.4,gdp_vol,Q
ZAF,2009-Q4,969246.1,gdp_vol,Q
ZAF,2010-Q1,980554.6,gdp_vol,Q
ZAF,2010-Q2,988785.5,gdp_vol,Q
ZAF,2010-Q3,997588.1,gdp_vol,Q
ZAF,2010-Q4,1006873.5,gdp_vol,Q
ZAF,2011-Q1,1016789.2,gdp_vol,Q
ZAF,2011-Q2,1022479.8,gdp_vol,Q
ZAF,2011-Q3,1026710.6,gdp_vol,Q
ZAF,2011-Q4,1033734.2,gdp_vol,Q
ZAF,2012-Q1,1039593.8,gdp_vol,Q
ZAF,2012-Q2,1048271.7,gdp_vol,Q
ZAF,2012-Q3,1052533.5,gdp_vol,Q
ZAF,2012-Q4,1057553.5,gdp_vol,Q
ZAF,2013-Q1,1065760.3,gdp_vol,Q
ZAF,2013-Q2,1073512.5,gdp_vol,Q
ZAF,2013-Q3,1078605.8,gdp_vol,Q
ZAF,2013-Q4,1084412.5,gdp_vol,Q
ZAF,2014-Q1,1082916.7,gdp_vol,Q
ZAF,2014-Q2,1087190.7,gdp_vol,Q
ZAF,2014-Q3,1092415.5,gdp_vol,Q
ZAF,2014-Q4,1100595.2,gdp_vol,Q
ZAF,2015-Q1,1108545.4,gdp_vol,Q
ZAF,2015-Q2,1099186.4,gdp_vol,Q
ZAF,2015-Q3,1104137.4,gdp_vol,Q
ZAF,2015-Q4,1108923.4,gdp_vol,Q
ZAF,2016-Q1,1111572.2,gdp_vol,Q
ZAF,2016-Q2,1112641.7,gdp_vol,Q
