code,qdate,RGDP,RCON,RGCF,EMP,RDC,HOUR,HOURG,RGOV,RX,RM,WTU,WPU,C,I,H,use_durables,use_hours,use_privH,Y,GDPn,labshare_income,GDP_nominal,WL_sum,labshare_sector,labshare,source_income_direct,source_sector_recon,source_imputed,alpha,K,A,alpha_c,beta_c,psi_c,tau_stat,tau_dyn,sigmaY,logA,logS,logD
CHE,01-Oct-2008,150991.5,97798.4,54024.3,4475.65507768647,NaN,NaN,NaN,18909.5,84118.6,82967,0,0,97798.4,54024.3,2148314.43728951,0,0,0,150991.5,154110.9,0.55213291207825,154110.9,85089.7,0.55213291207825,0.55213291207825,1,0,0,0.44786708792175,2457551.41687831,0.0662053542053476,0.444510627091208,0.989047833528651,11.2848506185223,1.05059278828789,0.85612128356296,0.927250287912626,-2.71499394007487,0.0493545651394196,-0.155343226471639
CHE,01-Jan-2009,148548.7,98518.3,59615.5,4485.7391381801,NaN,NaN,NaN,19136.2,78858.2,85377.7,0,0,98518.3,59615.5,2153154.78632645,0,0,0,148548.7,151735.9,0.562804188066239,151735.9,85397.6,0.562804188066239,0.562804188066239,1,0,0,0.437195811933761,2474712.44562514,0.064851968461845,0.444510627091208,0.989047833528651,11.2848506185223,1.02604311796512,1.11007045244435,0.927992118758008,-2.73564801460411,0.0257097711726694,0.104423483980649
CHE,01-Apr-2009,149027.3,98668.1,45282.3,4475.4230887923,NaN,NaN,NaN,19241.5,81603.6,75243.7,0,0,98668.1,45282.3,2148203.0826203,0,0,0,149027.3,152241.4,0.564791837174382,152241.4,85984.7,0.564791837174382,0.564791837174382,1,0,0,0.435208162825618,2497207.25894076,0.0648826717309884,0.444510627091208,0.989047833528651,11.2848506185223,1.02778608447762,0.919835511103931,0.926664622768307,-2.73517469044533,0.0274070563498923,-0.083560417202632
CHE,01-Jul-2009,150333.6,99263.6,45267.3,4464.20812586492,NaN,NaN,NaN,19358.4,83901.5,76943.5,0,0,99263.6,45267.3,2142819.90041516,0,0,0,150333.6,153925,0.558703264576904,153925,85998.4,0.558703264576904,0.558703264576904,1,0,0,0.441296735423096,2505031.45005665,0.0654516104247511,0.444510627091208,0.989047833528651,11.2848506185223,1.03057523308087,1.06592552561606,0.923411440043302,-2.72644418150875,0.0301171250696353,0.0638434599035213
CHE,01-Oct-2009,151205.8,99725.1,44382.1,4450.20747387522,NaN,NaN,NaN,19382.2,86997,79013.2,0,0,99725.1,44382.1,2136099.58746011,0,0,0,151205.8,155105.1,0.556108084131341,155105.1,86255.2,0.556108084131341,0.556108084131341,1,0,0,0.443891915868659,2512723.2783058,0.0658565016551425,0.444510627091208,0.989047833528651,11.2848506185223,1.03175750176531,1.01672786589615,0.891289013821199,-2.72027712134417,0.0312636605379134,0.0165894961029301
CHE,01-Jan-2010,153047.5,100116.1,42798.3,4437.2446726192,NaN,NaN,NaN,19226.7,92465.3,81871.2,0,0,100116.1,42798.3,2129877.44285722,0,0,0,153047.5,157053.8,0.546624787174841,157053.8,85849.5,0.546624787174841,0.546624787174841,1,0,0,0.453375212825159,2519414.52913121,0.0666878615406231,0.444510627091208,0.989047833528651,11.2848506185223,1.0402458260942,0.983063176969261,0.881632152965718,-2.70773232851971,0.0394570564664193,-0.0170818913485304
CHE,01-Apr-2010,154246.8,100273.5,50246.2,4478.93684314416,NaN,NaN,NaN,19192.6,91013.4,86007.3,0,0,100273.5,50246.2,2149889.6847092,0,0,0,154246.8,158563.4,0.542760182993049,158563.4,86061.9,0.542760182993049,0.542760182993049,1,0,0,0.457239817006951,2524421.61119424,0.0668032014837533,0.444510627091208,0.989047833528651,11.2848506185223,1.04675165043037,0.900093643243334,0.888334487706037,-2.70600427318448,0.0456917026346396,-0.1052564730223
CHE,01-Jul-2010,155031.9,100947.8,49925.5,4499.86265986865,NaN,NaN,NaN,19242.3,91116.1,85701.6,0,0,100947.8,49925.5,2159934.07673695,0,0,0,155031.9,159299,0.547703375413531,159299,87248.6,0.547703375413531,0.547703375413531,1,0,0,0.452296624586469,2536801.48702633,0.0668241263700067,0.444510627091208,0.989047833528651,11.2848506185223,1.04505194146157,1.06940107965443,0.885002359748838,-2.70569109044318,0.0440665889294454,0.0670987531209372
CHE,01-Oct-2010,156176.1,101338.4,44956.2,4508.87023302329,NaN,NaN,NaN,19301.2,98350.7,88151.5,0,0,101338.4,44956.2,2164257.71185118,0,0,0,156176.1,160710.9,0.544174041710923,160710.9,87454.7,0.544174041710923,0.544174041710923,1,0,0,0.455825958289077,2548674.96472094,0.0671031503264164,0.444510627091208,0.989047833528651,11.2848506185223,1.0487070700212,0.97287069728386,0.861909311496845,-2.70152428638356,0.047558043535888,-0.0275040963937375
CHE,01-Jan-2011,156251.4,101376.8,44289.8,4559.22186787565,NaN,NaN,NaN,19274.2,103487,93181.4,0,0,101376.8,44289.8,2188426.49658031,0,0,0,156251.4,161141.3,0.549999906913994,161141.3,88627.7,0.549999906913994,0.549999906913994,1,0,0,0.450000093086006,2555401.04025012,0.0666445040133424,0.444510627091208,0.989047833528651,11.2848506185223,1.04881527615856,0.860222730759834,0.865652473157157,-2.70838269617243,0.0476612187298494,-0.15056393401089
CHE,01-Apr-2011,157499.9,101832.3,48012.2,4591.94629790518,NaN,NaN,NaN,19395.5,98247.9,89982.3,0,0,101832.3,48012.2,2204134.22299449,0,0,0,157499.9,162012.8,0.554830235635703,162012.8,89889.6,0.554830235635703,0.554830235635703,1,0,0,0.445169764364297,2561359.82464637,0.066841421977383,0.444510627091208,0.989047833528651,11.2848506185223,1.05246677569518,0.989887384704217,0.618933141232954,-2.7054323011338,0.0511367190406933,-0.0101640951478676
CHE,01-Jul-2011,156732.1,102051.9,58074.4,4603.47004025309,NaN,NaN,NaN,19430.4,92722.3,93793.9,0,0,102051.9,58074.4,2209665.61932148,0,0,0,156732.1,161027.4,0.559992274606682,161027.4,90174.1,0.559992274606682,0.559992274606682,1,0,0,0.440007725393318,2570951.62727667,0.0663127608343448,0.444510627091208,0.989047833528651,11.2848506185223,1.04508237420078,0.921414897733189,0.385948240720091,-2.71337292920425,0.0440957092964841,-0.0818448580271485
CHE,01-Oct-2011,157155.3,102901.9,59608.9,4633.60388134031,NaN,NaN,NaN,19389.4,94304,97249.6,0,0,102901.9,59608.9,2224129.86304335,0,0,0,157155.3,161492.8,0.563900681640296,161492.8,91065.9,0.563900681640296,0.563900681640296,1,0,0,0.436099318359704,2590461.75286752,0.0660289986773981,0.444510627091208,0.989047833528651,11.2848506185223,1.03924825442956,1.13042998201086,0.386472270644656,-2.71766125955219,0.0384976195047999,0.122598075400617
CHE,01-Jan-2012,157826.8,103657.1,51433.9,4652.88833791186,NaN,NaN,NaN,19339.2,95625.2,91612.8,0,0,103657.1,51433.9,2233386.40219769,0,0,0,157826.8,162613.4,0.562845989321913,162613.4,91526.3,0.562845989321913,0.562845989321913,1,0,0,0.437154010678087,2611213.72657451,0.0659240902969516,0.444510627091208,0.989047833528651,11.2848506185223,1.03608494241021,1.10171072116873,0.386733283137093,-2.71925134589827,0.0354491312196753,0.0968641727939997
CHE,01-Apr-2012,158180.2,103742.7,49019.9,4663.63308518182,NaN,NaN,NaN,19390.5,95725.8,89351.1,0,0,103742.7,49019.9,2238543.88088727,0,0,0,158180.2,163009.2,0.564275513283913,163009.2,91982.1,0.564275513283913,0.564275513283913,1,0,0,0.435724486716087,2623479.42067589,0.0658497862887383,0.444510627091208,0.989047833528651,11.2848506185223,1.0375480990432,0.887269341729154,0.38702837873348,-2.7203790962235,0.0368603325716686,-0.119606688054758
CHE,01-Jul-2012,159501.3,104022.5,52163.7,4713.21957302799,NaN,NaN,NaN,19429.7,99557.7,95175.1,0,0,104022.5,52163.7,2262345.39505344,0,0,0,159501.3,164501.7,0.562151637338702,164501.7,92474.9,0.562151637338702,0.562151637338702,1,0,0,0.437848362661298,2633147.12936575,0.0659029504843847,0.444510627091208,0.989047833528651,11.2848506185223,1.04339945476978,0.945259760277459,0.347321522723991,-2.71957206633048,0.0424840890545286,-0.0562955106601095
CHE,01-Oct-2012,159603.8,104681.4,46153.4,4686.10530975571,NaN,NaN,NaN,19437.5,98977.1,89875.1,0,0,104681.4,46153.4,2249330.54868274,0,0,0,159603.8,164596.2,0.564999070452416,164596.2,92996.7,0.564999070452416,0.564999070452416,1,0,0,0.435000929547584,2645813.62242527,0.0660160133709498,0.444510627091208,0.989047833528651,11.2848506185223,1.03749824429913,1.07039671123074,0.368438458685707,-2.71785793955227,0.0368122808794804,0.0680293379195587
CHE,01-Jan-2013,160223.7,105585.3,52149.1,4700.60322912128,NaN,NaN,NaN,19521.9,100664.6,97137.6,0,0,105585.3,52149.1,2256289.54997821,0,0,0,160223.7,165115.3,0.566183751596612,165115.3,93485.6,0.566183751596612,0.566183751596612,1,0,0,0.433816248403388,2652279.81808889,0.0660870527356522,0.444510627091208,0.989047833528651,11.2848506185223,1.03261151516014,1.1454124557516,0.372517430657065,-2.7167824252036,0.0320910450186466,0.135764795505186
CHE,01-Apr-2013,161345.4,106236,37114.8,4718.03162186334,NaN,NaN,NaN,19637,126307.2,111566.9,0,0,106236,37114.8,2264655.1784944,0,0,0,161345.4,166386.7,0.565544000812565,166386.7,94099,0.565544000812565,0.565544000812565,1,0,0,0.434455999187435,2664644.72081756,0.0662758803113051,0.444510627091208,0.989047833528651,11.2848506185223,1.03347159192675,1.06068807837364,0.371811245507734,-2.71392924418979,0.0329236125115428,0.058917828071042
CHE,01-Jul-2013,162451.1,106666.4,48373.9,4752.1212966664,NaN,NaN,NaN,19819.2,110342.6,103232.3,0,0,106666.4,48373.9,2281018.22239987,0,0,0,162451.1,167384.8,0.565710865024781,167384.8,94691.4,0.565710865024781,0.565710865024781,1,0,0,0.434289134975219,2661789.85000529,0.0664954121609396,0.444510627091208,0.989047833528651,11.2848506185223,1.03635532680244,0.982797014953702,0.368392210707067,-2.71062232376131,0.0357100645722869,-0.0173526756273709
CHE,01-Oct-2013,162798.1,107028,46821.4,4771.85848470574,NaN,NaN,NaN,19937,106574.7,97828.1,0,0,107028,46821.4,2290492.07265876,0,0,0,162798.1,167727.9,0.566829370665226,167727.9,95073.1,0.566829370665226,0.566829370665226,1,0,0,0.433170629334774,2670236.90225521,0.0663906309844653,0.444510627091208,0.989047833528651,11.2848506185223,1.03506014749959,0.962009419021703,0.35833792837837,-2.71219933208678,0.0344595385549837,-0.0387310372815118
CHE,01-Jan-2014,163911.7,106920.8,46986.4,4761.90623942073,NaN,NaN,NaN,19996,109169,99578,0,0,106920.8,46986.4,2285714.99492195,0,0,0,163911.7,168634.2,0.566310392553824,168634.2,95499.3,0.566310392553824,0.566310392553824,1,0,0,0.433689607446176,2677004.74872138,0.066847076396458,0.444510627091208,0.989047833528651,11.2848506185223,1.04318520838278,0.813720819907795,0.283491986890383,-2.70534771017576,0.0422787330088032,-0.206137944894564
CHE,01-Apr-2014,165356.5,107322.4,47329.6,4818.73262004236,NaN,NaN,NaN,20099.9,100862.9,89863.3,0,0,107322.4,47329.6,2312991.65762033,0,0,0,165356.5,169921.6,0.562198684569825,169921.6,95529.7,0.562198684569825,0.562198684569825,1,0,0,0.437801315430175,2683836.07749056,0.0669175227173066,0.444510627091208,0.989047833528651,11.2848506185223,1.04844236323593,0.963891167630944,0.27954986699832,-2.70429442211855,0.0473055991630856,-0.0367768873932962
CHE,01-Jul-2014,166354.6,107772.3,51777.3,4835.24753161151,NaN,NaN,NaN,20173.7,101659.3,94306.2,0,0,107772.3,51777.3,2320918.81517352,0,0,0,166354.6,170190,0.563712909101592,170190,95938.3,0.563712909101592,0.563712909101592,1,0,0,0.436287090898408,2690908.13632821,0.0671150597808003,0.444510627091208,0.989047833528651,11.2848506185223,1.05036762798659,0.974809058106667,0.328143662504611,-2.70134682232103,0.0491402247830569,-0.0255136650023397
CHE,01-Oct-2014,167241.4,108273.2,45862.4,4883.64560124125,NaN,NaN,NaN,20313.1,111238.9,98671.7,0,0,108273.2,45862.4,2344149.8885958,0,0,0,167241.4,170297.3,0.566899768816065,170297.3,96541.5,0.566899768816065,0.566899768816065,1,0,0,0.433100231183935,2702321.81428328,0.0669744467213956,0.444510627091208,0.989047833528651,11.2848506185223,1.05108173043394,0.988554778841881,0.335509008545056,-2.70344412455766,0.0498198533184533,-0.0115112217795364
CHE,01-Jan-2015,166939.6,108997.7,51396.2,4893.50839401045,NaN,NaN,NaN,20296,107621.4,101094.2,0,0,108997.7,51396.2,2348884.02912502,0,0,0,166939.6,169587.7,0.572708987739087,169587.7,97124.4,0.572708987739087,0.572708987739087,1,0,0,0.427291012260913,2707649.38706903,0.0667202667341148,0.444510627091208,0.989047833528651,11.2848506185223,1.04221111413801,1.05892337701451,0.332688210053795,-2.70724652312617,0.0413445275485801,0.0572527099076404
CHE,01-Apr-2015,167194.8,109680.7,49353.5,4891.41739691479,NaN,NaN,NaN,20362.9,103877.4,95544.2,0,0,109680.7,49353.5,2347880.3505191,0,0,0,167194.8,169260.7,0.57624067488791,169260.7,97534.9,0.57624067488791,0.57624067488791,1,0,0,0.42375932511209,2718430.846263,0.0667201653065116,0.444510627091208,0.989047833528651,11.2848506185223,1.03730439513736,1.04761972000983,0.331166128566162,-2.70724804331913,0.0366254205404278,0.0465206574622553
CHE,01-Jul-2015,168404.7,110298.2,44957,4892.16973748454,NaN,NaN,NaN,20351.1,112061.7,99450.1,15.04891,0,110298.2,44957,2348241.47399258,0,0,0,168404.7,169895.7,0.576019287127338,169895.7,97863.2,0.576019287127338,0.576019287127338,1,0,0,0.423980712872662,2727007.88356905,0.0671032131115935,0.444510627091208,0.989047833528651,11.2848506185223,1.03896148532894,1.02266587764685,0.351143980321886,-2.70152335073229,0.0382216424492121,0.0224128233048389
CHE,01-Oct-2015,169607.3,110454.9,46666.6,4918.61376930865,NaN,NaN,NaN,20384.7,115661.9,103850.7,11.71235,0,110454.9,46666.6,2360934.60926815,0,0,0,169607.3,170560.4,0.575314082284047,170560.4,98125.8,0.575314082284047,0.575314082284047,1,0,0,0.424685917715953,2731059.76531552,0.0673358751974278,0.444510627091208,0.989047833528651,11.2848506185223,1.04489636716813,0.880678619331642,0.390754824483759,-2.69806212050472,0.0439177103250528,-0.127062510368282
CHE,01-Jan-2016,170467.7,110599.9,56874.9,4959.12872120774,NaN,NaN,NaN,20404.6,108265.4,105293,0,0,110599.9,56874.9,2380381.78617972,0,0,0,170467.7,171210,0.574363646983237,171210,98336.8,0.574363646983237,0.574363646983237,1,0,0,0.425636353016763,2736760.46883578,0.0673073525985994,0.444510627091208,0.989047833528651,11.2848506185223,1.04882017475783,0.874579168139214,0.409056520059678,-2.69848579720532,0.0476658893214612,-0.134012459016448
CHE,01-Apr-2016,171277.3,110950.1,46494.9,4952.43645764231,NaN,NaN,NaN,20493.6,116718,103434.2,0,0,110950.1,46494.9,2377169.49966831,0,0,0,171277.3,172210.6,0.573115708324575,172210.6,98696.6,0.573115708324575,0.573115708324575,1,0,0,0.426884291675425,2752583.96180325,0.0675045478701705,0.444510627091208,0.989047833528651,11.2848506185223,1.05047513159326,0.935358424556846,0.45575693549188,-2.69556030751893,0.0492425680986369,-0.0668254813781067
CHE,01-Jul-2016,172037,111174.6,48288.7,4971.56303322752,NaN,NaN,NaN,20511.7,114979.5,102758.4,0,0,111174.6,48288.7,2386350.25594921,0,0,0,172037,172807.2,0.572921151433505,172807.2,99004.9,0.572921151433505,0.572921151433505,1,0,0,0.427078848566495,2757790.1023762,0.0676021323015029,0.444510627091208,0.989047833528651,11.2848506185223,1.05300382938445,0.896160573406831,0.456581119629486,-2.69411575350904,0.0516468697876249,-0.109635670672097
CHE,01-Oct-2016,171569.8,112026.1,42078.2,4985.40861476254,NaN,NaN,NaN,20585.6,125196.6,109015.5,0,0,112026.1,42078.2,2392996.13508602,0,0,0,171569.8,172119.4,0.576331314192357,172119.4,99197.8,0.576331314192357,0.576331314192357,1,0,0,0.423668685807643,2764711.95084055,0.0672395074035494,0.444510627091208,0.989047833528651,11.2848506185223,1.04216214363167,1.08340605041875,0.455018355632763,-2.6994942964122,0.0412975393173084,0.0801098288843166
CHE,01-Jan-2017,171691.6,112457.7,54466.2,4988.70024858257,NaN,NaN,NaN,20630.2,109285.6,104816.8,0,0,112457.7,54466.2,2394576.11931963,0,0,0,171691.6,171728.8,0.5778989895696,171728.8,99241.9,0.5778989895696,0.5778989895696,1,0,0,0.4221010104304,2765319.47157795,0.0672560069067594,0.444510627091208,0.989047833528651,11.2848506185223,1.03889944982225,0.959638308702802,0.455745682030937,-2.69924894245557,0.0381619315170092,-0.0411988272807169
CHE,01-Apr-2017,173048.1,112617.1,47195.6,5018.5445685839,NaN,NaN,NaN,20733.2,116135.5,103373.9,0,0,112617.1,47195.6,2408901.39292027,0,0,0,173048.1,172808.4,0.578962596725622,172808.4,100049.6,0.578962596725622,0.578962596725622,1,0,0,0.421037403274378,2778305.87950428,0.0674225965541122,0.444510627091208,0.989047833528651,11.2848506185223,1.04562548818222,0.877994465789659,0.456691063251403,-2.69677505680433,0.0446152596396219,-0.13011498856773
CHE,01-Jul-2017,174453,113031.1,51580.8,5019.46308543432,NaN,NaN,NaN,20827.4,116755.9,107406.1,0,0,113031.1,51580.8,2409342.28100847,0,0,0,174453,174598.8,0.576159171769795,174598.8,100596.7,0.576159171769795,0.576159171769795,1,0,0,0.423840828230205,2783826.89131171,0.0679031135299634,0.444510627091208,0.989047833528651,11.2848506185223,1.05025353885028,0.945107653839608,0.43616364933178,-2.68967339083014,0.049031600593004,-0.0564564385697247
CHE,01-Oct-2017,176186.3,113070.5,46922.4,5021.96668698138,NaN,NaN,NaN,20953.4,119698.8,103948,0,0,113070.5,46922.4,2410544.00975106,0,0,0,176186.3,176940.7,0.570876005350945,176940.7,101011.2,0.570876005350945,0.570876005350945,1,0,0,0.429123994649055,2793650.28794204,0.0684515149572752,0.444510627091208,0.989047833528651,11.2848506185223,1.06031886426966,0.833051063609392,0.566015947024261,-2.68162959517302,0.0585696782368446,-0.182660337842503
CHE,01-Jan-2018,178428.7,113010.1,47347.7,5039.43206260223,NaN,NaN,NaN,20890.3,121732.4,104117.1,0,0,113010.1,47347.7,2418927.39004907,0,0,0,178428.7,178892.6,0.568811119073679,178892.6,101756.1,0.568811119073679,0.568811119073679,1,0,0,0.431188880926321,2798667.93362291,0.0691339976080504,0.444510627091208,0.989047833528651,11.2848506185223,1.07438792215608,0.796226613100782,1.6941265837846,-2.67170866329852,0.0717511246857429,-0.22787144382911
CHE,01-Apr-2018,180353.2,112937.1,52492.6,5060.99321176266,NaN,NaN,NaN,20951.3,119956.8,105296.7,0,0,112937.1,52492.6,2429276.74164608,0,0,0,180353.2,182247.9,0.559800689061438,182247.9,102022.5,0.559800689061438,0.559800689061438,1,0,0,0.440199310938562,2804035.61461856,0.0696547830788502,0.444510627091208,0.989047833528651,11.2848506185223,1.08667802835067,0.785747713724141,2.1687598228819,-2.66420390805103,0.0831253621932729,-0.241119512982073
CHE,01-Jul-2018,179675.5,112947.9,55544.2,5085.79287502239,NaN,NaN,NaN,20966.5,119643.8,108736,8.355615,0,112947.9,55544.2,2441180.58001075,0,0,0,179675.5,181723,0.564502016805798,181723,102583,0.564502016805798,0.564502016805798,1,0,0,0.435497983194202,2814467.68039929,0.0690907356947588,0.444510627091208,0.989047833528651,11.2848506185223,1.08249118102003,0.81499615096256,2.17258538217338,-2.6723346281844,0.0792650339976093,-0.204571888497751
CHE,01-Oct-2018,180217.2,113244.2,52948.2,5069.74443600936,NaN,NaN,NaN,21001.9,117149.4,103296.1,18.88752,0,113244.2,52948.2,2433477.32928449,0,0,0,180217.2,181968.4,0.568335491217156,181968.4,103419.1,0.568335491217156,0.568335491217156,1,0,0,0.431664508782844,2827794.8651933,0.0692751834928237,0.444510627091208,0.989047833528651,11.2848506185223,1.08291391733869,0.896120578139411,2.17430960216392,-2.66966853947697,0.0796554794845491,-0.109680301245143
CHE,01-Jan-2019,180422.9,113862.5,50403.8,5085.06017214515,NaN,NaN,NaN,21025.4,115656.3,99690.9,17.06776,0,113862.5,50403.8,2440828.88262967,0,0,0,180422.9,182296.7,0.570528155474016,182296.7,104005.4,0.570528155474016,0.570528155474016,1,0,0,0.429471844525984,2838326.1422154,0.0691238282979335,0.444510627091208,0.989047833528651,11.2848506185223,1.07826276804033,0.988131078588227,2.24362430311278,-2.67185576976527,0.0753511979228053,-0.0119399193983828
CHE,01-Apr-2019,181579.4,114516.4,55044.4,5119.15742481837,NaN,NaN,NaN,21101.8,119084.8,107246,0,0,114516.4,55044.4,2457195.56391282,0,0,0,181579.4,183297.1,0.572991607614087,183297.1,105027.7,0.572991607614087,0.572991607614087,1,0,0,0.427008392385913,2846155.05008217,0.0692243210181716,0.444510627091208,0.989047833528651,11.2848506185223,1.07897791465321,0.993462723752453,2.26946360638479,-2.67040301830587,0.0760142177191724,-0.00655873782254503
CHE,01-Jul-2019,182140.9,114861.1,54606.8,5094.00335493951,NaN,NaN,NaN,21225.4,123335.8,110995.7,20.72109,0,114861.1,54606.8,2445121.61037096,0,0,0,182140.9,183424.8,0.577148237315783,183424.8,105863.3,0.577148237315783,0.577148237315783,1,0,0,0.422851762684217,2858507.12433093,0.0694947408895628,0.444510627091208,0.989047833528651,11.2848506185223,1.07906640707784,0.908485634062743,2.26640613898824,-2.66650419992833,0.0760962294033453,-0.0959762040802441
CHE,01-Oct-2019,182465.5,115041.3,54783.8,5106.41918029539,NaN,NaN,NaN,21376.9,117859,105347,0,0,115041.3,54783.8,2451081.20654179,0,0,0,182465.5,183194.4,0.582938124746171,183194.4,106791,0.582938124746171,0.582938124746171,1,0,0,0.417061875253829,2870236.31746597,0.069398076410153,0.444510627091208,0.989047833528651,11.2848506185223,1.07929619565685,0.865019917010458,2.26752786057188,-2.66789612928647,0.0763091580183915,-0.145002746869723
CHE,01-Jan-2020,180430.2,113164.4,58450,5140.18513035018,NaN,NaN,NaN,21739.4,112413,103439.9,0,91.7326,113164.4,58450,2467288.86256809,0,0,0,180430.2,180338.4,0.579135114872928,180338.4,104440.3,0.579135114872928,0.579135114872928,1,0,0,0.420864885127072,2881966.57270398,0.0682493580797548,0.444510627091208,0.989047833528651,11.2848506185223,1.08495836067304,0.304149002074455,2.26853749629682,-2.68458725038614,0.0815416089961301,-1.19023755925169
CHE,01-Apr-2020,168931.3,106786.2,52883,5023.26416399186,NaN,NaN,NaN,21862.2,109459.9,100264.8,12.96681,90.76764,106786.2,52883,2411166.79871609,0,0,0,168931.3,168561.4,0.587460711645727,168561.4,99023.2,0.587460711645727,0.587460711645727,1,0,0,0.412539288354273,2897187.07411342,0.0645703982537025,0.444510627091208,0.989047833528651,11.2848506185223,1.07648667212132,-1.05401985817325,2.26642517864799,-2.73999920458049,0.0737026569944242,NaN
CHE,01-Jul-2020,179243.7,114178.7,56101.5,5053.36942125251,NaN,NaN,NaN,21988.5,114338.1,105402.8,0,75.14088,114178.7,56101.5,2425617.3222012,0,0,0,179243.7,179126.6,0.589454609198187,179126.6,105587,0.589454609198187,0.589454609198187,1,0,0,0.410545390801813,2906612.26800172,0.0681865502392578,0.444510627091208,0.989047833528651,11.2848506185223,1.06824894267367,3.09713609922923,2.2615855492274,-2.68550794414935,0.0660208057672735,1.13047784553057
CHE,01-Oct-2020,180836.7,113170.3,53658.1,5087.010534497,NaN,NaN,NaN,22218,114813.1,100866.8,0,40.75395,113170.3,53658.1,2441765.05655856,0,0,0,180836.7,181435.8,0.584160898786237,181435.8,105987.7,0.584160898786237,0.584160898786237,1,0,0,0.415839101213763,2919114.58398169,0.0684088223203627,0.444510627091208,0.989047833528651,11.2848506185223,1.08734602583729,0.550193992472407,2.25814697014335,-2.68225348137915,0.0837398885195671,-0.59748434935824
CHE,01-Jan-2021,182137,110629,55005.7,5063.7044123658,NaN,NaN,NaN,22511.3,122271,105768.7,0,31.34439,110629,55005.7,2430578.11793558,0,0,0,182137,183629.4,0.563660285335573,183629.4,103504.6,0.563660285335573,0.563660285335573,1,0,0,0.436339714664427,2928985.96522197,0.06897310997831,0.444510627091208,0.989047833528651,11.2848506185223,1.12032198273867,0.107719445219993,2.25741238785535,-2.67403856080101,0.113616128579322,-2.2282251612563
CHE,01-Apr-2021,187182.2,114038.3,53923.5,5071.9148471602,NaN,NaN,NaN,22594.2,125774,106553.6,0,9.625566,114038.3,53923.5,2434519.1266369,0,0,0,187182.2,190393.2,0.563851545118208,190393.2,107353.5,0.563851545118208,0.563851545118208,1,0,0,0.436148454881792,2940056.87574364,0.0707012392430266,0.444510627091208,0.989047833528651,11.2848506185223,1.11693391506395,1.7872003069788,2.25710498855881,-2.64929217804332,0.110587355457684,0.580650321098007
CHE,01-Jul-2021,191256.4,116377.7,49574.3,5129.85571968042,NaN,NaN,NaN,22654.8,129538.6,104234.2,0,6.648052,116377.7,49574.3,2462330.7454466,0,0,0,191256.4,195546,0.568388000777311,195546,111146,0.568388000777311,0.568388000777311,1,0,0,0.431611999222689,2949879.52260748,0.0716793770863192,0.444510627091208,0.989047833528651,11.2848506185223,1.11830398478736,1.43553377356994,2.25586457863838,-2.63555220055524,0.111813238300027,0.361536747693325
CHE,01-Oct-2021,192649.1,116627.2,55399.6,5168.39313145795,NaN,NaN,NaN,22605.6,135496.4,114874,0,24.55623,116627.2,55399.6,2480828.70309982,0,0,0,192649.1,198135.7,0.565717838834698,198135.7,112088.9,0.565717838834698,0.565717838834698,1,0,0,0.434282161165302,2955205.62976837,0.0718441534231555,0.444510627091208,0.989047833528651,11.2848506185223,1.12403750100197,0.861279383715419,2.2579827925341,-2.63325604174912,0.116927114795698,-0.149336339714726
CHE,01-Jan-2022,193095.3,117785.3,50223.9,5160.44476464067,NaN,NaN,NaN,22494.3,138267.1,113378.7,0,21.6187,117785.3,50223.9,2477013.48702752,0,0,0,193095.3,201228.8,0.562839414636474,201228.8,113259.5,0.562839414636474,0.562839414636474,1,0,0,0.437160585363526,2966277.14532185,0.0719524437838165,0.444510627091208,0.989047833528651,11.2848506185223,1.11556344827733,1.10293481116366,2.26143040432186,-2.63174988119684,0.109359612051338,0.0979746371319374
CHE,01-Apr-2022,194933,118601.8,61409.2,5166.73510392022,NaN,NaN,NaN,22411.2,124159,108961.1,0,15.27791,118601.8,61409.2,2480032.84988171,0,0,0,194933,204299.8,0.55979154164615,204299.8,114365.3,0.55979154164615,0.55979154164615,1,0,0,0.44020845835385,2972006.88814202,0.0725258430573552,0.444510627091208,0.989047833528651,11.2848506185223,1.11842728040863,1.00277276405638,2.26037178219744,-2.62381232467332,0.111923484553845,0.00276892703725179
CHE,01-Jul-2022,196000.1,119311.5,50316.9,5197.66663325913,NaN,NaN,NaN,22437.7,143476.2,117371.3,0,0,119311.5,50316.9,2494879.98396438,0,0,0,196000.1,206434.8,0.558969224181194,206434.8,115390.7,0.558969224181194,0.558969224181194,1,0,0,0.441030775818806,2988835.98481989,0.072499280694328,0.444510627091208,0.989047833528651,11.2848506185223,1.11786060850203,0.973895107092883,2.2283928170681,-2.62417863862827,0.111416687623508,-0.0264516740620194
CHE,01-Oct-2022,196301.5,119275.9,51499.4,5217.55474578975,NaN,NaN,NaN,22511.1,144077.2,118801.1,0,0,119275.9,51499.4,2504426.27797908,0,0,0,196301.5,207609.7,0.561986265574296,207609.7,116673.8,0.561986265574296,0.561986265574296,1,0,0,0.438013734425704,2994320.34504759,0.0723978689065061,0.444510627091208,0.989047833528651,11.2848506185223,1.11991376179509,0.781557606743589,1.40546076075342,-2.62557841501669,0.113251683945237,-0.246466418793659
