code,date,gdp,cons_hh,cons_gov,inv,capform,exports,imports,inv_equip,inv_struct,inv_dwell,inv_ipp,cons_dur,cons_semidur,cons_nondur,cons_serv,gdp_defl,cons_hh_defl,cons_gov_defl,inv_defl,capform_defl,exports_defl,imports_defl,inv_equip_defl,inv_struct_defl,inv_dwell_defl,inv_ipp_defl,cons_dur_defl,cons_semidur_defl,cons_nondur_defl,cons_serv_defl
CRI,2024-01-01,12181366.9,7946094.4,1721932.9,1957865.5,1873624.9,4588708.6,3963569.5,764835.7,624330.3,377112.3,153517.7,406508.6,471438.4,2509226.1,4513454.2,98.64390379560608,99.76654954971244,102.3166229872936,90.94126964220187,85.75354422066049,85.91782409076073,82.4926590417466,83.62147392805674,92.76821908819645,94.41266024718236,81.43600478056457,89.928985257489,94.88847587384282,99.00566080639376,101.7830905123689
CRI,2024-04-01,12489823.6,8010861.8,1748860.5,2016801.1,2039906.1,4657773.2,4015889.8,743465.4,672260.0,405912.6,158370.8,476684.5,495700.3,2511831.3,4561122.0,99.99971416811717,100.34265270994156,102.88801273159812,87.89114107636084,88.43181456694226,85.61783268435177,79.65798729805051,84.4399034194244,95.54789667705774,94.45484214384196,81.90713307863655,103.40907439252514,94.71197222038586,97.77956576572886,102.01393288306902
CRI,2024-07-01,12463886.6,8063882.2,1763262.1,2043138.2,2037211.9,4677039.3,4034500.2,789277.2,642916.6,395583.8,162879.3,472170.3,495375.1,2483616.8,4621312.1,99.25546258411688,100.06074460873916,103.32495761845298,90.18746423423885,89.88478648428732,85.88213969853032,81.00325980632302,85.57308627551491,94.56063167047802,94.93639049349264,82.0780117362789,99.67768432612316,93.70559566291908,96.8271317175756,102.52186534332988
CRI,2024-10-01,12676367.4,8111369.0,1784611.5,2095699.7,2122840.5,4769876.9,4088921.2,762869.7,677650.4,481004.3,167043.3,463710.7,506868.7,2474264.1,4676478.1,99.64819139293805,99.6959209937841,103.69973107159436,88.98690032132441,88.19878849882816,85.76328352467641,82.60185212718919,84.53520523068644,93.25515125518346,95.33370462275144,81.97060226396131,97.29016326200914,94.8974271267632,96.1885151198115,102.5839924218449
CRI,2025-01-01,12794501.1,8219133.9,1798215.9,2063077.4,2109336.1,4799767.8,4198043.5,808775.2,665098.0,400460.5,170862.6,450755.9,513123.7,2496379.0,4751980.2,100.06291187670604,100.33846926325307,103.61188697058334,89.23332805075701,87.35664548933421,84.4554762709013,81.33346244257046,84.0941200935794,91.5133401974278,97.00812453535066,81.60644664879433,95.1902470711564,96.59459083980704,97.28538219498073,102.80903715106145
CRI,2025-04-01,12882259.1,8261055.8,1805710.0,2144707.1,2059481.5,4992890.8,4246152.0,844757.9,705990.5,357701.7,172946.3,456657.0,497838.6,2498567.9,4793604.6,98.23192271967474,99.30373179725366,103.5520145707206,90.39931056159465,86.39000586802936,84.43956944044007,78.88079917990684,84.88548981659982,93.7095241748606,97.83703769347476,80.86991612167735,96.9618793733299,95.85742419609622,96.44113140108924,102.03073447307985
CRI,2025-07-01,13041885.4,8296157.9,1823183.4,2040011.9,2096106.5,5139930.3,4313823.8,837630.2,490093.2,476025.7,173294.4,455552.6,490936.7,2502235.6,4855990.2,98.68618940096776,98.86466532212803,103.87664183222014,89.59132321879545,87.34941742232297,85.05452292246339,79.82874498850143,83.79646316845053,92.5142633640699,98.32340788709448,79.77285407310431,96.14116409602283,93.11407546664512,95.81481834615911,101.55493551708672
CRI,2025-10-01,13084906.5,8363982.0,1842536.6,2172517.5,1983421.3,5193493.6,4153633.9,813378.7,726148.7,452892.1,171906.9,461497.0,495604.2,2550863.7,4878539.0,98.57565411195854,98.71316653777907,104.0599106610466,88.27260815968758,87.40992035972624,86.14776129999262,81.32536830530582,84.05245324576107,91.40818197530396,98.11708959141286,78.31524653278744,94.80924727953214,91.76005061201546,95.9268977674501,101.32763164251476
CRI,2026-01-01,13082382.7,8329546.2,1861951.4,2222658.9,2056407.1,4858902.7,4055326.2,839194.7,712039.9,484082.6,168783.7,453699.0,500131.6,2535463.9,4820882.2,98.431987145619,97.98470708299222,104.42316556601664,88.12054631546462,88.324016765184,81.43373813197654,78.2110854823532,82.68139873533707,90.23915457747314,98.78156185364212,76.48630228239404,90.53802695313225,92.0855271540318,95.5163198671048,100.38418660345812
CRI,2026-04-01,13111750.9,8383966.4,1881411.0,2203903.1,2255440.8,4706231.8,4182759.4,810761.2,758643.5,406093.3,166897.7,459846.7,495371.0,2618049.6,4794436.3,97.51513738936828,98.46883634409112,104.418223676247,87.82855510772801,87.194703247625,78.55359607610563,74.98727939644444,79.14588637921771,93.2036379031293,99.42264871104648,75.05759816873127,92.61714133334192,92.63492410186176,99.82906978876868,99.48815574086346
CZE,1995-01-01,379573.0,184243.0,79236.0,129380.0,122001.0,153505.0,159412.0,55472.0,50746.0,14010.0,8130.0,16835.0,15413.0,85315.0,71691.0,46.37739417724365,48.32666657923382,36.41678271540254,64.36431655821544,58.39855249364562,82.99541512575964,92.87795101260808,105.49216491708503,38.86854884419186,52.50534047895664,34.69318084834002,146.9407349218818,101.91760894002512,48.75839405629375,32.52339755658284
CZE,1995-04-01,394158.0,191890.0,80264.0,133988.0,136055.0,159017.0,173068.0,58808.0,52045.0,14498.0,7613.0,17547.0,16427.0,88315.0,74782.0,47.25520168324132,49.63053199771362,37.43866261171334,63.839681344755626,60.37791949019034,82.24010509058374,94.9264471966564,105.6519708239014,39.098360039966046,53.791926387652126,32.54809747755451,150.47594545922306,109.80614973262033,49.756050840582326,33.62348815251113
CZE,1995-07-01,410815.0,202768.0,82894.0,133622.0,135852.0,163379.0,174078.0,59733.0,50873.0,14256.0,7733.0,18238.0,17402.0,92138.0,78305.0,48.639032937889226,51.271366440780824,39.013898236481815,60.56466343647876,62.40818070313254,85.1074137356226,97.42662696724798,101.99959017793108,37.53384634680793,50.00526149636957,31.634281039067293,149.74956893012563,113.82039374713848,51.27237720015804,34.167168451274534
CZE,1995-10-01,421394.0,206612.0,83842.0,140128.0,148354.0,164822.0,182236.0,62457.0,53347.0,15171.0,8130.0,18596.0,18052.0,94860.0,82406.0,49.54411475963003,51.08203060293569,39.76192734515792,60.63732193239056,65.35360921930203,85.3884968864298,97.0104124523561,101.72812561078898,39.369608052958235,53.01579535923958,32.78357998306383,147.30671736375157,115.7847476108011,51.936532965408496,35.32462856114059
CZE,1996-01-01,443373.0,216753.0,85531.0,150150.0,158225.0,168301.0,185437.0,67040.0,55515.0,17683.0,8938.0,19749.0,18796.0,98437.0,85821.0,51.2500028897792,52.63920965779523,39.97093227032054,62.363456634242375,65.25711033390525,87.00918683341175,95.8950226244344,100.82264298497586,40.13577408580228,52.9383588300452,32.48882265275708,152.13773977351514,115.2139266887336,53.458275858323645,35.07636848149949
CZE,1996-04-01,454577.0,224881.0,86113.0,154301.0,161577.0,172254.0,190248.0,68645.0,56861.0,18095.0,9677.0,20314.0,19614.0,101278.0,89868.0,52.16412909267003,53.68331093355741,41.21146280999646,64.71135901360901,64.57913669064749,87.77318610540691,95.40831678401636,103.78585143859333,41.47440900371264,55.373645877960705,36.07590217715479,152.00538760850046,117.46316924182536,53.90109422233576,36.58897054333001
CZE,1996-07-01,463953.0,231165.0,89635.0,164369.0,171007.0,175254.0,203108.0,70751.0,62112.0,19850.0,10600.0,20817.0,20119.0,103445.0,93490.0,53.044114536588715,54.69665026938393,41.29141925289871,69.80434958020308,66.6696556321857,89.59312104125024,98.3621482880527,110.27447435277982,45.25002914092551,60.16610087293889,39.5566667910587,152.78532110091743,119.2378355953298,54.32522135512399,38.049538879799435
CZE,1996-10-01,476645.0,235869.0,98931.0,158684.0,166314.0,180523.0,204992.0,68488.0,59359.0,19317.0,10337.0,21647.0,20785.0,106576.0,96671.0,54.40730628216075,55.286288885971985,45.904248408470835,68.37558224210068,65.84476512857059,91.52268256575611,99.43296743807024,106.14016055543502,44.53305524712661,61.399828358920566,39.98684770415071,156.1044205668133,122.82101282278556,55.16641648118433,39.291244812772064
CZE,1997-01-01,480379.0,245066.0,96680.0,151492.0,168859.0,173635.0,203861.0,62538.0,58304.0,19905.0,9706.0,21749.0,21097.0,107871.0,101676.0,55.07796555756839,56.57789023613176,42.70695291103454,66.72568788347274,69.25872301678773,89.95373704196822,98.46692588209724,99.84832276914726,44.46071254270376,62.88900824618496,39.07564716776038,156.43386319499388,123.51873536299766,56.20945343886947,39.246687176003306
CZE,1997-04-01,486832.0,251280.0,100601.0,157804.0,159338.0,187590.0,211977.0,66801.0,59147.0,20623.0,10206.0,22115.0,21375.0,110633.0,105024.0,56.04357020584413,58.1088268621511,45.05739610252919,69.26331682994487,68.88832204203217,90.63150723979496,100.215107648377,104.71689240030098,46.07899657214085,62.8654168571864,41.6231647634584,157.8515346181299,126.65916093861104,57.36678904030033,40.976340595542794
CZE,1997-07-01,497036.0,257118.0,101202.0,159720.0,157193.0,204931.0,223408.0,70355.0,57732.0,20657.0,9902.0,22496.0,21618.0,113013.0,108304.0,57.61540503478119,59.84512579165299,45.97019264400605,74.17348943264618,70.38376981870447,94.603477963817,103.7610886628582,112.52479048045552,49.622237693715995,66.35294873442118,44.39562410329986,160.0683079550306,129.67428468598163,58.875349694977416,42.81839818453534
CZE,1997-10-01,515392.0,261365.0,101986.0,170240.0,159878.0,225279.0,233116.0,70778.0,64304.0,23495.0,10593.0,23118.0,22020.0,115015.0,110621.0,59.79254426213532,60.61691888444367,47.609399945848544,74.24173044634875,72.87221677795756,100.31973494952372,106.64873297557448,111.63898484203222,49.48974094540305,68.17060786304947,44.11727958019241,160.76495132127957,129.6514366462553,60.01053960700832,44.31025711893804
CZE,1998-01-01,526243.0,267457.0,99199.0,171449.0,164081.0,235201.0,239695.0,73126.0,60731.0,25187.0,11236.0,23614.0,22261.0,119195.0,112556.0,61.10053246701979,62.76270709156615,47.122953194844925,75.03468377587059,75.0516869145199,98.92162429289424,106.06536630263554,110.99878567091682,50.456954852860534,71.01330777038457,45.22075099609611,162.0282695210649,135.23479739991495,61.58229744670738,45.90955626527008
CZE,1998-04-01,543037.0,270715.0,101564.0,166329.0,164518.0,235818.0,229578.0,70349.0,58288.0,24974.0,11479.0,23859.0,22592.0,120510.0,114394.0,62.83812243688844,63.569311836339814,46.569551242371304,74.30875421627537,72.96669179935246,102.67196677130455,102.1127261728966,108.45949862785606,50.70682290715175,69.83780760626398,45.62944707238542,160.06306185428687,134.1328741910586,62.24690082644628,46.941656339507745
CZE,1998-07-01,549820.0,274362.0,102317.0,167206.0,172652.0,225248.0,224759.0,70419.0,57881.0,25674.0,11936.0,24089.0,23059.0,122243.0,116540.0,63.69569901691153,64.33596278127433,47.98681168188576,76.02069580082565,75.18671259542484,97.88326909120931,99.08960251119812,109.82205517693112,52.69861791430704,70.96970367094207,46.76383012067074,158.97182076156537,133.42012382109587,62.887701084971425,47.939514105422504
CZE,1998-10-01,546974.0,280006.0,112630.0,162467.0,162646.0,208838.0,217146.0,67930.0,55970.0,25726.0,11653.0,24471.0,23467.0,124001.0,117781.0,63.33532495924114,64.0800250822152,50.989410971121245,74.8540625215969,75.14495733287748,92.84577424087496,97.7294309850534,106.70248024755352,52.24639913373846,71.11737712168961,46.03199683981829,156.5342544617156,131.4972542866749,62.59957796108761,48.00138566246893
CZE,1999-01-01,550248.0,280194.0,109621.0,166886.0,163430.0,223185.0,226182.0,72470.0,55222.0,26755.0,11874.0,24587.0,23893.0,123604.0,118797.0,63.62285644249525,63.706371455660374,49.82319789110081,76.93364435142585,75.25475551298759,98.47077665662184,100.52265272926056,111.10600067457764,53.27018058342337,72.7809363183809,47.22586803484071,155.54501170367558,130.32071561034144,61.967763768079614,48.88322867888504
CZE,1999-04-01,560325.0,285716.0,110514.0,168402.0,165593.0,236506.0,238004.0,74207.0,54136.0,27017.0,12434.0,24852.0,24376.0,125426.0,120981.0,64.60917402418902,65.07551480117435,49.90855021609245,77.85143681349162,77.20169328745793,97.89682391850556,100.75778743004226,112.88811135620294,53.61698756041518,73.03076174514786,48.08197989172467,157.21153846153845,130.9763043361453,63.05380582045959,49.687045661762895
CZE,1999-07-01,568873.0,287364.0,113821.0,169515.0,164108.0,247449.0,243869.0,74869.0,53645.0,27205.0,13124.0,24992.0,24547.0,125578.0,121870.0,64.93672677793987,65.18836443817332,51.33454204326099,78.1859692818597,78.21818043163273,99.2220988094904,103.27918145396949,111.55995291382932,54.11635343844889,74.031239795363,50.32594524119948,156.31723792844633,129.8439566252314,62.79590754983048,49.92278292785837
CZE,1999-10-01,580938.0,294849.0,120139.0,172170.0,174500.0,250771.0,259321.0,78298.0,53008.0,26951.0,13216.0,25146.0,24770.0,127862.0,126046.0,65.60068295227804,66.24346493701401,53.34461154551469,78.41663706173311,77.59590542637727,100.70153880750448,105.70508509120556,111.58011742575388,54.08262169304072,75.08078894584355,51.42012294763053,158.25047199496538,130.68481587000105,63.45193786908838,51.10048933159817
CZE,2000-01-01,582307.0,296017.0,114187.0,178504.0,180681.0,263363.0,271941.0,81503.0,53310.0,28579.0,14112.0,25247.0,25006.0,129303.0,126726.0,64.87514775825245,66.47959126382572,52.21027315208545,79.09221014573022,77.75975004088518,100.11936939505568,107.13466834232226,112.06088187980366,55.08881793099172,75.5518544954662,51.937727724412056,156.7260537587684,130.86665271090644,65.07186424300984,51.0847744588221
CZE,2000-04-01,595739.0,299649.0,117388.0,183043.0,189682.0,280387.0,291367.0,85646.0,52696.0,28345.0,15199.0,25392.0,25021.0,130183.0,129443.0,65.6205010712063,67.00813760809334,52.26582605366032,79.00238677905676,78.69610133136402,103.24097428061197,109.43238198255042,110.12729844413012,55.34829005965885,76.06741271502563,55.02896451846488,156.4895846172809,131.17169069462648,65.24776840533077,51.87534815871629
CZE,2000-07-01,608337.0,306525.0,118731.0,188981.0,194744.0,295034.0,306697.0,89618.0,53640.0,29022.0,15411.0,25992.0,25355.0,132251.0,132925.0,66.15148562654684,67.5914063378589,53.63875800192453,79.46922675817059,78.51725820172804,104.4863758384508,110.76452466855189,110.39554564604148,56.14578644922909,76.97939046709637,54.265995281524,154.99105545617172,130.50079777651965,65.23182401104863,52.186186021129664
CZE,2000-10-01,615041.0,306491.0,121538.0,196694.0,200469.0,310134.0,323591.0,93913.0,55196.0,30167.0,16102.0,25941.0,25719.0,132416.0,134072.0,66.71703557462318,67.93730521481231,55.51454802905038,80.75527162845694,80.85579226729695,103.37662164504474,111.68670249300212,112.61226692247736,57.435406499412075,77.96702160653365,52.51108792068876,155.7924448982043,132.08196384552178,66.26996241485789,52.82106034520118
CZE,2001-01-01,629769.0,312687.0,121379.0,201980.0,214254.0,312013.0,330564.0,96908.0,58188.0,29600.0,15991.0,26232.0,26441.0,134869.0,137848.0,67.48706023554122,68.61655204497676,54.53177227473673,82.60265008997219,80.66184775242829,102.3308823047103,108.61489428116118,114.87843332503526,57.610169994950645,79.484425349087,59.32920268615739,156.1893420660911,131.63239906407128,67.68595331657106,53.5192784789977
CZE,2001-04-01,640388.0,319443.0,126188.0,198941.0,205964.0,312086.0,323293.0,93190.0,57753.0,29934.0,16698.0,26618.0,27157.0,136898.0,139761.0,68.47304598493864,69.17509945018179,56.15843346684469,80.41561738300908,80.86564925657345,103.4994395325237,108.90823280523094,109.9184958894092,57.81196820757173,80.52185608607935,52.88193564732708,155.42450075907976,131.56186416044957,68.21944157908638,53.85427544245656
CZE,2001-07-01,656520.0,326191.0,129512.0,202064.0,203215.0,321712.0,324110.0,93625.0,58907.0,30660.0,17540.0,27547.0,27914.0,139310.0,143014.0,69.85206496203739,69.91570017297218,56.246471349529656,80.70131996725044,80.74853773285015,105.39951708705864,107.68847393427916,109.63243129310648,58.74134939470693,79.53101086871936,54.10407477096764,153.72209821428572,130.4575407767444,68.29189379975685,54.52826232008388
CZE,2001-10-01,666348.0,329050.0,131431.0,201014.0,207344.0,315353.0,316830.0,93482.0,58585.0,30205.0,17378.0,27731.0,27831.0,140836.0,143689.0,70.54870082433231,70.67543853996851,57.44110834316682,81.05043727899165,79.80754796866881,101.62613154070002,103.0364918876202,109.85217043878822,59.0378200800137,78.12984997413348,57.39291257967568,154.99105745584615,130.79706739355203,69.54417741083289,55.2771184451976
CZE,2002-01-01,666921.0,333426.0,136813.0,204240.0,199501.0,312656.0,315475.0,93785.0,61534.0,30945.0,16649.0,26844.0,27549.0,141547.0,145366.0,70.57843070853475,70.76313812379824,56.567022244273545,81.10136479333526,79.44037621499365,99.81037509976058,100.42688788860804,108.97502933965444,59.5440382419539,78.52267248598037,58.23568505369198,152.35824961689084,129.73392983282318,69.02576756524792,55.80161609182166
CZE,2002-04-01,677695.0,335183.0,140266.0,198654.0,204978.0,302891.0,305623.0,89184.0,60939.0,30304.0,16988.0,27587.0,27388.0,142272.0,147020.0,71.38944456558723,70.27309779190392,57.74687317310147,79.27071611559366,80.36934658589661,98.45215226245152,97.5885686916261,103.68906302682215,59.38026796589525,78.88379841732612,58.25788751714678,151.12851977648734,128.4555133436518,68.46879797488823,56.18548624407171
CZE,2002-07-01,677622.0,335692.0,145518.0,197234.0,210526.0,291881.0,305995.0,87865.0,60538.0,30514.0,17134.0,26447.0,27083.0,143009.0,146468.0,71.07642250498495,70.20950412963866,57.951748691766696,78.86867749791067,79.61140817268058,97.09526866768904,96.87218045112782,102.9044914212098,58.71148568048026,79.44905876532924,58.59781121751026,149.7310762611108,126.93569553805774,68.0327868852459,57.77853167073637
CZE,2002-10-01,681258.0,340753.0,147962.0,200883.0,208387.0,302990.0,318834.0,88256.0,62813.0,31120.0,17500.0,27341.0,27599.0,143659.0,149761.0,71.0660883389351,70.60950541662868,60.85690430261875,79.7765749165035,77.02147791408095,97.73524165271554,98.14353654594986,104.4536233770845,58.67577136131376,81.30633572828216,59.03785169691654,146.89984955942404,126.35169161745182,67.93640434879245,57.85584040301021
CZE,2003-01-01,696549.0,347874.0,151992.0,199880.0,205595.0,322690.0,331602.0,86825.0,64011.0,31230.0,16755.0,29090.0,27952.0,144059.0,152856.0,71.81709734991385,70.44308142160267,59.27439640279072,79.57766665604994,81.50898365023232,100.72667794557408,100.91449404589817,103.90115478968468,59.19216578356035,80.14268117429685,59.286649446233326,146.40897881121344,124.79128532523774,67.08375049477287,57.532792592731994
CZE,2003-04-01,707138.0,352127.0,155652.0,204674.0,208614.0,323393.0,332648.0,85863.0,67253.0,33953.0,16550.0,29151.0,28245.0,145753.0,154953.0,72.23735812011127,70.47924614405406,61.17362238300916,80.2942272611365,79.30583539251093,99.94622442956172,98.71973694363164,104.46637142300952,59.88424380036508,80.60633398224206,60.41910046728972,145.32628745201654,123.47540983606558,67.54453445047918,57.77559862489653
CZE,2003-07-01,708713.0,354790.0,156563.0,209416.0,207605.0,329530.0,339775.0,87391.0,69054.0,34355.0,17507.0,29047.0,28613.0,146677.0,158532.0,71.82615693023048,70.31489992528336,60.73394495412844,81.17937565657623,78.9919259715849,98.57815084823338,97.80681301346598,105.51410219260116,60.56783994526844,81.21365420074702,61.69650408796166,144.35443792863532,122.8711298149182,67.64920210312702,58.757774104356464
CZE,2003-10-01,719743.0,357849.0,161839.0,214380.0,214343.0,343137.0,357425.0,89753.0,69915.0,35784.0,17886.0,29195.0,28809.0,148583.0,161618.0,72.24369674516271,71.10901359192432,60.72689613250133,81.78883997039456,80.49625014552515,94.71701133942078,95.19148822840098,105.64893942604232,61.400042154073134,81.93996015662567,62.39882779793469,143.29537646019438,121.62881026766868,67.79009129440965,59.41510578460747
CZE,2004-01-01,748169.0,367179.0,156440.0,211579.0,226120.0,364292.0,365862.0,87463.0,67208.0,36422.0,19252.0,30018.0,29433.0,151395.0,164056.0,74.330038249466,72.64153742974318,62.11929891438147,81.08339081781253,81.56992893474262,98.80873593646592,97.29906547027004,102.91580867211862,61.446190698227234,82.15921138706548,63.45836904212539,144.1579023195505,122.4691049806516,69.30260236662012,61.146933633497085
CZE,2004-04-01,754344.0,372173.0,161150.0,223867.0,226168.0,446786.0,451933.0,95656.0,69143.0,37481.0,20266.0,30749.0,29769.0,153002.0,166563.0,74.06050359775799,72.74175390316553,62.29439756311584,84.34030433292017,81.29194118260207,101.04531350358693,100.33746805709428,107.94926195097727,63.8468996721917,84.43568371254787,65.59425168306576,142.40263048210068,121.60539215686276,69.31384718535097,61.995153924316355
CZE,2004-07-01,775859.0,380006.0,160914.0,223861.0,226606.0,465888.0,457555.0,94130.0,69982.0,38252.0,20127.0,32176.0,30245.0,154649.0,169858.0,74.97830452522183,73.13883841961014,63.528547853482515,84.06661909947802,82.1432066901804,102.0299199113484,100.90327901750764,105.2072738652748,64.49121772305878,85.88620952894158,67.060940259221,139.71948412870728,120.02936741011192,69.40067763143132,62.609843123378155
CZE,2004-10-01,803053.0,383834.0,164828.0,219931.0,237737.0,471202.0,454548.0,88998.0,70088.0,39006.0,20481.0,32926.0,30233.0,157137.0,172613.0,76.38957061050549,73.31876511420899,65.15996663490921,82.41869842530897,83.66955493457405,101.86675659958448,99.527268029612,100.58089598119436,64.08221482646381,85.78403342863426,67.25887491379594,138.29805107526883,118.88246628131022,69.76301255527339,63.05359517234326
CZE,2005-01-01,807571.0,384430.0,165947.0,223361.0,236810.0,465729.0,445345.0,87430.0,73516.0,39644.0,21590.0,32568.0,30503.0,158111.0,174715.0,75.39725960892102,73.19241782678893,65.04944945101897,81.66286432969187,82.0957095709571,99.83108868487108,98.52242358812806,96.85173697270471,65.12756909992913,86.94431651205123,66.08104799216454,136.0060135304435,116.88316664750738,69.83392959674926,63.04760461323056
CZE,2005-04-01,811310.0,389151.0,167338.0,238310.0,236963.0,496064.0,478206.0,96087.0,77931.0,40741.0,22365.0,32799.0,30946.0,159421.0,180104.0,74.88409399485519,73.40394228048666,64.25869676245041,85.3643684089867,82.94758434321159,98.91802428762288,99.02795609857114,103.76789995464264,67.01954747551191,88.36952042166453,69.6316821818861,134.39459127228028,115.457224937507,70.23941701032744,64.18646091341613
CZE,2005-07-01,820777.0,396255.0,170928.0,238011.0,237984.0,521731.0,506121.0,95849.0,78956.0,41027.0,21094.0,34660.0,31114.0,161323.0,182660.0,74.4935828260615,73.93920734437975,65.65038542638875,84.40585281434407,82.57025883006037,97.58000261843756,99.4322323093214,101.32136703347815,67.07785367179801,89.06328014761749,67.3563879043331,132.48222612950082,113.92062097246632,70.46364847452445,64.48993426023344
CZE,2005-10-01,844868.0,403600.0,170690.0,236273.0,249096.0,541250.0,519768.0,97490.0,75038.0,40638.0,21959.0,34878.0,31975.0,163823.0,186246.0,75.4209054779308,74.60203621414999,67.48640901453,83.14758182861125,83.62967339922648,99.20907682860889,101.28533902862978,99.22040384302232,66.08366358432409,88.35692387972082,68.07725694444444,131.3721797431165,112.97788142180764,71.4791221257472,65.37126410557906
CZE,2006-01-01,854018.0,405043.0,175935.0,237596.0,244279.0,550370.0,521609.0,97318.0,75418.0,41180.0,22585.0,33676.0,32126.0,165836.0,192617.0,74.87707792663254,74.58174211819123,68.08050398185912,83.82200929254586,82.74445246103767,96.37606927407565,99.28431254984592,98.20082542053056,67.05193061692613,89.95783908949909,70.92610620858588,131.22905463330994,111.73094981393244,72.21941575069242,65.06539745166128
CZE,2006-04-01,872457.0,412500.0,177015.0,245915.0,267706.0,557758.0,542522.0,98526.0,80351.0,43069.0,22825.0,35080.0,32625.0,167862.0,192857.0,74.95856670438407,74.961428937474,68.53237008989755,84.32142367302153,83.44013764041442,96.87318175423484,100.6584745432517,98.23032671658308,68.44790868046682,90.40512174643158,69.37268251170141,129.65700768775872,110.58947154333752,72.53314205714088,66.12073753574195
CZE,2006-07-01,893775.0,420629.0,179848.0,248602.0,268510.0,576739.0,551951.0,99077.0,80937.0,43681.0,23837.0,36475.0,32754.0,170167.0,196764.0,75.827182489183,75.49762897071123,69.2378173194638,83.65255195434479,84.38695240878849,97.69143991544256,101.05735147644717,95.96485960307236,68.62382676377572,90.66398223292306,69.4733467401125,127.9330784609449,109.32941686972195,72.9732279547667,66.47342603478332
CZE,2006-10-01,912441.0,423214.0,178348.0,262825.0,283366.0,608755.0,581242.0,106754.0,85063.0,44266.0,25598.0,36476.0,33194.0,170598.0,199876.0,76.54006470884794,75.31074441638773,68.89241692064633,85.14287935675944,83.51685274041239,99.22931849782309,100.29212370308636,98.65446816375568,69.64841319228375,90.75178875289583,70.50431046354697,127.9724941234256,108.76859558293468,72.85313472863383,66.95295646697842
CZE,2007-01-01,946438.0,434322.0,184373.0,286486.0,306477.0,619420.0,598154.0,117077.0,86473.0,55871.0,25948.0,38786.0,32965.0,174189.0,202670.0,77.98406433591786,76.14207324556021,70.78908367696407,88.48660435752188,85.2253008831839,98.3996670341576,99.2261358716298,103.46604215456676,71.59901965654859,93.91504597334053,73.753624012279,127.64851077834456,110.3283242411058,73.5862686617606,67.13706004140786
CZE,2007-04-01,951922.0,439866.0,183704.0,283583.0,306270.0,626424.0,604342.0,117280.0,85293.0,53205.0,26722.0,38491.0,33211.0,176555.0,208565.0,77.8192793442371,76.7136332006132,71.40153061026186,85.80397638736342,85.6062342424937,98.3017547383585,100.44943969629578,98.01676514588016,70.96454809428326,92.96372658652504,70.70995739726389,126.4986196923886,109.26108698512962,74.68611990050593,68.0617422944507
CZE,2007-07-01,974329.0,448417.0,186023.0,284030.0,318818.0,648335.0,627264.0,119080.0,84756.0,51257.0,27791.0,37220.0,33592.0,180027.0,213289.0,78.5515439357159,77.42179986774565,72.4081289483825,83.96497493141614,85.94820753648818,98.325538084492,100.31072041399536,93.64064576501764,70.34218323360251,92.798044718023,71.52674113347403,125.41698958789635,108.225136119076,75.73196587524609,68.74192248811538
CZE,2007-10-01,985964.0,456358.0,192071.0,290870.0,308220.0,659715.0,630400.0,122669.0,87350.0,52162.0,27616.0,37175.0,33831.0,184381.0,218978.0,78.63109901739438,78.56240294997642,71.8137868891074,84.23835919535237,84.50912759995394,96.54780302764216,98.23874633396812,93.08055361641424,71.4700660290135,93.3598224513173,71.85304678149555,125.23159845039582,108.69746819174914,78.30971199952431,69.93778425060044
CZE,2008-01-01,999886.0,467068.0,189521.0,309620.0,327759.0,657806.0,642268.0,132960.0,93512.0,52285.0,29754.0,37199.0,34528.0,187746.0,223056.0,79.18647214139881,80.20441420664999,73.05763396591536,88.51900348220872,83.9880075337288,94.26545126772837,96.38685123599822,98.2189686121843,75.24178883506863,96.90482809748865,74.90370817914055,124.8623791621912,105.63544024964816,80.12478821425675,71.48153963986195
CZE,2008-04-01,1013069.0,479402.0,194842.0,294533.0,312848.0,655846.0,629869.0,123544.0,89981.0,51160.0,28822.0,42256.0,34631.0,188385.0,225657.0,79.78083421600785,80.41620327735758,73.67736421972903,85.3268710419431,86.56030900166564,92.68047967757708,95.43021464143352,90.68913879672314,74.75802364514011,97.9795078042708,73.20616697569277,121.83841762297445,105.69187572483672,80.63701465193625,72.08913026116124
CZE,2008-07-01,1021566.0,485683.0,197192.0,284716.0,310168.0,628208.0,599685.0,117142.0,87686.0,49944.0,28943.0,40940.0,35623.0,192313.0,227600.0,80.35854191904095,81.28885080287475,74.45843638491891,84.71496963583834,86.44761742843366,92.66944189573124,95.38431439914493,88.45512002476761,74.8442274535243,98.3168960018898,74.8287184260193,119.94609164420486,107.26265393995963,82.15344525609808,72.65530230479474
CZE,2008-10-01,998082.0,483791.0,200424.0,275861.0,297955.0,595914.0,580002.0,108786.0,86085.0,52340.0,27756.0,38828.0,36599.0,196492.0,225606.0,80.04378789336926,81.01924033419802,74.89378239310044,85.64691344992565,86.32548464014509,95.31711109085064,98.96817501608228,92.17668341538229,74.32782469046262,95.20518044237484,74.6912085250666,118.0074765218977,109.5712831566972,82.13278046456024,72.32282820899972
