date,epu
1985-01-01,103.7488021850586
1985-02-01,78.31320190429688
1985-03-01,100.76148223876953
1985-04-01,84.77886962890625
1985-05-01,98.05365753173828
1985-06-01,119.5971450805664
1985-07-01,111.41510772705078
1985-08-01,111.24700927734375
1985-09-01,111.18446350097656
1985-10-01,93.09910583496094
1985-11-01,85.09912872314453
1985-12-01,104.17721557617188
1986-01-01,144.2664794921875
1986-02-01,118.99353790283203
1986-03-01,120.16004943847656
1986-04-01,102.47735595703125
1986-05-01,132.38616943359375
1986-06-01,115.05229187011719
1986-07-01,130.82106018066406
1986-08-01,118.30259704589844
1986-09-01,125.89421844482422
1986-10-01,91.82046508789062
1986-11-01,98.32894134521484
1986-12-01,87.97968292236328
1987-01-01,110.43331909179688
1987-02-01,76.96607208251953
1987-03-01,99.05958557128906
1987-04-01,79.53235626220703
1987-05-01,87.58505249023438
1987-06-01,106.5728530883789
1987-07-01,81.38941192626953
1987-08-01,52.79015350341797
1987-09-01,59.86959457397461
1987-10-01,170.3220672607422
1987-11-01,183.10252380371094
1987-12-01,149.01113891601562
1988-01-01,142.8728485107422
1988-02-01,102.03289031982422
1988-03-01,82.35363006591797
1988-04-01,97.85680389404297
1988-05-01,99.12745666503906
1988-06-01,88.28594970703125
1988-07-01,80.83588409423828
1988-08-01,94.88969421386719
1988-09-01,85.3568115234375
1988-10-01,98.25379943847656
1988-11-01,102.23400115966797
1988-12-01,77.8281021118164
1989-01-01,87.42640686035156
1989-02-01,51.350643157958984
1989-03-01,72.52325439453125
1989-04-01,92.37982940673828
1989-05-01,83.75286865234375
1989-06-01,95.78630828857422
1989-07-01,78.256591796875
1989-08-01,83.10930633544922
1989-09-01,74.69548034667969
1989-10-01,76.44955444335938
1989-11-01,105.0474853515625
1989-12-01,103.79668426513672
1990-01-01,92.32149505615234
1990-02-01,110.44627380371094
1990-03-01,104.46141052246094
1990-04-01,88.44817352294922
1990-05-01,97.38793182373047
1990-06-01,100.86434173583984
1990-07-01,86.2801742553711
1990-08-01,139.32269287109375
1990-09-01,165.93844604492188
1990-10-01,137.6742401123047
1990-11-01,152.4486083984375
1990-12-01,134.06153869628906
1991-01-01,204.0105438232422
1991-02-01,106.51805877685547
1991-03-01,107.93748474121094
1991-04-01,93.01464080810547
1991-05-01,82.1478271484375
1991-06-01,85.91903686523438
1991-07-01,80.64899444580078
1991-08-01,99.12208557128906
1991-09-01,127.29444122314453
1991-10-01,108.12096405029297
1991-11-01,140.61236572265625
1991-12-01,171.01097106933594
1992-01-01,116.36485290527344
1992-02-01,154.596923828125
1992-03-01,96.82842254638672
1992-04-01,89.85423278808594
1992-05-01,78.68047332763672
1992-06-01,122.29350280761719
1992-07-01,119.6131820678711
1992-08-01,122.40711975097656
1992-09-01,141.4432373046875
1992-10-01,161.2542266845703
1992-11-01,108.15007019042969
1992-12-01,87.8720932006836
1993-01-01,83.46498107910156
1993-02-01,106.97611999511719
1993-03-01,109.79681396484375
1993-04-01,89.651123046875
1993-05-01,133.50575256347656
