code,date,gdp_output,va_total,va_agri,va_ind,va_mfg,va_constr,va_trade,va_ict,va_fin,va_realest,va_prof,va_public,va_other,va_services,taxes_prod,chainlink_disc,gdp_output_defl,va_total_defl,va_agri_defl,va_ind_defl,va_mfg_defl,va_constr_defl,va_trade_defl,va_ict_defl,va_fin_defl,va_realest_defl,va_prof_defl,va_public_defl,va_other_defl,va_services_defl,taxes_prod_defl,chainlink_disc_defl
AUT,1997-07-01,47121.0,42008.8,910.6,10375.2,8648.4,3264.0,9290.9,1407.1,2374.6,3141.7,2634.2,7484.0,1126.6,27459.0,5112.2,0.0,75.06714798683485,76.19386187495579,107.87821348181495,88.9513798986617,91.49712762243313,61.160245840203864,70.99986244631586,92.66381297332894,123.40071714389649,60.45102076157857,72.24904004388371,68.04873613384251,63.31703478896195,72.75063586265367,66.40514385919334,
AUT,1997-10-01,47733.5,42544.9,912.1,10718.8,8983.6,3205.8,9399.0,1432.3,2377.2,3180.9,2663.0,7519.3,1136.6,27708.2,5188.6,0.0,75.3325642284147,76.47256543636828,106.2434478741992,89.76016614189054,92.70235687456145,61.64525805707254,71.10435295719668,92.70550161812298,124.66960352422906,60.59434231831603,72.8092959671907,67.83004826124217,63.51494830958367,72.87642553549635,66.56745140804414,
AUT,1998-01-01,48306.2,43028.2,872.7,10621.5,8897.1,3402.5,9538.7,1468.6,2357.2,3211.8,2698.5,7701.3,1155.3,28131.4,5278.0,0.0,75.19586553653848,76.22261548572472,103.63377271107944,88.82561027622368,91.44739546930889,61.63614296324475,71.11268498154845,92.7849380844074,118.35115730280664,60.539460539460535,72.90090771558245,68.87660647688551,63.955934455270146,72.88305093528162,67.23652530605486,
AUT,1998-04-01,48767.3,43443.6,886.8,10747.6,9005.2,3418.4,9654.8,1506.2,2378.8,3249.7,2738.8,7700.3,1162.1,28390.8,5323.7,0.0,75.26491568689791,76.25911909058355,101.452923006521,89.34592491603763,92.24371056297632,61.97806182576376,71.12296313757845,92.63222632226322,117.88492987759552,60.76249953255301,73.10875020020288,68.47084767163727,63.785059553213664,72.78050081007362,67.54335883479872,
AUT,1998-07-01,48961.4,43691.5,898.5,10679.9,8930.1,3422.8,9762.6,1542.3,2379.5,3294.7,2762.0,7772.1,1177.1,28690.3,5269.9,0.0,75.42595342703795,76.40938916559404,99.7668221185876,88.58503164373222,91.4350951201032,62.60952276427226,71.16842596372543,92.2980251346499,120.68265963381852,61.26141202283334,73.33067834859949,68.96028534923339,64.40687240096301,73.19047436829551,67.79837641034878,
AUT,1998-10-01,49142.8,43789.7,906.4,10567.9,8770.3,3428.0,9869.6,1575.7,2284.1,3346.6,2815.2,7819.5,1176.6,28887.3,5353.2,0.0,75.00564723407632,75.88505735175104,98.2973647109858,87.09903405531928,89.62455035971222,62.6347524209757,71.23390495987066,91.92042935480109,114.577376473539,62.031510658016686,73.65777080062794,68.61076257578816,64.23891679405983,72.91605666225782,68.14415010756521,
AUT,1999-01-01,50400.5,44891.8,893.6,10852.1,9110.9,3379.3,9902.1,1604.0,2216.9,3405.4,2879.1,8549.9,1209.6,29766.9,5508.7,0.0,76.26397969945633,77.36857434858065,94.40101415592648,89.085998555198,92.15029837159906,62.994929535455974,71.07705559343933,91.30756532134114,107.50169721656484,63.0734752088311,73.92923171733771,74.84156162464986,66.09113758059227,74.49491094465981,67.75602076209688,
AUT,1999-04-01,50399.4,44963.6,900.8,11137.5,9408.3,3533.7,9963.1,1615.6,2123.4,3451.0,2910.8,8127.0,1200.6,29391.5,5435.8,0.0,75.55508916056397,76.55242041892751,95.5553198260316,89.09786165132037,92.24908812801506,63.24861285126186,71.09441340383476,90.8252754666067,103.45936464626776,63.783384160428795,74.1964262955316,70.87232168551769,65.52420455165638,73.2379801402888,67.81356820279947,
AUT,1999-07-01,51100.0,45296.0,904.3,11073.9,9313.9,3517.2,10069.0,1613.3,2292.8,3483.5,2957.9,8182.2,1201.9,29800.6,5804.1,0.0,75.42502221421888,76.40033261536541,96.45866666666667,87.75020206342415,90.45168057025764,62.71307324727195,71.29151709537868,90.43161434977578,104.4746195206416,64.15994400854606,74.42943056289475,71.30084701453518,65.51291834732368,73.48664937217032,67.84850078905839,
AUT,1999-10-01,50868.6,45020.2,898.2,11278.4,9450.5,3483.1,10167.4,1602.1,2368.1,3503.1,3047.0,7482.0,1190.7,29360.5,5848.5,0.0,74.41520938356705,75.17424250014193,96.78879310344828,87.27993128051942,90.03220028961208,62.767606141425794,71.57015950782052,90.16771724448446,105.07143490992988,64.20873199164193,74.76750177901013,65.06483003313245,64.47019329687585,71.82750927185369,68.36273100255987,
AUT,2000-01-01,52445.0,46856.0,892.6,11358.8,9563.9,3468.1,10405.0,1579.5,2492.2,3509.7,3111.1,8794.7,1244.3,31136.6,5589.0,0.0,76.70941546094396,77.71821342321064,98.2066233909121,87.58086279347701,90.546656063016,62.555916305916305,72.16323246894657,89.85152739063655,108.49331766139916,63.927797307881455,74.98794832240648,76.08530149666927,67.03119107902818,75.43877501574842,68.87076104100946,
AUT,2000-04-01,52683.6,47043.1,865.8,11595.0,9835.4,3468.4,10608.0,1580.2,2555.0,3524.6,3193.9,8406.4,1245.8,31113.9,5640.5,0.0,76.18785936578085,77.11111366091376,98.11876699909338,87.80764861794775,90.88086635927668,62.63476297968397,72.82513181019333,89.76369007043853,105.8760152494613,63.90586187514731,75.34915542134566,72.23668720407655,67.02173445233484,74.47382971542642,68.98850293542074,
AUT,2000-07-01,53688.4,47663.5,892.6,11789.3,10003.5,3436.1,10798.6,1614.6,2644.3,3547.8,3283.3,8400.3,1256.7,31545.5,6024.8,0.0,76.56165329043814,77.50149999756098,100.72218460844051,88.24326347305389,91.47562570297282,62.88271141774793,73.70001569740856,90.13062409288824,107.85577354488724,64.13811805116153,75.82328760796268,71.56195425309876,67.45209596908379,74.81672623607511,69.22272648934337,
AUT,2000-10-01,53884.4,48135.2,902.0,12279.8,10492.7,3561.8,11037.3,1674.1,2759.0,3579.3,3348.8,7732.1,1260.9,31391.6,5749.2,0.0,76.32794539059634,77.15606506504581,102.1980512123272,89.09962922921761,92.68596464882911,63.373841254025585,74.50034086843829,90.6535983104998,113.1851000984575,64.62113416021232,76.6052842273819,65.66818123911844,67.80490428049043,73.94941354672899,69.85492454618357,
