date,p_UE,p_EU
2009-05-01,0.16221484262200403,0.01883626175933102
2009-06-01,0.1799558559801352,0.018185059725441256
2009-07-01,0.17562602068590094,0.017605306609673983
2009-08-01,0.1643150684931507,0.01830166287765052
2009-09-01,0.1743063525281847,0.01879270662297715
2009-10-01,0.15446125141600586,0.018127454159011493
2009-11-01,0.16832779623477298,0.016574066715314754
2009-12-01,0.15476112242886247,0.017116889674324665
2010-01-01,0.16724137931034483,0.016162378219962133
2010-02-01,0.16483881688268529,0.016912906838131708
2010-03-01,0.17292038912050825,0.016671718702637162
2010-04-01,0.18136964673376751,0.016391670090608306
2010-05-01,0.17457416954904392,0.016866154961837545
2010-06-01,0.1597063182001886,0.015545977011494252
2010-07-01,0.17286425214265966,0.01650884042652631
2010-08-01,0.16987113224450417,0.017218086176665037
2010-09-01,0.1602704179186015,0.01600350054157969
2010-10-01,0.1689648075735748,0.016014579581411035
2010-11-01,0.1686531174646917,0.018699450016175994
2010-12-01,0.17322103587771076,0.015868220399942453
2011-01-01,0.16584072031828015,0.01547355402801346
2011-02-01,0.16472771393904792,0.014673877911611972
2011-03-01,0.17123832959397844,0.015298617240364814
2011-04-01,0.16394874781595806,0.0162445564978226
2011-05-01,0.1689000358294518,0.015849472997857595
2011-06-01,0.17310329892442072,0.015294572754885667
2011-07-01,0.16987891380669198,0.015108016938204264
2011-08-01,0.17257666036913238,0.014451509308177003
2011-09-01,0.17239632336976185,0.01721008018982547
2011-10-01,0.1798953179895318,0.015147082955785927
2011-11-01,0.18407886992348438,0.015241013217428481
2011-12-01,0.18661654135338346,0.014864740097867235
2012-01-01,0.1823947428746084,0.013889184755980657
2012-02-01,0.1831184056271981,0.014050976292068158
2012-03-01,0.18499726797283583,0.014834242847272165
2012-04-01,0.17636878539962242,0.014041066952088555
2012-05-01,0.1787409047769693,0.01374459027023979
2012-06-01,0.1775811675487795,0.014235275913969418
2012-07-01,0.17942451714623567,0.014869366014082327
2012-08-01,0.17614983404457088,0.01447268535440155
2012-09-01,0.18917401764234162,0.013657418797050618
2012-10-01,0.1940889952943119,0.013788281359250453
2012-11-01,0.18058076225045375,0.013660516296389272
2012-12-01,0.17870532366908273,0.015379247784523063
2013-01-01,0.18493819128171762,0.014960992561372169
2013-02-01,0.1871040179645521,0.012731384538068513
2013-03-01,0.1800150640220939,0.01337398317264089
2013-04-01,0.1879010866775049,0.014048237166066494
2013-05-01,0.19348528661336964,0.013439081964473472
2013-06-01,0.19661860624785443,0.014542117921839591
2013-07-01,0.19960827727156605,0.013202971363450005
2013-08-01,0.19077031677402276,0.013498242524663584
2013-09-01,0.18488959829741952,0.013236129783370985
2013-10-01,0.18193113241036563,0.015222239151211268
2013-11-01,0.19417998922220225,0.010800340036512117
2013-12-01,0.20352341214649977,0.012232267711520622
2014-01-01,0.21215034124771703,0.013927461139896374
2014-02-01,0.2227450980392157,0.013739784738778717
2014-03-01,0.22124492557510148,0.013114189235752189
2014-04-01,0.21516669878589323,0.012340931098184914
2014-05-01,0.2084751005258274,0.01329964364919701
2014-06-01,0.22075682256264584,0.012579392841955087
2014-07-01,0.2100920342748334,0.01290446182373025
2014-08-01,0.21955028107432853,0.013602142456993727
2014-09-01,0.22567201500312564,0.01158306429044346
2014-10-01,0.24230644638807905,0.011740816201372375
2014-11-01,0.22496662216288382,0.013215470512811816
2014-12-01,0.23566949059302453,0.011887637399918579
2015-01-01,0.21916236374067696,0.012134886273553264
2015-02-01,0.22827555155335436,0.012402106400216042
2015-03-01,0.23694311969291612,0.012119901905810661
2015-04-01,0.23819591261451725,0.012356182142278398
2015-05-01,0.23175011698642958,0.012438883127028812
2015-06-01,0.24668855428506736,0.011405183074358834
2015-07-01,0.22137219186399515,0.011190740553817167
2015-08-01,0.2527862829148806,0.011236181579920028
2015-09-01,0.24493116395494366,0.011954007576011531
2015-10-01,0.24127024291497973,0.011277412243855558
2015-11-01,0.24984219164246937,0.011600243933494616
2015-12-01,0.26215776972121513,0.011951444746316198
2016-01-01,0.2469010877814318,0.010559345520439163
2016-02-01,0.22124590163934427,0.010569084101229519
2016-03-01,0.23753246753246754,0.011854433650953523
2016-04-01,0.22691292875989444,0.011786259945896967
2016-05-01,0.24736515809051457,0.011711431389813903
2016-06-01,0.2529411764705882,0.011813134087344393
2016-07-01,0.24479772521649218,0.010993229335574776
2016-08-01,0.23759654405026837,0.011291493433643503
2016-09-01,0.256360832690825,0.011413208218564255
2016-10-01,0.2579225352112676,0.01134214255115827
2016-11-01,0.2611089768216161,0.011827262664066206
2016-12-01,0.25043040656866644,0.011294823863935547
2017-01-01,0.2688458972648432,0.010833871839845965
2017-02-01,0.2714610954868086,0.01137865073261157
2017-03-01,0.25281279652975464,0.010389951133121248
2017-04-01,0.2678925035360679,0.010990590695243073
2017-05-01,0.2658013544018059,0.010709391111401161
2017-06-01,0.26336096027436406,0.01119285956979692
2017-07-01,0.29523948172950937,0.010761038384734857
2017-08-01,0.2568567696996082,0.011299839783251487
2017-09-01,0.2821635362236972,0.0105226807750948
2017-10-01,0.2798774259448417,0.010657262691153305
2017-11-01,0.2778441325768886,0.010398218564433794
2017-12-01,0.2718546958062611,0.0105085186630251
2018-01-01,0.2673103032131543,0.009500971542575658
2018-02-01,0.27979034993063057,0.0098639896373057
2018-03-01,0.2756156886591669,0.010916918000670225
2018-04-01,0.2758460825220213,0.010419552932231022
2018-05-01,0.2643642558463683,0.009125039443095688
2018-06-01,0.2625121084920891,0.00958702538762554
2018-07-01,0.2762688188731957,0.009937624862691188
2018-08-01,0.2868905392315143,0.010408660005124264
2018-09-01,0.27705557361065974,0.00975057564414258
2018-10-01,0.29253829682095206,0.00991089172382845
2018-11-01,0.2853921726526011,0.009586544303392702
2018-12-01,0.27744151807623096,0.009853600010210985
2019-01-01,0.2773676770849694,0.00933371717365576
2019-02-01,0.2732468334877974,0.009229431916960679
2019-03-01,0.28154548418650144,0.009736098801956144
2019-04-01,0.2653225806451613,0.008533534172432283
2019-05-01,0.2617888907534821,0.008940945057892618
2019-06-01,0.28638893573958507,0.010057654532003368
2019-07-01,0.28385899814471244,0.009027017391968628
2019-08-01,0.27149694669087304,0.008653748476229175
2019-09-01,0.28213324360699865,0.008637351634633054
2019-10-01,0.2658205841446453,0.009569710445196828
2019-11-01,0.25894378194207834,0.00830184394299737
2019-12-01,0.2984998295260825,0.009495406770363738
2020-01-01,0.31047488427910164,0.010265319014529374
2020-02-01,0.2842535787321063,0.009540455443170559
2020-03-01,0.24339360222531295,0.017386208243797618
2020-04-01,0.1817046085508051,0.11237582648219561
2020-05-01,0.3374057707304393,0.03649021095081819
2020-06-01,0.3683279973240311,0.02727730099819901
2020-07-01,0.2833323881358816,0.0235842752741417
2020-08-01,0.2837308868501529,0.01327276648139517
2020-09-01,0.2458760588497548,0.01696227812158224
2020-10-01,0.2800127459571417,0.013679417862514736
2020-11-01,0.23631436314363144,0.013501884526867014
2020-12-01,0.22379126531375665,0.01524258049883596
2021-01-01,0.2396502000186064,0.01379692792859004
2021-02-01,0.24556443751218562,0.01283823028700755
2021-03-01,0.22565178303865746,0.012136504047720494
2021-04-01,0.240045040434026,0.01344550090300648
2021-05-01,0.23677194421657097,0.011342943603122786
2021-06-01,0.2249945992655001,0.011793822597676874
2021-07-01,0.24271229404309252,0.011146528341483695
2021-08-01,0.25647193585337913,0.01051797939601796
2021-09-01,0.24667311879990322,0.009842635319918282
2021-10-01,0.2721776843211986,0.009290200106619512
2021-11-01,0.2875430144528562,0.010173157369872949
2021-12-01,0.2766463505277241,0.008296460176991151
2022-01-01,0.29767296579728253,0.010903886635518816
2022-02-01,0.31638591117917303,0.010378529814396232
2022-03-01,0.2991615250751463,0.00992209505925343
2022-04-01,0.2798872492124026,0.010663312390174836
2022-05-01,0.2972972972972973,0.009675150639624399
2022-06-01,0.2899933065595716,0.00943688216530335
2022-07-01,0.30360435875943004,0.009660213854963767
2022-08-01,0.32165770764695684,0.00962212773485131
2022-09-01,0.28264182895850976,0.008900038449174605
2022-10-01,0.2791993037423847,0.010290450159961708
2022-11-01,0.295274928535396,0.010192568312899872
2022-12-01,0.30578093306288034,0.009586438880929991
2023-01-01,0.27301038062283733,0.00890209579333568
2023-02-01,0.28757150286011446,0.008960797292402994
2023-03-01,0.2798663324979115,0.008664160916531093
2023-04-01,0.2785933765790372,0.008935344666774446
2023-05-01,0.2584856396866841,0.010124237885407799
2023-06-01,0.26212793948363755,0.008963895593321556
2023-07-01,0.3018899481518648,0.008493017819172086
2023-08-01,0.2670157068062827,0.009477732291279
2023-09-01,0.2841887153331208,0.009600019819395756
2023-10-01,0.27407525510204084,0.009744523738725343
2023-11-01,0.29159572821544655,0.009046853767350663
2023-12-01,0.2724935732647815,0.009515747326013211
2024-01-01,0.2679024081115336,0.009307335051610573
2024-02-01,0.26028506640751536,0.00953403638575605
2024-03-01,0.2652683528685996,0.009350726761332943
2024-04-01,0.2747775391224302,0.010679154587576501
2024-05-01,0.27333024834181713,0.009280656213021418
2024-06-01,0.26143396226415094,0.009649155466200033
2024-07-01,0.2573465231306372,0.01097556430674435
2024-08-01,0.2721251409244645,0.011143702288892885
2024-09-01,0.28112165415663504,0.009783026232636523
2024-10-01,0.24550898203592814,0.010297553558404313
2024-11-01,0.2157144912937113,0.008394303025046618
2024-12-01,0.25384506843516297,0.009340110343629174
2025-01-01,0.2749747000144571,0.00906783857390443
2025-02-01,0.255573364417893,0.010457556240651995
2025-03-01,0.2604900028161082,0.010078929159701428
2025-04-01,0.26072931276297334,0.009536684732740375
2025-05-01,0.24982524814763038,0.0110147616112674
2025-06-01,0.27573833839359646,0.01036044039530196
2025-07-01,0.2667518455423055,0.01060581910028323
2025-08-01,0.2464924346629986,0.009784627834691287
2025-09-01,0.24749254540525883,0.01060957616794108
2025-12-01,0.2634961439588689,0.010083489583651432
2026-01-01,0.24574111334674717,0.009211527603898175
2026-02-01,0.22922324823465506,0.009954612365063788
2026-03-01,0.2486457920465055,0.008472182999152781
2026-04-01,0.23991155334438918,0.010533686298837303
2026-05-01,0.2482019269914507,0.008943949608779094
2026-06-01,0.24240350396934024,0.009825247013714792
