code,date,emp_agri,emp_employees_agri,emp_selfemp_agri,hours_agri,hours_employees_agri,hours_selfemp_agri,emp_public,emp_employees_public,emp_selfemp_public,hours_public,hours_employees_public,hours_selfemp_public
AUS,1995-01-01,386.09131718060553,145.583949771663,240.84409075380438,,,,1742.9014873807653,1671.2010871458249,73.88500418843678,,,
AUS,1995-04-01,378.2079336692288,138.29143394435633,239.34008735385274,,,,1777.865174126393,1704.0122519306854,75.4225447936392,,,
AUS,1995-07-01,386.659729350276,147.62913404151791,240.44758676606318,,,,1830.0798228870417,1743.3188103289312,82.76423477152059,,,
AUS,1995-10-01,409.1615241596622,165.74008738944192,242.03045497271808,,,,1818.8210293798445,1737.7167522338757,81.20650068067168,,,
AUS,1996-01-01,400.3516979510287,154.38347194936816,246.17965414653747,,,,1825.6133700044086,1746.8802669858005,81.03188819011831,,,
AUS,1996-04-01,406.11433909514614,161.82686487072013,243.97042601700974,,,,1820.724674681864,1742.4947010492494,79.27360935392146,,,
AUS,1996-07-01,402.3604057320024,161.95177197748941,241.9783500558938,,,,1827.7450018814095,1750.824672885707,74.13624614352788,,,
AUS,1996-10-01,395.4099291755026,160.60173922020493,233.25318661114318,,,,1830.5080116428096,1759.6280535286196,71.14013813917364,,,
AUS,1997-01-01,407.7336824062733,169.07046860701556,238.77967159285345,,,,1816.7301386359754,1746.7339054273493,72.08598066676427,,,
AUS,1997-04-01,404.28499214175605,160.1003171749142,244.25408348442411,,,,1820.5287198797978,1743.7181640660867,75.92185455946822,,,
AUS,1997-07-01,395.479582573816,152.96023441483175,243.89811664600902,,,,1820.5046153904666,1740.8321585391066,78.74322984458671,,,
AUS,1997-10-01,428.90525188619773,179.09971462406656,247.09959576455446,,,,1843.8155224491804,1759.5891968896492,84.49585511967481,,,
AUS,1998-01-01,414.30349651669593,170.0338491076857,244.75873873015362,,,,1834.8173121737996,1754.1061440843505,82.72894585334052,,,
AUS,1998-04-01,414.6941961087692,178.24223304125442,236.97968037981437,,,,1860.4441021810678,1773.5078880089925,84.41530167673105,,,
AUS,1998-07-01,410.07035226333755,186.75876559858503,225.4800942196215,,,,1857.10868947187,1783.8228765243466,73.73667935519362,,,
AUS,1998-10-01,404.2446887848919,172.5742220510975,229.09078478924457,,,,1871.499981298206,1787.9587335611616,84.47290671460267,,,
AUS,1999-01-01,416.9451737980779,185.7739474198589,231.13195927686672,,,,1915.3631068644015,1829.1694484231996,87.29054430096244,,,
AUS,1999-04-01,427.4653479702519,194.27749010836138,233.71022743418524,,,,1909.0126650345305,1828.3216735264118,77.97927854866258,,,
AUS,1999-07-01,427.0810545192465,183.86766303229425,244.9987558575221,,,,1892.411093550959,1808.7605136259479,83.28007259360258,,,
AUS,1999-10-01,431.30153799085804,184.82907889959685,244.03116227096484,,,,1905.5575490508427,1827.4151543855494,81.01902098432764,,,
AUS,2000-01-01,436.13778217920884,199.06753383558535,236.36477281033999,,,,1901.1832664719986,1815.530257148519,83.8071902059862,,,
AUS,2000-04-01,427.78380981295163,192.5330984421984,236.534329987603,,,,1941.0803159445143,1857.3022947452396,84.13219068324021,,,
AUS,2000-07-01,430.90074310152596,203.01419332877998,229.27029209928165,,,,1974.3526778302357,1887.6670031396452,85.54303252755949,,,
AUS,2000-10-01,426.20791036529175,195.60685398537353,229.06046404797243,,,,1959.5516256428893,1875.4311640533651,86.2735764920797,,,
AUS,2001-01-01,409.76885791892994,181.60481004766484,227.60161066351685,,,,2006.472250713871,1918.9865496634925,83.86407262575044,,,
AUS,2001-04-01,420.70390939896606,203.16501423523343,218.86178684269026,,,,2023.8654024822163,1939.9663955469061,87.94020076952116,,,
AUS,2001-07-01,437.90663933164103,216.22053439811702,222.2333401692653,,,,2053.1725929760178,1961.1213744239085,89.74610320559913,,,
AUS,2001-10-01,440.904608738026,223.8038968316579,216.7429608207699,,,,2063.8541011425827,1977.5941026356556,86.60642478210652,,,
AUS,2002-01-01,431.57304179310506,208.24388363380123,222.2813098907126,,,,2093.7911155588786,2009.97422777946,79.88429458228121,,,
AUS,2002-04-01,422.8642011245569,197.61972033897482,227.15752021663363,,,,2099.2049763745413,2013.7027848226662,92.52198632004942,,,
AUS,2002-07-01,389.8100584201589,178.05099185642237,210.26997909819508,,,,2156.6175988981863,2058.2075413572006,95.46968156721212,,,
AUS,2002-10-01,362.6404459460786,172.06915081403773,190.27139585866178,,,,2195.108079271121,2093.7106284648335,99.27980682806472,,,
AUS,2003-01-01,351.47056555079763,178.7324951921116,173.0362946963882,,,,2196.82575836295,2092.823776638114,101.84280079371591,,,
AUS,2003-04-01,374.80394336697015,192.90604865673194,182.5526639022348,,,,2158.089798498675,2058.0928819512606,107.36381886928592,,,
AUS,2003-07-01,368.97609713473963,198.22950317466444,170.08080339766715,,,,2188.6400464272183,2085.856058104621,100.57085532445605,,,
AUS,2003-10-01,373.2621619224651,177.00464417309578,195.1828152208842,,,,2222.490473841504,2117.295625045631,101.79949309188368,,,
AUS,2004-01-01,364.0733515586564,182.38763958170495,184.15382313731797,,,,2241.1540456632133,2134.86248735461,105.34705415787074,,,
AUS,2004-04-01,357.4177171229063,181.18272733073817,175.88847320317083,,,,2274.1617373588515,2176.772370010624,102.45144091800839,,,
AUS,2004-07-01,349.1010639347176,177.62871913880943,170.0998014120391,,,,2245.788094676774,2136.3999849687275,108.24575962120953,,,
AUS,2004-10-01,353.03469984237125,178.6553080889981,172.82224564179452,,,,2259.649232465533,2143.0149943772108,113.77318937016481,,,
AUS,2005-01-01,361.07492294102803,187.18942932629506,178.58850702754967,,,,2249.740138491496,2139.4398637807376,110.34247286487283,,,
AUS,2005-04-01,356.1037124476566,177.39127344605996,176.63638510799348,,,,2283.6132508850933,2174.3165422609736,110.6691419505453,,,
AUS,2005-07-01,349.3332928832787,178.45052058897758,169.19192106436407,,,,2350.384906950505,2234.64309583219,116.18370952592457,,,
AUS,2005-10-01,343.94547739822247,179.72315471716269,163.3517861101638,,,,2351.643465344117,2245.4892868177826,105.5270556136276,,,
AUS,2006-01-01,349.3166667560608,173.27751280236362,181.92027045436768,,,,2388.8873832649924,2277.2514054591306,111.77574003788378,,,
AUS,2006-04-01,339.8185213335317,171.4186570368873,164.1906193340384,,,,2409.771152422442,2307.4013021833352,100.01866679344099,,,
AUS,2006-07-01,340.2536336758803,176.20769964795826,163.27392208387047,,,,2391.5494646540774,2300.997727532335,91.3493742024895,,,
AUS,2006-10-01,346.22219896433,170.2595555892371,176.23083853668413,,,,2417.679261555823,2327.1448530889775,94.42239112410113,,,
AUS,2007-01-01,345.8432869447494,182.62971341575857,168.35538066355932,,,,2447.98648494212,2357.6021301721184,88.46627643479039,,,
AUS,2007-04-01,341.2827259497347,164.9786921434289,171.149385365359,,,,2474.763785717545,2368.242156413431,103.8472671880895,,,
AUS,2007-07-01,352.15862637199916,169.83710973066653,181.65397688179286,,,,2459.9856664658623,2369.0246867880937,91.18657623265894,,,
AUS,2007-10-01,341.4273214861105,170.5239216618793,172.45123352055074,,,,2491.200007185134,2394.1412484784705,101.80627503870275,,,
AUS,2008-01-01,319.94617950625945,164.79401699906845,157.59249240031193,,,,2525.132208928581,2415.9073206198873,106.89158669540704,,,
AUS,2008-04-01,359.36562117191426,176.19545332599557,178.41367575088483,,,,2528.590511264581,2424.1484774954174,103.28801655297157,,,
AUS,2008-07-01,345.62426601454223,158.1819747727822,186.6955071081568,,,,2566.112931303312,2460.4774345752808,104.42025300596134,,,
AUS,2008-10-01,352.9335004556897,179.96684146328147,175.327012507267,,,,2556.6088750246354,2448.005604837382,110.9858108281302,,,
AUS,2009-01-01,358.2579514965375,173.05595345229122,184.44192293072365,,,,2616.0447620854156,2505.3523630469354,110.37896033033444,,,
AUS,2009-04-01,341.52128722406894,164.56882470310126,175.69022724290002,,,,2675.4866226465106,2560.0347362635716,116.63557273123465,,,
AUS,2009-07-01,349.40221051100934,185.5361794895,164.34262007721438,,,,2671.728183896689,2549.4742695726627,119.19469032896212,,,
AUS,2009-10-01,343.86269660208,172.1957150653172,175.2989103682982,,,,2681.733542089101,2569.4765869094313,111.68784217833804,,,
AUS,2010-01-01,349.83554393226456,174.62829712175844,170.87777875704955,,,,2689.1911873936265,2577.430041612057,114.40457665237967,,,
AUS,2010-04-01,358.5869367468033,184.14867422459577,176.62883107457492,,,,2716.6069166671564,2596.7924063927194,120.87633945387918,,,
AUS,2010-07-01,362.1272674972792,182.129072505859,178.05491679068857,,,,2812.5528648487143,2681.9120780309136,128.48416664847596,,,
AUS,2010-10-01,349.6518328343116,178.7824424484935,174.6242247121172,,,,2819.2981969622415,2694.0430583482266,122.34276116262274,,,
AUS,2011-01-01,319.1831642738436,175.36832926677008,138.73073125654517,,,,2790.541458073562,2668.8854817367323,123.71853812034793,,,
AUS,2011-04-01,316.31161413451815,187.88779817947756,131.67251813233338,,,,2830.7009067045183,2718.7949433416607,114.16365296303276,,,
AUS,2011-07-01,304.9540029654581,168.8204609290812,134.2408085100555,,,,2873.026109456012,2749.4962593507435,122.61050093885648,,,
AUS,2011-10-01,320.7363274631121,181.89673319230414,141.39845305138786,,,,2915.580571375859,2782.093752576733,131.9387599779209,,,
AUS,2012-01-01,322.32989757305427,180.4039261699615,136.81312477156828,,,,2905.4993608898735,2771.572166607962,131.21035847522984,,,
AUS,2012-04-01,334.2744741015315,206.89283310627394,131.74132199323134,,,,2914.494970118724,2795.538830220792,123.19238525989982,,,
AUS,2012-07-01,315.37414263065,184.35101257513787,128.5842167117396,,,,2918.920689930275,2804.971797503815,115.19724372104113,,,
AUS,2012-10-01,297.27666782143837,178.57534668354214,120.45375334853338,,,,2935.8674416606727,2818.20760138917,118.38179345205178,,,
AUS,2013-01-01,297.6525527120934,175.76371064582494,118.51697925899963,,,,2989.003653023593,2860.4656486219696,120.287781411023,,,
AUS,2013-04-01,294.8028572959298,163.1342490788422,136.04276930826398,,,,3005.84919791566,2877.345865633921,133.6944483223121,,,
AUS,2013-07-01,285.83374097665717,172.1823526604594,111.29458929673198,,,,2999.8272079643802,2865.7949986705803,134.98096171008137,,,
AUS,2013-10-01,319.8095933475428,189.47518807531407,131.4838664168211,,,,3039.257861352989,2911.451235314046,131.9261289052368,,,
AUS,2014-01-01,317.8883311634693,183.56026523790965,132.46526582277542,,,,3080.720732930618,2938.0951130399003,132.36461519869715,,,
AUS,2014-04-01,322.7432226852327,180.08791897399283,145.9533542148927,,,,3022.09327390331,2896.777897783535,128.518085291375,,,
AUS,2014-07-01,332.5578459745081,176.13470242007924,152.66640621772257,,,,3060.7879583930107,2933.821689810259,128.55567319451418,,,
AUS,2014-10-01,321.35358762740714,170.55472502526584,151.90268582586518,,,,3014.466238584073,2895.617440229556,123.3460419779601,,,
AUS,2015-01-01,321.2430923754592,175.17650828833578,145.4469291743871,,,,3129.5979434927017,2977.385487393469,145.23799840971589,,,
AUS,2015-04-01,294.4767211224738,162.59457237592915,133.87231804493933,,,,3140.1498445264574,2991.782085985696,149.31786856341216,,,
AUS,2015-07-01,310.50111359164066,171.08046716164986,137.53660234094409,,,,3195.2171483371935,3046.1951524532737,149.47033554889293,,,
AUS,2015-10-01,319.10662827400637,181.71097898363564,136.72175695627703,,,,3203.62370935585,3051.303214691453,154.77308293113316,,,
AUS,2016-01-01,323.62830150068834,185.81954977548796,137.5116008481718,,,,3203.631297124523,3054.166673682219,147.21269341249123,,,
AUS,2016-04-01,329.7014098851137,203.19129509200764,128.19515929385014,,,,3265.603316113757,3106.1989896099885,160.40127921091724,,,
AUS,2016-07-01,305.75053839963255,192.2369837052134,113.74977141468959,,,,3256.782810952733,3099.534698742968,155.73729082313764,,,
AUS,2016-10-01,299.7913274780901,182.7553327328157,115.20607191132378,,,,3308.6164768731423,3150.788415580017,156.160650580955,,,
AUS,2017-01-01,305.4683284484887,192.38740230112302,112.6536447571418,,,,3325.725210786333,3184.1717755383866,144.40022630284136,,,
AUS,2017-04-01,318.73070960920745,193.6798459176461,127.70065130641916,,,,3391.4527028066836,3239.198174909389,153.49820197003243,,,
AUS,2017-07-01,337.68496449543494,202.9028650135939,134.83612265996663,,,,3429.291359185324,3254.5045005310662,172.4380649984565,,,
AUS,2017-10-01,335.87626553599074,201.2060767081999,132.15441688366843,,,,3427.3069862602956,3264.584826840358,157.78813052217055,,,
AUS,2018-01-01,334.34301690522,200.14062640535664,133.61035181192668,,,,3418.787289572737,3263.032596772046,161.07998005451128,,,
AUS,2018-04-01,332.0030454937762,210.1067965871427,124.51802066162362,,,,3447.256298088684,3291.1311116634183,158.4275522694769,,,
AUS,2018-07-01,331.24421089420537,199.09283381567045,132.61490688443465,,,,3514.9063017863596,3351.809022230275,160.728655352552,,,
AUS,2018-10-01,338.76807804136286,200.55387419810367,135.68928356873496,,,,3577.0040730683045,3409.055491101261,163.31840054791888,,,
AUS,2019-01-01,342.0102699821529,191.78227074305778,149.5357358425408,,,,3591.641132826568,3425.0902375961546,168.99581654268874,,,
AUS,2019-04-01,329.2827156807513,183.21355316419024,148.08646392430055,,,,3566.717524766524,3413.6717176138804,157.28118336513037,,,
AUS,2019-07-01,319.9490273225045,183.4773977371305,136.83935357493567,,,,3650.4187222857045,3491.0154173610636,157.5162526712364,,,
AUS,2019-10-01,319.10954201964523,176.67025155645462,141.2714092215484,,,,3692.665236530562,3534.9661400448163,155.8386432106997,,,
AUS,2020-01-01,328.3680165628587,199.19246716391254,129.05542476367094,,,,3741.681975550484,3576.750923589421,162.2529291756523,,,
AUS,2020-04-01,349.9502385977977,208.2101111927411,142.652685977939,,,,3574.8160926390738,3419.933874112087,159.44254263753712,,,
AUS,2020-07-01,360.95302320900026,209.89145467023963,151.64605200413087,,,,3742.8605030749204,3578.6882352072457,164.4109572528354,,,
AUS,2020-10-01,346.30190902366803,194.9686479770014,150.27799925204047,,,,3731.1987682432546,3566.8898200568756,164.78443635942688,,,
AUS,2021-01-01,337.63074850929667,178.99698039089364,158.47715356786793,,,,3740.7647794302375,3571.0783148453334,163.4730033416984,,,
AUS,2021-04-01,315.63476489057695,174.4106929289949,141.70481402173328,,,,3831.459247294398,3647.763388075003,186.91437089375717,,,
AUS,2021-07-01,322.72522252884824,188.35032359559443,134.36946867073155,,,,3872.0378020486187,3701.6926222568122,173.75544633469912,,,
AUS,2021-10-01,336.7127150345852,205.2840675539594,130.46360275804548,,,,3944.363381879428,3752.5674436765507,191.4145325731631,,,
AUS,2022-01-01,308.7016359212941,186.97962608976098,122.10311257542426,,,,4059.8041862065616,3862.7360878317554,191.56369466377063,,,
AUS,2022-04-01,289.7651952138762,165.048514265098,125.42998810183573,,,,4054.5182957897823,3871.653776323337,183.61743227211235,,,
AUS,2022-07-01,298.50818650362316,171.72131002469663,126.03100566884767,,,,4045.993791822519,3861.9764459884505,189.8584410873937,,,
AUS,2022-10-01,305.5920287314237,174.76823059028396,130.1180694897555,,,,4096.78478365842,3898.691156373063,195.885440286988,,,
AUS,2023-01-01,304.64043675611885,178.73817134514198,126.70641453829536,,,,4181.723089433531,3969.4169672674925,208.30436369726604,,,
AUS,2023-04-01,298.30377267531117,185.02852950616565,114.4976438240717,,,,4246.526920445171,4028.3181253960884,219.4353333250971,,,
AUS,2023-07-01,296.9585660243366,184.0432292475849,111.64777040497287,,,,4235.674983187242,4032.4935667722475,208.933408895122,,,
AUS,2023-10-01,310.4783399810475,195.5115529702924,113.74369348631815,,,,4388.37345234819,4160.955724643071,221.8596113622362,,,
AUS,2024-01-01,323.44002373742245,205.69919908007623,118.76179707848483,,,,4386.552728046459,4169.568133111868,215.19121803190808,,,
AUS,2024-04-01,331.9578169629802,208.52408325502793,125.80758464168619,,,,4398.082909202407,4173.424745269855,227.3984124004066,,,
AUS,2024-07-01,327.0639319643598,205.51742062108377,119.4631310730511,,,,4479.761180331582,4267.120352830596,217.8587804154608,,,
AUS,2024-10-01,307.28445060304534,196.89074181018614,108.7983296473014,,,,4515.634191492575,4292.51164325635,214.39615603765634,,,
AUS,2025-01-01,296.0032195613587,194.49247484607295,102.6369622616652,,,,4560.856620278173,4337.639889660133,223.7392310032355,,,
AUS,2025-04-01,300.40732921354277,199.8152018467297,102.85102658907554,,,,4629.350609764202,4415.933075926735,217.82879816846997,,,
AUS,2025-07-01,300.18402378335185,194.07743953328804,104.27936967023906,,,,4668.1270267464915,4428.123696841192,244.6348296235779,,,
AUS,2025-10-01,273.3613208266888,171.32029937245332,100.84087956542552,,,,4690.086658442348,4438.383101594083,240.25389477550428,,,
AUS,2026-01-01,296.06842073411167,199.6377997297712,97.59703452626181,,,,4692.025437005632,4461.23220284087,233.86541562987688,,,
AUT,1995-01-01,275.5,20.6,254.9,181.1,10.1,171.0,720.8,698.2,22.6,288.9,276.5,12.3
AUT,1995-04-01,271.8,20.4,251.4,175.0,9.6,165.4,723.3,700.4,23.0,295.1,282.4,12.7
AUT,1995-07-01,272.1,20.4,251.7,177.5,9.8,167.6,725.8,702.3,23.4,293.7,280.0,13.7
AUT,1995-10-01,269.3,20.3,249.0,177.5,9.3,168.2,728.3,704.6,23.7,299.8,286.0,13.7
AUT,1996-01-01,264.6,20.1,244.6,171.3,9.3,162.0,736.6,708.8,27.9,304.4,288.5,15.9
AUT,1996-04-01,263.2,20.2,243.0,180.8,9.5,171.3,739.0,710.9,28.2,306.3,290.6,15.7
AUT,1996-07-01,257.5,20.3,237.1,175.4,9.4,166.0,741.4,712.8,28.6,313.2,297.9,15.3
AUT,1996-10-01,255.5,20.5,235.0,174.9,9.9,165.0,743.8,715.1,28.7,308.3,291.6,16.7
AUT,1997-01-01,255.1,20.7,234.3,177.5,10.0,167.5,745.6,716.8,28.9,317.7,301.1,16.6
AUT,1997-04-01,255.1,21.0,234.1,174.7,9.6,165.0,748.1,718.8,29.3,310.5,294.2,16.3
AUT,1997-07-01,253.1,20.6,232.5,173.6,9.2,164.4,750.8,720.8,30.1,311.6,294.1,17.5
AUT,1997-10-01,251.3,20.5,230.7,172.8,10.0,162.8,752.9,722.0,31.0,311.7,294.4,17.3
AUT,1998-01-01,246.9,20.3,226.6,170.3,9.4,160.8,756.2,724.3,31.9,314.3,295.4,18.8
AUT,1998-04-01,244.8,20.0,224.8,167.6,9.3,158.3,758.7,726.3,32.4,307.8,290.0,17.8
AUT,1998-07-01,243.6,20.2,223.5,169.3,9.8,159.5,760.6,728.1,32.6,309.5,292.1,17.4
AUT,1998-10-01,241.7,20.2,221.5,164.7,9.3,155.4,763.0,730.2,32.8,314.3,295.7,18.7
AUT,1999-01-01,242.0,20.4,221.6,165.0,9.6,155.3,763.7,730.6,33.1,312.4,292.5,19.9
AUT,1999-04-01,239.9,20.6,219.4,165.9,9.8,156.1,765.7,732.5,33.2,316.9,296.4,20.5
AUT,1999-07-01,240.0,20.6,219.3,165.9,9.8,156.1,767.7,734.2,33.5,313.3,292.8,20.6
AUT,1999-10-01,236.8,20.7,216.1,164.2,10.2,154.0,769.9,736.4,33.5,316.0,296.1,19.9
AUT,2000-01-01,233.7,20.6,213.1,165.0,9.6,155.4,769.8,736.2,33.6,314.7,295.6,19.1
AUT,2000-04-01,231.2,20.7,210.5,163.4,9.8,153.6,772.0,738.2,33.8,316.8,296.9,19.9
AUT,2000-07-01,229.3,20.6,208.6,159.9,9.8,150.1,773.7,739.7,34.1,322.1,301.6,20.4
AUT,2000-10-01,230.7,20.6,210.1,163.6,10.1,153.6,775.9,741.6,34.3,321.5,300.3,21.2
AUT,2001-01-01,232.7,20.6,212.1,166.4,9.9,156.5,776.0,741.9,34.1,318.7,297.9,20.8
AUT,2001-04-01,230.8,20.6,210.2,157.8,10.1,147.7,777.8,743.7,34.1,320.0,301.0,19.0
AUT,2001-07-01,227.8,20.6,207.2,154.6,10.3,144.3,779.4,745.1,34.3,324.8,305.2,19.6
AUT,2001-10-01,227.4,20.7,206.7,154.2,9.6,144.6,781.8,747.3,34.6,319.7,298.8,20.9
AUT,2002-01-01,226.0,20.8,205.2,160.6,10.1,150.5,786.6,752.0,34.7,326.6,305.1,21.6
AUT,2002-04-01,225.9,20.9,205.0,157.1,10.0,147.2,789.2,754.2,34.9,323.4,302.8,20.6
AUT,2002-07-01,225.2,20.9,204.3,153.8,9.6,144.1,791.5,755.9,35.5,322.7,302.9,19.8
AUT,2002-10-01,223.9,21.1,202.8,149.7,10.2,139.5,794.3,758.6,35.7,321.0,300.5,20.5
AUT,2003-01-01,225.3,21.2,204.0,158.1,9.9,148.1,797.4,763.6,33.7,320.2,302.5,17.7
AUT,2003-04-01,223.9,21.2,202.7,153.1,9.7,143.4,800.3,766.2,34.2,311.6,292.5,19.1
AUT,2003-07-01,225.0,21.4,203.7,150.2,10.6,139.6,802.0,767.3,34.7,332.3,312.9,19.5
AUT,2003-10-01,223.7,21.1,202.6,156.0,10.4,145.7,800.8,765.1,35.7,330.1,307.6,22.5
AUT,2004-01-01,220.7,21.3,199.4,145.7,10.0,135.6,799.9,763.2,36.6,323.7,306.8,17.0
AUT,2004-04-01,220.1,21.2,198.9,148.9,10.4,138.5,806.6,768.8,37.8,334.4,312.6,21.8
AUT,2004-07-01,216.3,21.2,195.1,154.3,10.1,144.2,812.9,774.2,38.7,326.2,303.9,22.2
AUT,2004-10-01,213.5,21.5,192.0,151.9,10.6,141.3,818.6,779.0,39.6,331.3,307.1,24.2
AUT,2005-01-01,212.5,21.2,191.3,145.0,10.1,134.9,823.6,782.8,40.8,332.3,309.6,22.7
AUT,2005-04-01,212.0,21.6,190.4,146.4,10.6,135.7,827.4,785.9,41.5,338.1,314.4,23.6
AUT,2005-07-01,215.7,21.5,194.2,146.6,10.7,136.0,834.3,792.2,42.1,325.5,301.8,23.6
AUT,2005-10-01,220.2,21.4,198.7,149.9,9.8,140.1,837.8,794.7,43.0,334.2,313.0,21.2
AUT,2006-01-01,216.0,21.4,194.6,143.0,10.9,132.0,842.9,798.9,44.0,333.6,311.3,22.3
AUT,2006-04-01,210.6,21.5,189.1,143.6,10.0,133.6,847.2,802.7,44.6,334.4,311.8,22.6
AUT,2006-07-01,206.4,21.8,184.6,142.5,10.5,132.1,849.5,804.6,44.9,328.1,304.6,23.5
AUT,2006-10-01,202.2,22.3,179.9,139.3,10.6,128.8,851.6,806.3,45.3,331.8,309.5,22.3
AUT,2007-01-01,203.4,22.6,180.7,141.2,11.7,129.5,851.2,806.1,45.1,330.9,309.5,21.4
AUT,2007-04-01,206.4,22.9,183.5,140.1,11.4,128.7,852.9,807.3,45.5,330.3,309.4,20.9
AUT,2007-07-01,209.5,22.9,186.6,137.0,11.0,126.1,856.7,810.6,46.1,335.8,315.6,20.2
AUT,2007-10-01,204.6,22.6,182.0,131.9,10.6,121.3,862.4,815.7,46.7,332.4,311.5,20.9
AUT,2008-01-01,204.1,22.7,181.3,135.1,11.3,123.8,867.0,819.3,47.7,334.0,312.3,21.7
AUT,2008-04-01,205.4,22.4,183.0,132.6,10.8,121.8,869.0,820.6,48.3,342.3,317.9,24.4
AUT,2008-07-01,200.2,22.3,177.8,131.4,10.5,120.9,876.0,825.0,51.1,334.9,312.6,22.3
AUT,2008-10-01,202.3,22.5,179.8,127.7,10.7,117.0,879.9,828.4,51.4,339.8,320.8,18.9
AUT,2009-01-01,200.2,20.7,179.5,123.3,9.8,113.5,886.0,837.3,48.7,336.7,311.0,25.6
AUT,2009-04-01,200.3,22.2,178.1,125.9,11.0,114.9,891.2,842.1,49.1,339.4,316.7,22.7
AUT,2009-07-01,201.8,23.2,178.5,126.9,11.1,115.8,899.8,849.8,49.9,343.2,322.6,20.7
AUT,2009-10-01,197.6,22.1,175.5,126.3,10.7,115.5,915.6,865.4,50.2,338.1,320.9,17.2
AUT,2010-01-01,197.6,22.0,175.6,120.2,9.6,110.6,909.1,858.8,50.3,335.8,317.0,18.7
AUT,2010-04-01,196.2,22.4,173.9,122.4,10.8,111.6,916.7,865.5,51.2,344.3,323.2,21.1
AUT,2010-07-01,196.8,22.8,174.0,122.9,10.7,112.2,918.3,867.5,50.8,346.0,323.0,23.0
AUT,2010-10-01,201.1,23.0,178.1,120.9,10.8,110.1,917.9,869.3,48.6,340.9,316.6,24.3
AUT,2011-01-01,197.3,23.4,174.0,132.5,11.2,121.3,924.7,873.2,51.5,357.1,333.4,23.7
AUT,2011-04-01,196.8,23.9,173.0,126.6,10.7,115.9,922.0,870.5,51.6,346.6,322.3,24.3
AUT,2011-07-01,194.5,24.2,170.3,121.0,11.7,109.3,923.5,871.8,51.8,349.1,326.0,23.1
AUT,2011-10-01,191.4,24.4,167.0,122.2,12.5,109.7,931.6,879.3,52.3,350.4,327.5,22.8
AUT,2012-01-01,190.5,24.8,165.7,118.5,11.9,106.6,936.7,883.6,53.1,349.8,325.2,24.5
AUT,2012-04-01,185.6,24.8,160.8,114.7,12.1,102.6,940.0,887.0,53.1,347.7,325.1,22.7
AUT,2012-07-01,181.9,24.8,157.2,111.8,11.8,100.0,940.4,887.2,53.2,349.1,325.3,23.8
AUT,2012-10-01,178.4,24.9,153.6,108.2,11.8,96.4,938.3,885.1,53.3,344.3,322.7,21.6
AUT,2013-01-01,177.0,24.8,152.2,105.7,11.6,94.1,950.1,897.5,52.7,346.6,325.9,20.7
AUT,2013-04-01,180.2,25.2,154.9,109.5,11.5,97.9,944.9,892.1,52.8,352.2,329.9,22.3
AUT,2013-07-01,183.4,25.7,157.7,109.9,12.2,97.7,945.7,892.5,53.2,347.2,325.1,22.1
AUT,2013-10-01,186.7,26.4,160.3,108.5,11.8,96.7,948.5,895.0,53.4,344.1,323.6,20.5
AUT,2014-01-01,190.0,26.7,163.3,112.5,12.2,100.3,952.6,898.8,53.8,352.0,330.9,21.0
AUT,2014-04-01,189.6,27.0,162.5,106.5,12.4,94.1,958.8,904.8,54.0,346.9,324.9,22.0
AUT,2014-07-01,188.0,27.1,160.9,107.3,12.4,94.8,966.1,912.3,53.8,348.3,324.2,24.1
AUT,2014-10-01,183.9,27.1,156.8,110.1,12.7,97.3,973.2,919.0,54.2,361.2,339.0,22.2
AUT,2015-01-01,180.2,27.6,152.6,107.2,12.9,94.3,978.7,924.6,54.2,352.3,330.0,22.4
AUT,2015-04-01,177.3,27.8,149.5,105.2,12.3,92.9,982.3,928.2,54.1,357.0,333.8,23.1
AUT,2015-07-01,173.5,28.2,145.3,105.7,12.4,93.3,986.1,932.0,54.1,362.3,339.6,22.7
AUT,2015-10-01,172.2,28.2,144.0,98.0,11.2,86.8,990.5,936.8,53.8,352.3,331.9,20.4
AUT,2016-01-01,170.0,28.1,141.9,101.8,11.6,90.2,995.1,941.0,54.1,358.4,337.2,21.2
AUT,2016-04-01,172.1,28.2,143.9,102.4,12.1,90.3,999.8,945.5,54.3,367.0,344.1,22.8
AUT,2016-07-01,172.3,28.1,144.2,104.3,12.4,91.9,1005.8,950.9,54.9,368.2,344.0,24.2
AUT,2016-10-01,170.4,28.3,142.1,104.8,13.3,91.6,1011.5,956.2,55.3,371.3,347.0,24.2
AUT,2017-01-01,172.3,28.8,143.6,110.6,12.6,98.0,1014.3,958.7,55.6,375.2,351.1,24.1
AUT,2017-04-01,165.2,28.8,136.5,100.8,12.7,88.1,1021.9,966.1,55.9,372.3,345.8,26.5
AUT,2017-07-01,165.6,29.2,136.5,97.2,12.8,84.5,1028.4,972.8,55.7,369.4,345.1,24.2
AUT,2017-10-01,164.8,29.6,135.2,98.6,11.9,86.7,1034.4,978.9,55.6,380.0,353.1,26.9
AUT,2018-01-01,158.6,29.6,128.9,98.8,13.4,85.4,1042.7,986.9,55.7,374.4,348.6,25.8
AUT,2018-04-01,159.6,30.2,129.4,99.8,13.6,86.2,1046.9,990.7,56.2,384.4,358.0,26.4
AUT,2018-07-01,154.1,30.2,123.9,96.9,12.6,84.3,1048.5,992.3,56.2,381.8,355.3,26.5
