code,year,status,informal_rate
IRL,2017,EES,0.745
IRL,2017,SLF,17.967
IRL,2018,TOTAL,3.409
IRL,2018,EES,0.636
IRL,2018,SLF,17.913
IRL,2019,TOTAL,1.412
IRL,2019,EES,0.67
IRL,2019,SLF,6.007
IRL,2020,TOTAL,1.174
IRL,2020,EES,1.038
IRL,2020,SLF,2.184
IRL,2021,TOTAL,1.992
IRL,2021,EES,1.816
IRL,2021,SLF,3.353
IRL,2022,TOTAL,3.128
IRL,2022,EES,2.987
IRL,2022,SLF,3.188
IRL,2023,TOTAL,3.162
IRL,2023,EES,2.885
IRL,2023,SLF,4.75
IRL,2024,TOTAL,3.895
IRL,2024,EES,3.809
IRL,2024,SLF,4.645
IRL,2025,TOTAL,3.419
IRL,2025,EES,3.328
IRL,2025,SLF,3.421
IRQ,2021,TOTAL,67.639
IRQ,2021,EES,54.903
IRQ,2021,SLF,94.533
ISL,2007,TOTAL,4.547
ISL,2007,EES,2.803
ISL,2007,SLF,13.412
ISL,2008,TOTAL,4.002
ISL,2008,EES,2.166
ISL,2008,SLF,13.163
ISL,2009,TOTAL,3.339
ISL,2009,EES,1.645
ISL,2009,SLF,13.787
ISL,2010,TOTAL,2.968
ISL,2010,EES,1.402
ISL,2010,SLF,12.978
ISL,2011,TOTAL,2.664
ISL,2011,EES,1.239
ISL,2011,SLF,12.26
ISL,2012,TOTAL,3.175
ISL,2012,EES,1.733
ISL,2012,SLF,12.391
ISL,2014,TOTAL,1.846
ISL,2014,EES,1.214
ISL,2014,SLF,6.325
ISL,2017,TOTAL,1.315
ISL,2017,EES,0.491
ISL,2017,SLF,8.191
ISL,2018,TOTAL,1.062
ISL,2018,EES,0.378
ISL,2018,SLF,6.273
ISL,2019,TOTAL,2.257
ISL,2019,EES,0.768
ISL,2019,SLF,11.179
ISL,2020,TOTAL,1.985
ISL,2020,EES,1.019
ISL,2020,SLF,7.567
ITA,2007,TOTAL,3.267
ITA,2007,EES,1.199
ITA,2007,SLF,9.49
ITA,2008,TOTAL,3.545
ITA,2008,EES,1.166
ITA,2008,SLF,10.99
ITA,2009,TOTAL,3.171
ITA,2009,EES,0.886
ITA,2009,SLF,10.349
ITA,2010,TOTAL,3.586
ITA,2010,EES,0.984
ITA,2010,SLF,11.41
ITA,2011,TOTAL,4.264
ITA,2011,EES,1.357
ITA,2011,SLF,13.247
ITA,2012,TOTAL,4.298
ITA,2012,EES,1.247
ITA,2012,SLF,13.631
ITA,2013,TOTAL,3.518
ITA,2013,EES,0.916
ITA,2013,SLF,11.404
ITA,2014,TOTAL,3.557
ITA,2014,EES,1.384
ITA,2014,SLF,10.274
ITA,2015,TOTAL,3.831
ITA,2015,EES,1.688
ITA,2015,SLF,10.63
ITA,2016,TOTAL,4.85
ITA,2016,EES,2.613
ITA,2016,SLF,12.277
ITA,2017,TOTAL,4.49
ITA,2017,EES,2.404
ITA,2017,SLF,11.633
ITA,2018,TOTAL,4.887
ITA,2018,EES,3.198
ITA,2018,SLF,10.864
ITA,2019,TOTAL,6.047
ITA,2019,EES,3.494
ITA,2019,SLF,15.674
ITA,2020,TOTAL,5.452
ITA,2020,EES,3.536
ITA,2020,SLF,12.829
ITA,2021,TOTAL,10.72
ITA,2021,EES,10.082
ITA,2021,SLF,13.27
ITA,2022,TOTAL,9.559
ITA,2022,EES,7.784
ITA,2022,SLF,16.687
ITA,2023,TOTAL,10.246
ITA,2023,EES,9.906
ITA,2023,SLF,11.648
ITA,2024,TOTAL,10.937
ITA,2024,EES,11.549
ITA,2024,SLF,8.144
ITA,2025,TOTAL,8.353
ITA,2025,EES,9.05
ITA,2025,SLF,5.681
JAM,2016,TOTAL,57.612
JAM,2016,EES,37.068
JAM,2016,SLF,88.726
JAM,2017,TOTAL,57.667
JAM,2017,EES,36.876
JAM,2017,SLF,89.656
JAM,2018,TOTAL,57.325
JAM,2018,EES,36.215
JAM,2018,SLF,90.345
JAM,2019,TOTAL,56.427
JAM,2019,EES,35.887
JAM,2019,SLF,90.372
JAM,2020,TOTAL,57.973
JAM,2020,EES,34.762
JAM,2020,SLF,94.733
JAM,2021,TOTAL,58.27
JAM,2021,EES,35.161
JAM,2021,SLF,95.149
JAM,2022,TOTAL,55.438
JAM,2022,EES,34.816
JAM,2022,SLF,89.946
JAM,2023,TOTAL,54.64
JAM,2023,EES,34.812
JAM,2023,SLF,89.905
JOR,2017,TOTAL,44.703
JOR,2017,EES,44.234
JOR,2017,SLF,47.393
JOR,2018,TOTAL,48.491
JOR,2018,EES,48.377
JOR,2018,SLF,49.272
JOR,2019,TOTAL,52.513
JOR,2019,EES,52.432
JOR,2019,SLF,53.087
JOR,2020,TOTAL,53.422
JOR,2020,EES,53.083
JOR,2020,SLF,55.751
JOR,2021,TOTAL,51.506
JOR,2021,EES,51.289
JOR,2021,SLF,52.445
JOR,2022,TOTAL,53.152
JOR,2022,EES,52.926
JOR,2022,SLF,54.479
JOR,2023,TOTAL,55.121
JOR,2023,EES,55.291
JOR,2023,SLF,53.816
JOR,2024,TOTAL,54.223
JOR,2024,EES,53.719
JOR,2024,SLF,57.919
KEN,2019,TOTAL,86.489
KEN,2019,EES,65.31
KEN,2019,SLF,99.339
KGZ,2012,TOTAL,52.773
KGZ,2012,EES,50.251
KGZ,2012,SLF,48.743
KGZ,2013,TOTAL,55.259
KGZ,2013,EES,53.71
KGZ,2013,SLF,52.734
KGZ,2014,TOTAL,56.223
KGZ,2014,EES,54.352
KGZ,2014,SLF,53.384
KGZ,2015,TOTAL,56.348
KGZ,2015,EES,55.366
KGZ,2015,SLF,51.556
KGZ,2016,TOTAL,56.395
KGZ,2016,EES,55.683
KGZ,2016,SLF,51.667
KGZ,2017,TOTAL,53.713
KGZ,2017,EES,56.225
KGZ,2017,SLF,45.037
KGZ,2018,TOTAL,53.029
KGZ,2018,EES,55.593
KGZ,2018,SLF,45.097
KGZ,2019,TOTAL,57.621
KGZ,2019,EES,61.17
KGZ,2019,SLF,50.455
KGZ,2020,TOTAL,56.565
KGZ,2020,EES,58.927
KGZ,2020,SLF,51.997
KGZ,2021,TOTAL,58.259
KGZ,2021,EES,61.599
KGZ,2021,SLF,51.292
KGZ,2022,TOTAL,57.513
KGZ,2022,EES,61.312
KGZ,2022,SLF,49.527
KGZ,2023,TOTAL,57.548
KGZ,2023,EES,60.998
KGZ,2023,SLF,50.041
KHM,2012,TOTAL,93.073
KHM,2012,EES,87.069
KHM,2012,SLF,98.193
KHM,2019,TOTAL,89.392
KHM,2019,EES,79.66
KHM,2019,SLF,96.814
KIR,2019,TOTAL,45.894
KIR,2019,EES,28.767
KIR,2019,SLF,80.799
KIR,2023,TOTAL,61.523
KIR,2023,EES,38.511
KIR,2023,SLF,85.043
KIR,2020,TOTAL,56.121
KIR,2020,EES,24.556
KIR,2020,SLF,91.99
KOR,2019,TOTAL,29.122
KOR,2019,EES,24.43
KOR,2019,SLF,43.066
LAO,2017,TOTAL,88.827
LAO,2017,EES,48.798
LAO,2017,SLF,98.961
LAO,2022,TOTAL,90.489
LAO,2022,EES,65.272
LAO,2022,SLF,97.237
LBN,2019,TOTAL,55.448
LBN,2019,EES,49.102
LBN,2019,SLF,70.744
LBR,2010,TOTAL,86.706
LBR,2010,EES,59.977
LBR,2010,SLF,92.583
LBR,2017,TOTAL,89.351
LBR,2017,EES,70.481
LBR,2017,SLF,92.961
LCA,2017,TOTAL,31.904
LCA,2017,EES,18.448
LCA,2017,SLF,63.347
LCA,2018,TOTAL,33.509
LCA,2018,EES,20.407
LCA,2018,SLF,65.193
LCA,2019,TOTAL,32.352
LCA,2019,EES,18.466
LCA,2019,SLF,64.1
LCA,2020,TOTAL,45.493
LCA,2020,EES,38.002
LCA,2020,SLF,64.947
LCA,2021,TOTAL,32.824
LCA,2021,EES,19.97
LCA,2021,SLF,61.992
LCA,2022,TOTAL,31.587
LCA,2022,EES,17.257
LCA,2022,SLF,64.815
LCA,2023,TOTAL,30.781
LCA,2023,EES,14.278
LCA,2023,SLF,68.1
LCA,2024,TOTAL,28.258
LCA,2024,EES,13.389
LCA,2024,SLF,67.384
LCA,2025,TOTAL,29.212
LCA,2025,EES,13.841
LCA,2025,SLF,64.429
LKA,2010,TOTAL,70.982
LKA,2010,EES,53.279
LKA,2010,SLF,93.102
LKA,2011,TOTAL,70.84
LKA,2011,EES,52.285
LKA,2011,SLF,93.602
LKA,2013,TOTAL,69.978
LKA,2013,EES,52.506
LKA,2013,SLF,92.476
LKA,2014,TOTAL,69.173
LKA,2014,EES,51.435
LKA,2014,SLF,92.705
LKA,2015,TOTAL,69.496
LKA,2015,EES,51.036
LKA,2015,SLF,93.131
LKA,2016,TOTAL,69.733
LKA,2016,EES,52.588
LKA,2016,SLF,93.238
LKA,2017,TOTAL,68.12
LKA,2017,EES,50.933
LKA,2017,SLF,91.539
LKA,2018,TOTAL,67.931
LKA,2018,EES,50.652
LKA,2018,SLF,91.602
LKA,2019,TOTAL,66.674
LKA,2019,EES,49.233
LKA,2019,SLF,90.68
LKA,2020,TOTAL,66.948
LKA,2020,EES,49.424
LKA,2020,SLF,90.612
LKA,2021,TOTAL,67.421
LKA,2021,EES,49.864
LKA,2021,SLF,90.939
LKA,2022,TOTAL,66.947
LKA,2022,EES,50.203
LKA,2022,SLF,90.101
LKA,2023,TOTAL,67.569
LKA,2023,EES,51.917
LKA,2023,SLF,90.136
LKA,2024,TOTAL,66.354
LKA,2024,EES,51.005
LKA,2024,SLF,88.275
LSO,2019,TOTAL,80.697
LSO,2019,EES,75.738
LSO,2019,SLF,88.376
LSO,2024,TOTAL,89.134
LSO,2024,EES,80.891
LSO,2024,SLF,97.287
LTU,2010,TOTAL,4.697
LTU,2010,EES,0.536
LTU,2010,SLF,40.741
LTU,2011,TOTAL,4.957
LTU,2011,EES,0.862
LTU,2011,SLF,44.216
LTU,2012,TOTAL,4.405
LTU,2012,EES,1.102
LTU,2012,SLF,35.603
LTU,2013,TOTAL,4.107
LTU,2013,EES,0.851
LTU,2013,SLF,31.961
LTU,2014,TOTAL,3.502
LTU,2014,EES,0.363
LTU,2014,SLF,29.754
LTU,2015,TOTAL,3.887
LTU,2015,EES,0.778
LTU,2015,SLF,27.692
LTU,2016,TOTAL,4.033
LTU,2016,EES,0.796
LTU,2016,SLF,29.071
LTU,2017,TOTAL,3.157
LTU,2017,EES,0.39
LTU,2017,SLF,25.591
LTU,2018,TOTAL,2.789
LTU,2018,EES,0.474
LTU,2018,SLF,21.558
LTU,2019,TOTAL,2.902
LTU,2019,EES,0.572
LTU,2019,SLF,21.153
LTU,2020,TOTAL,2.852
LTU,2020,EES,0.261
LTU,2020,SLF,19.6
LTU,2021,TOTAL,4.344
LTU,2021,EES,2.197
LTU,2021,SLF,17.199
LTU,2022,TOTAL,3.856
LTU,2022,EES,2.113
LTU,2022,SLF,9.984
LTU,2023,TOTAL,4.604
LTU,2023,EES,2.284
LTU,2023,SLF,14.497
LTU,2024,TOTAL,5.62
LTU,2024,EES,3.155
LTU,2024,SLF,18.55
LTU,2025,TOTAL,4.493
LTU,2025,EES,2.572
LTU,2025,SLF,15.919
LUX,2007,TOTAL,1.324
LUX,2007,EES,0.602
LUX,2007,SLF,11.763
LUX,2008,TOTAL,0.847
LUX,2008,EES,0.31
LUX,2008,SLF,8.568
LUX,2009,TOTAL,1.617
LUX,2009,EES,0.996
LUX,2009,SLF,9.499
LUX,2010,TOTAL,1.451
LUX,2010,EES,0.895
LUX,2010,SLF,7.978
LUX,2011,TOTAL,0.932
LUX,2011,EES,0.495
LUX,2011,SLF,6.797
LUX,2012,TOTAL,0.814
LUX,2012,EES,0.539
LUX,2012,SLF,4.592
LUX,2013,TOTAL,1.451
LUX,2013,EES,1.132
LUX,2013,SLF,4.808
LUX,2014,TOTAL,1.186
LUX,2014,EES,0.687
LUX,2014,SLF,7.513
LUX,2015,TOTAL,1.736
LUX,2015,EES,1.318
LUX,2015,SLF,6.657
LUX,2016,TOTAL,2.777
LUX,2016,EES,1.016
LUX,2016,SLF,29.008
LUX,2017,TOTAL,1.539
LUX,2017,EES,0.884
LUX,2017,SLF,12.422
LUX,2018,TOTAL,2.138
LUX,2018,EES,1.438
LUX,2018,SLF,12.29
LUX,2019,TOTAL,1.703
LUX,2019,EES,1.114
LUX,2019,SLF,9.95
LUX,2020,TOTAL,2.177
LUX,2020,EES,1.772
LUX,2020,SLF,10.699
LUX,2021,TOTAL,10.01
LUX,2021,EES,10.102
LUX,2021,SLF,8.502
LUX,2022,TOTAL,7.767
LUX,2022,EES,7.555
LUX,2022,SLF,10.789
LUX,2023,TOTAL,7.184
LUX,2023,EES,7.068
LUX,2023,SLF,8.474
LUX,2024,TOTAL,5.97
LUX,2024,EES,5.882
LUX,2024,SLF,6.848
LUX,2025,TOTAL,4.435
LUX,2025,EES,3.457
LUX,2025,SLF,13.808
LVA,2007,TOTAL,5.17
LVA,2007,EES,2.476
LVA,2007,SLF,35.903
LVA,2008,TOTAL,4.233
LVA,2008,EES,1.516
LVA,2008,SLF,31.143
LVA,2009,TOTAL,5.622
LVA,2009,EES,1.938
LVA,2009,SLF,41.461
LVA,2010,TOTAL,6.123
LVA,2010,EES,3.278
LVA,2010,SLF,33.714
LVA,2011,TOTAL,6.723
LVA,2011,EES,3.921
LVA,2011,SLF,36.131
LVA,2012,TOTAL,6.318
LVA,2012,EES,2.264
LVA,2012,SLF,46.917
LVA,2013,TOTAL,5.86
LVA,2013,EES,2.555
LVA,2013,SLF,38.084
LVA,2014,TOTAL,5.219
LVA,2014,EES,1.89
LVA,2014,SLF,37.304
LVA,2015,TOTAL,4.801
LVA,2015,EES,1.548
LVA,2015,SLF,29.503
LVA,2016,TOTAL,4.134
LVA,2016,EES,1.644
LVA,2016,SLF,24.381
LVA,2017,TOTAL,3.81
LVA,2017,EES,1.023
LVA,2017,SLF,27.845
LVA,2018,TOTAL,3.339
LVA,2018,EES,1.081
LVA,2018,SLF,23.354
LVA,2019,TOTAL,3.507
LVA,2019,EES,1.023
LVA,2019,SLF,25.34
LVA,2020,TOTAL,3.894
LVA,2020,EES,1.0
LVA,2020,SLF,26.325
LVA,2021,TOTAL,7.851
LVA,2021,EES,5.522
LVA,2021,SLF,25.847
LVA,2022,TOTAL,9.083
LVA,2022,EES,6.182
LVA,2022,SLF,31.548
LVA,2023,TOTAL,10.111
LVA,2023,EES,6.582
LVA,2023,SLF,39.85
LVA,2024,TOTAL,9.653
LVA,2024,EES,5.892
LVA,2024,SLF,39.894
LVA,2025,TOTAL,8.906
LVA,2025,EES,6.49
LVA,2025,SLF,27.574
MDA,2003,TOTAL,39.189
MDA,2003,EES,10.722
MDA,2003,SLF,76.55
MDA,2004,TOTAL,35.505
MDA,2004,EES,8.029
MDA,2004,SLF,71.285
MDA,2005,TOTAL,35.355
MDA,2005,EES,6.138
MDA,2005,SLF,71.448
MDA,2006,TOTAL,45.903
MDA,2006,EES,9.85
MDA,2006,SLF,84.428
MDA,2007,TOTAL,47.357
MDA,2007,EES,9.241
MDA,2007,SLF,84.824
MDA,2008,TOTAL,47.293
MDA,2008,EES,9.153
MDA,2008,SLF,84.748
MDA,2009,TOTAL,50.591
MDA,2009,EES,8.657
MDA,2009,SLF,89.376
MDA,2010,TOTAL,55.462
MDA,2010,EES,9.642
MDA,2010,SLF,91.897
MDA,2011,TOTAL,55.553
MDA,2011,EES,9.807
MDA,2011,SLF,92.167
MDA,2012,TOTAL,56.625
MDA,2012,EES,7.907
MDA,2012,SLF,93.345
MDA,2013,TOTAL,57.146
MDA,2013,EES,8.259
MDA,2013,SLF,92.807
MDA,2014,TOTAL,59.169
MDA,2014,EES,8.662
MDA,2014,SLF,93.455
MDA,2015,TOTAL,60.574
MDA,2015,EES,7.811
MDA,2015,SLF,94.51
MDA,2016,TOTAL,61.087
MDA,2016,EES,7.235
MDA,2016,SLF,94.225
MDA,2017,TOTAL,59.925
MDA,2017,EES,6.42
MDA,2017,SLF,95.071
MDA,2018,TOTAL,56.315
MDA,2018,EES,7.098
MDA,2018,SLF,89.38
MDA,2019,TOTAL,54.641
MDA,2019,EES,7.421
MDA,2019,SLF,94.458
MDA,2020,TOTAL,56.38
MDA,2020,EES,6.673
MDA,2020,SLF,95.301
MDA,2021,TOTAL,57.209
MDA,2021,EES,6.721
MDA,2021,SLF,95.66
MDA,2022,TOTAL,55.919
MDA,2022,EES,6.344
MDA,2022,SLF,96.028
MDA,2023,TOTAL,52.214
MDA,2023,EES,7.152
MDA,2023,SLF,95.717
MDA,2024,TOTAL,52.222
MDA,2024,EES,5.794
MDA,2024,SLF,96.233
MDA,2025,TOTAL,55.368
MDA,2025,EES,5.758
MDA,2025,SLF,98.062
MDG,2012,TOTAL,95.445
MDG,2012,EES,76.93
MDG,2012,SLF,97.735
MDG,2015,TOTAL,95.062
MDG,2015,EES,78.069
MDG,2015,SLF,97.074
MDG,2022,TOTAL,96.081
MDG,2022,EES,90.502
MDG,2022,SLF,98.586
MDV,2016,TOTAL,52.786
MDV,2016,EES,32.045
MDV,2016,SLF,97.01
MDV,2019,TOTAL,47.329
MDV,2019,EES,31.592
MDV,2019,SLF,84.925
MEX,2002,TOTAL,65.814
MEX,2002,EES,46.729
MEX,2002,SLF,98.047
MEX,2003,TOTAL,66.203
MEX,2003,EES,47.273
MEX,2003,SLF,98.11
MEX,2004,TOTAL,65.982
MEX,2004,EES,47.296
MEX,2004,SLF,98.063
MEX,2008,TOTAL,58.791
MEX,2008,EES,45.491
MEX,2008,SLF,85.071
MEX,2009,TOTAL,60.128
MEX,2009,EES,46.692
MEX,2009,SLF,85.854
MEX,2010,TOTAL,60.523
MEX,2010,EES,47.758
MEX,2010,SLF,85.982
MEX,2011,TOTAL,60.306
MEX,2011,EES,47.189
MEX,2011,SLF,86.222
MEX,2012,TOTAL,60.338
MEX,2012,EES,47.239
MEX,2012,SLF,87.048
MEX,2013,TOTAL,59.69
MEX,2013,EES,46.303
MEX,2013,SLF,87.07
MEX,2014,TOTAL,58.697
MEX,2014,EES,45.589
MEX,2014,SLF,86.45
MEX,2015,TOTAL,58.717
MEX,2015,EES,46.044
MEX,2015,SLF,85.689
MEX,2016,TOTAL,58.088
MEX,2016,EES,45.836
MEX,2016,SLF,84.693
MEX,2017,TOTAL,57.862
MEX,2017,EES,45.659
MEX,2017,SLF,84.63
MEX,2018,TOTAL,57.615
MEX,2018,EES,45.218
MEX,2018,SLF,84.574
MEX,2019,TOTAL,57.609
MEX,2019,EES,45.044
MEX,2019,SLF,84.521
MEX,2020,TOTAL,56.169
MEX,2020,EES,42.739
MEX,2020,SLF,85.347
MEX,2021,TOTAL,57.751
MEX,2021,EES,43.884
MEX,2021,SLF,85.195
MEX,2022,TOTAL,57.419
MEX,2022,EES,43.581
MEX,2022,SLF,84.62
MEX,2023,TOTAL,57.038
MEX,2023,EES,43.517
MEX,2023,SLF,84.426
MEX,2024,TOTAL,56.407
MEX,2024,EES,43.018
MEX,2024,SLF,84.051
MEX,2025,TOTAL,56.878
MEX,2025,EES,43.095
MEX,2025,SLF,85.091
MEX,2026,TOTAL,56.677
MEX,2026,EES,43.34
MEX,2026,SLF,84.435
MHL,2019,TOTAL,23.564
MHL,2019,EES,10.228
MHL,2019,SLF,88.097
MHL,2021,TOTAL,32.575
MHL,2021,EES,12.344
MHL,2021,SLF,89.202
MKD,2009,TOTAL,24.885
MKD,2009,EES,7.927
MKD,2009,SLF,69.111
MKD,2010,TOTAL,23.745
MKD,2010,EES,7.081
MKD,2010,SLF,67.241
MKD,2011,TOTAL,23.493
MKD,2011,EES,6.409
MKD,2011,SLF,67.446
MKD,2012,TOTAL,22.157
MKD,2012,EES,5.443
MKD,2012,SLF,67.818
MKD,2013,TOTAL,22.622
MKD,2013,EES,6.46
MKD,2013,SLF,63.949
MKD,2014,TOTAL,28.709
MKD,2014,EES,6.877
MKD,2014,SLF,88.737
MKD,2015,TOTAL,19.313
MKD,2015,EES,4.417
MKD,2015,SLF,61.535
MKD,2016,TOTAL,17.346
MKD,2016,EES,4.404
MKD,2016,SLF,58.623
MKD,2017,TOTAL,16.926
MKD,2017,EES,4.186
MKD,2017,SLF,59.182
MKD,2018,TOTAL,16.575
MKD,2018,EES,4.793
MKD,2018,SLF,56.839
MKD,2019,TOTAL,13.991
MKD,2019,EES,5.171
MKD,2019,SLF,47.962
MKD,2020,TOTAL,11.75
MKD,2020,EES,5.293
MKD,2020,SLF,41.967
MKD,2021,TOTAL,10.125
MKD,2021,EES,4.435
MKD,2021,SLF,38.084
MKD,2022,TOTAL,10.276
MKD,2022,EES,4.539
MKD,2022,SLF,39.834
MKD,2023,TOTAL,9.692
MKD,2023,EES,4.928
MKD,2023,SLF,34.833
MKD,2024,TOTAL,11.089
MKD,2024,EES,5.591
MKD,2024,SLF,37.07
MKD,2025,TOTAL,11.961
MKD,2025,EES,5.638
MKD,2025,SLF,40.562
MLI,2013,TOTAL,95.149
MLI,2013,EES,78.587
MLI,2013,SLF,96.668
MLI,2014,TOTAL,94.358
MLI,2014,EES,90.637
MLI,2014,SLF,94.714
MLI,2015,TOTAL,95.398
MLI,2015,EES,90.01
MLI,2015,SLF,96.014
MLI,2016,TOTAL,93.267
MLI,2016,EES,93.817
MLI,2016,SLF,93.195
MLI,2017,TOTAL,93.395
MLI,2017,EES,89.694
MLI,2017,SLF,93.897
MLI,2018,TOTAL,93.511
MLI,2018,EES,93.617
MLI,2018,SLF,93.496
MLI,2020,TOTAL,93.187
MLI,2020,EES,90.537
MLI,2020,SLF,93.467
MLI,2022,TOTAL,94.116
MLI,2022,EES,94.019
MLI,2022,SLF,94.13
MLI,2023,TOTAL,94.423
MLI,2023,EES,93.7
MLI,2023,SLF,94.52
MLI,2024,TOTAL,92.768
MLI,2024,EES,92.557
MLI,2024,SLF,92.8
MMR,2015,TOTAL,82.228
MMR,2015,EES,87.823
MMR,2015,SLF,78.724
MMR,2017,TOTAL,79.512
MMR,2017,EES,85.764
MMR,2017,SLF,75.962
MMR,2018,TOTAL,79.677
MMR,2018,EES,86.355
MMR,2018,SLF,76.253
MMR,2019,TOTAL,80.106
MMR,2019,EES,87.541
MMR,2019,SLF,76.196
MMR,2020,TOTAL,80.71
MMR,2020,EES,83.995
MMR,2020,SLF,78.671
MNG,2006,TOTAL,55.114
MNG,2006,EES,15.278
MNG,2006,SLF,78.977
MNG,2008,TOTAL,48.374
MNG,2008,EES,5.456
MNG,2008,SLF,73.266
MNG,2009,TOTAL,42.894
MNG,2009,EES,4.923
MNG,2009,SLF,65.077
MNG,2010,TOTAL,50.682
MNG,2010,EES,10.634
MNG,2010,SLF,80.18
MNG,2011,TOTAL,54.138
MNG,2011,EES,12.011
MNG,2011,SLF,86.167
MNG,2012,TOTAL,57.505
MNG,2012,EES,15.189
MNG,2012,SLF,95.722
MNG,2013,TOTAL,57.481
MNG,2013,EES,13.775
MNG,2013,SLF,99.603
MNG,2014,TOTAL,49.562
MNG,2014,EES,13.456
MNG,2014,SLF,85.091
MNG,2015,TOTAL,49.389
MNG,2015,EES,13.175
MNG,2015,SLF,84.498
MNG,2016,TOTAL,50.484
MNG,2016,EES,14.35
MNG,2016,SLF,88.98
MNG,2017,TOTAL,50.479
MNG,2017,EES,16.009
MNG,2017,SLF,84.683
MNG,2018,TOTAL,48.797
MNG,2018,EES,14.893
MNG,2018,SLF,84.133
MNG,2019,TOTAL,47.228
MNG,2019,EES,15.731
MNG,2019,SLF,83.973
MNG,2020,TOTAL,46.275
MNG,2020,EES,14.869
MNG,2020,SLF,83.806
MNG,2021,TOTAL,45.072
MNG,2021,EES,12.729
MNG,2021,SLF,85.056
MNG,2022,TOTAL,45.136
MNG,2022,EES,14.569
MNG,2022,SLF,84.339
MNG,2023,TOTAL,41.892
MNG,2023,EES,14.343
MNG,2023,SLF,79.638
MNG,2024,TOTAL,35.782
MNG,2024,EES,11.372
MNG,2024,SLF,75.461
MNG,2025,TOTAL,37.24
MNG,2025,EES,12.202
MNG,2025,SLF,76.339
MOZ,2015,TOTAL,95.511
MOZ,2015,EES,71.282
MOZ,2015,SLF,99.39
MRT,2012,TOTAL,91.134
MRT,2012,EES,82.657
MRT,2012,SLF,96.536
MRT,2017,TOTAL,94.414
MRT,2017,EES,88.983
MRT,2017,SLF,97.801
MRT,2019,TOTAL,89.31
MRT,2019,EES,72.129
MRT,2019,SLF,95.463
MUS,2012,TOTAL,50.999
MUS,2012,EES,43.015
MUS,2012,SLF,79.744
MUS,2013,TOTAL,51.329
MUS,2013,EES,42.631
MUS,2013,SLF,82.436
MUS,2014,TOTAL,54.528
MUS,2014,EES,46.014
MUS,2014,SLF,86.717
MUS,2015,TOTAL,53.145
MUS,2015,EES,43.645
MUS,2015,SLF,88.669
MUS,2016,TOTAL,52.69
MUS,2016,EES,44.049
MUS,2016,SLF,85.728
MUS,2017,TOTAL,52.056
MUS,2017,EES,43.089
MUS,2017,SLF,86.078
MUS,2018,TOTAL,53.369
MUS,2018,EES,44.397
MUS,2018,SLF,88.709
MUS,2019,TOTAL,53.409
MUS,2019,EES,44.138
MUS,2019,SLF,90.076
MUS,2021,TOTAL,31.812
MUS,2021,EES,17.842
MUS,2021,SLF,91.302
MUS,2022,TOTAL,32.485
MUS,2022,EES,14.196
MUS,2022,SLF,93.84
MUS,2023,TOTAL,33.901
MUS,2023,EES,85.012
MUS,2023,SLF,79.947
MUS,2024,TOTAL,23.451
MUS,2024,EES,15.867
MUS,2024,SLF,52.53
MWI,2013,TOTAL,85.087
MWI,2013,EES,81.89
MWI,2013,SLF,85.62
MWI,2024,TOTAL,92.554
MWI,2024,EES,86.287
MWI,2024,SLF,97.073
NAM,2012,TOTAL,51.529
NAM,2012,EES,35.888
NAM,2012,SLF,78.472
NAM,2013,TOTAL,58.482
NAM,2013,EES,43.657
NAM,2013,SLF,84.035
NAM,2014,TOTAL,56.312
NAM,2014,EES,39.701
NAM,2014,SLF,88.276
NAM,2016,TOTAL,66.788
NAM,2016,EES,61.88
NAM,2016,SLF,78.155
NAM,2018,TOTAL,55.637
NAM,2018,EES,38.508
NAM,2018,SLF,84.124
NER,2012,TOTAL,99.468
NER,2012,EES,100.0
NER,2012,SLF,99.396
NER,2017,TOTAL,73.574
NER,2017,EES,0.419
NER,2017,SLF,93.494
NER,2011,TOTAL,95.374
NER,2011,EES,82.634
NER,2011,SLF,96.74
NER,2022,TOTAL,98.49
NER,2022,EES,86.913
NER,2022,SLF,99.761
NGA,2024,TOTAL,93.145
NGA,2024,EES,72.257
NGA,2024,SLF,96.229
NIC,2012,TOTAL,81.787
NIC,2012,EES,59.753
NIC,2012,SLF,99.035
NLD,2007,TOTAL,9.941
NLD,2007,EES,1.491
NLD,2007,SLF,61.017
NLD,2008,TOTAL,11.809
NLD,2008,EES,2.193
NLD,2008,SLF,70.587
NLD,2009,TOTAL,12.33
NLD,2009,EES,1.9
NLD,2009,SLF,68.304
NLD,2010,TOTAL,13.329
NLD,2010,EES,2.154
NLD,2010,SLF,69.986
NLD,2011,TOTAL,12.222
NLD,2011,EES,2.167
NLD,2011,SLF,73.489
NLD,2012,TOTAL,12.882
NLD,2012,EES,2.317
NLD,2012,SLF,73.953
NLD,2013,TOTAL,12.248
NLD,2013,EES,2.27
NLD,2013,SLF,71.727
NLD,2014,TOTAL,11.997
NLD,2014,EES,1.341
NLD,2014,SLF,72.363
NLD,2015,TOTAL,12.665
NLD,2015,EES,1.837
NLD,2015,SLF,71.782
NLD,2016,TOTAL,13.334
NLD,2016,EES,1.763
NLD,2016,SLF,75.607
NLD,2017,TOTAL,13.507
NLD,2017,EES,1.363
NLD,2017,SLF,75.163
NLD,2018,TOTAL,13.69
NLD,2018,EES,1.897
NLD,2018,SLF,74.814
NLD,2019,TOTAL,13.626
NLD,2019,EES,1.601
