code,year,status,informal_rate
CZE,2024,SLF,12.751
CZE,2025,TOTAL,3.342
CZE,2025,EES,1.936
CZE,2025,SLF,9.839
DEU,2020,TOTAL,4.125
DEU,2020,EES,3.734
DEU,2020,SLF,7.918
DEU,2021,TOTAL,3.583
DEU,2021,EES,2.814
DEU,2021,SLF,9.272
DEU,2022,TOTAL,3.949
DEU,2022,EES,2.07
DEU,2022,SLF,21.156
DJI,2017,TOTAL,47.616
DJI,2017,EES,39.314
DJI,2017,SLF,52.524
DNK,2007,TOTAL,6.563
DNK,2007,EES,1.383
DNK,2007,SLF,57.387
DNK,2008,TOTAL,6.191
DNK,2008,EES,1.286
DNK,2008,SLF,54.286
DNK,2009,TOTAL,9.626
DNK,2009,EES,1.244
DNK,2009,SLF,54.919
DNK,2010,TOTAL,9.617
DNK,2010,EES,0.862
DNK,2010,SLF,55.88
DNK,2011,TOTAL,6.475
DNK,2011,EES,0.926
DNK,2011,SLF,53.32
DNK,2012,TOTAL,10.112
DNK,2012,EES,1.4
DNK,2012,SLF,100.0
DNK,2013,TOTAL,10.191
DNK,2013,EES,0.874
DNK,2013,SLF,100.0
DNK,2014,TOTAL,10.531
DNK,2014,EES,1.714
DNK,2014,SLF,100.0
DNK,2015,TOTAL,10.264
DNK,2015,EES,1.6
DNK,2015,SLF,100.0
DNK,2016,TOTAL,6.759
DNK,2016,EES,1.841
DNK,2016,SLF,58.002
DNK,2017,TOTAL,6.405
DNK,2017,EES,1.407
DNK,2017,SLF,56.488
DNK,2018,TOTAL,7.106
DNK,2018,EES,1.708
DNK,2018,SLF,57.679
DNK,2019,TOTAL,7.072
DNK,2019,EES,1.768
DNK,2019,SLF,55.449
DNK,2025,TOTAL,2.217
DNK,2025,EES,1.723
DNK,2025,SLF,8.653
DOM,2015,TOTAL,56.274
DOM,2015,EES,28.98
DOM,2015,SLF,90.456
DOM,2016,TOTAL,56.327
DOM,2016,EES,30.436
DOM,2016,SLF,90.545
DOM,2017,TOTAL,57.168
DOM,2017,EES,30.842
DOM,2017,SLF,90.721
DOM,2018,TOTAL,56.79
DOM,2018,EES,29.939
DOM,2018,SLF,91.856
DOM,2019,TOTAL,54.284
DOM,2019,EES,27.172
DOM,2019,SLF,92.081
DOM,2020,TOTAL,54.453
DOM,2020,EES,25.709
DOM,2020,SLF,92.379
DOM,2021,TOTAL,57.314
DOM,2021,EES,29.409
DOM,2021,SLF,93.027
DOM,2022,TOTAL,56.457
DOM,2022,EES,29.13
DOM,2022,SLF,92.606
DOM,2023,TOTAL,55.676
DOM,2023,EES,28.489
DOM,2023,SLF,92.661
DOM,2024,TOTAL,54.704
DOM,2024,EES,27.751
DOM,2024,SLF,92.433
DOM,2025,TOTAL,53.504
DOM,2025,EES,26.832
DOM,2025,SLF,92.095
DOM,2000,TOTAL,90.401
DOM,2000,EES,100.0
DOM,2000,SLF,77.63
DOM,2001,TOTAL,88.418
DOM,2001,EES,100.0
DOM,2001,SLF,73.957
DOM,2002,TOTAL,91.008
DOM,2002,EES,100.0
DOM,2002,SLF,80.143
DOM,2003,TOTAL,89.802
DOM,2003,EES,100.0
DOM,2003,SLF,77.347
DOM,2004,TOTAL,89.407
DOM,2004,EES,100.0
DOM,2004,SLF,75.98
DOM,2005,TOTAL,70.465
DOM,2005,EES,61.427
DOM,2005,SLF,80.973
DOM,2006,TOTAL,65.379
DOM,2006,EES,54.221
DOM,2006,SLF,78.679
DOM,2007,TOTAL,57.701
DOM,2007,EES,44.303
DOM,2007,SLF,74.144
DOM,2008,TOTAL,57.989
DOM,2008,EES,42.566
DOM,2008,SLF,75.295
DOM,2009,TOTAL,55.012
DOM,2009,EES,40.869
DOM,2009,SLF,70.733
DOM,2010,TOTAL,53.945
DOM,2010,EES,38.028
DOM,2010,SLF,71.533
DOM,2011,TOTAL,56.171
DOM,2011,EES,39.688
DOM,2011,SLF,74.797
DOM,2012,TOTAL,56.26
DOM,2012,EES,37.479
DOM,2012,SLF,78.408
DOM,2013,TOTAL,55.898
DOM,2013,EES,37.854
DOM,2013,SLF,78.12
DOM,2014,TOTAL,54.245
DOM,2014,EES,34.782
DOM,2014,SLF,78.199
ECU,2001,TOTAL,76.14
ECU,2001,EES,67.538
ECU,2001,SLF,85.309
ECU,2003,TOTAL,74.667
ECU,2003,EES,67.017
ECU,2003,SLF,84.048
ECU,2004,TOTAL,75.202
ECU,2004,EES,65.728
ECU,2004,SLF,85.175
ECU,2005,TOTAL,74.647
ECU,2005,EES,66.852
ECU,2005,SLF,83.581
ECU,2006,TOTAL,74.846
ECU,2006,EES,66.697
ECU,2006,SLF,84.178
ECU,2007,TOTAL,74.162
ECU,2007,EES,65.969
ECU,2007,SLF,83.636
ECU,2008,TOTAL,72.591
ECU,2008,EES,63.716
ECU,2008,SLF,83.132
ECU,2009,TOTAL,70.291
ECU,2009,EES,60.046
ECU,2009,SLF,82.225
ECU,2010,TOTAL,66.803
ECU,2010,EES,55.52
ECU,2010,SLF,80.496
ECU,2011,TOTAL,63.427
ECU,2011,EES,48.565
ECU,2011,SLF,80.325
ECU,2012,TOTAL,61.239
ECU,2012,EES,45.795
ECU,2012,SLF,78.774
ECU,2013,TOTAL,60.016
ECU,2013,EES,44.611
ECU,2013,SLF,78.58
ECU,2014,TOTAL,57.922
ECU,2014,EES,43.046
ECU,2014,SLF,77.597
ECU,2015,TOTAL,58.217
ECU,2015,EES,42.018
ECU,2015,SLF,77.958
ECU,2016,TOTAL,60.974
ECU,2016,EES,42.886
ECU,2016,SLF,79.911
ECU,2017,TOTAL,62.522
ECU,2017,EES,45.276
ECU,2017,SLF,80.054
ECU,2018,TOTAL,62.62
ECU,2018,EES,45.121
ECU,2018,SLF,79.974
ECU,2019,TOTAL,63.468
ECU,2019,EES,45.622
ECU,2019,SLF,80.284
ECU,2021,TOTAL,68.616
ECU,2021,EES,50.844
ECU,2021,SLF,83.425
ECU,2022,TOTAL,68.681
ECU,2022,EES,52.162
ECU,2022,SLF,83.063
ECU,2023,TOTAL,68.146
ECU,2023,EES,52.69
ECU,2023,SLF,83.038
ECU,2024,TOTAL,68.633
ECU,2024,EES,51.981
ECU,2024,SLF,83.79
ECU,2025,TOTAL,68.45
ECU,2025,EES,53.729
ECU,2025,SLF,83.074
EGY,2008,TOTAL,55.727
EGY,2008,EES,38.597
EGY,2008,SLF,81.437
EGY,2009,TOTAL,55.407
EGY,2009,EES,38.919
EGY,2009,SLF,80.752
EGY,2010,TOTAL,57.638
EGY,2010,EES,42.367
EGY,2010,SLF,82.771
EGY,2011,TOTAL,58.727
EGY,2011,EES,42.709
EGY,2011,SLF,83.964
EGY,2012,TOTAL,55.918
EGY,2012,EES,40.228
EGY,2012,SLF,82.056
EGY,2013,TOTAL,57.61
EGY,2013,EES,40.953
EGY,2013,SLF,83.722
EGY,2015,TOTAL,59.826
EGY,2015,EES,44.613
EGY,2015,SLF,85.202
EGY,2016,TOTAL,61.867
EGY,2016,EES,50.821
EGY,2016,SLF,87.435
EGY,2017,TOTAL,63.74
EGY,2017,EES,52.982
EGY,2017,SLF,86.663
EGY,2019,TOTAL,67.002
EGY,2019,EES,54.827
EGY,2019,SLF,96.955
EGY,2023,TOTAL,71.33
EGY,2023,EES,59.281
EGY,2023,SLF,100.0
EGY,2024,TOTAL,68.613
EGY,2024,EES,60.835
EGY,2024,SLF,78.74
ESP,2007,TOTAL,8.22
ESP,2007,EES,6.296
ESP,2007,SLF,18.492
ESP,2008,TOTAL,3.701
ESP,2008,EES,1.617
ESP,2008,SLF,14.352
ESP,2009,TOTAL,3.025
ESP,2009,EES,1.488
ESP,2009,SLF,10.661
ESP,2010,TOTAL,3.49
ESP,2010,EES,1.744
ESP,2010,SLF,12.438
ESP,2011,TOTAL,2.956
ESP,2011,EES,1.703
ESP,2011,SLF,9.065
ESP,2012,TOTAL,2.845
ESP,2012,EES,1.679
ESP,2012,SLF,8.752
ESP,2013,TOTAL,3.568
ESP,2013,EES,2.161
ESP,2013,SLF,10.194
ESP,2014,TOTAL,5.133
ESP,2014,EES,2.552
ESP,2014,SLF,17.258
ESP,2015,TOTAL,5.105
ESP,2015,EES,2.817
ESP,2015,SLF,16.29
ESP,2016,TOTAL,3.798
ESP,2016,EES,2.086
ESP,2016,SLF,11.954
ESP,2017,TOTAL,4.654
ESP,2017,EES,2.491
ESP,2017,SLF,15.848
ESP,2018,TOTAL,3.753
ESP,2018,EES,2.332
ESP,2018,SLF,11.382
ESP,2019,TOTAL,4.244
ESP,2019,EES,2.246
ESP,2019,SLF,15.403
ESP,2020,TOTAL,3.693
ESP,2020,EES,1.953
ESP,2020,SLF,14.169
ESP,2021,TOTAL,5.688
ESP,2021,EES,4.099
ESP,2021,SLF,15.005
ESP,2022,TOTAL,4.754
ESP,2022,EES,2.675
ESP,2022,SLF,16.734
ESP,2023,TOTAL,3.859
ESP,2023,EES,1.999
ESP,2023,SLF,14.668
ESP,2024,TOTAL,3.846
ESP,2024,EES,1.941
ESP,2024,SLF,14.225
ESP,2025,TOTAL,3.799
ESP,2025,EES,1.962
ESP,2025,SLF,14.12
EST,2007,TOTAL,3.907
EST,2007,EES,1.794
EST,2007,SLF,33.356
EST,2008,TOTAL,2.211
EST,2008,EES,1.286
EST,2008,SLF,15.296
EST,2009,TOTAL,1.612
EST,2009,EES,0.622
EST,2009,SLF,12.46
EST,2010,TOTAL,2.044
EST,2010,EES,1.211
EST,2010,SLF,12.293
EST,2011,TOTAL,2.289
EST,2011,EES,0.864
EST,2011,SLF,18.091
EST,2012,TOTAL,2.309
EST,2012,EES,1.087
EST,2012,SLF,15.393
EST,2013,TOTAL,1.432
EST,2013,EES,0.814
EST,2013,SLF,8.481
EST,2014,TOTAL,2.177
EST,2014,EES,0.635
EST,2014,SLF,17.685
EST,2015,TOTAL,2.501
EST,2015,EES,0.333
EST,2015,SLF,22.85
EST,2016,TOTAL,2.191
EST,2016,EES,0.308
EST,2016,SLF,18.633
EST,2017,TOTAL,2.012
EST,2017,EES,0.147
EST,2017,SLF,18.317
EST,2018,TOTAL,0.909
EST,2018,EES,0.191
EST,2018,SLF,7.109
EST,2019,TOTAL,2.296
EST,2019,EES,0.569
EST,2019,SLF,17.736
EST,2020,TOTAL,2.466
EST,2020,EES,0.291
EST,2020,SLF,18.545
EST,2021,TOTAL,8.45
EST,2021,EES,7.123
EST,2021,SLF,17.786
EST,2022,TOTAL,8.078
EST,2022,EES,6.063
EST,2022,SLF,25.368
EST,2023,TOTAL,6.68
EST,2023,EES,4.617
EST,2023,SLF,22.278
EST,2024,TOTAL,5.984
EST,2024,EES,3.677
EST,2024,SLF,25.285
EST,2025,TOTAL,6.104
EST,2025,EES,3.886
EST,2025,SLF,25.792
ETH,1999,TOTAL,99.101
ETH,1999,EES,100.0
ETH,1999,SLF,99.001
ETH,2005,TOTAL,61.277
ETH,2005,EES,100.0
ETH,2005,SLF,57.442
ETH,2021,TOTAL,77.654
ETH,2021,EES,44.265
ETH,2021,SLF,83.152
FIN,2007,TOTAL,8.389
FIN,2007,EES,0.612
FIN,2007,SLF,57.038
FIN,2008,TOTAL,8.599
FIN,2008,EES,0.643
FIN,2008,SLF,58.123
FIN,2009,TOTAL,8.547
FIN,2009,EES,0.615
FIN,2009,SLF,57.344
FIN,2010,TOTAL,8.102
FIN,2010,EES,0.224
FIN,2010,SLF,56.965
FIN,2011,TOTAL,8.537
FIN,2011,EES,0.31
FIN,2011,SLF,59.017
FIN,2012,TOTAL,7.964
FIN,2012,EES,0.354
FIN,2012,SLF,57.719
FIN,2013,TOTAL,8.04
FIN,2013,EES,0.493
FIN,2013,SLF,57.03
FIN,2014,TOTAL,8.185
FIN,2014,EES,0.292
FIN,2014,SLF,57.279
FIN,2015,TOTAL,8.154
FIN,2015,EES,0.381
FIN,2015,SLF,56.203
FIN,2016,TOTAL,8.321
FIN,2016,EES,0.23
FIN,2016,SLF,57.837
FIN,2017,TOTAL,8.504
FIN,2017,EES,0.329
FIN,2017,SLF,59.259
FIN,2018,TOTAL,7.987
FIN,2018,EES,0.24
FIN,2018,SLF,56.336
FIN,2019,TOTAL,7.703
FIN,2019,EES,0.193
FIN,2019,SLF,57.365
FIN,2020,TOTAL,6.028
FIN,2020,EES,0.219
FIN,2020,SLF,45.055
FIN,2021,TOTAL,1.514
FIN,2021,EES,0.545
FIN,2021,SLF,8.157
FIN,2022,TOTAL,1.703
FIN,2022,EES,0.572
FIN,2022,SLF,9.364
FIN,2023,TOTAL,1.914
FIN,2023,EES,0.816
FIN,2023,SLF,9.045
FIN,2024,TOTAL,2.001
FIN,2024,EES,0.792
FIN,2024,SLF,10.324
FIN,2025,TOTAL,1.54
FIN,2025,EES,0.703
FIN,2025,SLF,7.946
FJI,2016,TOTAL,43.572
FJI,2016,EES,20.259
FJI,2016,SLF,84.339
FJI,2024,TOTAL,45.702
FJI,2024,EES,19.097
FJI,2024,SLF,82.252
FRA,2007,TOTAL,8.003
FRA,2007,EES,7.655
FRA,2007,SLF,11.313
FRA,2008,TOTAL,7.91
FRA,2008,EES,6.937
FRA,2008,SLF,18.309
FRA,2009,TOTAL,6.456
FRA,2009,EES,6.002
FRA,2009,SLF,11.339
FRA,2010,TOTAL,6.698
FRA,2010,EES,6.229
FRA,2010,SLF,11.618
FRA,2011,TOTAL,6.412
FRA,2011,EES,5.766
FRA,2011,SLF,12.75
FRA,2012,TOTAL,5.966
FRA,2012,EES,5.546
FRA,2012,SLF,9.905
FRA,2013,TOTAL,6.063
FRA,2013,EES,5.53
FRA,2013,SLF,11.098
FRA,2014,TOTAL,6.371
FRA,2014,EES,5.744
FRA,2014,SLF,12.044
FRA,2015,TOTAL,6.218
FRA,2015,EES,5.891
FRA,2015,SLF,9.188
FRA,2016,TOTAL,6.741
FRA,2016,EES,6.009
FRA,2016,SLF,13.13
FRA,2017,TOTAL,6.366
FRA,2017,EES,5.672
FRA,2017,SLF,12.683
FRA,2018,TOTAL,5.569
FRA,2018,EES,5.22
FRA,2018,SLF,8.952
FRA,2019,TOTAL,5.492
FRA,2019,EES,5.142
FRA,2019,SLF,8.722
FRA,2020,TOTAL,3.556
FRA,2020,EES,1.979
FRA,2020,SLF,13.133
FRA,2021,TOTAL,3.962
FRA,2021,EES,2.65
FRA,2021,SLF,12.435
FRA,2022,TOTAL,4.126
FRA,2022,EES,2.431
FRA,2022,SLF,13.4
FRA,2023,TOTAL,4.033
FRA,2023,EES,2.734
FRA,2023,SLF,11.533
FRA,2024,TOTAL,3.776
FRA,2024,EES,2.499
FRA,2024,SLF,10.665
FRA,2025,TOTAL,3.394
FRA,2025,EES,1.858
FRA,2025,SLF,10.861
GAB,2024,TOTAL,86.054
GAB,2024,EES,90.824
GAB,2024,SLF,79.254
GBR,2007,TOTAL,20.105
GBR,2007,EES,9.297
GBR,2007,SLF,99.437
GBR,2008,TOTAL,20.722
GBR,2008,EES,10.43
GBR,2008,SLF,99.154
GBR,2009,TOTAL,20.546
GBR,2009,EES,9.907
GBR,2009,SLF,99.186
GBR,2010,TOTAL,13.838
GBR,2010,EES,1.782
GBR,2010,SLF,98.58
GBR,2011,TOTAL,15.461
GBR,2011,EES,2.014
GBR,2011,SLF,98.728
GBR,2012,TOTAL,15.723
GBR,2012,EES,3.86
GBR,2012,SLF,99.113
GBR,2013,TOTAL,15.505
GBR,2013,EES,3.119
GBR,2013,SLF,99.631
GBR,2014,TOTAL,15.085
GBR,2014,EES,2.801
GBR,2014,SLF,98.088
GBR,2015,TOTAL,15.607
GBR,2015,EES,3.085
GBR,2015,SLF,97.532
GBR,2016,TOTAL,16.284
GBR,2016,EES,3.075
GBR,2016,SLF,97.746
GBR,2017,TOTAL,22.919
GBR,2017,EES,9.121
GBR,2017,SLF,98.013
GBR,2018,TOTAL,19.81
GBR,2018,EES,5.078
GBR,2018,SLF,97.919
GEO,2019,TOTAL,51.275
GEO,2019,EES,16.436
GEO,2019,SLF,86.456
GEO,2020,TOTAL,55.627
GEO,2020,EES,23.626
GEO,2020,SLF,87.68
GEO,2021,TOTAL,67.178
GEO,2021,EES,44.851
GEO,2021,SLF,73.174
GEO,2022,TOTAL,66.321
GEO,2022,EES,45.856
GEO,2022,SLF,72.484
GEO,2023,TOTAL,65.385
GEO,2023,EES,45.932
GEO,2023,SLF,71.666
GEO,2024,TOTAL,64.077
GEO,2024,EES,44.97
GEO,2024,SLF,71.542
GEO,2025,TOTAL,62.394
GEO,2025,EES,42.585
GEO,2025,SLF,71.756
GHA,2015,TOTAL,78.051
GHA,2015,EES,54.21
GHA,2015,SLF,83.951
GHA,2013,TOTAL,92.118
GHA,2013,EES,70.664
GHA,2013,SLF,99.256
GMB,2012,TOTAL,77.482
GMB,2012,EES,56.716
GMB,2012,SLF,80.286
GMB,2018,TOTAL,79.275
GMB,2018,EES,54.933
GMB,2018,SLF,88.294
GMB,2023,TOTAL,83.882
GMB,2023,EES,68.861
GMB,2023,SLF,90.555
GMB,2025,TOTAL,84.055
GMB,2025,EES,67.525
GMB,2025,SLF,92.424
GNB,2022,TOTAL,94.774
GNB,2022,EES,80.83
GNB,2022,SLF,99.151
GNB,2018,TOTAL,98.233
GNB,2018,EES,97.696
GNB,2018,SLF,95.475
GNQ,2023,TOTAL,83.921
GNQ,2023,EES,66.153
GNQ,2023,SLF,99.947
GRC,2007,TOTAL,8.563
GRC,2007,EES,4.117
GRC,2007,SLF,16.767
GRC,2008,TOTAL,7.584
GRC,2008,EES,4.298
GRC,2008,SLF,14.021
GRC,2009,TOTAL,6.972
GRC,2009,EES,3.67
GRC,2009,SLF,13.639
GRC,2010,TOTAL,7.184
GRC,2010,EES,4.826
GRC,2010,SLF,11.938
GRC,2011,TOTAL,5.085
GRC,2011,EES,2.853
GRC,2011,SLF,9.517
GRC,2012,TOTAL,4.59
GRC,2012,EES,3.394
GRC,2012,SLF,6.919
GRC,2013,TOTAL,5.316
GRC,2013,EES,3.84
GRC,2013,SLF,8.073
GRC,2014,TOTAL,5.851
GRC,2014,EES,4.093
GRC,2014,SLF,9.269
GRC,2015,TOTAL,4.234
GRC,2015,EES,3.091
GRC,2015,SLF,6.479
GRC,2016,TOTAL,5.395
GRC,2016,EES,3.541
GRC,2016,SLF,9.359
GRC,2017,TOTAL,5.331
GRC,2017,EES,3.389
GRC,2017,SLF,9.6
GRC,2018,TOTAL,5.376
GRC,2018,EES,3.229
GRC,2018,SLF,10.415
GRC,2019,TOTAL,5.705
GRC,2019,EES,3.184
GRC,2019,SLF,11.812
GRC,2020,TOTAL,5.533
GRC,2020,EES,2.39
GRC,2020,SLF,12.977
GRC,2021,TOTAL,5.088
GRC,2021,EES,3.042
GRC,2021,SLF,10.308
GRC,2022,TOTAL,5.413
GRC,2022,EES,3.964
GRC,2022,SLF,9.246
GRC,2023,TOTAL,4.813
GRC,2023,EES,3.537
GRC,2023,SLF,8.437
GRC,2024,TOTAL,4.335
GRC,2024,EES,2.901
GRC,2024,SLF,8.563
GRC,2025,TOTAL,4.199
GRC,2025,EES,2.948
GRC,2025,SLF,8.107
GRD,2018,TOTAL,49.184
GRD,2018,EES,40.441
GRD,2018,SLF,77.459
GRD,2019,TOTAL,57.449
GRD,2019,EES,44.802
GRD,2019,SLF,80.259
GRD,2020,TOTAL,49.963
GRD,2020,EES,41.213
GRD,2020,SLF,75.637
GRD,2021,TOTAL,50.331
GRD,2021,EES,41.648
GRD,2021,SLF,74.291
GRD,2023,TOTAL,48.048
GRD,2023,EES,40.271
GRD,2023,SLF,68.667
GTM,2002,TOTAL,81.882
GTM,2002,EES,60.088
GTM,2002,SLF,99.321
GTM,2003,TOTAL,81.109
GTM,2003,EES,60.554
GTM,2003,SLF,99.6
GTM,2004,TOTAL,81.206
GTM,2004,EES,61.816
GTM,2004,SLF,99.076
GTM,2010,TOTAL,80.929
GTM,2010,EES,65.012
GTM,2010,SLF,98.902
GTM,2011,TOTAL,81.208
GTM,2011,EES,67.585
GTM,2011,SLF,99.262
GTM,2012,TOTAL,82.655
GTM,2012,EES,67.71
GTM,2012,SLF,99.344
GTM,2013,TOTAL,80.532
GTM,2013,EES,66.133
GTM,2013,SLF,99.218
GTM,2014,TOTAL,78.064
GTM,2014,EES,63.77
GTM,2014,SLF,98.866
GTM,2015,TOTAL,79.179
GTM,2015,EES,66.009
GTM,2015,SLF,99.196
GTM,2016,TOTAL,79.206
GTM,2016,EES,67.411
GTM,2016,SLF,98.741
GTM,2017,TOTAL,80.107
GTM,2017,EES,67.246
GTM,2017,SLF,99.036
GTM,2018,TOTAL,80.564
GTM,2018,EES,67.885
GTM,2018,SLF,99.129
GTM,2019,TOTAL,78.985
GTM,2019,EES,67.705
GTM,2019,SLF,98.559
GTM,2021,TOTAL,81.935
GTM,2021,EES,67.201
GTM,2021,SLF,99.101
GTM,2022,TOTAL,79.727
GTM,2022,EES,67.484
GTM,2022,SLF,95.258
GTM,2024,TOTAL,75.932
GTM,2024,EES,63.131
GTM,2024,SLF,93.426
GTM,2023,TOTAL,83.185
GTM,2023,EES,74.634
GTM,2023,SLF,96.26
GTM,2006,TOTAL,80.127
GTM,2006,EES,61.517
GTM,2006,SLF,100.0
GUY,2018,TOTAL,52.357
GUY,2018,EES,40.198
GUY,2018,SLF,72.559
GUY,2019,TOTAL,50.966
GUY,2019,EES,38.187
GUY,2019,SLF,72.568
GUY,2020,TOTAL,53.254
GUY,2020,EES,41.331
GUY,2020,SLF,72.863
GUY,2021,TOTAL,51.248
GUY,2021,EES,39.8
GUY,2021,SLF,71.165
HND,2006,TOTAL,74.263
HND,2006,EES,56.397
HND,2006,SLF,90.45
HND,2007,TOTAL,72.168
HND,2007,EES,57.767
HND,2007,SLF,85.881
HND,2008,TOTAL,79.708
HND,2008,EES,59.429
HND,2008,SLF,99.355
HND,2009,TOTAL,78.92
HND,2009,EES,57.839
HND,2009,SLF,97.597
HND,2010,TOTAL,80.478
HND,2010,EES,58.625
HND,2010,SLF,97.79
HND,2011,TOTAL,82.205
HND,2011,EES,64.437
HND,2011,SLF,97.834
HND,2012,TOTAL,83.935
HND,2012,EES,64.571
HND,2012,SLF,98.483
HND,2013,TOTAL,82.706
HND,2013,EES,63.533
HND,2013,SLF,98.068
HND,2014,TOTAL,79.002
HND,2014,EES,59.413
HND,2014,SLF,98.247
HND,2015,TOTAL,80.844
HND,2015,EES,62.745
HND,2015,SLF,97.884
HND,2016,TOTAL,79.817
HND,2016,EES,62.918
HND,2016,SLF,97.842
HND,2017,TOTAL,82.612
HND,2017,EES,66.306
HND,2017,SLF,97.425
HRV,2010,TOTAL,3.353
HRV,2010,EES,1.405
HRV,2010,SLF,17.095
HRV,2011,TOTAL,4.211
HRV,2011,EES,2.334
HRV,2011,SLF,19.826
HRV,2012,TOTAL,4.089
HRV,2012,EES,2.574
HRV,2012,SLF,16.35
HRV,2013,TOTAL,4.229
HRV,2013,EES,2.71
HRV,2013,SLF,16.577
HRV,2014,TOTAL,3.079
HRV,2014,EES,1.833
HRV,2014,SLF,14.079
HRV,2015,TOTAL,4.636
HRV,2015,EES,3.107
HRV,2015,SLF,17.854
HRV,2016,TOTAL,3.828
HRV,2016,EES,2.375
HRV,2016,SLF,17.399
HRV,2017,TOTAL,2.996
HRV,2017,EES,1.604
HRV,2017,SLF,16.043
HRV,2018,TOTAL,2.656
HRV,2018,EES,1.479
HRV,2018,SLF,14.052
HRV,2019,TOTAL,2.959
HRV,2019,EES,1.668
HRV,2019,SLF,14.232
HRV,2020,TOTAL,1.991
HRV,2020,EES,0.794
HRV,2020,SLF,11.648
HRV,2021,TOTAL,3.085
HRV,2021,EES,2.667
HRV,2021,SLF,6.811
HRV,2022,TOTAL,2.686
HRV,2022,EES,2.2
HRV,2022,SLF,7.005
HRV,2023,TOTAL,2.498
HRV,2023,EES,2.232
HRV,2023,SLF,4.712
HRV,2024,TOTAL,5.307
HRV,2024,EES,1.126
HRV,2024,SLF,38.678
HRV,2025,TOTAL,14.816
HRV,2025,EES,10.14
HRV,2025,SLF,49.097
HTI,2012,TOTAL,91.607
HTI,2012,EES,71.531
HTI,2012,SLF,98.023
HUN,2007,TOTAL,10.886
HUN,2007,EES,0.985
HUN,2007,SLF,79.591
HUN,2008,TOTAL,10.786
HUN,2008,EES,0.676
HUN,2008,SLF,81.783
HUN,2009,TOTAL,11.379
HUN,2009,EES,0.613
HUN,2009,SLF,77.845
HUN,2010,TOTAL,11.99
HUN,2010,EES,0.94
HUN,2010,SLF,64.739
HUN,2011,TOTAL,11.58
HUN,2011,EES,0.781
HUN,2011,SLF,70.716
HUN,2012,TOTAL,11.637
HUN,2012,EES,0.776
HUN,2012,SLF,75.627
HUN,2013,TOTAL,11.338
HUN,2013,EES,1.141
HUN,2013,SLF,73.12
HUN,2014,TOTAL,2.798
HUN,2014,EES,0.808
HUN,2014,SLF,18.471
HUN,2015,TOTAL,2.382
HUN,2015,EES,0.63
HUN,2015,SLF,16.583
HUN,2016,TOTAL,2.726
HUN,2016,EES,0.744
HUN,2016,SLF,18.907
HUN,2017,TOTAL,10.749
HUN,2017,EES,1.101
HUN,2017,SLF,90.158
HUN,2018,TOTAL,5.437
HUN,2018,EES,0.447
HUN,2018,SLF,47.772
HUN,2019,TOTAL,1.798
HUN,2019,EES,0.406
HUN,2019,SLF,13.379
HUN,2020,TOTAL,0.857
HUN,2020,EES,0.331
HUN,2020,SLF,4.247
IDN,2016,TOTAL,85.477
IDN,2016,EES,82.354
IDN,2016,SLF,88.462
IDN,2017,TOTAL,83.954
IDN,2017,EES,79.385
IDN,2017,SLF,88.31
IDN,2018,TOTAL,82.262
IDN,2018,EES,79.732
IDN,2018,SLF,84.6
IDN,2019,TOTAL,80.343
IDN,2019,EES,79.239
IDN,2019,SLF,81.365
IDN,2022,TOTAL,80.158
IDN,2022,EES,79.333
IDN,2022,SLF,80.876
IDN,2023,TOTAL,80.975
IDN,2023,EES,80.813
IDN,2023,SLF,81.114
IND,2018,TOTAL,88.455
IND,2018,EES,63.063
IND,2018,SLF,97.119
IND,2019,TOTAL,88.763
IND,2019,EES,64.291
IND,2019,SLF,97.282
IND,2020,TOTAL,89.306
IND,2020,EES,62.438
IND,2020,SLF,97.684
IND,2021,TOTAL,88.718
IND,2021,EES,60.59
IND,2021,SLF,97.446
IND,2022,TOTAL,88.858
IND,2022,EES,59.59
IND,2022,SLF,97.679
IND,2023,TOTAL,88.584
IND,2023,EES,58.281
IND,2023,SLF,98.095
IND,2024,TOTAL,88.127
IND,2024,EES,58.338
IND,2024,SLF,97.899
IND,2025,TOTAL,87.197
IND,2025,EES,58.023
IND,2025,SLF,97.365
IND,2005,TOTAL,92.004
IND,2005,EES,60.471
IND,2005,SLF,97.717
IND,2010,TOTAL,90.467
IND,2010,EES,60.075
IND,2010,SLF,96.474
IND,2012,TOTAL,89.987
IND,2012,EES,63.853
IND,2012,SLF,96.037
IRL,2007,TOTAL,10.159
IRL,2007,EES,4.16
IRL,2007,SLF,38.926
IRL,2008,TOTAL,8.939
IRL,2008,EES,3.214
IRL,2008,SLF,37.988
IRL,2009,TOTAL,7.381
IRL,2009,EES,1.731
IRL,2009,SLF,35.467
IRL,2010,TOTAL,10.747
IRL,2010,EES,3.296
IRL,2010,SLF,45.073
IRL,2011,TOTAL,6.763
IRL,2011,EES,1.018
IRL,2011,SLF,38.657
IRL,2012,TOTAL,3.526
IRL,2012,EES,1.592
IRL,2012,SLF,14.699
IRL,2013,TOTAL,5.169
IRL,2013,EES,0.797
IRL,2013,SLF,28.883
IRL,2014,TOTAL,6.045
IRL,2014,EES,0.858
IRL,2014,SLF,33.198
IRL,2015,TOTAL,3.748
IRL,2015,EES,1.065
IRL,2015,SLF,19.179
IRL,2016,TOTAL,3.506
IRL,2016,EES,0.896
IRL,2016,SLF,18.398
IRL,2017,TOTAL,3.408
