code,date,gdp,cons_hh,cons_gov,inv,capform,exports,imports,src_gdp,src_cons_hh,src_cons_gov,src_inv,src_capform,src_exports,src_imports
ESP,1974-01-01,8026.970146096818,5047.233766293607,793.3556043430699,2387.5048563202686,2555.672224201447,1033.4744899567136,1316.1103217014204,ine_base1986,ine_base1986,ine_base1986,ine_base1986,ine_base1986,ine_base1986,ine_base1986
ESP,1974-04-01,8388.336305821149,5305.050519409737,850.3144682446236,2545.760676865752,2757.2909499196517,1082.3374572111022,1501.2796296173292,ine_base1986,ine_base1986,ine_base1986,ine_base1986,ine_base1986,ine_base1986,ine_base1986
ESP,1974-07-01,8658.200575560239,5528.448411278625,879.4719819085142,2660.1364744418056,2866.2932744711584,1131.2961403660872,1633.8512174824148,ine_base1986,ine_base1986,ine_base1986,ine_base1986,ine_base1986,ine_base1986,ine_base1986
ESP,1974-10-01,9027.523421370244,5763.535727722048,926.259620113362,2737.1063507980184,2951.6653726677278,1182.1511948016357,1682.1584140348177,ine_base1986,ine_base1986,ine_base1986,ine_base1986,ine_base1986,ine_base1986,ine_base1986
ESP,1975-01-01,9386.900409573158,5957.710058154599,974.4034217444371,2784.583096961663,2998.3149466549266,1197.8067267929107,1631.9139622993362,ine_base1986,ine_base1986,ine_base1986,ine_base1986,ine_base1986,ine_base1986,ine_base1986
ESP,1975-04-01,9794.680571463918,6207.733861554372,1039.4992662033558,2826.305086014563,3053.559943610649,1204.129958476051,1603.0041541826279,ine_base1986,ine_base1986,ine_base1986,ine_base1986,ine_base1986,ine_base1986,ine_base1986
ESP,1975-07-01,10226.3307916117,6488.929463819573,1101.2047020967057,2894.6428267046585,3129.6323116054855,1215.4603282091327,1601.6319317612808,ine_base1986,ine_base1986,ine_base1986,ine_base1986,ine_base1986,ine_base1986,ine_base1986
ESP,1975-10-01,10628.143438938205,6799.998039997473,1161.5539745638282,2950.7517085344207,3171.8979324063976,1262.917468173514,1663.8103721566235,ine_base1986,ine_base1986,ine_base1986,ine_base1986,ine_base1986,ine_base1986,ine_base1986
ESP,1976-01-01,11082.337602995394,7192.892588197116,1238.1772081456802,3032.0376527236917,3261.5749288957313,1339.316703580688,1841.0754305595233,ine_base1986,ine_base1986,ine_base1986,ine_base1986,ine_base1986,ine_base1986,ine_base1986
ESP,1976-04-01,11649.914543773426,7586.436548873125,1333.1086479816029,3160.0809984377647,3414.150873395533,1430.3425250477278,1999.073492702512,ine_base1986,ine_base1986,ine_base1986,ine_base1986,ine_base1986,ine_base1986,ine_base1986
ESP,1976-07-01,12332.863432793723,8019.594670607277,1442.957885506028,3314.0207511501894,3587.2235957433536,1535.3907259521188,2132.83102845211,ine_base1986,ine_base1986,ine_base1986,ine_base1986,ine_base1986,ine_base1986,ine_base1986
ESP,1976-10-01,13113.28172636352,8484.574003683218,1545.348224186202,3495.295600138652,3768.582708294108,1659.2471013236743,2225.589538644443,ine_base1986,ine_base1986,ine_base1986,ine_base1986,ine_base1986,ine_base1986,ine_base1986
ESP,1977-01-01,13972.603823616246,8961.89217381006,1637.56733716967,3704.624890041996,3945.9962629772044,1791.747818967829,2252.5062092170224,ine_base1986,ine_base1986,ine_base1986,ine_base1986,ine_base1986,ine_base1986,ine_base1986
ESP,1977-04-01,14839.882606954641,9525.582203293183,1739.27959413673,3867.9161230593813,4065.9440968774265,1920.5156164887296,2309.723537781341,ine_base1986,ine_base1986,ine_base1986,ine_base1986,ine_base1986,ine_base1986,ine_base1986
ESP,1977-07-01,15711.80279050968,10140.57581840899,1841.6699328169043,4032.646045354452,4169.3910184568,2053.3333930536096,2402.215054470878,ine_base1986,ine_base1986,ine_base1986,ine_base1986,ine_base1986,ine_base1986,ine_base1986
ESP,1977-10-01,16599.636346236068,10661.404624452154,1965.7588863167175,4232.623854952835,4328.923793586647,2214.118159323958,2487.1251975112523,ine_base1986,ine_base1986,ine_base1986,ine_base1986,ine_base1986,ine_base1986,ine_base1986
ESP,1978-01-01,17482.165444572005,11071.183897037236,2100.6971472263513,4415.337393218984,4482.73586914881,2391.5096343477567,2493.054936933816,ine_base1986,ine_base1986,ine_base1986,ine_base1986,ine_base1986,ine_base1986,ine_base1986
ESP,1978-04-01,18310.98691182965,11540.059704971358,2220.717610447482,4538.345326461155,4574.532974146268,2531.577890382803,2499.8042843184517,ine_base1986,ine_base1986,ine_base1986,ine_base1986,ine_base1986,ine_base1986,ine_base1986
ESP,1978-07-01,19122.56889256833,12055.043798727254,2335.991501676817,4646.966366926465,4674.019964240982,2613.385074173666,2508.6088607594934,ine_base1986,ine_base1986,ine_base1986,ine_base1986,ine_base1986,ine_base1986,ine_base1986
ESP,1978-10-01,19909.61775787619,12561.585530290433,2458.724291750403,4754.148718114087,4804.216187065211,2694.952968213038,2565.4288036452317,ine_base1986,ine_base1986,ine_base1986,ine_base1986,ine_base1986,ine_base1986,ine_base1986
ESP,1979-01-01,20654.230964060454,13064.230786995433,2577.3885915453066,4846.224831886005,4986.667694508287,2784.064471668152,2707.51281119133,ine_base1986,ine_base1986,ine_base1986,ine_base1986,ine_base1986,ine_base1986,ine_base1986
ESP,1979-04-01,21448.57345828018,13610.386679616757,2703.511790184461,4982.180968627352,5145.4171075114045,2896.3691342864972,2855.054662666678,ine_base1986,ine_base1986,ine_base1986,ine_base1986,ine_base1986,ine_base1986,ine_base1986
ESP,1979-07-01,22282.69938292827,14214.34028263439,2839.806214520322,5181.439433586892,5361.675362148402,3001.9617193755294,3072.6357399917824,ine_base1986,ine_base1986,ine_base1986,ine_base1986,ine_base1986,ine_base1986,ine_base1986
ESP,1979-10-01,23145.336766050026,14839.075084895641,2992.374599970912,5436.806780376195,5644.081002238829,3134.3308276563644,3383.229902709561,ine_base1986,ine_base1986,ine_base1986,ine_base1986,ine_base1986,ine_base1986,ine_base1986
ESP,1980-01-01,24354.31479891745,15617.363940092893,2961.8278143331872,5535.306625314485,6828.716873143655,3197.0244592772806,4068.915641014254,ine_base1995,ine_base1995,ine_base1995,ine_base1995,ine_base1995,ine_base1995,ine_base1995
ESP,1980-04-01,24924.596360292704,16334.180740811444,3323.4698189482215,5999.48785019322,5803.2589887761815,3604.962362871263,4024.4861406171967,ine_base1995,ine_base1995,ine_base1995,ine_base1995,ine_base1995,ine_base1995,ine_base1995
