observation_date,PERIC
1993-07-01,5.093422075979590
1993-10-01,5.028808432307820
1994-01-01,5.001078222019020
1994-04-01,4.953699653021510
1994-07-01,4.876513680289100
1994-10-01,4.787158969776820
1995-01-01,4.708863435664460
1995-04-01,4.651165040020530
1995-07-01,4.580694433736690
1995-10-01,4.500714372032680
1996-01-01,4.404856854077060
1996-04-01,4.300551542482760
1996-07-01,4.240134457904640
1996-10-01,4.168501627312520
1997-01-01,4.096382651733820
1997-04-01,4.030321395794020
1997-07-01,3.965973952504920
1997-10-01,3.885351560863280
1998-01-01,3.790911794017440
1998-04-01,3.698385935327320
1998-07-01,3.608395066823700
1998-10-01,3.521165024677050
1999-01-01,3.451321865218420
1999-04-01,3.359343845801380
1999-07-01,3.271058504060780
1999-10-01,3.200012616655860
2000-01-01,3.134317888460510
2000-04-01,3.078999843781370
2000-07-01,3.018243077306970
2000-10-01,2.950940312649250
2001-01-01,2.862460739359990
2001-04-01,2.800861610508850
2001-07-01,2.750186779467860
2001-10-01,2.705559600129210
2002-01-01,2.657003227109810
2002-04-01,2.597694840855780
2002-07-01,2.528295954435730
2002-10-01,2.485067436474800
2003-01-01,2.412276498173330
2003-04-01,2.369925516515120
2003-07-01,2.310768223018400
2003-10-01,2.280445399137650
2004-01-01,2.244922247147340
2004-04-01,2.223673675783200
2004-07-01,2.182716626980810
2004-10-01,2.150049852559440
2005-01-01,2.127356384943410
2005-04-01,2.092760457768530
2005-07-01,2.031310324206770
2005-10-01,1.988936434551590
2006-01-01,1.958346637861160
2006-04-01,1.919484254621460
2006-07-01,1.896002839191370
2006-10-01,1.889111925408940
2007-01-01,1.855864081367810
2007-04-01,1.821818607028150
2007-07-01,1.781248449382880
2007-10-01,1.729828359075240
2008-01-01,1.691430442296960
2008-04-01,1.650256452225680
2008-07-01,1.628783329508850
2008-10-01,1.682033273565820
2009-01-01,1.669796474479600
2009-04-01,1.635636664858410
2009-07-01,1.592342150926870
2009-10-01,1.546932726404470
2010-01-01,1.505562662866270
2010-04-01,1.486791192525200
2010-07-01,1.473302567047630
2010-10-01,1.452951880958970
2011-01-01,1.430543316098730
2011-04-01,1.410826167398690
2011-07-01,1.390866143810560
2011-10-01,1.374574363544780
2012-01-01,1.354368782876830
2012-04-01,1.336661508890170
2012-07-01,1.323782407866180
2012-10-01,1.308724110662790
2013-01-01,1.291187461730260
2013-04-01,1.276569298211090
2013-07-01,1.258714965865530
2013-10-01,1.238419907729620
2014-01-01,1.219982103722800
2014-04-01,1.203046843916630
2014-07-01,1.185709753660420
2014-10-01,1.173442698430520
2015-01-01,1.162820290610880
2015-04-01,1.140491284578070
2015-07-01,1.118833080962830
2015-10-01,1.104080191105790
2016-01-01,1.087329132806950
2016-04-01,1.065281323937300
2016-07-01,1.047938239208050
2016-10-01,1.031346616987620
2017-01-01,1.018728115893710
2017-04-01,1.007596083093190
2017-07-01,0.994465880483977
2017-10-01,0.979539732623970
2018-01-01,0.963551797218746
2018-04-01,0.949628848425684
2018-07-01,0.941559436804184
2018-10-01,0.927472325842723
2019-01-01,0.918703628372322
2019-04-01,0.904827679231387
2019-07-01,0.892374075003798
2019-10-01,0.877501005423371
2020-01-01,0.867929030613536
2020-04-01,0.865072044460465
2020-07-01,0.847605702913940
2020-10-01,0.829670756194118
2021-01-01,0.814819125203745
2021-04-01,0.790859299104522
2021-07-01,0.785005779323108
2021-10-01,0.777557872898462
2022-01-01,0.773537630702067
2022-04-01,0.769591831011691
2022-07-01,0.766112856161145
2022-10-01,0.761024925999248
2023-01-01,0.757688748836476
2023-04-01,0.743959130187178
2023-07-01,0.733819057207451
2023-10-01,0.722919888402324
2024-01-01,0.713570116712040
2024-04-01,0.704930577317102
2024-07-01,0.700639476142394
2024-10-01,0.694959144914539
